metric,observed,bootstrap_mean,bootstrap_median,q05,q95,empirical_p_value_greater_equal,interpretation,note
total_unique_primary_top25_or_lex_top25_count,5,16.434,16.0,12.0,21.0,1.0,weak,"Equal-budget bootstrap against existing teacher-labelled reference distribution, not the full scan-order universe."
