n,v03_count,reference_count,best_v03_lex_candidate,best_v03_ref_lex_rank,new_record_count,primary_new_record_count,total_unique_primary_topk_candidates,total_unique_any_topk_candidates,best_v03_u2_range,best_reference_u2_range,v03_best_over_reference_best_ratio_u2_range,median_v03_u2_range,median_reference_u2_range,v03_top25pct_count_u2_range,best_v03_peeq_max,best_reference_peeq_max,v03_best_over_reference_best_ratio_peeq_max,median_v03_peeq_max,median_reference_peeq_max,v03_top25pct_count_peeq_max,best_v03_surface_t_proxy,best_reference_surface_t_proxy,v03_best_over_reference_best_ratio_surface_t_proxy,median_v03_surface_t_proxy,median_reference_surface_t_proxy,v03_top25pct_count_surface_t_proxy,best_v03_mises_max,best_reference_mises_max,v03_best_over_reference_best_ratio_mises_max,median_v03_mises_max,median_reference_mises_max,v03_top25pct_count_mises_max
24,16,190,PPOV03_N24_B05_top_v03_score,139,0,0,5,5,0.0001702423680853,2.9523077955673216e-05,5.7664166433088955,0.00027177957622365,8.096076885522052e-05,0,0.1666601449251175,0.1492166519165039,1.116900444987697,0.17386179417371744,0.15729529410600662,0,581186176.0,580875968.0,1.000534034832028,582332512.0,582566592.0,5,579943936.0,579942784.0,1.0000019864028518,579944832.0,579944128.0,0
40,16,206,PPOV03_N40_B02_top_v03_score,165,0,0,0,6,0.0007193772387381,4.5779268475598656e-05,15.714039623012843,0.0008975243688382,0.0001498124456702,0,0.1566403955221176,0.1440253555774688,1.087589021350226,0.16961321979761118,0.1574980020523071,0,582840064.0,581119040.0,1.0029615687691114,584022432.0,583269440.0,0,579925824.0,579924032.0,1.0000030900599064,579926496.0,579927040.0,6
