n,strategy_name,combined392_u2_rank,combined392_peeq_rank,combined392_surfaceT_rank,combined392_mises_rank,combined392_reward_rank,combined392_penalty_repair_rank
40,S3R54CAL64_N40_B12_penalty_repair,1.0,40.0,46.0,123.5,3.0,14.0
