N,strategy_id,family_label,candidate_source,u2_range,peeq_max,surface_t_proxy,mises_max,u2_norm_within_N,peeq_norm_within_N,surface_t_norm_within_N,mises_norm_within_N,u2_rank_within_N,peeq_rank_within_N,surface_t_rank_within_N,mises_rank_within_N,U2_gate_status,PEEQ_gate_status,U2_PEEQ_gate_status,hierarchy_region,constrained_reward_if_available,source_file
N24,S3R44CNS_N24_B11_hybrid_agree,,hybrid_agreement,4.1137876905850135e-05,0.1561603546142578,583126336.0,579943616.0,0.019452797035319897,0.17344573697800278,0.2016574427207295,0.3939393939393939,17,81,125,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7190476190476192,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R44CNS_N24_B12_hybrid_agree,,hybrid_agreement,9.841837027124713e-05,0.1562879681587219,583137728.0,579943488.0,0.11538780342672049,0.17663337709328417,0.2026782897943968,0.3333333333333333,119,84,127,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4671957671957672,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R44CNS_N24_B13_hybrid_disagree,,hybrid_disagreement,6.410576179405325e-05,0.1573743671178817,583107520.0,579944384.0,0.057920066677899514,0.20377037824751823,0.19997132452040262,0.7575757575757576,61,98,121,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5515873015873015,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R44CNS_N24_B14_hybrid_disagree,,hybrid_disagreement,3.166340729876538e-05,0.1589813828468322,583410432.0,579943552.0,0.0035846847180490537,0.24391178976463623,0.2271155335072979,0.36363636363636365,3,121,139,26,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7060846560846561,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R44CNS_N24_B15_uncertainty,,uncertainty_calibration,0.0001223413189563,0.1578767299652099,584749312.0,579943424.0,0.15545464119575633,0.21631882654346773,0.34709374014280386,0.30303030303030304,132,109,162,16,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3746031746031746,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R44CNS_N24_B16_uncertainty,,uncertainty_calibration,4.176994571025716e-05,0.1528085321187973,581864512.0,579943616.0,0.020511403922725373,0.08972105171279837,0.08858429157227654,0.3939393939393939,21,23,39,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.8558201058201058,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B01_reward_balanced,,reward_balanced_local_search,5.7689914683578536e-05,0.1536730527877807,582304448.0,579927552.0,0.005864732474422221,0.17062353014345735,0.06806305809723294,0.6179775280898876,16,63,82,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7524390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B02_reward_balanced,,reward_balanced_local_search,0.0001113880189222,0.1612332165241241,583227008.0,579929472.0,0.032305364682283434,0.30432816421703784,0.12103406460147724,0.9550561797752809,87,144,102,205,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4424390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B03_constr_surrogate,,constrained_surrogate_top,8.460062599624507e-05,0.1540468335151672,582112768.0,579926528.0,0.019115409204242144,0.17723399747219024,0.05705728879579613,0.43820224719101125,66,71,53,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6804878048780487,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B04_constr_surrogate,,constrained_surrogate_top,0.00011603438179,0.1540671288967132,582302528.0,579926528.0,0.03459320656112957,0.17759292971990676,0.06795281666850403,0.43820224719101125,92,74,80,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5936585365853659,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B05_peeq_guarded,,PEEQ_guarded_candidates,5.861056888534222e-05,0.1551127731800079,581921728.0,579927552.0,0.0063180572143661596,0.19608558294075756,0.046088266637268956,0.6179775280898876,17,83,13,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7760975609756098,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B06_peeq_guarded,,PEEQ_guarded_candidates,0.0002057177935057,0.1589284688234329,590467712.0,579927360.0,0.07875279353246081,0.2635677443769925,0.5367765406239665,0.5842696629213483,135,121,199,113,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3270731707317073,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B07_surfacet_guarded,,SurfaceT_guarded_candidates,7.249316331581213e-05,0.1534713059663772,582016448.0,579927552.0,0.01315376545083966,0.16705555385723075,0.05152684378789549,0.6179775280898876,40,51,38,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7407317073170733,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B08_surfacet_guarded,,SurfaceT_guarded_candidates,7.398942761938088e-05,0.1534235626459121,582003712.0,579927552.0,0.013890517235606739,0.16621119341546425,0.05079557564399368,0.6179775280898876,43,44,21,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7543902439024391,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B09_u2_guarded,,U2_guarded_local_search,0.0001972049140022,0.1585531830787658,589710080.0,579927296.0,0.07456110149466266,0.2569306601928856,0.4932752728475361,0.5730337078651685,130,119,197,109,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3446341463414634,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B10_u2_guarded,,U2_guarded_local_search,0.0001929459795064,0.1585217863321304,589708480.0,579927232.0,0.07246402707839625,0.25637539569513296,0.49318340499026203,0.5617977528089888,127,117,196,107,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3565853658536586,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B11_hybrid_agree,,hybrid_agreement,0.0002118816822473,0.159995436668396,588094016.0,579927552.0,0.0817878562688023,0.2824375136378455,0.40048506228640723,0.6179775280898876,139,132,185,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.2929268292682927,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B12_hybrid_agree,,hybrid_agreement,9.455671170144342e-05,0.1537016928195953,582178496.0,579926592.0,0.024017727528019377,0.17113004099522883,0.06083122037261603,0.449438202247191,76,64,66,91,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6480487804878049,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B13_hybrid_disagree,,hybrid_disagreement,0.0001436858278793,0.1631214767694473,588100800.0,579927616.0,0.04820861675910889,0.33772283051546126,0.4008745820012494,0.6292134831460674,102,162,186,177,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3348780487804878,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B14_hybrid_disagree,,hybrid_disagreement,0.0001575493377004,0.1639321446418762,587675520.0,579927808.0,0.05503492784563948,0.3520598283660843,0.37645610553779446,0.6629213483146067,109,166,182,189,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3102439024390244,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B15_uncertainty,,uncertainty_calibration,0.0001939518444942,0.1578126698732376,587682048.0,579927808.0,0.07295930911060729,0.2438343767492031,0.3768309263954728,0.6629213483146067,128,109,183,189,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3326829268292683,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R44CNS_N40_B16_uncertainty,,uncertainty_calibration,0.0001753604881287,0.1576092392206192,587673600.0,579926720.0,0.06380503405983345,0.2402366212089442,0.3763458641090655,0.47191011235955055,122,105,181,97,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3992682926829268,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B01_strict_guard,,strict_penalty_guard_top,3.737566112249624e-05,0.1608438491821289,582616640.0,579943616.0,0.013151730581169557,0.29043406472130334,0.15598313881799672,0.3939393939393939,7,140,97,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.692063492063492,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B02_strict_guard,,strict_penalty_guard_top,7.155505159062159e-05,0.1542517393827438,581955392.0,579944384.0,0.07039635000329586,0.12577071547334207,0.09672812777793709,0.7575757575757576,77,47,61,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6243386243386243,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B03_strict_guard,,strict_penalty_guard_local_search,7.330715288844658e-05,0.1600374281406402,581865344.0,579944576.0,0.07333081930217177,0.27029059113899967,0.08865884781922978,0.8484848484848485,79,132,40,156,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5052910052910053,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B04_strict_guard,,strict_penalty_guard_local_search,6.822838622611016e-05,0.1598436385393142,581867008.0,579943552.0,0.0648247558312518,0.2654499489508575,0.08880796031313623,0.36363636363636365,70,130,41,26,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5947089947089946,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B05_two_stage,,two_stage_guarded_top,9.631485067984612e-05,0.1584233194589615,581878656.0,579944384.0,0.11186476873220091,0.22997200579016025,0.08985174777048147,0.7575757575757576,116,114,43,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4468253968253968,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B06_two_stage,,two_stage_guarded_top,4.07822008128278e-05,0.1586619615554809,581970688.0,579943616.0,0.018857100555547977,0.2359330119141947,0.09809881570269263,0.3939393939393939,16,115,64,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7275132275132274,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B07_two_stage,,two_stage_guarded_local_search,5.806214721815195e-05,0.1539869755506515,583663808.0,579943616.0,0.04779804836238505,0.11915721832617505,0.24982077825251628,0.3939393939393939,53,40,145,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6645502645502646,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B08_two_stage,,two_stage_guarded_local_search,9.06418699742062e-05,0.1556643545627594,581956096.0,579944320.0,0.1023634986090174,0.16105622403109945,0.09679121383305135,0.7272727272727273,110,67,62,109,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5174603174603174,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B09_median_guard,,no_penalty_worse_than_median,2.9523077955673216e-05,0.1587531119585037,582666368.0,579943552.0,0.0,0.23820984453740657,0.1604393083474321,0.36363636363636365,1,117,103,26,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7452380952380951,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B10_median_guard,,no_penalty_worse_than_median,6.728811672473967e-05,0.154089018702507,581911360.0,579944384.0,0.06324996561343377,0.12170613933381842,0.09278238178533536,0.7575757575757576,67,43,54,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6616402116402116,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B11_peeq_repair,,PEEQ_repair_candidates,2.9894891213189112e-05,0.1571119129657745,583489600.0,579944384.0,0.0006227234637916557,0.19721457425984287,0.23420984715969376,0.7575757575757576,2,93,143,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6968253968253967,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B12_peeq_repair,,PEEQ_repair_candidates,3.772677086999465e-05,0.1601821333169937,583289408.0,579943552.0,0.013739779215029465,0.27390516063450604,0.21627046712356265,0.36363636363636365,8,134,133,26,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6804232804232805,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B13_surfacet_repair,,SurfaceT_repair_candidates,4.335154699219856e-05,0.1574961096048355,582160896.0,579943616.0,0.023160314925006573,0.20681136607351924,0.11514352077538496,0.3939393939393939,22,102,79,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.716931216931217,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B14_surfacet_repair,,SurfaceT_repair_candidates,9.57650804593868e-05,0.1556143164634704,581893504.0,579944384.0,0.11094399786388594,0.1598063296468013,0.09118229002380064,0.7575757575757576,115,66,48,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.508994708994709,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B15_mises_repair,,Mises_repair_candidates,8.137980603351025e-05,0.1623269319534301,581893952.0,579943488.0,0.0868511293687587,0.3274797729643883,0.091222435695237,0.3333333333333333,97,152,49,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4973544973544973,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R49SCN_N24_B16_mises_repair,,Mises_repair_candidates,7.775182257319102e-05,0.1623154729604721,583680896.0,579943552.0,0.08077487904330537,0.3271935404505356,0.2513520488630172,0.36363636363636365,87,151,146,26,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4386243386243386,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B01_strict_guard,,strict_penalty_guard_top,9.20418733585393e-05,0.1626397371292114,583327808.0,579927552.0,0.022779435848457062,0.3292030649967804,0.12682173960974535,0.6179775280898876,73,156,106,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4824390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B02_strict_guard,,strict_penalty_guard_top,0.0001350528254988,0.1617587953805923,583631424.0,579927808.0,0.043957776919809365,0.31362324447344514,0.14425458420607798,0.6629213483146067,99,150,119,189,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4002439024390244,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B03_strict_guard,,strict_penalty_guard_local_search,7.565500527562108e-05,0.1536527276039123,582171072.0,579927552.0,0.01471063792416178,0.1702640708292973,0.06040495351486422,0.6179775280898876,47,60,62,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6951219512195123,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B04_strict_guard,,strict_penalty_guard_local_search,6.170961933094077e-05,0.1561200469732284,582142720.0,579927552.0,0.007844011513638146,0.2138996381161806,0.058777055083967224,0.6179775280898876,24,96,56,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7117073170731708,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B05_two_stage,,two_stage_guarded_top,7.624770114489365e-05,0.165346473455429,581980672.0,579927552.0,0.015002477900875213,0.3770728205539045,0.049472678499246685,0.6179775280898876,51,176,15,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5782926829268293,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B06_two_stage,,two_stage_guarded_top,0.0001710270134935,0.1634214222431183,583243904.0,579928704.0,0.06167125651524354,0.3430274907315379,0.1220041891742917,0.8202247191011236,119,165,103,201,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.34,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B07_two_stage,,two_stage_guarded_local_search,8.362594235222787e-05,0.1534932404756546,582097408.0,579927488.0,0.018635480683191277,0.1674434747593165,0.056175357365964795,0.6067415730337079,65,55,52,119,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6787804878048781,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B08_two_stage,,two_stage_guarded_local_search,0.0001350777693005,0.1704887300729751,583832576.0,579927680.0,0.04397005910175912,0.46801576350317897,0.15580421122257745,0.6404494382022472,100,188,125,183,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3507317073170732,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B09_median_guard,,no_penalty_worse_than_median,6.958780068089254e-05,0.1534324586391449,582006400.0,579926528.0,0.011723181895803838,0.16636852274871614,0.05094991364421416,0.43820224719101125,36,47,26,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.8026829268292683,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B10_median_guard,,no_penalty_worse_than_median,0.0001548743575767,0.16898013651371,584292096.0,579927744.0,0.05371778329059537,0.44133566015599135,0.18218865983169807,0.651685393258427,107,182,137,185,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3307317073170732,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B11_peeq_repair,,PEEQ_repair_candidates,6.942368781892583e-05,0.1578780859708786,582174016.0,579926528.0,0.011642373683198067,0.24499128759169775,0.06057399037224856,0.43820224719101125,35,112,63,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.698780487804878,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B12_peeq_repair,,PEEQ_repair_candidates,8.030997742025647e-05,0.1578798592090606,582139584.0,579926528.0,0.017002718960527678,0.24502264804505822,0.05859699408370999,0.43820224719101125,58,113,54,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6480487804878048,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B13_surfacet_repair,,SurfaceT_repair_candidates,6.795796980441082e-05,0.1543461829423904,582209664.0,579927552.0,0.010920662712359839,0.1825281163594049,0.06262080623231543,0.6179775280898876,33,77,68,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7041463414634146,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B14_surfacet_repair,,SurfaceT_repair_candidates,0.0002000463537115,0.1607121378183365,582997632.0,579928832.0,0.07596020977529314,0.2951126709935321,0.1078638885826627,0.8426966292134831,132,141,98,202,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3407317073170732,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B15_mises_repair,,Mises_repair_candidates,7.93164326751139e-05,0.1535343378782272,582040640.0,579927552.0,0.016513503343685215,0.16817029938428188,0.05291588578987984,0.6179775280898876,57,58,44,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6863414634146342,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R49SCN_N40_B16_mises_repair,,Mises_repair_candidates,0.0001741511841828,0.1656653136014938,583729408.0,579927488.0,0.063209579875474,0.3827116408948753,0.14988057178554368,0.6067415730337079,120,178,122,119,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3434146341463415,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
