N,strategy_id,family_label,candidate_source,u2_range,peeq_max,surface_t_proxy,mises_max,u2_norm_within_N,peeq_norm_within_N,surface_t_norm_within_N,mises_norm_within_N,u2_rank_within_N,peeq_rank_within_N,surface_t_rank_within_N,mises_rank_within_N,U2_gate_status,PEEQ_gate_status,U2_PEEQ_gate_status,hierarchy_region,constrained_reward_if_available,source_file
N24,S3R24L64_N24_B24_exploitation_reference,known_best_mutation,combined108_known_best_mutation,7.06063701727544e-05,0.1538756042718887,586210112.0,579944640.0,0.06880747126745955,0.11637529139698163,0.47799730450491784,0.8787878787878788,76,37,174,165,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5267195767195767,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B01_top_region,known_best_mutation,combined108_known_best_mutation,0.0001945985031852,0.162837952375412,581591424.0,579927552.0,0.07327772006487056,0.3327085839095061,0.02712306618160438,0.6179775280898876,129,158,3,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4187804878048781,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B02_top_region,known_best_mutation,combined108_known_best_mutation,0.0001227253760589,0.1667737364768982,598535360.0,579927040.0,0.03788781297372708,0.4023145595780108,1.0,0.5280898876404494,95,180,206,103,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3524390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B03_top_region,teacher_best_local_search,combined108_known_best_mutation,0.0001059363503372,0.1590581983327865,592258240.0,579925632.0,0.02962099498210579,0.2658620646035884,0.6395840223422629,0.2808988764044944,83,122,201,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.496829268292683,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B04_top_region,known_best_mutation,combined108_known_best_mutation,0.0001603593141226,0.1599376946687698,581768896.0,579925632.0,0.05641854378787073,0.2814163224044358,0.03731304891044721,0.2808988764044944,112,131,7,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5570731707317073,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B05_top_region,teacher_best_local_search,combined108_known_best_mutation,8.880928180587944e-05,0.1641431897878646,595921664.0,579925632.0,0.021187726689744446,0.3557922493825415,0.8499283430713263,0.2808988764044944,68,168,205,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.474390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B06_model_disagreement,known_best_mutation,combined108_known_best_mutation,0.0002016615144384,0.1611578613519668,583783872.0,579927360.0,0.07675550546295411,0.3029954767157861,0.15300775364715394,0.5842696629213483,133,143,124,113,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.36,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B07_model_disagreement,known_best_mutation,combined108_known_best_mutation,0.0002165191526728,0.1629427224397659,584747776.0,579928896.0,0.0840713195611114,0.3345614859900477,0.2083526255833609,0.8539325842696629,140,160,151,203,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.258780487804878,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B08_model_disagreement,known_best_mutation,combined108_known_best_mutation,0.0001989352308555,0.1538123935461044,582634112.0,579927424.0,0.07541309938490222,0.17308782929793784,0.08699151140998787,0.5955056179775281,131,67,90,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4809756097560975,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B09_model_disagreement,known_best_mutation,combined108_known_best_mutation,0.0002083318340737,0.1643828004598617,585395200.0,579929024.0,0.08003993180698493,0.36002986358466355,0.2455260353507515,0.8764044943820225,136,169,162,204,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.2490243902439024,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B10_uncertainty_calibration,geometry_signal_center_bias,geometry_first_random_sweep,0.001730911550112,0.1823613494634628,588479616.0,579926720.0,0.8297492716380842,0.6779879660189729,0.4226252158894646,0.47191011235955055,200,200,189,97,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.0873170731707317,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B11_uncertainty_calibration,known_best_mutation,combined108_known_best_mutation,0.000554565707489,0.1629247218370437,586222784.0,579926080.0,0.25052346441357554,0.33424313785844506,0.2930437658472054,0.3595505617977528,148,159,173,34,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.3051219512195122,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B12_uncertainty_calibration,diversity_random,geometry_first_random_sweep,0.0010631986892377,0.1605686843395233,584326272.0,579925952.0,0.5009713673682668,0.2925756366699107,0.1841509572630728,0.33707865168539325,179,136,138,26,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.2885365853658536,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B13_uncertainty_calibration,known_best_mutation,combined108_known_best_mutation,0.0009516127437336,0.1718923896551132,586396288.0,579926912.0,0.4460271009649414,0.4928400659043888,0.30300591629000845,0.5056179775280899,173,190,175,101,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.1739024390243902,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B14_diversity_coverage,geometry_signal_parity_switch,geometry_first_random_sweep,0.0011485806799669,0.1689211428165435,583967360.0,579925056.0,0.5430129598240035,0.440292332131973,0.16354315951934736,0.1797752808988764,183,181,130,11,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.2373170731707317,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B15_diversity_coverage,known_best_mutation,combined108_known_best_mutation,0.0010186854147491,0.1579287350177765,583294976.0,579926016.0,0.4790532915663628,0.24588703701166112,0.12493661117848087,0.34831460674157305,177,114,104,28,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.3431707317073171,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B16_diversity_coverage,known_best_mutation,combined108_known_best_mutation,0.0011747723910957,0.1691029071807861,586287488.0,579926080.0,0.5559096050719201,0.4435069103681356,0.29675890199536986,0.3595505617977528,185,183,174,34,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.1848780487804878,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B17_diversity_coverage,geometry_signal_parity_switch,geometry_first_random_sweep,0.001036680686127,0.1692833453416824,584457024.0,579925184.0,0.4879140578583968,0.44669803414758147,0.191658398559512,0.20224719101123595,178,186,143,13,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.2329268292682927,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B18_tradeoff_probe,geometry_signal_parity_switch,geometry_first_random_sweep,0.0011591740185394,0.1659919619560241,584591488.0,579926464.0,0.5482290577295115,0.38848855264392324,0.1993789732848271,0.42696629213483145,184,179,146,58,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.2009756097560975,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B19_tradeoff_probe,known_best_mutation,combined108_known_best_mutation,0.0010814771626144,0.1590977013111114,583097088.0,579926016.0,0.5099715806668008,0.2665606911738511,0.11357439459082057,0.34831460674157305,180,125,100,28,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.3253658536585366,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B20_tradeoff_probe,known_best_mutation,combined108_known_best_mutation,0.0013657823437824,0.1546751409769058,584047232.0,579924800.0,0.6499617877074026,0.18834587575779066,0.16812920295447029,0.1348314606741573,189,79,131,6,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.3480487804878048,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B21_sentinel_control,known_best_mutation,combined108_known_best_mutation,0.0012227803235873,0.1619139313697815,587438016.0,579924800.0,0.5795484300186909,0.3163668888427426,0.3628192408040275,0.1348314606741573,187,151,179,6,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.2299999999999999,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B22_sentinel_control,known_best_mutation,combined108_known_best_mutation,0.0011096128518488,0.1586716175079345,585093632.0,579926016.0,0.5238254293549338,0.2590252222375656,0.2282107816117297,0.34831460674157305,182,120,154,28,U2_outside_near_safe_analysis_gate,PEEQ_safe_analysis_gate,outside_U2_PEEQ_analysis_gate,U2_warpage_filter_region,0.2870731707317073,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B23_exploitation_reference,known_best_mutation,combined108_known_best_mutation,5.95808796788333e-05,0.1540761291980743,581783552.0,579927552.0,0.00679583256941423,0.17775210378570833,0.038154558483077944,0.6179775280898876,19,76,8,138,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7834146341463415,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R24L64_N40_B24_exploitation_reference,known_best_mutation,combined108_known_best_mutation,0.0002177569813284,0.1537862718105316,582096064.0,579926464.0,0.08468081914555912,0.17262585556060459,0.056098188365854555,0.42696629213483145,141,65,51,58,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5143902439024389,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N12,S3R34N32INF_N12_B01_graph_pointer,,graph_pointer_greedy,5.744353620684706e-05,0.1684480607509613,582666752.0,579939584.0,0.2598809204683885,0.8035041535091356,0.36963561752200136,0.8620689655172413,61,76,59,47,U2_near_safe_analysis_gate,PEEQ_outside_analysis_gate,outside_U2_PEEQ_analysis_gate,PEEQ_safety_filter_region,0.1818181818181818,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N12,S3R34N32INF_N12_B02_surrogate_top,,surrogate_top_predicted,3.5468697433316265e-05,0.1539434939622879,581848896.0,579938560.0,0.09871030657196411,0.3891387247360487,0.2116829823000099,0.3103448275862069,29,59,51,17,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5097402597402597,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N12,S3R34N32INF_N12_B03_hybrid_agree,,hybrid_gnn_surrogate_agreement,5.269739813229535e-05,0.1545384377241134,581436224.0,579939520.0,0.2250712003609501,0.4061350356604956,0.13198358548403047,0.8275862068965517,58,61,44,27,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3051948051948052,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N12,S3R34N32INF_N12_B04_hybrid_disagree,,hybrid_gnn_surrogate_disagreement,5.994689445287804e-05,0.1500022262334823,581437888.0,579938432.0,0.27824136394984317,0.27654486956269964,0.13230495401957876,0.2413793103448276,62,44,45,12,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.3629870129870129,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N16,S3R34N32INF_N16_B01_graph_pointer,,graph_pointer_greedy,5.834493731526891e-05,0.1720538139343261,581969920.0,579948480.0,0.11641899832693518,0.7732448167436355,0.1557064767268511,0.9,53,74,56,77,U2_safe_analysis_gate,PEEQ_outside_analysis_gate,outside_U2_PEEQ_analysis_gate,PEEQ_safety_filter_region,0.2194805194805194,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N16,S3R34N32INF_N16_B02_surrogate_top,,surrogate_top_predicted,9.155312864095322e-05,0.1565309762954712,582068416.0,579947136.0,0.24934580466642106,0.3162795308749432,0.16986914030147424,0.2,61,61,58,6,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.2974025974025973,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N16,S3R34N32INF_N16_B03_hybrid_agree,,hybrid_gnn_surrogate_agreement,8.978642154033878e-05,0.1544402092695236,583986816.0,579947264.0,0.24227397319210844,0.25473099355690043,0.44571439088583364,0.26666666666666666,60,56,71,9,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.2909090909090909,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N16,S3R34N32INF_N16_B04_hybrid_disagree,,hybrid_gnn_surrogate_disagreement,9.529680437481149e-05,0.1514548659324646,581461312.0,579948160.0,0.26433110917734526,0.1668476887659863,0.08257412622163326,0.7333333333333333,62,34,37,33,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.3837662337662337,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B01_graph_pointer,,graph_pointer_greedy,8.404852360399673e-05,0.1512167304754257,581126080.0,579944640.0,0.09132077378240347,0.049959670620446504,0.02241275485332492,0.8787878787878788,103,8,8,165,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6253968253968255,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B02_surrogate_top,,surrogate_top_predicted,0.0002424270824121,0.1497802585363388,583834816.0,579944128.0,0.3565777078418243,0.014078247557253036,0.2651449545493648,0.6363636363636364,160,4,149,92,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.4082010582010582,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B03_hybrid_agree,,hybrid_gnn_surrogate_agreement,0.0002418987551209,0.1546439528465271,582266176.0,579944320.0,0.35569285020390734,0.1355677583825371,0.12457775356292834,0.7272727272727273,159,55,83,109,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.387037037037037,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B04_hybrid_disagree,,hybrid_gnn_surrogate_disagreement,0.0001531527886982,0.1598571240901947,583702528.0,579944128.0,0.207058570787663,0.2657868025594923,0.2532905112838012,0.6363636363636364,137,131,148,92,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.3018518518518519,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B05_uncertainty,,uncertainty_calibration,0.0002087068096443,0.1554678678512573,583412992.0,579943296.0,0.3001020318579842,0.15614821112123073,0.22734493734407707,0.24242424242424243,147,63,140,9,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.4166666666666666,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B06_diversity,,diversity_coverage,0.000223823039505,0.1539438366889953,583285568.0,579944128.0,0.32541912539363765,0.11807965899248266,0.21592636136839388,0.6363636363636364,150,39,132,92,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.4018518518518519,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B07_sentinel,,sentinel_control,0.0001576931415456,0.1516375094652176,582095296.0,579944256.0,0.21466288342261083,0.06047024763765131,0.10926504745791873,0.696969696969697,138,9,74,101,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5142857142857142,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B08_n24_calibration,,N24_calibration_neighborhood,5.9892929130000994e-05,0.1561369895935058,581614144.0,579944768.0,0.05086429420098322,0.1728621055323262,0.0661485963352737,0.9393939393939394,58,78,21,183,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6349206349206349,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B09_n24_calibration,,N24_calibration_neighborhood,6.351935553539079e-05,0.1581111848354339,584158592.0,579944832.0,0.056937936726366566,0.22217524055255794,0.29415880480601037,0.9696969696969697,60,111,155,185,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4777777777777778,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B10_n24_calibration,,N24_calibration_neighborhood,3.273940910730744e-05,0.1578422635793686,583110016.0,579944384.0,0.005386803280840621,0.21545789571831178,0.2001949932612623,0.7575757575757576,4,106,122,115,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.6910052910052911,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B11_n24_calibration,,N24_calibration_neighborhood,4.1137876905850135e-05,0.1561603546142578,583126336.0,579943616.0,0.019452797035319897,0.17344573697800278,0.2016574427207295,0.3939393939393939,17,81,125,54,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7190476190476192,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N24,S3R34N32INF_N24_B12_n24_calibration,,N24_calibration_neighborhood,5.430529381555971e-05,0.1596519500017166,585878784.0,579943488.0,0.04150596297670004,0.26066178892715697,0.44830671292977375,0.3333333333333333,50,129,172,18,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.5544973544973545,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B01_graph_pointer,,graph_pointer_greedy,0.0002823198738042,0.156105950474739,582261824.0,579926528.0,0.11647120948489866,0.21365033568861747,0.065615698379451,0.43820224719101125,145,95,72,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.4446341463414634,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B02_surrogate_top,,surrogate_top_predicted,0.0006737644011991,0.1560283899307251,584050560.0,579926080.0,0.3092162034726847,0.21227864527058146,0.1683202880976004,0.3595505617977528,157,94,132,34,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.3924390243902439,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B03_hybrid_agree,,hybrid_gnn_surrogate_agreement,0.0007187606411207,0.1526638865470886,583502784.0,579925376.0,0.3313720886267832,0.15277600624890064,0.13686840848124057,0.23595505617977527,164,23,114,15,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.4860975609756097,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B04_hybrid_disagree,,hybrid_gnn_surrogate_disagreement,0.0007251808672208,0.1524647027254104,582093376.0,579926464.0,0.3345333703779919,0.14925335767677586,0.055943850365634075,0.42696629213483145,167,21,49,58,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.5060975609756097,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B05_uncertainty,,uncertainty_calibration,0.0007050070043987,0.1488805264234542,583357120.0,579926464.0,0.32459987841111265,0.08586571190337391,0.1285047587550068,0.42696629213483145,162,6,108,58,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.4934146341463414,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B06_diversity,,diversity_coverage,0.0006026536907484,0.1472502499818802,585624640.0,579925120.0,0.27420170588983783,0.05703359626921434,0.25869988608385697,0.19101123595505617,150,3,164,12,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.5095121951219512,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B07_sentinel,,sentinel_control,0.0006454233700878,0.1492619067430496,583033216.0,579926080.0,0.29526124564632494,0.09261058117508503,0.10990702972843862,0.3595505617977528,152,8,99,34,U2_near_safe_analysis_gate,PEEQ_safe_analysis_gate,near_admissible_analysis_gate,near_admissible_review_region,0.5336585365853659,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
N40,S3R34N32INF_N40_B08_n40_best_near,,N40_new_best_neighborhood,5.696606240235269e-05,0.1578764021396637,582174208.0,579926528.0,0.005508311848180664,0.24496150833766542,0.06058501451512145,0.43820224719101125,13,111,64,66,U2_safe_analysis_gate,PEEQ_safe_analysis_gate,combined_safe_analysis_gate,admissible_secondary_SurfaceT_ranking_region,0.7529268292682927,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv
