track_index,rank,s
0,7,0.533333266667
1,8,0.466666733333
2,6,0.5999998
3,9,0.4000002
4,3,0.7999994
5,10,0.333333666667
6,4,0.733332866667
7,11,0.266667133333
8,2,0.866665933333
9,12,0.2000006
10,5,0.666666333333
11,13,0.133334066667
12,1,0.933332466667
13,14,0.0666675333333
14,0,0.999999
15,15,1e-06
