planner,total_reward,coverage,invalid,peak,variance,reheat,jump,completion_bonus,support_risk,steps,coverage_ratio,peak_heat_final,heat_variance_final
random_segment6,171.50339654294936,333.0,0.0,-122.56743354797364,-0.7517706517828628,-9.582805365145402,-36.59459389214882,8.0,0.0,890,1.0,0.4746696352958679,0.0022355925757437944
cool_first_segment6,181.15869562830878,333.0,0.0,-120.56695220470438,-0.6936282320675673,-4.773247080928608,-33.807476853990835,8.0,0.0,890,1.0,0.4301813244819641,0.0023557671811431646
distance_aware_cool_first_segment6,200.04706857647605,333.0,0.0,-119.77132399082181,-0.8101646794384578,-8.893731888688666,-11.477710864574911,8.0,0.0,890,1.0,0.4101058542728424,0.002379533601924777
ppo_segment6,172.61740616383022,333.0,0.0,-122.6407012701035,-0.7417581516783684,-8.610740204036405,-36.3893942103516,8.0,0.0,890,1.0,0.4473114013671875,0.002259177854284644
