planner,total_reward,coverage,invalid,peak,variance,reheat,jump,completion_bonus,support_risk,steps,coverage_ratio,peak_heat_final,heat_variance_final
raster,201.04239467692736,447.0,0.0,-179.115736079216,-1.5525503918761387,-61.76861291662638,-11.52070593535408,8.0,0.0,890,1.0,0.549357533454895,0.0037454243283718824
random,201.76371941582454,379.0,0.0,-134.36335885524753,-0.7759358835755847,-9.914787826477507,-40.18219801887498,8.0,0.0,890,1.0,0.31851670145988464,0.0011913578491657972
greedy,219.94183101621002,390.0,0.0,-133.17591581344604,-0.6997116429847665,-4.424872475668227,-39.75766905169097,8.0,0.0,890,1.0,0.3278729319572449,0.0015981632750481367
cool_first,228.23414708342733,403.0,0.0,-135.41483402252197,-0.7131443323451094,-4.711143106520854,-41.92673145518466,8.0,0.0,890,1.0,0.303690642118454,0.0011646279599517584
checkerboard,216.21492670059894,447.0,0.0,-168.30485012531287,-1.4811569756129757,-57.45703601450515,-11.542030183970166,8.0,0.0,890,1.0,0.46310028433799744,0.0033346465788781643
distance_aware_cool_first,233.9138875750048,380.0,0.0,-132.37705621719363,-0.8234972225618549,-7.768715944699309,-13.116843040540349,8.0,0.0,890,1.0,0.32950934767723083,0.0015247322153300047
