planner,total_reward,coverage,invalid,peak,variance,reheat,jump,completion_bonus,support_risk,steps,coverage_ratio,peak_heat_final,heat_variance_final
raster,124.4411610841764,415.0,0.0,-196.28166999816892,-1.8074735922418768,-91.93974929260357,-8.52994603280926,8.0,0.0,890,1.0,0.6497529149055481,0.005081762559711933
random,218.10569781967436,415.0,0.0,-146.57937500476834,-0.8354067415930331,-11.635608914685317,-45.84391151927896,8.0,0.0,890,1.0,0.40494269132614136,0.0018777342047542334
greedy,230.476369809971,415.0,0.0,-143.74485259056078,-0.7559897828759858,-5.3477602231615196,-42.67502759343053,8.0,0.0,890,1.0,0.46558916568756104,0.0020493241026997566
cool_first,229.8347839282093,415.0,0.0,-143.67764623165132,-0.7540853549871827,-5.532271502539942,-43.201212982612326,8.0,0.0,890,1.0,0.39661651849746704,0.0020309132523834705
checkerboard,211.52194080115058,415.0,0.0,-152.84571084976218,-1.294030605306034,-43.7674954312904,-13.570822312491154,8.0,0.0,890,1.0,0.31767770648002625,0.0018445696914568543
distance_aware_cool_first,255.47283219863695,415.0,0.0,-143.43030097484586,-0.886371411048458,-9.644886221681173,-13.565609193787402,8.0,0.0,890,1.0,0.37334734201431274,0.002073397859930992
