file_path,relative_path,row_count,column_count,columns,strategy_id_column,scan_order_column,n32_rows_detected,legal_n32_order_rows_detected,u2_column,peeq_column,surface_t_column,mises_column,u2_range_nonnull,peeq_max_nonnull,surface_t_proxy_nonnull,mises_max_nonnull,teacher_status_column,teacher_status_ok_like_rows,source_run_column,final_step_or_extraction_columns,duplicate_strategy_rows,duplicate_order_hash_rows_sample_or_all,sample_rows_json,gnn_rl_path_hint,candidate_score,usable_for_stage3_n32
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,387,33,strategy_id|job_name|odb_path|scan_order|source_run|source_label_file|extraction_mode|final_cooling_success|surface_tensile_strength|surface_tensile_area|surface_tensile_primary|gradient_primary|gradient_S11|gradient_S22|gradient_p1|mises_P95_top_band|internal_tensile_core|peeq_guard|pure_U2|U2_range|U2_safety_flag|PEEQ_safety_flag|combined_safety_flag|has_surface_tensile_label|has_gradient_label|has_U2_label|has_PEEQ_label|has_Mises_label|label_conflict_flag|recommended_for_surface_surrogate|recommended_for_gradient_surrogate|recommended_for_safety_constrained_selection|notes,strategy_id,scan_order,336,336,U2_range,peeq_guard,surface_tensile_primary,mises_P95_top_band,387,387,387,347,final_cooling_success,386,source_run,extraction_mode|final_cooling_success,0,4,"[{""strategy_id"":""Archieved"",""job_name"":""J2D_Archieved"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_full\\sanity_base\\Archieved\\Job_2D_32track_full_finalcool_v01.odb"",""scan_order"":null,""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":true,""surface_tensile_strength"":0.0123956882,""surface_tensile_area"":0.0,""surface_tensile_primary"":0.0086769817,""gradient_primary"":0.000537491,""gradient_S11"":0.0005864551,""gradient_S22"":0.0000677001,""gradient_p1"":0.000537491,""mises_P95_top_band"":1.933282688,""internal_tensile_core"":0.0090535065,""peeq_guard"":0.1772562188,""pure_U2"":0.0036903108,""U2_range"":0.0036903108,""U2_safety_flag"":null,""PEEQ_safety_flag"":null,""combined_safety_flag"":null,""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":false,""recommended_for_gradient_surrogate"":false,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""},{""strategy_id"":""COPT_A01_V01"",""job_name"":""J2D_COPT_A01_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_run36_component_optional8_v01\\COPT_A01_V01\\J2D_COPT_A01_V01.odb"",""scan_order"":""[0,24,4,6,8,10,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,21,23,25,27,29,31]"",""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":true,""surface_tensile_strength"":0.0031105164,""surface_tensile_area"":0.0,""surface_tensile_primary"":0.0021773615,""gradient_primary"":0.0000137427,""gradient_S11"":0.0006480073,""gradient_S22"":0.0000857505,""gradient_p1"":0.0000137427,""mises_P95_top_band"":1.9332770133,""internal_tensile_core"":0.0087500623,""peeq_guard"":0.1443412088,""pure_U2"":0.0001130452,""U2_range"":0.0001130452,""U2_safety_flag"":null,""PEEQ_safety_flag"":null,""combined_safety_flag"":null,""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":true,""recommended_for_gradient_surrogate"":true,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""},{""strategy_id"":""COPT_A02_V01"",""job_name"":""J2D_COPT_A02_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_run36_component_optional8_v01\\COPT_A02_V01\\J2D_COPT_A02_V01.odb"",""scan_order"":""[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,21,7,31,11,13,15,17,19,5,23,25,27,29,9]"",""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":true,""surface_tensile_strength"":0.0057124809,""surface_tensile_area"":0.0,""surface_tensile_primary"":0.0039987366,""gradient_primary"":0.0001175902,""gradient_S11"":0.0014264704,""gradient_S22"":0.0002484129,""gradient_p1"":0.0001175902,""mises_P95_top_band"":1.9332791467,""internal_tensile_core"":0.0156484891,""peeq_guard"":0.1438829529,""pure_U2"":0.0001687691,""U2_range"":0.0001687691,""U2_safety_flag"":null,""PEEQ_safety_flag"":null,""combined_safety_flag"":null,""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":true,""recommended_for_gradient_surrogate"":true,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""}]",True,957,True
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.json,rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.json,387,33,strategy_id|job_name|odb_path|scan_order|source_run|source_label_file|extraction_mode|final_cooling_success|surface_tensile_strength|surface_tensile_area|surface_tensile_primary|gradient_primary|gradient_S11|gradient_S22|gradient_p1|mises_P95_top_band|internal_tensile_core|peeq_guard|pure_U2|U2_range|U2_safety_flag|PEEQ_safety_flag|combined_safety_flag|has_surface_tensile_label|has_gradient_label|has_U2_label|has_PEEQ_label|has_Mises_label|label_conflict_flag|recommended_for_surface_surrogate|recommended_for_gradient_surrogate|recommended_for_safety_constrained_selection|notes,strategy_id,scan_order,336,336,U2_range,peeq_guard,surface_tensile_primary,mises_P95_top_band,387,387,387,347,final_cooling_success,386,source_run,extraction_mode|final_cooling_success,0,4,"[{""strategy_id"":""Archieved"",""job_name"":""J2D_Archieved"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_full\\sanity_base\\Archieved\\Job_2D_32track_full_finalcool_v01.odb"",""scan_order"":"""",""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":""True"",""surface_tensile_strength"":""0.012395688176568831"",""surface_tensile_area"":""0.0"",""surface_tensile_primary"":""0.008676981723598182"",""gradient_primary"":""0.0005374910093534362"",""gradient_S11"":""0.0005864550842821383"",""gradient_S22"":""6.770006015826874e-05"",""gradient_p1"":""0.0005374910093534362"",""mises_P95_top_band"":""1.933282688"",""internal_tensile_core"":""0.009053506535981673"",""peeq_guard"":""0.177256218791008"",""pure_U2"":""0.0036903108"",""U2_range"":""0.0036903108"",""U2_safety_flag"":"""",""PEEQ_safety_flag"":"""",""combined_safety_flag"":"""",""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":false,""recommended_for_gradient_surrogate"":false,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""},{""strategy_id"":""COPT_A01_V01"",""job_name"":""J2D_COPT_A01_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_run36_component_optional8_v01\\COPT_A01_V01\\J2D_COPT_A01_V01.odb"",""scan_order"":""[0,24,4,6,8,10,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,21,23,25,27,29,31]"",""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":""True"",""surface_tensile_strength"":""0.003110516364047232"",""surface_tensile_area"":""0.0"",""surface_tensile_primary"":""0.0021773614548330623"",""gradient_primary"":""1.374272924561655e-05"",""gradient_S11"":""0.0006480072534999803"",""gradient_S22"":""8.575049934012639e-05"",""gradient_p1"":""1.374272924561655e-05"",""mises_P95_top_band"":""1.9332770133333332"",""internal_tensile_core"":""0.008750062279650831"",""peeq_guard"":""0.14434120878577233"",""pure_U2"":""0.00011304519"",""U2_range"":""0.00011304519"",""U2_safety_flag"":"""",""PEEQ_safety_flag"":"""",""combined_safety_flag"":"""",""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":true,""recommended_for_gradient_surrogate"":true,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""},{""strategy_id"":""COPT_A02_V01"",""job_name"":""J2D_COPT_A02_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_run36_component_optional8_v01\\COPT_A02_V01\\J2D_COPT_A02_V01.odb"",""scan_order"":""[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,21,7,31,11,13,15,17,19,5,23,25,27,29,9]"",""source_run"":""run71c_batch_000_v03"",""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\partial_backfill_results_batch_000_v03.csv"",""extraction_mode"":""full_field_top_bottom_core_bands"",""final_cooling_success"":""True"",""surface_tensile_strength"":""0.005712480887222844"",""surface_tensile_area"":""0.0"",""surface_tensile_primary"":""0.003998736621055991"",""gradient_primary"":""0.00011759016971624844"",""gradient_S11"":""0.0014264704129824772"",""gradient_S22"":""0.00024841292211251665"",""gradient_p1"":""0.00011759016971624844"",""mises_P95_top_band"":""1.9332791466666666"",""internal_tensile_core"":""0.01564848912084098"",""peeq_guard"":""0.1438829528540373"",""pure_U2"":""0.0001687691"",""U2_range"":""0.0001687691"",""U2_safety_flag"":"""",""PEEQ_safety_flag"":"""",""combined_safety_flag"":"""",""has_surface_tensile_label"":true,""has_gradient_label"":true,""has_U2_label"":true,""has_PEEQ_label"":true,""has_Mises_label"":true,""label_conflict_flag"":false,""recommended_for_surface_surrogate"":true,""recommended_for_gradient_surrogate"":true,""recommended_for_safety_constrained_selection"":true,""notes"":""Read-only ODB extraction; U mode=NODAL; PEEQ mode=ELEMENT_NODAL; S mode=ELEMENT_NODAL; y_P10=0.0; y_P90=0.003000000026077032""}]",True,957,True
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\GNN_RL_vs_stage1_full32_baseline_audit_v01\GNN_RL_teacher_metric_table_v01.csv,rl-training\v01\outputs\GNN_RL_vs_stage1_full32_baseline_audit_v01\GNN_RL_teacher_metric_table_v01.csv,234,15,strategy_id|job_name|odb_path|scan_order|teacher_U2|teacher_PEEQ|teacher_SurfaceT|teacher_gradient|teacher_Mises|source_label_file|source_run|final_cooling_success|label_status|candidate_family_class|teacher_label_found,strategy_id,scan_order,234,234,teacher_U2,teacher_PEEQ,teacher_SurfaceT,teacher_Mises,234,234,234,194,final_cooling_success,234,source_run,final_cooling_success,0,4,"[{""strategy_id"":""GNNU_A01_V01"",""job_name"":""J2D_GNNU_A01_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_gnn_U_conservative4_v01\\GNNU_A01_V01\\J2D_GNNU_A01_V01.odb"",""scan_order"":""[0,18,20,22,24,2,4,6,26,28,30,14,12,9,7,5,21,23,25,3,8,10,16,1,17,19,27,31,29,15,13,11]"",""teacher_U2"":0.0003639784,""teacher_PEEQ"":0.1457993406,""teacher_SurfaceT"":0.0069751548,""teacher_gradient"":0.0000229835,""teacher_Mises"":1.9332792747,""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\canonical_full_field_surface_gradient_teacher_labels_v03.csv"",""source_run"":""run71c_batch_000_v03"",""final_cooling_success"":true,""label_status"":""current_canonical_full_field"",""candidate_family_class"":""GNN teacher-validated candidate"",""teacher_label_found"":true},{""strategy_id"":""GNNU_A02_V01"",""job_name"":""J2D_GNNU_A02_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_gnn_U_conservative4_v01\\GNNU_A02_V01\\J2D_GNNU_A02_V01.odb"",""scan_order"":""[0,2,21,23,25,4,6,8,10,12,14,16,18,20,22,24,26,1,3,5,28,30,7,9,11,13,15,17,19,27,29,31]"",""teacher_U2"":0.0000832719,""teacher_PEEQ"":0.1476096955,""teacher_SurfaceT"":0.0054133643,""teacher_gradient"":0.0000567312,""teacher_Mises"":1.9332779733,""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\canonical_full_field_surface_gradient_teacher_labels_v03.csv"",""source_run"":""run71c_batch_000_v03"",""final_cooling_success"":true,""label_status"":""current_canonical_full_field"",""candidate_family_class"":""GNN teacher-validated candidate"",""teacher_label_found"":true},{""strategy_id"":""GNNU_A03_V01"",""job_name"":""J2D_GNNU_A03_V01"",""odb_path"":""D:\\Projects\\RL-LAM-ScanOpt\\LDED_2D_CAE_Framework\\cae_models\\32track_gnn_U_conservative4_v01\\GNNU_A03_V01\\J2D_GNNU_A03_V01.odb"",""scan_order"":""[21,6,8,10,23,25,0,24,4,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,27,29,31]"",""teacher_U2"":0.000277899,""teacher_PEEQ"":0.1446019936,""teacher_SurfaceT"":0.0133180834,""teacher_gradient"":0.0000155314,""teacher_Mises"":1.933282112,""source_label_file"":""D:\\Projects\\RL-LAM-ScanOpt\\rl-training\\v01\\outputs\\surface_tensile_gradient_full_field_label_backfill_v03\\canonical_full_field_surface_gradient_teacher_labels_v03.csv"",""source_run"":""run71c_batch_000_v03"",""final_cooling_success"":true,""label_status"":""current_canonical_full_field"",""candidate_family_class"":""GNN teacher-validated candidate"",""teacher_label_found"":true}]",True,764,True
