option,candidate_id,strategy_name,n,order_hash,overlaps_combined204_teacher,overlaps_run36,overlaps_run27,overlaps_superseded_run31,candidate_source,selection_bucket,surrogate_reward_pred,gnn_reward_pred,hybrid_score,novelty_distance_to_combined204_plus_N32,nearest_existing_teacher_strategy
option_c_native_batch40,R38_N40_C02580,N40_R38_N40_C02580_sentinel_control,40,a285d3fb4dce9de8,False,False,False,False,sentinel_control,sentinel_control,0.5813779418498167,0.5568109575806648,0.4892425222119307,0.191025641025641,S3B20_N40_B01_surrogate_top
option_c_native_batch40,R38_N40_C00557,N40_R38_N40_C00557_N40_new_best_neighborhood,40,ca4a13c294004d59,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.8265499005656771,0.7596979202710268,0.6491042934724979,0.001282051282051282,S3R34N32INF_N40_B10_n40_best_near
option_c_native_batch40,R38_N40_C00838,N40_R38_N40_C00838_N40_new_best_neighborhood,40,bd25a6c83c03d84a,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.8033374190773714,0.7565642562778118,0.645413022669231,0.10256410256410256,S3R34N32INF_N40_B01_graph_pointer
option_c_native_batch40,R38_N40_C00636,N40_R38_N40_C00636_N40_new_best_neighborhood,40,e0fd690a247f5864,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.8033374190773714,0.7565642562778118,0.6418232790794874,0.06666666666666667,N40_A02_odd_even_interlaced
option_c_native_batch40,R38_N40_C00463,N40_R38_N40_C00463_N40_new_best_neighborhood,40,396f27b88fc23528,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7724945628005097,0.714426118061993,0.6336212503892646,0.2358974358974359,N40_A02_odd_even_interlaced
option_c_native_batch40,R38_N40_C00316,N40_R38_N40_C00316_N40_new_best_neighborhood,40,33d35a197f2bb738,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.8016909907042415,0.7489112371220448,0.6326225264242032,0.001282051282051282,S3R24L64_N40_B23_exploitation_reference
option_c_native_batch40,R38_N40_C00721,N40_R38_N40_C00721_N40_new_best_neighborhood,40,9b138e43643b9b44,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7827704926071828,0.7311127282908673,0.6310748484538415,0.11282051282051282,S3R34N32INF_N40_B10_n40_best_near
option_c_native_batch40,R38_N40_C00572,N40_R38_N40_C00572_N40_new_best_neighborhood,40,dd3ea084c4d8a03f,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7712121082526012,0.7384943046274176,0.632154139899245,0.18461538461538463,S3R34N32INF_N40_B01_graph_pointer
option_c_native_batch40,R38_N40_C00469,N40_R38_N40_C00469_N40_new_best_neighborhood,40,fc4b2a7fe81d63f2,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7759254906244661,0.7245472120111646,0.6292250740795531,0.14871794871794872,S3R34N32INF_N40_B12_n40_best_near
option_c_native_batch40,R38_N40_C00693,N40_R38_N40_C00693_N40_new_best_neighborhood,40,37cacc9389baf8e7,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.794401814007922,0.7464500102841268,0.6281917919621717,0.0038461538461538464,S3R34N32INF_N40_B08_n40_best_near
option_c_native_batch40,R38_N40_C00968,N40_R38_N40_C00968_N40_new_best_neighborhood,40,a862214ea8a31a7e,False,False,False,False,N40_new_best_neighborhood,N40_new_best_neighborhood,0.794401814007922,0.7464500102841268,0.6281917919621717,0.0038461538461538464,N40_A04_method_c_u2_first_engineering
