n,order_hash,candidate_source,selection_bucket,generation_method,seed_strategy,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,odd_even_transition_count,mean_signed_jump,jump_std_norm,candidate_id,strategy_name,order_json,order_compact,nearest_existing_teacher_strategy,novelty_distance_to_combined204_plus_N32,duplicate_of_combined204_plus_N32_teacher,order,reward,surrogate_reward_pred,f01_extra_trees_reward_pred,gnn_reward_pred,graph_pointer_mean_logprob,uncertainty_score,gnn_surrogate_disagreement,hybrid_score,acquisition_score,surrogate_reward_pred_rank_within_n,gnn_reward_pred_rank_within_n,hybrid_score_rank_within_n,acquisition_score_rank_within_n,gnn_surrogate_disagreement_rank_within_n,uncertainty_score_rank_within_n,novelty_distance_to_combined204_plus_N32_rank_within_n,option_b_native_N24_N40_focused_batch32_rank_within_n
24,bb2e7a738851594b,surrogate_top_predicted,surrogate_top_predicted,even_odd,,0.0,1.0,0.29678638941398866,0.6956521739130435,1,6,0.043478260869565216,0.2727272727272727,16,1.9368185977045944,0.463768115942029,0.5362318840579711,2,4,0.18923611111111113,0.9583333333333334,1.0,0.043478260869565216,0.20217123965671271,R38_N24_C02564,N24_R38_N24_C02564_surrogate_top_predicted,"[0,2,16,8,14,12,4,20,22,18,6,10,9,1,7,3,17,15,21,19,5,13,11,23]",0-2-16-8-14-12-4-20-22-18-6-10-9-1-7-3-17-15-21-19-5-13-11-23,S3R34N32INF_N24_B02_surrogate_top,0.15579710144927536,False,"[0, 2, 16, 8, 14, 12, 4, 20, 22, 18, 6, 10, 9, 1, 7, 3, 17, 15, 21, 19, 5, 13, 11, 23]",nan,0.5717082455738703,0.5573416653715675,0.5573416653715675,-2.037065009276072,0.12956915397818508,0.014366580202302859,0.48231157695126664,0.48374823497149694,590.0,672.0,606.0,609.0,1913.0,439.0,1709.5,1
24,7da24d41d6d01496,hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,,0.34782608695652173,0.391304347826087,0.2892249527410208,0.6086956521739131,1,5,0.043478260869565216,0.5,11,1.911059049321703,0.608695652173913,0.5942028985507246,4,2,0.15972222222222224,0.625,1.0,0.001890359168241966,0.18999755404644067,R38_N24_C02959,N24_R38_N24_C02959_hybrid_gnn_surrogate_agreement,"[8,18,22,20,6,4,16,12,2,14,0,10,11,15,13,5,1,3,7,21,19,23,17,9]",8-18-22-20-6-4-16-12-2-14-0-10-11-15-13-5-1-3-7-21-19-23-17-9,S3R34N32INF_N24_B08_n24_calibration,0.17391304347826086,False,"[8, 18, 22, 20, 6, 4, 16, 12, 2, 14, 0, 10, 11, 15, 13, 5, 1, 3, 7, 21, 19, 23, 17, 9]",nan,0.6197696695665447,0.6115739227730117,0.6115739227730117,-2.1037919210890927,0.0731058569117161,0.008195746793532965,0.5184686889938502,0.5192882636732036,408.0,497.0,418.0,440.0,2376.0,2583.0,1532.5,2
24,c097a4d09903f4e1,hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,even_odd,,0.08695652173913043,0.9130434782608695,0.30434782608695654,0.8695652173913043,1,4,0.043478260869565216,0.45454545454545453,12,1.9910730074008107,0.5942028985507246,0.4202898550724638,4,2,0.21354166666666666,0.875,1.0,0.035916824196597356,0.22682734664895032,R38_N24_C01537,N24_R38_N24_C01537_hybrid_gnn_surrogate_disagreement,"[2,22,16,20,18,10,12,4,0,14,8,6,5,3,23,15,9,1,13,17,7,11,19,21]",2-22-16-20-18-10-12-4-0-14-8-6-5-3-23-15-9-1-13-17-7-11-19-21,S3R34N32INF_N24_B04_hybrid_disagree,0.17753623188405798,False,"[2, 22, 16, 20, 18, 10, 12, 4, 0, 14, 8, 6, 5, 3, 23, 15, 9, 1, 13, 17, 7, 11, 19, 21]",nan,0.578983237942613,0.59158125864028,0.59158125864028,-2.0860641561448574,0.09457098829872715,0.012598020697667023,0.49354681754678564,0.49480661961655237,571.0,598.0,569.0,575.0,2030.0,1491.0,1502.0,3
24,b458d7c12ec9876e,uncertainty_calibration,uncertainty_calibration,even_odd,,0.0,0.6521739130434783,0.2589792060491493,0.6956521739130435,0,2,0.043478260869565216,0.6363636363636364,8,1.873535300741036,0.4057971014492754,0.4492753623188406,2,4,0.18923611111111113,0.9583333333333334,1.0,0.02835538752362949,0.1674008839571301,R38_N24_C02970,N24_R38_N24_C02970_uncertainty_calibration,"[0,16,12,10,18,8,6,2,4,14,20,22,19,5,11,21,23,17,13,7,3,1,9,15]",0-16-12-10-18-8-6-2-4-14-20-22-19-5-11-21-23-17-13-7-3-1-9-15,S3R24L64_N24_B04_top_region,0.17028985507246377,False,"[0, 16, 12, 10, 18, 8, 6, 2, 4, 14, 20, 22, 19, 5, 11, 21, 23, 17, 13, 7, 3, 1, 9, 15]",nan,0.6005045692068479,0.6168567074594733,0.6168567074594733,-2.009261383364598,0.09766917322136326,0.01635213825262538,0.5112875927580174,0.5129228065832799,493.0,470.0,469.0,473.0,1766.0,1283.0,1563.5,4
24,eb380ca46e24225b,diversity_coverage,diversity_coverage,even_odd,,0.08695652173913043,1.0,0.31190926275992437,0.8695652173913043,1,5,0.043478260869565216,0.5454545454545454,10,1.9700716721199534,0.49275362318840576,0.463768115942029,2,4,0.18923611111111113,0.875,1.0,0.03969754253308128,0.21933054666663243,R38_N24_C02933,N24_R38_N24_C02933_diversity_coverage,"[2,8,10,14,0,6,22,20,16,12,4,18,19,15,11,3,1,21,17,7,13,5,9,23]",2-8-10-14-0-6-22-20-16-12-4-18-19-15-11-3-1-21-17-7-13-5-9-23,S3R34N32INF_N24_B01_graph_pointer,0.16304347826086957,False,"[2, 8, 10, 14, 0, 6, 22, 20, 16, 12, 4, 18, 19, 15, 11, 3, 1, 21, 17, 7, 13, 5, 9, 23]",nan,0.6312493513431012,0.64162837621722,0.64162837621722,-2.0827327109873295,0.0977792364846255,0.010379024874118792,0.5336765087675601,0.534714411254972,324.0,377.0,299.0,315.0,2213.0,1277.0,1635.0,5
24,77a0d4ea09b04b64,sentinel_control,sentinel_control,even_odd,,0.08695652173913043,0.30434782608695654,0.2892249527410208,0.6086956521739131,0,2,0.043478260869565216,0.5,11,1.7264499355081484,0.5217391304347826,0.5362318840579711,3,3,0.16319444444444445,0.875,1.0,0.00945179584120983,0.15364329509426164,R38_N24_C02497,N24_R38_N24_C02497_sentinel_control,"[2,6,16,20,10,18,22,12,14,8,4,0,9,17,13,3,1,5,19,11,15,23,21,7]",2-6-16-20-10-18-22-12-14-8-4-0-9-17-13-3-1-5-19-11-15-23-21-7,S3R34N32INF_N24_B04_hybrid_disagree,0.18115942028985507,False,"[2, 6, 16, 20, 10, 18, 22, 12, 14, 8, 4, 0, 9, 17, 13, 3, 1, 5, 19, 11, 15, 23, 21, 7]",nan,0.5498882402319903,0.5875346011223701,0.5875346011223701,-2.048868374278148,0.10578694773556628,0.03764636089037976,0.47801681921072936,0.48178145529976735,645.0,610.0,613.0,612.0,773.0,943.0,1465.0,6
24,13c0e8a8d8657958,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B10_n24_calibration,0.8695652173913043,0.782608695652174,0.16257088846880907,1.0,0,1,0.08695652173913043,0.8181818181818182,4,0.8131904766523733,0.43478260869565216,0.47826086956521735,2,4,0.2309027777777778,0.8333333333333334,2.0,-0.003780718336483932,0.20361546410099804,R38_N24_C00454,N24_R38_N24_C00454_N24_calibration_neighborhood,"[20,22,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,14,16,18]",20-22-12-10-8-6-4-2-0-23-21-19-17-15-13-9-7-5-3-1-11-14-16-18,S3R34N32INF_N24_B01_graph_pointer,0.33695652173913043,False,"[20, 22, 12, 10, 8, 6, 4, 2, 0, 23, 21, 19, 17, 15, 13, 9, 7, 5, 3, 1, 11, 14, 16, 18]",nan,0.7854549249285515,0.7611364867224203,0.7611364867224203,-2.005005749563376,0.039606855478910984,0.02431843820613122,0.6599406681131126,0.6623725119337257,4.0,1.0,1.0,1.0,1339.0,2981.0,548.0,7
24,6fb399a0b9a405e3,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B10_n24_calibration,0.43478260869565216,0.782608695652174,0.17391304347826086,1.0,0,1,0.08695652173913043,0.7727272727272727,5,0.8734641445261513,0.5652173913043478,0.47826086956521735,3,3,0.23611111111111113,0.5416666666666666,2.0,0.015122873345935728,0.20949751434046948,R38_N24_C00450,N24_R38_N24_C00450_N24_calibration_neighborhood,"[10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,22,20,12,14,16,18]",10-8-6-4-2-0-23-21-19-17-15-13-9-7-5-3-1-11-22-20-12-14-16-18,S3R19B28_N24_B03_geometry_signal_top,0.358695652173913,False,"[10, 8, 6, 4, 2, 0, 23, 21, 19, 17, 15, 13, 9, 7, 5, 3, 1, 11, 22, 20, 12, 14, 16, 18]",nan,0.7580857004208652,0.7263216448793632,0.7263216448793632,-2.0384737104177475,0.07676510608611858,0.03176405554150197,0.6420736222773198,0.64525002783147,23.0,46.0,2.0,2.0,1009.0,2480.0,361.5,8
24,aece2279c5d4205e,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B10_n24_calibration,0.34782608695652173,0.782608695652174,0.1776937618147448,1.0,0,1,0.08695652173913043,0.7727272727272727,5,0.8131904766523733,0.7101449275362319,0.34782608695652173,4,2,0.2621527777777778,0.625,2.0,0.01890359168241966,0.2133511313885524,R38_N24_C00508,N24_R38_N24_C00508_N24_calibration_neighborhood,"[8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,22,20,10,12,14,16,18]",8-6-4-2-0-23-21-19-17-15-13-9-7-5-3-1-11-22-20-10-12-14-16-18,S3R19B28_N24_B03_geometry_signal_top,0.3695652173913043,False,"[8, 6, 4, 2, 0, 23, 21, 19, 17, 15, 13, 9, 7, 5, 3, 1, 11, 22, 20, 10, 12, 14, 16, 18]",nan,0.7531162315563962,0.7154715007039264,0.7154715007039264,-2.0755572939912477,0.08518234790781151,0.03764473085246978,0.6385565590619111,0.6423210321471581,27.0,72.0,3.0,3.0,774.0,2099.0,259.0,9
24,683c90803ee616ea,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B11_n24_calibration,1.0,0.9130434782608695,0.16257088846880907,1.0,0,1,0.08695652173913043,0.8636363636363636,3,0.7031315809605685,0.7101449275362319,0.43478260869565216,4,2,0.2881944444444445,0.9583333333333334,2.0,-0.003780718336483932,0.20681946157440984,R38_N24_C00409,N24_R38_N24_C00409_N24_calibration_neighborhood,"[23,0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17,19,21]",23-0-2-4-6-8-10-12-14-16-18-20-22-11-1-3-5-7-9-13-15-17-19-21,S3R24L64_N24_B23_exploitation_reference,0.08333333333333333,False,"[23, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 11, 1, 3, 5, 7, 9, 13, 15, 17, 19, 21]",nan,0.7866287420836184,0.7548887437853299,0.7548887437853299,-1.8440042709310849,0.03816231206294868,0.03173999829828855,0.6335175586319508,0.6366915584617796,3.0,7.0,5.0,4.0,1010.0,2985.0,2021.5,10
