n,order_hash,candidate_source,selection_bucket,generation_method,seed_strategy,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,odd_even_transition_count,mean_signed_jump,jump_std_norm,candidate_id,strategy_name,order_json,order_compact,nearest_existing_teacher_strategy,novelty_distance_to_combined204_plus_N32,duplicate_of_combined204_plus_N32_teacher,order,reward,surrogate_reward_pred,f01_extra_trees_reward_pred,gnn_reward_pred,graph_pointer_mean_logprob,uncertainty_score,gnn_surrogate_disagreement,hybrid_score,acquisition_score,surrogate_reward_pred_rank_within_n,gnn_reward_pred_rank_within_n,hybrid_score_rank_within_n,acquisition_score_rank_within_n,gnn_surrogate_disagreement_rank_within_n,uncertainty_score_rank_within_n,novelty_distance_to_combined204_plus_N32_rank_within_n,option_b_native_N24_N40_focused_batch32_rank_within_n
24,8d29c5d6f441f814,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B11_n24_calibration,0.9130434782608695,0.8260869565217391,0.16257088846880907,1.0,0,1,0.08695652173913043,0.8181818181818182,4,0.7031315809605685,0.7971014492753623,0.36231884057971014,5,1,0.2829861111111111,0.875,2.0,-0.003780718336483932,0.20681946157440984,R38_N24_C00317,N24_R38_N24_C00317_N24_calibration_neighborhood,"[21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17,19]",21-23-0-2-4-6-8-10-12-14-16-18-20-22-11-1-3-5-7-9-13-15-17-19,S3R34N32INF_N24_B12_n24_calibration,0.08333333333333333,False,"[21, 23, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 11, 1, 3, 5, 7, 9, 13, 15, 17, 19]",nan,0.7850143724254989,0.7595985241612091,0.7595985241612091,-1.88086091230313,0.03938659197076584,0.025415848264289775,0.6339295284047366,0.6364711132311656,5.0,2.0,4.0,5.0,1305.0,2983.0,2021.5,11
24,197aeda71be445be,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B11_n24_calibration,0.9565217391304348,0.8695652173913043,0.16257088846880907,0.8695652173913043,0,1,0.08695652173913043,0.8636363636363636,3,0.8734641445261513,0.7391304347826088,0.34782608695652173,5,1,0.2065972222222222,0.9166666666666666,2.0,-0.003780718336483932,0.18411360772114851,R38_N24_C00315,N24_R38_N24_C00315_N24_calibration_neighborhood,"[22,11,1,3,23,21,19,17,15,13,9,7,5,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-23-21-19-17-15-13-9-7-5-0-2-4-6-8-10-12-14-16-18-20,S3R34N32INF_N24_B11_n24_calibration,0.13043478260869565,False,"[22, 11, 1, 3, 23, 21, 19, 17, 15, 13, 9, 7, 5, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",nan,0.7783781803895126,0.749520370806818,0.749520370806818,-2.179237479964892,0.04400666406559605,0.02885780958269457,0.6329322365833656,0.635818017541635,6.0,17.0,6.0,6.0,1130.0,2969.0,1819.5,12
24,1b7605737bcd6d37,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R24L64_N24_B23_exploitation_reference,0.8260869565217391,1.0,0.15879017013232513,0.9130434782608695,0,1,0.08695652173913043,0.8636363636363636,3,0.7031315809605685,0.36231884057971014,0.7971014492753623,1,5,0.19270833333333334,0.7916666666666666,2.0,0.007561436672967864,0.1917200740039032,R38_N24_C00764,N24_R38_N24_C00764_N24_calibration_neighborhood,"[19,17,15,13,9,7,5,3,1,11,22,20,18,16,14,12,10,8,6,4,2,0,21,23]",19-17-15-13-9-7-5-3-1-11-22-20-18-16-14-12-10-8-6-4-2-0-21-23,S3R34N32INF_N24_B09_n24_calibration,0.11594202898550725,False,"[19, 17, 15, 13, 9, 7, 5, 3, 1, 11, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 0, 21, 23]",nan,0.7755914139686119,0.7290629002342569,0.7290629002342569,-2.075522600362698,0.04622007871843418,0.04652851373435496,0.625057213511695,0.6297100648851305,7.0,41.0,9.0,7.0,501.0,2955.0,1880.5,13
24,3190a6cabf2fa2d2,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B11_n24_calibration,0.9565217391304348,0.8695652173913043,0.16257088846880907,0.9130434782608695,0,1,0.08695652173913043,0.8636363636363636,3,0.8131904766523733,0.5942028985507246,0.34782608695652173,4,2,0.1996527777777778,0.9166666666666666,2.0,-0.003780718336483932,0.19112269744283358,R38_N24_C00356,N24_R38_N24_C00356_N24_calibration_neighborhood,"[22,11,1,3,5,7,9,13,15,17,19,21,23,2,0,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-2-0-4-6-8-10-12-14-16-18-20,S3R34N32INF_N24_B11_n24_calibration,0.0036231884057971015,False,"[22, 11, 1, 3, 5, 7, 9, 13, 15, 17, 19, 21, 23, 2, 0, 4, 6, 8, 10, 12, 14, 16, 18, 20]",nan,0.7869444599305863,0.7546180754108625,0.7546180754108625,-2.166908875107765,0.041135778240770526,0.032326384519723805,0.6259498684791949,0.6291825069311673,1.5,8.5,7.5,8.5,983.5,2978.5,2976.0,14
24,cff671c739f2d380,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B11_n24_calibration,0.9565217391304348,0.8695652173913043,0.16257088846880907,0.9130434782608695,0,1,0.08695652173913043,0.8636363636363636,3,0.8131904766523733,0.5942028985507246,0.34782608695652173,4,2,0.20138888888888887,0.9166666666666666,2.0,-0.003780718336483932,0.19112269744283358,R38_N24_C00391,N24_R38_N24_C00391_N24_calibration_neighborhood,"[22,11,1,3,5,7,9,13,15,17,19,23,21,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-13-15-17-19-23-21-0-2-4-6-8-10-12-14-16-18-20,S3R34N32INF_N24_B11_n24_calibration,0.0036231884057971015,False,"[22, 11, 1, 3, 5, 7, 9, 13, 15, 17, 19, 23, 21, 0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",nan,0.7869444599305863,0.7546180754108625,0.7546180754108625,-2.1681690166393914,0.041135778240770526,0.032326384519723805,0.6259498684791949,0.6291825069311673,1.5,8.5,7.5,8.5,983.5,2978.5,2976.0,15
24,b886c8f137f41d0c,N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,S3R34N32INF_N24_B10_n24_calibration,0.782608695652174,0.6956521739130435,0.16257088846880907,1.0,0,1,0.08695652173913043,0.8181818181818182,4,0.7031315809605685,0.6521739130434782,0.2608695652173913,5,1,0.203125,0.75,2.0,-0.003780718336483932,0.20681946157440984,R38_N24_C00449,N24_R38_N24_C00449_N24_calibration_neighborhood,"[18,20,22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16]",18-20-22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16,S3R34N32INF_N24_B10_n24_calibration,0.08333333333333333,False,"[18, 20, 22, 11, 1, 3, 5, 7, 9, 13, 15, 17, 19, 21, 23, 0, 2, 4, 6, 8, 10, 12, 14, 16]",nan,0.7719158656082422,0.7378341672778745,0.7378341672778745,-2.182533616820971,0.0700820566856561,0.03408169833036767,0.6243538069059008,0.6277619767389375,8.0,26.0,10.0,10.0,910.0,2646.0,2021.5,16
40,8d7d2ae1b1c9c8e1,surrogate_top_predicted,surrogate_top_predicted,even_odd,,0.15384615384615385,0.7435897435897436,0.23997370151216307,0.717948717948718,1,2,0.02564102564102564,0.4473684210526316,21,2.26757500008105,0.4256410256410256,0.517948717948718,4,6,0.140625,0.825,1.0,0.015121630506245891,0.17151322546612002,R38_N40_C02066,N40_R38_N40_C02066_surrogate_top_predicted,"[6,24,22,26,8,16,0,14,18,34,38,36,12,10,20,32,28,30,2,4,3,1,7,19,23,13,31,15,9,5,21,37,27,11,17,25,33,39,35,29]",6-24-22-26-8-16-0-14-18-34-38-36-12-10-20-32-28-30-2-4-3-1-7-19-23-13-31-15-9-5-21-37-27-11-17-25-33-39-35-29,S3B20_N40_B01_surrogate_top,0.17435897435897435,False,"[6, 24, 22, 26, 8, 16, 0, 14, 18, 34, 38, 36, 12, 10, 20, 32, 28, 30, 2, 4, 3, 1, 7, 19, 23, 13, 31, 15, 9, 5, 21, 37, 27, 11, 17, 25, 33, 39, 35, 29]",nan,0.5830104853479856,0.5834508578489792,0.5834508578489792,-2.4593229725956918,0.09822901999625569,0.00044037250099360215,0.49377728083915984,0.4938213180892592,911.0,1045.0,975.0,1002.0,2967.0,1250.0,1680.0,1
40,5c66c5a2f535d44c,hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,,0.10256410256410256,0.3333333333333333,0.3228139381985536,0.8717948717948718,0,9,0.02564102564102564,0.5,19,2.6099030626113677,0.4256410256410256,0.4871794871794872,5,5,0.130625,0.875,1.0,0.00591715976331361,0.22123773851882314,R38_N40_C01971,N40_R38_N40_C01971_hybrid_gnn_surrogate_agreement,"[4,6,24,30,16,20,18,8,12,34,10,0,14,22,38,26,32,36,2,28,23,17,1,27,35,31,7,39,33,19,3,9,11,37,29,21,15,5,25,13]",4-6-24-30-16-20-18-8-12-34-10-0-14-22-38-26-32-36-2-28-23-17-1-27-35-31-7-39-33-19-3-9-11-37-29-21-15-5-25-13,S3R19B28_N40_B04_method_c_inspired,0.1935897435897436,False,"[4, 6, 24, 30, 16, 20, 18, 8, 12, 34, 10, 0, 14, 22, 38, 26, 32, 36, 2, 28, 23, 17, 1, 27, 35, 31, 7, 39, 33, 19, 3, 9, 11, 37, 29, 21, 15, 5, 25, 13]",nan,0.5728395604395605,0.5921323462421435,0.5921323462421435,-2.6679844170808793,0.06322800097426103,0.01929278580258298,0.48877661925869464,0.49070589783895296,966.0,1039.0,1003.0,1011.0,1801.0,2410.0,1517.5,2
40,fde4f9783883992f,hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,even_odd,,0.05128205128205128,0.8461538461538461,0.33727810650887574,0.9743589743589743,0,9,0.02564102564102564,0.47368421052631576,20,2.41875639724506,0.5230769230769231,0.5743589743589743,6,4,0.153125,0.925,1.0,0.020381328073635765,0.23288086853757106,R38_N40_C02699,N40_R38_N40_C02699_hybrid_gnn_surrogate_disagreement,"[2,6,36,24,30,38,22,18,14,8,12,28,20,4,0,32,34,16,10,26,3,29,35,23,11,31,15,9,19,27,25,5,1,39,21,13,7,37,17,33]",2-6-36-24-30-38-22-18-14-8-12-28-20-4-0-32-34-16-10-26-3-29-35-23-11-31-15-9-19-27-25-5-1-39-21-13-7-37-17-33,S3R34N32INF_N40_B04_hybrid_disagree,0.21153846153846154,False,"[2, 6, 36, 24, 30, 38, 22, 18, 14, 8, 12, 28, 20, 4, 0, 32, 34, 16, 10, 26, 3, 29, 35, 23, 11, 31, 15, 9, 19, 27, 25, 5, 1, 39, 21, 13, 7, 37, 17, 33]",nan,0.56034867979243,0.5813582639170173,0.5813582639170173,-2.653097891807556,0.08539880845779574,0.02100958412458731,0.48322506686471656,0.4853260252771753,1020.0,1049.0,1023.0,1029.0,1726.0,1617.0,1299.0,3
40,5a45f97d24ad4acd,uncertainty_calibration,uncertainty_calibration,even_odd,,0.20512820512820512,0.7948717948717948,0.30309007232084156,0.8717948717948718,1,9,0.02564102564102564,0.4473684210526316,21,2.6197698627570247,0.6820512820512821,0.5076923076923077,8,2,0.173125,0.775,1.0,0.015121630506245891,0.22367439805419811,R38_N40_C01852,N40_R38_N40_C01852_uncertainty_calibration,"[8,34,0,6,2,30,36,26,12,4,18,20,38,28,24,10,14,22,32,16,15,33,25,1,21,23,3,9,5,7,19,27,29,17,11,39,37,13,35,31]",8-34-0-6-2-30-36-26-12-4-18-20-38-28-24-10-14-22-32-16-15-33-25-1-21-23-3-9-5-7-19-27-29-17-11-39-37-13-35-31,S3R24L64_N40_B01_top_region,0.18076923076923077,False,"[8, 34, 0, 6, 2, 30, 36, 26, 12, 4, 18, 20, 38, 28, 24, 10, 14, 22, 32, 16, 15, 33, 25, 1, 21, 23, 3, 9, 5, 7, 19, 27, 29, 17, 11, 39, 37, 13, 35, 31]",nan,0.5950638316544566,0.583414852002679,0.583414852002679,-2.595447872579098,0.06672980024883324,0.011648979651777691,0.49788872351242736,0.4990536214776051,832.0,1046.0,949.0,979.0,2235.0,2333.0,1641.5,4
40,ae0357fa6c887d1a,diversity_coverage,diversity_coverage,even_odd,,0.20512820512820512,0.8974358974358975,0.3162393162393163,0.9230769230769231,0,6,0.02564102564102564,0.47368421052631576,20,2.4355610590458157,0.49230769230769234,0.5948717948717949,5,5,0.123125,0.775,1.0,0.01775147928994083,0.21337256673238628,R38_N40_C02347,N40_R38_N40_C02347_diversity_coverage,"[8,14,28,30,10,4,20,6,24,36,38,22,32,34,2,16,18,0,12,26,1,5,11,19,31,27,15,29,17,13,33,37,21,9,39,3,7,23,25,35]",8-14-28-30-10-4-20-6-24-36-38-22-32-34-2-16-18-0-12-26-1-5-11-19-31-27-15-29-17-13-33-37-21-9-39-3-7-23-25-35,S3R34N32INF_N40_B11_n40_best_near,0.20384615384615384,False,"[8, 14, 28, 30, 10, 4, 20, 6, 24, 36, 38, 22, 32, 34, 2, 16, 18, 0, 12, 26, 1, 5, 11, 19, 31, 27, 15, 29, 17, 13, 33, 37, 21, 9, 39, 3, 7, 23, 25, 35]",nan,0.5701881791819293,0.5847861538881369,0.5847861538881369,-2.6274795718491077,0.05448866985717613,0.014597974706207606,0.4856335193924284,0.48709331686304913,979.0,1043.0,1014.0,1022.0,2074.0,2621.0,1394.0,5
40,a285d3fb4dce9de8,sentinel_control,sentinel_control,even_odd,,0.20512820512820512,0.38461538461538464,0.2583826429980276,0.6666666666666666,1,6,0.02564102564102564,0.3684210526315789,24,2.2926333287602083,0.5743589743589743,0.4615384615384615,5,5,0.135625,0.775,1.0,0.0046022353714661405,0.18872486403809074,R38_N40_C02580,N40_R38_N40_C02580_sentinel_control,"[8,2,24,12,28,34,36,22,0,10,20,16,26,38,14,18,6,4,30,32,31,9,11,5,1,7,13,29,3,21,33,23,25,39,35,37,27,17,19,15]",8-2-24-12-28-34-36-22-0-10-20-16-26-38-14-18-6-4-30-32-31-9-11-5-1-7-13-29-3-21-33-23-25-39-35-37-27-17-19-15,S3B20_N40_B01_surrogate_top,0.191025641025641,False,"[8, 2, 24, 12, 28, 34, 36, 22, 0, 10, 20, 16, 26, 38, 14, 18, 6, 4, 30, 32, 31, 9, 11, 5, 1, 7, 13, 29, 3, 21, 33, 23, 25, 39, 35, 37, 27, 17, 19, 15]",nan,0.5813779418498167,0.5568109575806648,0.5568109575806648,-2.5384735092520714,0.11179350696801153,0.024566984269151937,0.4892425222119307,0.4916992206388459,923.0,1075.0,1001.0,1007.0,1585.0,809.0,1545.0,6
40,ca4a13c294004d59,N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,S3R34N32INF_N40_B10_n40_best_near,0.10256410256410256,1.0,0.07692307692307693,0.5128205128205128,0,1,0.02564102564102564,0.9210526315789473,3,0.5892986246634032,0.5384615384615385,0.5384615384615385,5,5,0.256875,0.875,1.0,0.023011176857330704,0.09199303518142077,R38_N40_C00557,N40_R38_N40_C00557_N40_new_best_neighborhood,"[4,2,0,6,8,10,12,14,16,18,20,36,38,34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",4-2-0-6-8-10-12-14-16-18-20-36-38-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,S3R34N32INF_N40_B10_n40_best_near,0.001282051282051282,False,"[4, 2, 0, 6, 8, 10, 12, 14, 16, 18, 20, 36, 38, 34, 32, 30, 28, 26, 24, 22, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39]",nan,0.8265499005656771,0.7596979202710268,0.7596979202710268,-2.0618918225169183,0.044491629654136236,0.06685198029465034,0.6491042934724979,0.6557894915019629,1.0,1.0,1.0,1.0,453.0,2897.0,2988.5,7
