strategy_name,n,order_json,source_order_json,scan_order,order_compact,order_hash,candidate_source,ppo_checkpoint,ppo_seed,selected_by,case_dir,job_name,expected_cae,expected_inp,expected_jnl,generation_log,base_cae,batch_name,teacher_validated,abaqus_validated,stageK2_role
PPOV02_N24_B11_diverse_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf\scan_order_PPOV02_N24_B11_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B11_diverse_tophalf.json,"[21,17,3,9,7,13,15,1,5,11,19,23,18,0,2,22,20,4,8,10,12,14,6,16]","21,17,3,9,7,13,15,1,5,11,19,23,18,0,2,22,20,4,8,10,12,14,6,16",0c749c8bf0d90074,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf,J2D_PPOV02_N24_B11_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf\J2D_PPOV02_N24_B11_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf\J2D_PPOV02_N24_B11_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf\J2D_PPOV02_N24_B11_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B11_diverse_tophalf\J2D_PPOV02_N24_B11_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02_N24_B12_diverse_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf\scan_order_PPOV02_N24_B12_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B12_diverse_tophalf.json,"[21,3,17,7,9,13,5,1,11,23,15,19,0,2,18,22,20,4,8,10,12,6,14,16]","21,3,17,7,9,13,5,1,11,23,15,19,0,2,18,22,20,4,8,10,12,6,14,16",3995ed2b0c2db6cc,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf,J2D_PPOV02_N24_B12_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf\J2D_PPOV02_N24_B12_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf\J2D_PPOV02_N24_B12_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf\J2D_PPOV02_N24_B12_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B12_diverse_tophalf\J2D_PPOV02_N24_B12_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02_N24_B13_diverse_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf\scan_order_PPOV02_N24_B13_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B13_diverse_tophalf.json,"[21,3,7,17,9,13,5,11,1,19,15,23,0,2,18,4,20,22,8,10,12,14,6,16]","21,3,7,17,9,13,5,11,1,19,15,23,0,2,18,4,20,22,8,10,12,14,6,16",12d8d508bf9c0aa0,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf,J2D_PPOV02_N24_B13_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf\J2D_PPOV02_N24_B13_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf\J2D_PPOV02_N24_B13_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf\J2D_PPOV02_N24_B13_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B13_diverse_tophalf\J2D_PPOV02_N24_B13_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02_N24_B14_novelty_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf\scan_order_PPOV02_N24_B14_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B14_novelty_tophalf.json,"[21,17,7,3,13,9,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16]","21,17,7,3,13,9,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",e9785cdd94f93113,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf,J2D_PPOV02_N24_B14_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf\J2D_PPOV02_N24_B14_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf\J2D_PPOV02_N24_B14_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf\J2D_PPOV02_N24_B14_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B14_novelty_tophalf\J2D_PPOV02_N24_B14_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02_N24_B15_novelty_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf\scan_order_PPOV02_N24_B15_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B15_novelty_tophalf.json,"[21,9,17,3,7,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16]","21,9,17,3,7,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",0b587b2305dd8692,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf,J2D_PPOV02_N24_B15_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf\J2D_PPOV02_N24_B15_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf\J2D_PPOV02_N24_B15_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf\J2D_PPOV02_N24_B15_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B15_novelty_tophalf\J2D_PPOV02_N24_B15_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02_N24_B16_novelty_tophalf,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf\scan_order_PPOV02_N24_B16_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02_N24_B16_novelty_tophalf.json,"[21,3,17,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,6,12,10,14,16]","21,3,17,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,6,12,10,14,16",c13cf1f80061e36e,PPO_v02_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf,J2D_PPOV02_N24_B16_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf\J2D_PPOV02_N24_B16_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf\J2D_PPOV02_N24_B16_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf\J2D_PPOV02_N24_B16_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N24PPOV02_N24_B16_novelty_tophalf\J2D_PPOV02_N24_B16_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N24_retained_from_StageK_v02
PPOV02K2_N40_B01_deterministic,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic\scan_order_PPOV02K2_N40_B01_deterministic.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B01_deterministic.json,"[37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,33,39]","37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,33,39",bcf2d41b8aa56c9f,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,deterministic,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic,J2D_PPOV02K2_N40_B01_deterministic,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic\J2D_PPOV02K2_N40_B01_deterministic.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic\J2D_PPOV02K2_N40_B01_deterministic.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic\J2D_PPOV02K2_N40_B01_deterministic.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B01_deterministic\J2D_PPOV02K2_N40_B01_deterministic_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B02_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward\scan_order_PPOV02K2_N40_B02_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B02_top_reward.json,"[37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,38,36,34,32,27,31,33,39]","37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,38,36,34,32,27,31,33,39",dbc3f8d62a762a03,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward,J2D_PPOV02K2_N40_B02_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward\J2D_PPOV02K2_N40_B02_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward\J2D_PPOV02K2_N40_B02_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward\J2D_PPOV02K2_N40_B02_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B02_top_reward\J2D_PPOV02K2_N40_B02_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B03_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward\scan_order_PPOV02K2_N40_B03_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B03_top_reward.json,"[37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,38,36,34,32,31,27,33,39]","37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,38,36,34,32,31,27,33,39",fc208f8b833e1113,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward,J2D_PPOV02K2_N40_B03_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward\J2D_PPOV02K2_N40_B03_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward\J2D_PPOV02K2_N40_B03_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward\J2D_PPOV02K2_N40_B03_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B03_top_reward\J2D_PPOV02K2_N40_B03_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B04_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward\scan_order_PPOV02K2_N40_B04_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B04_top_reward.json,"[37,35,29,24,20,30,26,25,23,19,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,17,21,22,28,34,38,36,32,27,31,33,39]","37,35,29,24,20,30,26,25,23,19,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,17,21,22,28,34,38,36,32,27,31,33,39",8f5c87772dc094d8,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward,J2D_PPOV02K2_N40_B04_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward\J2D_PPOV02K2_N40_B04_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward\J2D_PPOV02K2_N40_B04_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward\J2D_PPOV02K2_N40_B04_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B04_top_reward\J2D_PPOV02K2_N40_B04_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B05_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward\scan_order_PPOV02K2_N40_B05_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B05_top_reward.json,"[37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,32,36,38,34,31,27,33,39]","37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,32,36,38,34,31,27,33,39",92f11a995b28f49a,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward,J2D_PPOV02K2_N40_B05_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward\J2D_PPOV02K2_N40_B05_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward\J2D_PPOV02K2_N40_B05_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward\J2D_PPOV02K2_N40_B05_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B05_top_reward\J2D_PPOV02K2_N40_B05_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B06_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward\scan_order_PPOV02K2_N40_B06_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B06_top_reward.json,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,33,39",f0ff15c3d24ff363,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward,J2D_PPOV02K2_N40_B06_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward\J2D_PPOV02K2_N40_B06_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward\J2D_PPOV02K2_N40_B06_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward\J2D_PPOV02K2_N40_B06_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B06_top_reward\J2D_PPOV02K2_N40_B06_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
