check,status,details
scan_json_PPOFINAL_N24_B103_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B103_diversity.json
scan_json_PPOFINAL_N24_B104_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B104_diversity.json
scan_json_PPOFINAL_N24_B105_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B105_diversity.json
scan_json_PPOFINAL_N24_B106_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B106_diversity.json
scan_json_PPOFINAL_N24_B107_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B107_diversity.json
scan_json_PPOFINAL_N24_B108_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B108_diversity.json
scan_json_PPOFINAL_N24_B109_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B109_diversity.json
scan_json_PPOFINAL_N24_B110_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B110_diversity.json
scan_json_PPOFINAL_N24_B111_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B111_diversity.json
scan_json_PPOFINAL_N24_B112_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B112_diversity.json
scan_json_PPOFINAL_N24_B113_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B113_efficiency.json
scan_json_PPOFINAL_N24_B114_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B114_efficiency.json
scan_json_PPOFINAL_N24_B115_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B115_efficiency.json
scan_json_PPOFINAL_N24_B116_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B116_efficiency.json
scan_json_PPOFINAL_N24_B117_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B117_efficiency.json
scan_json_PPOFINAL_N24_B118_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B118_efficiency.json
scan_json_PPOFINAL_N24_B119_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B119_efficiency.json
scan_json_PPOFINAL_N24_B120_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B120_efficiency.json
scan_json_PPOFINAL_N24_B121_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B121_efficiency.json
scan_json_PPOFINAL_N24_B122_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B122_efficiency.json
scan_json_PPOFINAL_N24_B123_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B123_efficiency.json
scan_json_PPOFINAL_N24_B124_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B124_efficiency.json
scan_json_PPOFINAL_N24_B125_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B125_efficiency.json
scan_json_PPOFINAL_N24_B126_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B126_efficiency.json
scan_json_PPOFINAL_N24_B127_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B127_efficiency.json
scan_json_PPOFINAL_N24_B128_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B128_efficiency.json
scan_json_PPOFINAL_N24_B129_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B129_novelty.json
scan_json_PPOFINAL_N24_B130_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B130_novelty.json
scan_json_PPOFINAL_N24_B131_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B131_novelty.json
scan_json_PPOFINAL_N24_B132_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B132_novelty.json
scan_json_PPOFINAL_N24_B133_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B133_novelty.json
scan_json_PPOFINAL_N24_B134_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B134_novelty.json
scan_json_PPOFINAL_N24_B135_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B135_novelty.json
scan_json_PPOFINAL_N24_B136_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B136_novelty.json
scan_json_PPOFINAL_N24_B137_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B137_baseline_proximity.json
scan_json_PPOFINAL_N24_B138_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B138_baseline_proximity.json
scan_json_PPOFINAL_N24_B139_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B139_baseline_proximity.json
scan_json_PPOFINAL_N24_B140_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B140_baseline_proximity.json
scan_json_PPOFINAL_N24_B141_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B141_baseline_proximity.json
scan_json_PPOFINAL_N24_B142_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B142_baseline_proximity.json
scan_json_PPOFINAL_N24_B143_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B143_baseline_proximity.json
scan_json_PPOFINAL_N24_B144_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N24_B144_baseline_proximity.json
scan_json_PPOFINAL_N40_B145_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B145_quality.json
scan_json_PPOFINAL_N40_B146_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B146_quality.json
scan_json_PPOFINAL_N40_B147_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B147_quality.json
scan_json_PPOFINAL_N40_B148_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B148_quality.json
scan_json_PPOFINAL_N40_B149_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B149_quality.json
scan_json_PPOFINAL_N40_B150_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B150_quality.json
scan_json_PPOFINAL_N40_B151_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B151_quality.json
scan_json_PPOFINAL_N40_B152_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B152_quality.json
scan_json_PPOFINAL_N40_B153_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B153_quality.json
scan_json_PPOFINAL_N40_B154_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B154_quality.json
scan_json_PPOFINAL_N40_B155_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B155_quality.json
scan_json_PPOFINAL_N40_B156_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B156_quality.json
scan_json_PPOFINAL_N40_B157_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B157_quality.json
scan_json_PPOFINAL_N40_B158_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B158_quality.json
scan_json_PPOFINAL_N40_B159_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B159_quality.json
scan_json_PPOFINAL_N40_B160_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B160_quality.json
scan_json_PPOFINAL_N40_B161_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B161_quality.json
scan_json_PPOFINAL_N40_B162_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B162_quality.json
scan_json_PPOFINAL_N40_B163_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B163_quality.json
scan_json_PPOFINAL_N40_B164_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B164_quality.json
scan_json_PPOFINAL_N40_B165_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B165_quality.json
scan_json_PPOFINAL_N40_B166_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B166_quality.json
scan_json_PPOFINAL_N40_B167_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B167_quality.json
scan_json_PPOFINAL_N40_B168_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B168_quality.json
scan_json_PPOFINAL_N40_B169_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B169_quality.json
scan_json_PPOFINAL_N40_B170_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B170_quality.json
scan_json_PPOFINAL_N40_B171_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B171_quality.json
scan_json_PPOFINAL_N40_B172_quality,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B172_quality.json
scan_json_PPOFINAL_N40_B173_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B173_diversity.json
scan_json_PPOFINAL_N40_B174_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B174_diversity.json
scan_json_PPOFINAL_N40_B175_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B175_diversity.json
scan_json_PPOFINAL_N40_B176_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B176_diversity.json
scan_json_PPOFINAL_N40_B177_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B177_diversity.json
scan_json_PPOFINAL_N40_B178_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B178_diversity.json
scan_json_PPOFINAL_N40_B179_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B179_diversity.json
scan_json_PPOFINAL_N40_B180_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B180_diversity.json
scan_json_PPOFINAL_N40_B181_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B181_diversity.json
scan_json_PPOFINAL_N40_B182_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B182_diversity.json
scan_json_PPOFINAL_N40_B183_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B183_diversity.json
scan_json_PPOFINAL_N40_B184_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B184_diversity.json
scan_json_PPOFINAL_N40_B185_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B185_diversity.json
scan_json_PPOFINAL_N40_B186_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B186_diversity.json
scan_json_PPOFINAL_N40_B187_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B187_diversity.json
scan_json_PPOFINAL_N40_B188_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B188_diversity.json
scan_json_PPOFINAL_N40_B189_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B189_diversity.json
scan_json_PPOFINAL_N40_B190_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B190_diversity.json
scan_json_PPOFINAL_N40_B191_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B191_diversity.json
scan_json_PPOFINAL_N40_B192_diversity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B192_diversity.json
scan_json_PPOFINAL_N40_B193_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B193_efficiency.json
scan_json_PPOFINAL_N40_B194_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B194_efficiency.json
scan_json_PPOFINAL_N40_B195_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B195_efficiency.json
scan_json_PPOFINAL_N40_B196_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B196_efficiency.json
scan_json_PPOFINAL_N40_B197_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B197_efficiency.json
scan_json_PPOFINAL_N40_B198_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B198_efficiency.json
scan_json_PPOFINAL_N40_B199_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B199_efficiency.json
scan_json_PPOFINAL_N40_B200_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B200_efficiency.json
scan_json_PPOFINAL_N40_B201_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B201_efficiency.json
scan_json_PPOFINAL_N40_B202_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B202_efficiency.json
scan_json_PPOFINAL_N40_B203_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B203_efficiency.json
scan_json_PPOFINAL_N40_B204_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B204_efficiency.json
scan_json_PPOFINAL_N40_B205_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B205_efficiency.json
scan_json_PPOFINAL_N40_B206_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B206_efficiency.json
scan_json_PPOFINAL_N40_B207_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B207_efficiency.json
scan_json_PPOFINAL_N40_B208_efficiency,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B208_efficiency.json
scan_json_PPOFINAL_N40_B209_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B209_novelty.json
scan_json_PPOFINAL_N40_B210_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B210_novelty.json
scan_json_PPOFINAL_N40_B211_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B211_novelty.json
scan_json_PPOFINAL_N40_B212_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B212_novelty.json
scan_json_PPOFINAL_N40_B213_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B213_novelty.json
scan_json_PPOFINAL_N40_B214_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B214_novelty.json
