final_expansion_batch,n,strategy_name,inp_path,cae_path,inp_exists,cae_exists,inp_size_bytes,cae_size_bytes,node_entry_count,element_entry_count,scan_sequence_complete,cool_sequence_complete,step_final_cooling_exists,final_cooling_controls_visible,final_cooling_after_last_cool,heat_flux_entries_exist,all_expected_heat_sets_present,heat_order_text_verified,output_fields_U_PEEQ_S_NT11_visible,n40_cool_initialInc_0p001_verified,solver_output_count,verdict,notes
final_expansion_batch07,40,PPOFINAL_N40_B206_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B206_efficiency\J2D_PPOFINAL_N40_B206_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B206_efficiency\J2D_PPOFINAL_N40_B206_efficiency.cae,True,True,137980,446464,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B207_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B207_efficiency\J2D_PPOFINAL_N40_B207_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B207_efficiency\J2D_PPOFINAL_N40_B207_efficiency.cae,True,True,137980,458752,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B208_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B208_efficiency\J2D_PPOFINAL_N40_B208_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B208_efficiency\J2D_PPOFINAL_N40_B208_efficiency.cae,True,True,137980,450560,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B209_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B209_novelty\J2D_PPOFINAL_N40_B209_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B209_novelty\J2D_PPOFINAL_N40_B209_novelty.cae,True,True,137977,475136,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B210_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B210_novelty\J2D_PPOFINAL_N40_B210_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B210_novelty\J2D_PPOFINAL_N40_B210_novelty.cae,True,True,137977,487424,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B211_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B211_novelty\J2D_PPOFINAL_N40_B211_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B211_novelty\J2D_PPOFINAL_N40_B211_novelty.cae,True,True,137977,479232,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B212_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B212_novelty\J2D_PPOFINAL_N40_B212_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B212_novelty\J2D_PPOFINAL_N40_B212_novelty.cae,True,True,137977,499712,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B213_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B213_novelty\J2D_PPOFINAL_N40_B213_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B213_novelty\J2D_PPOFINAL_N40_B213_novelty.cae,True,True,137977,466944,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B214_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B214_novelty\J2D_PPOFINAL_N40_B214_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B214_novelty\J2D_PPOFINAL_N40_B214_novelty.cae,True,True,137977,458752,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B215_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B215_novelty\J2D_PPOFINAL_N40_B215_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B215_novelty\J2D_PPOFINAL_N40_B215_novelty.cae,True,True,137977,462848,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B216_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B216_novelty\J2D_PPOFINAL_N40_B216_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B216_novelty\J2D_PPOFINAL_N40_B216_novelty.cae,True,True,137977,495616,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B217_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B217_baseline_proximity\J2D_PPOFINAL_N40_B217_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B217_baseline_proximity\J2D_PPOFINAL_N40_B217_baseline_proximity.cae,True,True,137988,487424,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B218_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B218_baseline_proximity\J2D_PPOFINAL_N40_B218_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B218_baseline_proximity\J2D_PPOFINAL_N40_B218_baseline_proximity.cae,True,True,137988,487424,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B219_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B219_baseline_proximity\J2D_PPOFINAL_N40_B219_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B219_baseline_proximity\J2D_PPOFINAL_N40_B219_baseline_proximity.cae,True,True,137988,475136,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B220_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B220_baseline_proximity\J2D_PPOFINAL_N40_B220_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B220_baseline_proximity\J2D_PPOFINAL_N40_B220_baseline_proximity.cae,True,True,137988,475136,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B221_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B221_baseline_proximity\J2D_PPOFINAL_N40_B221_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B221_baseline_proximity\J2D_PPOFINAL_N40_B221_baseline_proximity.cae,True,True,137988,487424,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B222_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B222_baseline_proximity\J2D_PPOFINAL_N40_B222_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B222_baseline_proximity\J2D_PPOFINAL_N40_B222_baseline_proximity.cae,True,True,137988,479232,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B223_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B223_baseline_proximity\J2D_PPOFINAL_N40_B223_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B223_baseline_proximity\J2D_PPOFINAL_N40_B223_baseline_proximity.cae,True,True,137988,446464,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
final_expansion_batch07,40,PPOFINAL_N40_B224_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B224_baseline_proximity\J2D_PPOFINAL_N40_B224_baseline_proximity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch07\N40\PPOFINAL_N40_B224_baseline_proximity\J2D_PPOFINAL_N40_B224_baseline_proximity.cae,True,True,137988,446464,1183,1008,True,True,True,True,True,True,True,True,True,True,0,PASS,observed order matches scan_order; missing=[]; all N40 cool steps show initialInc=0.001 and timePeriod=3.4
