dataset_source,teacher_metric_extracted,n,strategy_name,source_strategy_name,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,mises_max,teacher_validation_status,ppo_v01_predicted_surrogate_reward_lex,duplicate_vs_combined552,duplicate_role
stage3_native_combined552,True,24,S3R24L64_N24_B24_exploitation_reference,S3R24L64_N24_B24_exploitation_reference,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,1,3,5,7,13,15,17,19,21,23]","0,2,4,6,8,10,12,14,16,18,20,22,11,9,1,3,5,7,13,15,17,19,21,23",88e73e9ad94ac53f,7.06063701727544e-05,0.1538756042718887,586210112.0,579944640.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B01_graph_pointer,S3R34N32INF_N24_B01_graph_pointer,"[0,2,4,6,8,10,12,14,16,18,20,22,21,19,17,15,13,11,9,7,5,3,1,23]","0,2,4,6,8,10,12,14,16,18,20,22,21,19,17,15,13,11,9,7,5,3,1,23",fd4d2251d26e8fe6,8.404852360399673e-05,0.1512167304754257,581126080.0,579944640.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B02_surrogate_top,S3R34N32INF_N24_B02_surrogate_top,"[16,12,0,2,4,8,14,20,18,10,6,22,15,17,21,11,5,1,7,13,9,3,23,19]","16,12,0,2,4,8,14,20,18,10,6,22,15,17,21,11,5,1,7,13,9,3,23,19",d32aa3c0deee7cee,0.0002424270824121,0.1497802585363388,583834816.0,579944128.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B03_hybrid_agree,S3R34N32INF_N24_B03_hybrid_agree,"[22,18,12,16,10,20,2,4,14,6,0,8,17,13,7,11,1,3,15,9,5,21,19,23]","22,18,12,16,10,20,2,4,14,6,0,8,17,13,7,11,1,3,15,9,5,21,19,23",3ed2ee05e4bdb6d7,0.0002418987551209,0.1546439528465271,582266176.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B04_hybrid_disagree,S3R34N32INF_N24_B04_hybrid_disagree,"[20,2,0,22,14,10,18,6,16,12,8,4,3,17,19,23,15,13,11,1,9,5,7,21]","20,2,0,22,14,10,18,6,16,12,8,4,3,17,19,23,15,13,11,1,9,5,7,21",c86e84008b3b4d7a,0.0001531527886982,0.1598571240901947,583702528.0,579944128.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B05_uncertainty,S3R34N32INF_N24_B05_uncertainty,"[18,20,14,4,2,0,22,16,8,6,12,10,7,9,21,1,15,19,11,13,23,17,3,5]","18,20,14,4,2,0,22,16,8,6,12,10,7,9,21,1,15,19,11,13,23,17,3,5",738249755687c0ee,0.0002087068096443,0.1554678678512573,583412992.0,579943296.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B06_diversity,S3R34N32INF_N24_B06_diversity,"[18,22,20,14,4,8,6,10,16,12,0,2,7,9,17,23,15,21,11,3,13,19,1,5]","18,22,20,14,4,8,6,10,16,12,0,2,7,9,17,23,15,21,11,3,13,19,1,5",9f02dd3082df3ba3,0.000223823039505,0.1539438366889953,583285568.0,579944128.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B07_sentinel,S3R34N32INF_N24_B07_sentinel,"[20,18,14,12,4,8,22,10,16,6,2,0,1,5,15,13,21,17,23,19,11,9,7,3]","20,18,14,12,4,8,22,10,16,6,2,0,1,5,15,13,21,17,23,19,11,9,7,3",cd2eef365a3f8007,0.0001576931415456,0.1516375094652176,582095296.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B08_n24_calibration,S3R34N32INF_N24_B08_n24_calibration,"[22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21,23]","22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21,23",a3d01febcc3c76d5,5.9892929130000994e-05,0.1561369895935058,581614144.0,579944768.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B09_n24_calibration,S3R34N32INF_N24_B09_n24_calibration,"[21,19,17,15,13,1,3,5,7,9,11,22,20,18,16,14,12,10,8,6,4,2,0,23]","21,19,17,15,13,1,3,5,7,9,11,22,20,18,16,14,12,10,8,6,4,2,0,23",74287c57c37ad8ad,6.351935553539079e-05,0.1581111848354339,584158592.0,579944832.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B10_n24_calibration,S3R34N32INF_N24_B10_n24_calibration,"[20,22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18]","20,22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18",3d047ed7bdb52c04,3.273940910730744e-05,0.1578422635793686,583110016.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B11_n24_calibration,S3R34N32INF_N24_B11_n24_calibration,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20",e610e670cf7e8ddf,4.1137876905850135e-05,0.1561603546142578,583126336.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R34N32INF_N24_B12_n24_calibration,S3R34N32INF_N24_B12_n24_calibration,"[19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17]","19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17",bbf7e8cd5047024f,5.430529381555971e-05,0.1596519500017166,585878784.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B01_n24_u2_near,S3R39N2440B60_N24_B01_n24_u2_near,"[23,21,19,17,15,13,1,3,5,7,9,11,0,2,4,6,8,10,12,14,16,18,20,22]","23,21,19,17,15,13,1,3,5,7,9,11,0,2,4,6,8,10,12,14,16,18,20,22",20f0cfa79dbd908a,6.897021739860065e-05,0.1602467745542526,582333952.0,579944704.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B02_n24_u2_near,S3R39N2440B60_N24_B02_n24_u2_near,"[22,20,18,16,14,12,10,8,6,4,2,0,11,17,15,13,1,3,5,7,9,19,21,23]","22,20,18,16,14,12,10,8,6,4,2,0,11,17,15,13,1,3,5,7,9,19,21,23",8f5a56f5e692f4e9,8.142532624333398e-05,0.1593355387449264,583416192.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B03_n24_u2_near,S3R39N2440B60_N24_B03_n24_u2_near,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,18,16,14,12,20]","22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,18,16,14,12,20",99dd3ff3d40a7fda,4.4721904259859e-05,0.1561453342437744,583116032.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B04_n24_u2_near,S3R39N2440B60_N24_B04_n24_u2_near,"[22,11,1,9,7,5,3,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,9,7,5,3,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20",522de358bb7a8a67,4.713229418484843e-05,0.1570424288511276,582759168.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B05_n24_u2_near,S3R39N2440B60_N24_B05_n24_u2_near,"[20,22,11,1,3,5,7,9,13,15,17,19,21,23,4,2,0,6,8,10,12,14,16,18]","20,22,11,1,3,5,7,9,13,15,17,19,21,23,4,2,0,6,8,10,12,14,16,18",46b6e477e4e536e0,6.92875792083214e-05,0.1577739268541336,582638016.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B06_n24_u2_near,S3R39N2440B60_N24_B06_n24_u2_near,"[22,20,18,16,14,12,10,8,6,4,2,0,11,15,13,1,3,5,7,9,17,19,21,23]","22,20,18,16,14,12,10,8,6,4,2,0,11,15,13,1,3,5,7,9,17,19,21,23",e1c4d764f48828dd,8.698377223481657e-05,0.1596149206161499,583114752.0,579943744.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B07_n24_u2_near,S3R39N2440B60_N24_B07_n24_u2_near,"[23,22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21]","23,22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21",effa6d39473b8bb7,5.00061778438976e-05,0.1556139588356018,581409152.0,579944832.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B08_n24_u2_near,S3R39N2440B60_N24_B08_n24_u2_near,"[20,22,11,1,3,5,7,23,21,19,17,15,13,9,0,2,4,6,8,10,12,14,16,18]","20,22,11,1,3,5,7,23,21,19,17,15,13,9,0,2,4,6,8,10,12,14,16,18",e74bdb4d6daa213a,3.7988751273587695e-05,0.1621344983577728,592035328.0,579944576.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B09_hybrid_agree,S3R39N2440B60_N24_B09_hybrid_agree,"[2,18,20,16,12,6,4,10,0,8,22,14,7,1,9,15,17,13,11,3,19,21,23,5]","2,18,20,16,12,6,4,10,0,8,22,14,7,1,9,15,17,13,11,3,19,21,23,5",43dd1861f2bc5bf9,0.000202524353881,0.1511734724044799,583692736.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B10_surrogate_top,S3R39N2440B60_N24_B10_surrogate_top,"[2,4,16,12,10,8,18,22,6,20,14,0,13,17,19,23,15,11,5,9,21,1,3,7]","2,4,16,12,10,8,18,22,6,20,14,0,13,17,19,23,15,11,5,9,21,1,3,7",6d184d82a7abad45,0.0001885180240606,0.1577580869197845,582958208.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B11_hybrid_agree,S3R39N2440B60_N24_B11_hybrid_agree,"[14,12,0,4,8,18,22,10,6,20,16,2,1,5,9,19,23,11,3,21,7,17,15,13]","14,12,0,4,8,18,22,10,6,20,16,2,1,5,9,19,23,11,3,21,7,17,15,13",9b849ad6165f9a07,0.0001821464500153,0.1570386588573455,582195008.0,579944128.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B12_surrogate_top,S3R39N2440B60_N24_B12_surrogate_top,"[4,10,0,18,20,22,12,8,16,14,6,2,1,11,3,15,13,23,7,5,17,19,9,21]","4,10,0,18,20,22,12,8,16,14,6,2,1,11,3,15,13,23,7,5,17,19,9,21",efb35261339af161,0.0002064426553261,0.1496064215898513,583212096.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B13_surrogate_top,S3R39N2440B60_N24_B13_surrogate_top,"[4,0,22,16,10,18,8,12,2,6,20,14,13,3,1,7,19,15,23,17,21,9,11,5]","4,0,22,16,10,18,8,12,2,6,20,14,13,3,1,7,19,15,23,17,21,9,11,5",494e288b2a39a7f0,0.0002815967886817,0.1499830037355423,581689600.0,579944064.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B14_surrogate_top,S3R39N2440B60_N24_B14_surrogate_top,"[6,8,0,12,10,20,18,2,22,16,14,4,3,11,23,13,15,19,5,21,1,7,9,17]","6,8,0,12,10,20,18,2,22,16,14,4,3,11,23,13,15,19,5,21,1,7,9,17",f3c4bea6a8cb326e,0.0002263255041725,0.1560091227293014,582624064.0,579944064.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B15_surrogate_top,S3R39N2440B60_N24_B15_surrogate_top,"[4,16,22,14,0,12,20,2,18,8,10,6,7,11,13,21,9,15,3,17,23,19,1,5]","4,16,22,14,0,12,20,2,18,8,10,6,7,11,13,21,9,15,3,17,23,19,1,5",e7d4c44a39b62ccd,0.0002380475223162,0.1531964242458343,581450688.0,579943296.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B16_surrogate_top,S3R39N2440B60_N24_B16_surrogate_top,"[6,18,2,14,8,10,0,16,4,12,22,20,21,7,19,13,17,23,15,11,1,9,3,5]","6,18,2,14,8,10,0,16,4,12,22,20,21,7,19,13,17,23,15,11,1,9,3,5",01778e1f6d29a067,0.0001946740942457,0.1556887030601501,585390848.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B17_diversity,S3R39N2440B60_N24_B17_diversity,"[2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21]","2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21",5ccfdae24095dd12,0.0005505187583594,0.1519718170166015,581337792.0,579942848.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B18_graph_pointer,S3R39N2440B60_N24_B18_graph_pointer,"[2,7,0,3,10,12,17,20,8,11,16,18,1,5,14,9,4,6,23,21,13,15,19,22]","2,7,0,3,10,12,17,20,8,11,16,18,1,5,14,9,4,6,23,21,13,15,19,22",0ad102f2eaec54c2,0.0002313458730895,0.1603628247976303,585924800.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B19_graph_pointer,S3R39N2440B60_N24_B19_graph_pointer,"[2,4,6,7,0,5,12,17,10,22,23,21,18,8,19,15,13,11,14,16,20,9,3,1]","2,4,6,7,0,5,12,17,10,22,23,21,18,8,19,15,13,11,14,16,20,9,3,1",5a8a3a7f7fdfa8fc,0.0002318852484677,0.1731639057397842,582702336.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B20_graph_pointer,S3R39N2440B60_N24_B20_graph_pointer,"[6,8,2,1,18,14,16,4,7,0,10,12,22,20,19,17,15,11,3,5,9,13,23,21]","6,8,2,1,18,14,16,4,7,0,10,12,22,20,19,17,15,11,3,5,9,13,23,21",cc4ae946f5789d20,0.0001901917951272,0.1607173234224319,584000640.0,579943424.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B21_graph_pointer,S3R39N2440B60_N24_B21_graph_pointer,"[2,4,12,14,16,8,6,1,0,5,7,18,3,19,15,13,11,10,21,23,22,20,17,9]","2,4,12,14,16,8,6,1,0,5,7,18,3,19,15,13,11,10,21,23,22,20,17,9",c80ea11fb2da604a,0.0002189582201026,0.1719127595424652,581934400.0,579943808.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B22_diversity,S3R39N2440B60_N24_B22_diversity,"[8,3,22,17,12,7,2,21,16,11,6,1,20,15,10,5,0,19,14,9,4,23,18,13]","8,3,22,17,12,7,2,21,16,11,6,1,20,15,10,5,0,19,14,9,4,23,18,13",0600acdc2dcb4198,0.000534943341222,0.1557627022266388,581765824.0,579943808.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B23_graph_pointer,S3R39N2440B60_N24_B23_graph_pointer,"[8,2,5,22,19,18,21,14,6,4,0,11,13,23,12,3,10,16,20,15,9,1,17,7]","8,2,5,22,19,18,21,14,6,4,0,11,13,23,12,3,10,16,20,15,9,1,17,7",c2aac9cb62b52be0,0.000382078932489,0.1633279919624328,585695104.0,579942976.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B24_hybrid_disagree,S3R39N2440B60_N24_B24_hybrid_disagree,"[0,17,23,16,19,4,15,9,12,14,10,3,5,1,21,18,7,2,20,22,11,6,8,13]","0,17,23,16,19,4,15,9,12,14,10,3,5,1,21,18,7,2,20,22,11,6,8,13",246ba306ff780a9a,0.0002786342520266,0.1609224379062652,583029184.0,579943104.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B25_hybrid_disagree,S3R39N2440B60_N24_B25_hybrid_disagree,"[23,20,9,8,0,11,15,10,17,21,14,5,7,3,12,16,18,22,6,2,19,1,4,13]","23,20,9,8,0,11,15,10,17,21,14,5,7,3,12,16,18,22,6,2,19,1,4,13",1d6fc56e589607e8,0.0003401456374376,0.1549776643514633,582068544.0,579944192.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B26_uncertainty,S3R39N2440B60_N24_B26_uncertainty,"[6,5,4,3,2,1,0,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7]","6,5,4,3,2,1,0,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7",d7c971333572de00,0.0004649620168493,0.1795306205749511,584252160.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B27_uncertainty,S3R39N2440B60_N24_B27_uncertainty,"[14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13]","14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13",55ff1ca1e18b999a,0.0004528175495579,0.1783385276794433,583169920.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B28_diversity,S3R39N2440B60_N24_B28_diversity,"[19,20,4,16,23,1,14,11,12,15,17,3,10,2,13,18,22,8,7,6,9,21,5,0]","19,20,4,16,23,1,14,11,12,15,17,3,10,2,13,18,22,8,7,6,9,21,5,0",895920409a1f0e2a,0.0003291523960342,0.1738174110651016,582422400.0,579944064.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B29_uncertainty,S3R39N2440B60_N24_B29_uncertainty,"[19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,23,22,21,20]","19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,23,22,21,20",2f697e9d0f89d8b9,0.0005198504350119,0.1779865622520446,583366784.0,579944704.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R39N2440B60_N24_B30_sentinel,S3R39N2440B60_N24_B30_sentinel,"[12,11,13,10,14,9,15,8,16,7,17,6,18,5,19,4,20,3,21,2,1,22,0,23]","12,11,13,10,14,9,15,8,16,7,17,6,18,5,19,4,20,3,21,2,1,22,0,23",6ade7040546e76c8,0.0006249901030059,0.1726419776678085,588270592.0,579944192.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B01_reward_balanced,S3R44CNS_N24_B01_reward_balanced,"[22,18,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,20]","22,18,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,20",27f393f0ce2b144d,8.221834741561906e-05,0.1547531485557556,587291584.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B02_reward_balanced,S3R44CNS_N24_B02_reward_balanced,"[22,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,14,16,18,20]","22,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,14,16,18,20",5e49df6c5764087a,9.935419961948357e-05,0.1561643928289413,583612288.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B03_constr_surrogate,S3R44CNS_N24_B03_constr_surrogate,"[22,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,18,20]","22,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,18,20",07cf5c27c902a338,0.0001122188934914,0.1531748324632644,588100800.0,579943360.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B04_constr_surrogate,S3R44CNS_N24_B04_constr_surrogate,"[22,13,9,7,5,3,1,11,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,13,9,7,5,3,1,11,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20",f5438f0035e62bba,5.257469592834241e-05,0.1561311483383178,582559488.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B05_peeq_guarded,S3R44CNS_N24_B05_peeq_guarded,"[20,22,19,17,15,13,9,7,5,3,1,11,21,23,0,2,4,6,8,10,12,14,16,18]","20,22,19,17,15,13,9,7,5,3,1,11,21,23,0,2,4,6,8,10,12,14,16,18",d9d5f9a5686b82cc,6.712235335726291e-05,0.1560048609972,582841408.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B06_peeq_guarded,S3R44CNS_N24_B06_peeq_guarded,"[20,22,11,5,3,1,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18]","20,22,11,5,3,1,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18",06f645fb52070d94,4.9224905524170026e-05,0.1578666418790817,582979392.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B07_surfacet_guarded,S3R44CNS_N24_B07_surfacet_guarded,"[22,19,17,15,13,9,7,5,3,1,11,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,19,17,15,13,9,7,5,3,1,11,21,23,0,2,4,6,8,10,12,14,16,18,20",becba9e1bda98c89,5.1857334256055765e-05,0.1529116183519363,581497728.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B08_surfacet_guarded,S3R44CNS_N24_B08_surfacet_guarded,"[22,11,5,3,1,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,5,3,1,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20",bdb39323d541aaf9,5.260491616354557e-05,0.1565234214067459,582976896.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B09_u2_guarded,S3R44CNS_N24_B09_u2_guarded,"[20,22,11,7,5,3,1,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18]","20,22,11,7,5,3,1,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18",22a6b4960952d7f0,5.306650928105228e-05,0.1572708636522293,582796480.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B10_u2_guarded,S3R44CNS_N24_B10_u2_guarded,"[20,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,22,18]","20,16,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,22,18",1e362efc7d9e4c81,0.0001133658831804,0.1534914821386337,582309440.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B11_hybrid_agree,S3R44CNS_N24_B11_hybrid_agree,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20",ef5b52a6c4974983,4.1137876905850135e-05,0.1561603546142578,583126336.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B12_hybrid_agree,S3R44CNS_N24_B12_hybrid_agree,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,14,16,10,12,18,20]","22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,14,16,10,12,18,20",ab0e387202f74240,9.841837027124713e-05,0.1562879681587219,583137728.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B13_hybrid_disagree,S3R44CNS_N24_B13_hybrid_disagree,"[22,11,3,1,5,7,9,13,15,17,19,21,23,0,2,4,10,8,6,12,14,16,18,20]","22,11,3,1,5,7,9,13,15,17,19,21,23,0,2,4,10,8,6,12,14,16,18,20",c1332fba36b90abd,6.410576179405325e-05,0.1573743671178817,583107520.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B14_hybrid_disagree,S3R44CNS_N24_B14_hybrid_disagree,"[22,11,1,3,5,7,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,3,5,7,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20",d63892d73d8f6895,3.166340729876538e-05,0.1589813828468322,583410432.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B15_uncertainty,S3R44CNS_N24_B15_uncertainty,"[22,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,16,18,20]","22,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,16,18,20",fdc5cd1a38164304,0.0001223413189563,0.1578767299652099,584749312.0,579943424.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R44CNS_N24_B16_uncertainty,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",e72abd003436348f,4.176994571025716e-05,0.1528085321187973,581864512.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B01_strict_guard,S3R49SCN_N24_B01_strict_guard,"[22,23,21,19,11,1,3,5,7,9,13,15,17,0,2,4,6,8,10,12,14,16,18,20]","22,23,21,19,11,1,3,5,7,9,13,15,17,0,2,4,6,8,10,12,14,16,18,20",dfa52b5d51149bcf,3.737566112249624e-05,0.1608438491821289,582616640.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
