dataset_source,teacher_metric_extracted,n,strategy_name,source_strategy_name,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,mises_max,teacher_validation_status,ppo_v01_predicted_surrogate_reward_lex,duplicate_vs_combined552,duplicate_role
stage3_native_combined552,True,24,S3R49SCN_N24_B02_strict_guard,S3R49SCN_N24_B02_strict_guard,"[22,17,9,7,15,13,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,9,7,15,13,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",035b59d26fca2650,7.155505159062159e-05,0.1542517393827438,581955392.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B03_strict_guard,S3R49SCN_N24_B03_strict_guard,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,16,14,12,10,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,16,14,12,10,20",184ebe2a9c435006,7.330715288844658e-05,0.1600374281406402,581865344.0,579944576.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B04_strict_guard,S3R49SCN_N24_B04_strict_guard,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,14,16,10,12,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,14,16,10,12,18,20",f5ce42c91ade39b8,6.822838622611016e-05,0.1598436385393142,581867008.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B05_two_stage,S3R49SCN_N24_B05_two_stage,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,12,14,8,10,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,12,14,8,10,16,18,20",64b969aa739ec4ad,9.631485067984612e-05,0.1584233194589615,581878656.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B06_two_stage,S3R49SCN_N24_B06_two_stage,"[22,17,15,13,9,3,5,7,1,11,19,21,23,0,2,4,6,8,10,14,12,16,18,20]","22,17,15,13,9,3,5,7,1,11,19,21,23,0,2,4,6,8,10,14,12,16,18,20",8cc6847a7550c326,4.07822008128278e-05,0.1586619615554809,581970688.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B07_two_stage,S3R49SCN_N24_B07_two_stage,"[18,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,22,20]","18,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,22,20",f65a516852ba4deb,5.806214721815195e-05,0.1539869755506515,583663808.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B08_two_stage,S3R49SCN_N24_B08_two_stage,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,10,8,6,4,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,10,8,6,4,14,16,18,20",4aca82a4b5a13c0f,9.06418699742062e-05,0.1556643545627594,581956096.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B09_median_guard,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20",22fe0ffd756973ac,2.9523077955673216e-05,0.1587531119585037,582666368.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B10_median_guard,S3R49SCN_N24_B10_median_guard,"[22,13,9,17,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,13,9,17,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",14753eeb4f27414a,6.728811672473967e-05,0.154089018702507,581911360.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B11_peeq_repair,S3R49SCN_N24_B11_peeq_repair,"[22,11,1,3,5,7,9,17,21,15,13,19,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,3,5,7,9,17,21,15,13,19,23,0,2,4,6,8,10,12,14,16,18,20",57e8ac43b0b0a708,2.9894891213189112e-05,0.1571119129657745,583489600.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B12_peeq_repair,S3R49SCN_N24_B12_peeq_repair,"[22,11,1,3,5,7,9,15,21,13,17,19,23,0,2,4,6,8,10,12,14,16,18,20]","22,11,1,3,5,7,9,15,21,13,17,19,23,0,2,4,6,8,10,12,14,16,18,20",d146adbb95cdb54c,3.772677086999465e-05,0.1601821333169937,583289408.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B13_surfacet_repair,S3R49SCN_N24_B13_surfacet_repair,"[22,17,15,21,19,11,1,3,5,7,9,13,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,21,19,11,1,3,5,7,9,13,23,0,2,4,6,8,10,12,14,16,18,20",8e649f33c3ac7060,4.335154699219856e-05,0.1574961096048355,582160896.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B14_surfacet_repair,S3R49SCN_N24_B14_surfacet_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,10,12,6,8,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,10,12,6,8,14,16,18,20",b9d7fd903feb98cd,9.57650804593868e-05,0.1556143164634704,581893504.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B15_mises_repair,S3R49SCN_N24_B15_mises_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,16,12,8,10,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,16,12,8,10,18,20",1a3f0931f2f092a5,8.137980603351025e-05,0.1623269319534301,581893952.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R49SCN_N24_B16_mises_repair,S3R49SCN_N24_B16_mises_repair,"[22,0,2,13,9,7,5,3,1,11,19,21,23,17,15,4,6,8,10,12,14,16,18,20]","22,0,2,13,9,7,5,3,1,11,19,21,23,17,15,4,6,8,10,12,14,16,18,20",856e8f037128ce92,7.775182257319102e-05,0.1623154729604721,583680896.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B01_n24_u2ret_top,S3R54CAL64_N24_B01_n24_u2ret_top,"[22,21,19,9,7,5,3,1,11,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,9,7,5,3,1,11,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20",3f15ea0b5ac9b57f,3.827916589216329e-05,0.1594891101121902,582395136.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B02_n24_u2ret_top,S3R54CAL64_N24_B02_n24_u2ret_top,"[22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20",44fe201c939925b0,3.386501202840009e-05,0.1574332565069198,582002752.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B03_n24_u2ret_top,S3R54CAL64_N24_B03_n24_u2ret_top,"[22,21,19,11,5,3,1,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,11,5,3,1,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20",3486081ff7cca159,5.342099871086248e-05,0.1587450951337814,582636416.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B04_n24_u2ret_top,S3R54CAL64_N24_B04_n24_u2ret_top,"[22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20",f763096911138bb1,3.356376646479475e-05,0.1568998396396637,582660032.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B05_n24_u2ret_repair,S3R54CAL64_N24_B05_n24_u2ret_repair,"[22,21,19,11,7,5,3,1,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,11,7,5,3,1,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20",1d74bffa8267ba94,5.23158641954069e-05,0.1588590741157531,582379520.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B06_n24_u2ret_repair,S3R54CAL64_N24_B06_n24_u2ret_repair,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20",dba4df19fba81697,4.610596806742251e-05,0.1529955714941024,581577856.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B07_n24_u2ret_repair,S3R54CAL64_N24_B07_n24_u2ret_repair,"[22,21,19,11,1,3,5,7,9,13,15,17,23,6,4,2,0,8,10,12,14,16,18,20]","22,21,19,11,1,3,5,7,9,13,15,17,23,6,4,2,0,8,10,12,14,16,18,20",b876eff94f252d69,9.015049431582156e-05,0.1592183411121368,581862912.0,579944320.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B08_n24_u2ret_repair,S3R54CAL64_N24_B08_n24_u2ret_repair,"[22,21,19,11,1,3,5,7,23,17,15,13,9,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,11,1,3,5,7,23,17,15,13,9,0,2,4,6,8,10,12,14,16,18,20",d1ed11eee042f1de,3.7965415458529606e-05,0.1582574993371963,583471872.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B09_penalty_repair,S3R54CAL64_N24_B09_penalty_repair,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20",7e3ca6ba29b7babb,4.8556980800640304e-05,0.1524872630834579,581862976.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B10_penalty_repair,S3R54CAL64_N24_B10_penalty_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,4,6,2,10,12,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,4,6,2,10,12,14,16,18,20",082e390df9d4974a,6.516764369735029e-05,0.1524514555931091,580972224.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B11_penalty_repair,S3R54CAL64_N24_B11_penalty_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,10,6,8,4,12,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,10,6,8,4,12,14,16,18,20",212196dd9597574f,8.067023327384959e-05,0.1522239595651626,581904768.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B12_penalty_repair,S3R54CAL64_N24_B12_penalty_repair,"[22,17,13,15,5,7,9,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,13,15,5,7,9,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",3416e3949102c76b,7.648990981579118e-05,0.1547069251537323,581938112.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B13_penalty_repair,S3R54CAL64_N24_B13_penalty_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,12,14,16,10,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,12,14,16,10,20",7281f8d24ae69812,6.85549239278771e-05,0.1568982601165771,581861760.0,579944576.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B14_penalty_repair,S3R54CAL64_N24_B14_penalty_repair,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,6,8,10,4,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,6,8,10,4,14,16,18,20",ad23a4a53f90afac,9.317355693383432e-05,0.1518133282661438,581927936.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B15_two_stage_repair,S3R54CAL64_N24_B15_two_stage_repair,"[22,17,15,13,5,7,9,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]","22,17,15,13,5,7,9,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20",968b5f6169005455,7.469321303688048e-05,0.1526153534650802,581062208.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B16_two_stage_repair,S3R54CAL64_N24_B16_two_stage_repair,"[22,23,17,13,9,7,5,3,1,11,19,21,15,0,2,4,6,8,10,12,14,16,18,20]","22,23,17,13,9,7,5,3,1,11,19,21,15,0,2,4,6,8,10,12,14,16,18,20",28d32aa72b33704d,4.948670630255947e-05,0.1542716473340988,582011648.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B17_two_stage_repair,S3R54CAL64_N24_B17_two_stage_repair,"[22,17,15,13,7,9,1,3,5,11,19,21,23,4,2,0,6,8,10,12,18,16,14,20]","22,17,15,13,7,9,1,3,5,11,19,21,23,4,2,0,6,8,10,12,18,16,14,20",6b19d57d44b9b343,9.987347061723996e-05,0.1600515097379684,581655296.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B18_two_stage_repair,S3R54CAL64_N24_B18_two_stage_repair,"[23,17,15,13,9,7,5,3,1,11,19,21,22,0,2,4,6,8,10,12,14,16,18,20]","23,17,15,13,9,7,5,3,1,11,19,21,22,0,2,4,6,8,10,12,14,16,18,20",29d254cc5d45a140,5.0446637033019215e-05,0.1521572768688202,581864384.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B19_two_stage_repair,S3R54CAL64_N24_B19_two_stage_repair,"[14,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,22,16,18,20]","14,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,22,16,18,20",f01bf979f3af0790,6.479929743363755e-05,0.1539067775011062,582573696.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B20_median_guard,S3R54CAL64_N24_B20_median_guard,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,10,12,8,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,10,12,8,16,18,20",774d279f3ac63e56,6.590890006918926e-05,0.1517210751771927,581883520.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B21_median_guard,S3R54CAL64_N24_B21_median_guard,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,14,16,10,12,6,8,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,14,16,10,12,6,8,18,20",4c4456ae05ceac23,9.798179462450209e-05,0.1573436856269836,581945664.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B22_median_guard,S3R54CAL64_N24_B22_median_guard,"[22,21,15,13,9,1,5,3,7,11,19,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,15,13,9,1,5,3,7,11,19,17,23,0,2,4,6,8,10,12,14,16,18,20",77421dd2f642edf3,4.008693713331013e-05,0.1542789340019226,582290048.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B23_median_guard,S3R54CAL64_N24_B23_median_guard,"[22,17,9,13,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,18,16,14,20]","22,17,9,13,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,18,16,14,20",7871058cbd06a509,6.063666432964965e-05,0.1637037992477417,581895936.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B24_peeq_repair,S3R54CAL64_N24_B24_peeq_repair,"[22,21,19,11,3,1,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,19,11,3,1,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20",4d70d2f3c19899de,3.964457823713019e-05,0.1587646901607513,582724224.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B25_peeq_repair,S3R54CAL64_N24_B25_peeq_repair,"[22,21,17,15,13,9,7,5,3,1,11,19,23,0,2,4,6,8,10,12,14,16,18,20]","22,21,17,15,13,9,7,5,3,1,11,19,23,0,2,4,6,8,10,12,14,16,18,20",ed1fae456a1d580c,5.010639870306477e-05,0.1528097093105316,581532736.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B26_peeq_repair,S3R54CAL64_N24_B26_peeq_repair,"[22,21,19,11,1,3,5,7,9,13,15,17,23,16,14,12,10,8,6,4,2,0,18,20]","22,21,19,11,1,3,5,7,9,13,15,17,23,16,14,12,10,8,6,4,2,0,18,20",22b7833bce807c36,0.0001247750460606,0.1524152755737304,585725440.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B27_surfacet_repair,S3R54CAL64_N24_B27_surfacet_repair,"[22,17,15,19,9,7,5,3,1,11,13,21,23,0,2,4,6,12,10,8,14,16,18,20]","22,17,15,19,9,7,5,3,1,11,13,21,23,0,2,4,6,12,10,8,14,16,18,20",cfa5668f1b40d8b4,0.0001000396232484,0.1550983041524887,581992512.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B28_surfacet_repair,S3R54CAL64_N24_B28_surfacet_repair,"[22,21,23,13,9,7,5,3,1,11,19,17,15,0,2,4,6,8,10,12,14,16,18,20]","22,21,23,13,9,7,5,3,1,11,19,17,15,0,2,4,6,8,10,12,14,16,18,20",f078f22980d8b45b,4.585263968692743e-05,0.1616981476545334,582086720.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B29_mises_repair,S3R54CAL64_N24_B29_mises_repair,"[22,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,18,20]","22,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,18,20",7c608d559c22f827,9.80179215730459e-05,0.1689051240682602,582624256.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B30_mises_repair,S3R54CAL64_N24_B30_mises_repair,"[22,19,21,13,9,7,5,3,1,11,17,15,23,0,2,4,6,8,10,12,14,16,18,20]","22,19,21,13,9,7,5,3,1,11,17,15,23,0,2,4,6,8,10,12,14,16,18,20",3aee6ce37d24d546,4.534141999101848e-05,0.1563042402267456,582024128.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B31_uncertainty,S3R54CAL64_N24_B31_uncertainty,"[22,17,15,13,9,7,5,3,23,21,19,11,1,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,13,9,7,5,3,23,21,19,11,1,0,2,4,6,8,10,12,14,16,18,20",e5870b80ed6ab269,3.905796711478615e-05,0.1588879376649856,582282304.0,579944512.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R54CAL64_N24_B32_sentinel,S3R54CAL64_N24_B32_sentinel,"[23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]","23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0",518f34c1f5ea8fe7,0.0005523721131339,0.1892505139112472,587159872.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B01_n24_diversity,S3R59N40PR40_N24_B01_n24_diversity,"[1,6,11,16,21,2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20]","1,6,11,16,21,2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20",e0e1ba69329bec9f,0.0005571060927422,0.1560344099998474,582798720.0,579942912.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B02_n24_penalty,S3R59N40PR40_N24_B02_n24_penalty,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,2,4,6,10,8,12,14,16,18,20]","22,17,15,13,9,5,7,3,1,11,19,21,23,0,2,4,6,10,8,12,14,16,18,20",f957b5762108e291,5.120022228766175e-05,0.1552595496177673,581886656.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B03_n24_penalty,S3R59N40PR40_N24_B03_n24_penalty,"[22,17,15,13,9,7,3,5,1,11,19,21,23,0,2,4,6,8,12,10,14,16,18,20]","22,17,15,13,9,7,3,5,1,11,19,21,23,0,2,4,6,8,12,10,14,16,18,20",c813a3795568c13e,4.353990880190395e-05,0.1583101451396942,581887232.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B04_n24_sentinel,S3R59N40PR40_N24_B04_n24_sentinel,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",1285a2fd4be5bc11,0.0005523721708868,0.1892502903938293,587159872.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B05_n24_maint,S3R59N40PR40_N24_B05_n24_maint,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,10,12,6,8,2,4,14,16,18,20]","22,21,19,11,1,3,5,7,9,13,15,17,23,0,10,12,6,8,2,4,14,16,18,20",ca3ea4f9584d6dd0,0.0001478826186485,0.1537696421146392,581987584.0,579944256.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B06_n24_maint,S3R59N40PR40_N24_B06_n24_maint,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,14,16,10,12,6,8,18,20]","22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,14,16,10,12,6,8,18,20",3a1f8675972559a5,0.0001314417468165,0.1638735681772232,583407360.0,579943360.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B07_n24_maint,S3R59N40PR40_N24_B07_n24_maint,"[22,21,19,11,1,3,5,7,15,13,9,17,23,0,2,4,10,8,6,12,14,16,18,20]","22,21,19,11,1,3,5,7,15,13,9,17,23,0,2,4,10,8,6,12,14,16,18,20",23cf60e76bb66347,9.493010861660878e-05,0.162030279636383,582790336.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B08_n24_uncertainty,S3R59N40PR40_N24_B08_n24_uncertainty,"[22,20,15,13,9,7,5,3,1,11,19,21,23,0,4,2,6,8,10,12,14,16,18,17]","22,20,15,13,9,7,5,3,1,11,19,21,23,0,4,2,6,8,10,12,14,16,18,17",173735b4864ea3a7,8.273991306850803e-05,0.1774685978889465,581879872.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B09_n24_diversity,S3R59N40PR40_N24_B09_n24_diversity,"[21,14,7,0,17,10,3,20,13,6,23,16,9,2,19,12,5,22,15,8,1,18,11,4]","21,14,7,0,17,10,3,20,13,6,23,16,9,2,19,12,5,22,15,8,1,18,11,4",c8e65c9c58288448,0.0003836987480099,0.1492166519165039,581968448.0,579943936.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B10_n24_penalty,S3R59N40PR40_N24_B10_n24_penalty,"[22,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,16,18,20]","22,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,16,18,20",fcbafd8c402f16e8,0.0001191965059206,0.1768487840890884,582971264.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B11_n24_penalty,S3R59N40PR40_N24_B11_n24_penalty,"[12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,22,14,16,18,20]","12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,22,14,16,18,20",5cede58a8d3359de,0.0001428459177077,0.1672333478927612,583388352.0,579943744.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B12_n24_maint,S3R59N40PR40_N24_B12_n24_maint,"[10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,12,14,16,18,20]","10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,12,14,16,18,20",b00cd524dca86995,0.0001125989701904,0.1554912030696869,582126336.0,579944832.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B13_n24_maint,S3R59N40PR40_N24_B13_n24_maint,"[14,12,10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,16,18,20]","14,12,10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,16,18,20",44dcaacdbad42f7f,9.104845275942353e-05,0.1580812186002731,581617920.0,579943872.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B14_n24_maint,S3R59N40PR40_N24_B14_n24_maint,"[20,18,16,14,12,10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22]","20,18,16,14,12,10,8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22",a50a84f9178306d9,0.000118070066037,0.157501682639122,582982400.0,579944640.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
