run_id,batch_name,n,handoff_strategy_name,job_name,case_dir,scan_order_json,cae_path,inp_path,jnl_path,generation_status,inp_check_status,teacher_validated,solver_status,notes
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B07_surfacet_guarded,J2D_S3R44CNS_N40_B07_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B07_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B07_surfacet_guarded\scan_order_S3R44CNS_N40_B07_surfacet_guarded.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B07_surfacet_guarded\J2D_S3R44CNS_N40_B07_surfacet_guarded.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B07_surfacet_guarded\J2D_S3R44CNS_N40_B07_surfacet_guarded.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B07_surfacet_guarded\J2D_S3R44CNS_N40_B07_surfacet_guarded.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B08_surfacet_guarded,J2D_S3R44CNS_N40_B08_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B08_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B08_surfacet_guarded\scan_order_S3R44CNS_N40_B08_surfacet_guarded.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B08_surfacet_guarded\J2D_S3R44CNS_N40_B08_surfacet_guarded.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B08_surfacet_guarded\J2D_S3R44CNS_N40_B08_surfacet_guarded.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B08_surfacet_guarded\J2D_S3R44CNS_N40_B08_surfacet_guarded.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B09_u2_guarded,J2D_S3R44CNS_N40_B09_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B09_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B09_u2_guarded\scan_order_S3R44CNS_N40_B09_u2_guarded.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B09_u2_guarded\J2D_S3R44CNS_N40_B09_u2_guarded.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B09_u2_guarded\J2D_S3R44CNS_N40_B09_u2_guarded.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B09_u2_guarded\J2D_S3R44CNS_N40_B09_u2_guarded.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B10_u2_guarded,J2D_S3R44CNS_N40_B10_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B10_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B10_u2_guarded\scan_order_S3R44CNS_N40_B10_u2_guarded.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B10_u2_guarded\J2D_S3R44CNS_N40_B10_u2_guarded.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B10_u2_guarded\J2D_S3R44CNS_N40_B10_u2_guarded.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B10_u2_guarded\J2D_S3R44CNS_N40_B10_u2_guarded.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B11_hybrid_agree,J2D_S3R44CNS_N40_B11_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B11_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B11_hybrid_agree\scan_order_S3R44CNS_N40_B11_hybrid_agree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B11_hybrid_agree\J2D_S3R44CNS_N40_B11_hybrid_agree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B11_hybrid_agree\J2D_S3R44CNS_N40_B11_hybrid_agree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B11_hybrid_agree\J2D_S3R44CNS_N40_B11_hybrid_agree.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B12_hybrid_agree,J2D_S3R44CNS_N40_B12_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B12_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B12_hybrid_agree\scan_order_S3R44CNS_N40_B12_hybrid_agree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B12_hybrid_agree\J2D_S3R44CNS_N40_B12_hybrid_agree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B12_hybrid_agree\J2D_S3R44CNS_N40_B12_hybrid_agree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B12_hybrid_agree\J2D_S3R44CNS_N40_B12_hybrid_agree.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B13_hybrid_disagree,J2D_S3R44CNS_N40_B13_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B13_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B13_hybrid_disagree\scan_order_S3R44CNS_N40_B13_hybrid_disagree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B13_hybrid_disagree\J2D_S3R44CNS_N40_B13_hybrid_disagree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B13_hybrid_disagree\J2D_S3R44CNS_N40_B13_hybrid_disagree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B13_hybrid_disagree\J2D_S3R44CNS_N40_B13_hybrid_disagree.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B14_hybrid_disagree,J2D_S3R44CNS_N40_B14_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B14_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B14_hybrid_disagree\scan_order_S3R44CNS_N40_B14_hybrid_disagree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B14_hybrid_disagree\J2D_S3R44CNS_N40_B14_hybrid_disagree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B14_hybrid_disagree\J2D_S3R44CNS_N40_B14_hybrid_disagree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B14_hybrid_disagree\J2D_S3R44CNS_N40_B14_hybrid_disagree.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B15_uncertainty,J2D_S3R44CNS_N40_B15_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B15_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B15_uncertainty\scan_order_S3R44CNS_N40_B15_uncertainty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B15_uncertainty\J2D_S3R44CNS_N40_B15_uncertainty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B15_uncertainty\J2D_S3R44CNS_N40_B15_uncertainty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B15_uncertainty\J2D_S3R44CNS_N40_B15_uncertainty.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_45_constrained_N24_N40_batch32_cae_inp_generation,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B16_uncertainty,J2D_S3R44CNS_N40_B16_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B16_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B16_uncertainty\scan_order_S3R44CNS_N40_B16_uncertainty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B16_uncertainty\J2D_S3R44CNS_N40_B16_uncertainty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B16_uncertainty\J2D_S3R44CNS_N40_B16_uncertainty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N40S3R44CNS_N40_B16_uncertainty\J2D_S3R44CNS_N40_B16_uncertainty.jnl,GENERATED,PASS,False,NOT_SUBMITTED,Run45 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
