n,handoff_strategy_name,inp_path,exists,size_bytes,node_section_exists,element_section_exists,node_entry_count,element_entry_count,scan_sequence_complete,cool_sequence_complete,step_final_cooling_exists,final_cooling_after_last_cool,final_cooling_controls_visible,heat_flux_entries_exist,all_expected_heat_sets_present,heat_order_text_verified,heat_order_note,n40_cool_initialInc_0p001_verified,n40_cool_initialInc_note,solver_output_count,verdict,notes
24,S3R44CNS_N24_B01_reward_balanced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B01_reward_balanced\J2D_S3R44CNS_N24_B01_reward_balanced.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B02_reward_balanced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B02_reward_balanced\J2D_S3R44CNS_N24_B02_reward_balanced.inp,True,84577,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B03_constr_surrogate,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B03_constr_surrogate\J2D_S3R44CNS_N24_B03_constr_surrogate.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B04_constr_surrogate,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B04_constr_surrogate\J2D_S3R44CNS_N24_B04_constr_surrogate.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B05_peeq_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B05_peeq_guarded\J2D_S3R44CNS_N24_B05_peeq_guarded.inp,True,84574,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B06_peeq_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B06_peeq_guarded\J2D_S3R44CNS_N24_B06_peeq_guarded.inp,True,84574,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B07_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B07_surfacet_guarded\J2D_S3R44CNS_N24_B07_surfacet_guarded.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B08_surfacet_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B08_surfacet_guarded\J2D_S3R44CNS_N24_B08_surfacet_guarded.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B09_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B09_u2_guarded\J2D_S3R44CNS_N24_B09_u2_guarded.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B10_u2_guarded,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B10_u2_guarded\J2D_S3R44CNS_N24_B10_u2_guarded.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R44CNS_N24_B11_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run44_constrained_N24_N40_batch32_v01\N24S3R44CNS_N24_B11_hybrid_agree\J2D_S3R44CNS_N24_B11_hybrid_agree.inp,True,84574,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
