track_index,rank,s
0,6,0.454545545455
1,5,0.545454454545
2,7,0.363636636364
3,4,0.636363363636
4,8,0.272727727273
5,3,0.727272272727
6,9,0.181818818182
7,1,0.909090090909
8,10,0.0909099090909
9,2,0.818181181818
10,11,1e-06
11,0,0.999999
