n,strategy_name,dataset_source,candidate_source,order_json,order_compact,order_hash,teacher_metrics_extracted,teacher_validation_status,u2_range,peeq_max,surface_t_proxy,mises_max,predicted_reward_previous,conservative_reward_previous,surfaceT_only_false_positive_teacher,rank_u2,percentile_u2,is_top10_u2,is_top25_u2,rank_peeq,percentile_peeq,is_top10_peeq,is_top25_peeq,rank_surface_t,percentile_surface_t,is_top10_surface_t,is_top25_surface_t,rank_mises,percentile_mises,is_top10_mises,is_top25_mises,lex_rank_u2_peeq_surfacet,lex_percentile_u2_peeq_surfacet,is_top10_lex,is_top25_lex,reward_lex_primary_v03,reward_u2_guarded_v03,reward_topk_classifier_v03,ref_lex_rank_vs_combined552,reward_record_seeking_v03,combined552_best_u2,combined552_best_lex_key
40,N40_A08_block_interleaved_quarters,stage3_native_combined552,nan,"[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]","0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39",nan,True,PASS_ODB_EXTRACTED,0.0020561176352202,0.1575537621974945,594139136.0,579924416.0,,,False,229.0,0.9956521739130435,False,False,109.0,0.47391304347826085,False,False,226.0,0.9826086956521739,False,False,4.0,0.017391304347826087,True,True,229.0,0.9956521739130435,False,False,0.004366812227074246,0.05069868995633189,0.0,205.0,0.0017073170731707332,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A09_center_edge_alternating,stage3_native_combined552,nan,"[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]","19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30",nan,True,PASS_ODB_EXTRACTED,0.0018988421652466,0.177616149187088,588119552.0,579924096.0,,,False,228.0,0.991304347826087,False,False,220.0,0.9565217391304348,False,False,210.0,0.9130434782608695,False,False,2.0,0.008695652173913044,True,True,228.0,0.991304347826087,False,False,0.008733624454148492,0.007388646288209615,0.0,204.0,0.0034146341463414664,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,stage3_native_combined552,nan,"[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]","0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37",nan,True,PASS_ODB_EXTRACTED,0.000760835359415,0.1565078347921371,585921600.0,579925632.0,,,False,194.0,0.8434782608695652,False,False,104.0,0.45217391304347826,False,False,187.0,0.8130434782608695,False,False,20.0,0.08695652173913043,True,True,194.0,0.8434782608695652,False,False,0.15720524017467252,0.16270742358078605,0.0,170.0,0.061463414634146354,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A11_graph_pointer_policy_diverse_01,stage3_native_combined552,nan,"[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]","0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16",nan,True,PASS_ODB_EXTRACTED,0.0017065715510398,0.1783028244972229,591114368.0,579925952.0,,,False,223.0,0.9695652173913043,False,False,221.0,0.9608695652173913,False,False,224.0,0.9739130434782609,False,False,29.0,0.12608695652173912,False,True,223.0,0.9695652173913043,False,False,0.03056768558951961,0.015641921397379896,0.0,199.0,0.011951219512195133,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A12_graph_pointer_policy_diverse_02,stage3_native_combined552,nan,"[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]","15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23",nan,True,PASS_ODB_EXTRACTED,0.0017555009108036,0.172971487045288,584625472.0,579924800.0,,,False,226.0,0.9826086956521739,False,False,211.0,0.9173913043478261,False,False,168.0,0.7304347826086957,False,False,6.0,0.02608695652173913,True,True,226.0,0.9826086956521739,False,False,0.017467248908296984,0.014384279475982548,0.0,202.0,0.006829268292682933,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,stage3_native_combined552,nan,"[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]","1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0",nan,True,PASS_ODB_EXTRACTED,0.0006711278786042,0.1731724888086319,581541824.0,579925760.0,,,True,179.0,0.7782608695652173,False,False,212.0,0.9217391304347826,False,False,7.0,0.030434782608695653,True,True,26.0,0.11304347826086956,False,True,179.0,0.7782608695652173,False,False,0.222707423580786,0.0,0.0,156.0,0.0,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A14_graph_pointer_policy_u2first_proxy,stage3_native_combined552,nan,"[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]","0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39",nan,True,PASS_ODB_EXTRACTED,0.0011768606042323,0.1633206307888031,585949184.0,579927232.0,,,False,210.0,0.9130434782608695,False,False,170.0,0.7391304347826086,False,False,189.0,0.8217391304347826,False,False,126.0,0.5478260869565217,False,False,210.0,0.9130434782608695,False,False,0.0873362445414847,0.05816593886462881,0.0,186.0,0.03414634146341462,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
40,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,stage3_native_combined552,nan,"[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]","0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38",nan,True,PASS_ODB_EXTRACTED,0.0012380398286495,0.1692227870225906,585095872.0,579926784.0,,,False,212.0,0.9217391304347826,False,False,200.0,0.8695652173913043,False,False,176.0,0.7652173913043478,False,False,105.0,0.45652173913043476,False,False,212.0,0.9217391304347826,False,False,0.0786026200873362,0.042917030567685574,0.0,188.0,0.030731707317073156,4.5779268475598656e-05,"(np.float64(4.5779268475598656e-05), np.float64(0.1553586423397064), np.float64(581956288.0))"
24,S3B20_N24_B01_surrogate_top,stage3_native_combined552,nan,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23",nan,True,PASS_TEACHER_FIELDS_EXTRACTED,7.634673784195911e-05,0.1602428555488586,586730944.0,579944704.0,,,False,85.0,0.397196261682243,False,False,157.0,0.7336448598130841,False,False,202.0,0.9439252336448598,False,False,202.0,0.9439252336448598,False,False,85.0,0.397196261682243,False,False,0.6056338028169015,0.2933521126760564,0.0,85.0,0.23114175188916072,2.9523077955673216e-05,"(np.float64(2.9523077955673216e-05), np.float64(0.1587531119585037), np.float64(582666368.0))"
24,S3B20_N24_B02_diversity_top,stage3_native_combined552,nan,"[3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]","3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1",nan,True,PASS_TEACHER_FIELDS_EXTRACTED,7.592932161060162e-05,0.1560772061347961,581836224.0,579944512.0,,,False,84.0,0.3925233644859813,False,False,82.0,0.38317757009345793,False,False,33.0,0.1542056074766355,False,True,170.0,0.794392523364486,False,False,84.0,0.3925233644859813,False,False,0.6103286384976525,0.6313615023474177,0.0,84.0,0.23511944563352233,2.9523077955673216e-05,"(np.float64(2.9523077955673216e-05), np.float64(0.1587531119585037), np.float64(582666368.0))"
24,S3B20_N24_B03_method_c_inspired,stage3_native_combined552,nan,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22]","0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22",nan,True,PASS_TEACHER_FIELDS_EXTRACTED,0.0002536973042879,0.1650789976119995,584643072.0,579944576.0,,,False,185.0,0.8644859813084113,False,False,191.0,0.8925233644859814,False,False,178.0,0.8317757009345794,False,False,179.0,0.8364485981308412,False,False,185.0,0.8644859813084113,False,False,0.136150234741784,0.0636338028169014,0.0,161.0,0.05370370370370372,2.9523077955673216e-05,"(np.float64(2.9523077955673216e-05), np.float64(0.1587531119585037), np.float64(582666368.0))"
