dataset_scope,source_stage,N,metric,value,display_value,display_unit,claim_role
native_stage3,Stage3_native,N24,SurfaceT,583114752,583.11475199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943744,579.94374400000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.09283330229675,20.09283330229675,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,5.0006177843897597e-05,5.0006177843897597e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15561395883560181,0.15561395883560181,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581409152,581.40915199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944832,579.94483200000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091029222968483,20.091029222968483,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,3.7988751273587695e-05,3.7988751273587695e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1621344983577728,0.1621344983577728,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,592035328,592.03532800000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944576,579.94457599999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.09148734734983,20.09148734734983,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00020252435388100001,0.00020252435388100001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1511734724044799,0.1511734724044799,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,583692736,583.69273599999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944512,579.94451200000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091621165372889,20.091621165372889,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00018851802406059999,0.00018851802406059999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15775808691978449,0.15775808691978449,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582958208,582.95820800000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944256,579.944256,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092009711752134,20.092009711752134,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00018214645001530001,0.00018214645001530001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1570386588573455,0.1570386588573455,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582195008,582.19500800000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944128,579.94412799999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092267829220312,20.092267829220312,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00020644265532610001,0.00020644265532610001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1496064215898513,0.1496064215898513,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,583212096,583.21209599999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944320,579.94431999999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091899178952588,20.091899178952588,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00028159678868169998,0.00028159678868169998,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1499830037355423,0.1499830037355423,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581689600,581.68960000000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944064,579.94406400000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.09229660293683,20.09229660293683,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00022632550417250001,0.00022632550417250001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1560091227293014,0.1560091227293014,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582624064,582.62406399999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944064,579.94406400000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.09239376872576,20.09239376872576,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.0002380475223162,0.0002380475223162,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1531964242458343,0.1531964242458343,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581450688,581.45068800000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943296,579.94329600000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.093639005284729,20.093639005284729,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00019467409424569999,0.00019467409424569999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15568870306015009,0.15568870306015009,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,585390848,585.39084800000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944512,579.94451200000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091610743723759,20.091610743723759,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00055051875835939997,0.00055051875835939997,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15197181701660151,0.15197181701660151,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581337792,581.33779200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579942848,579.94284800000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.094210400224544,20.094210400224544,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00023134587308949999,0.00023134587308949999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.16036282479763031,0.16036282479763031,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,585924800,585.9248,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943552,579.94355199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.093154562087285,20.093154562087285,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00023188524846770001,0.00023188524846770001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.17316390573978421,0.17316390573978421,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582702336,582.70233599999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944256,579.944256,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092020001054621,20.092020001054621,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00019019179512720001,0.00019019179512720001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.16071732342243189,0.16071732342243189,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,584000640,584.00063999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943424,579.94342400000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.093394073174924,20.093394073174924,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00021895822010259999,0.00021895822010259999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.17191275954246521,0.17191275954246521,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581934400,581.93439999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943808,579.94380799999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092706496050567,20.092706496050567,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00053494334122199995,0.00053494334122199995,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15576270222663879,0.15576270222663879,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,581765824,581.76582399999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943808,579.94380799999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.09272250739896,20.09272250739896,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00038207893248900002,0.00038207893248900002,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.16332799196243281,0.16332799196243281,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,585695104,585.69510400000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579942976,579.94297600000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.094092378162198,20.094092378162198,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00027863425202659999,0.00027863425202659999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1609224379062652,0.1609224379062652,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,583029184,583.02918399999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943104,579.94310399999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.0939467086273,20.0939467086273,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00034014563743760002,0.00034014563743760002,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.15497766435146329,0.15497766435146329,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582068544,582.06854399999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944192,579.94419200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092112210332129,20.092112210332129,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00046496201684929998,0.00046496201684929998,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.17953062057495109,0.17953062057495109,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,584252160,584.25216,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944384,579.94438400000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091807898696587,20.091807898696587,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.0004528175495579,0.0004528175495579,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1783385276794433,0.1783385276794433,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,583169920,583.16992000000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579943552,579.94355199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.093156228097929,20.093156228097929,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00032915239603419999,0.00032915239603419999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1738174110651016,0.1738174110651016,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,582422400,582.42240000000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944064,579.94406400000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092337101008617,20.092337101008617,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.00051985043501189996,0.00051985043501189996,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.17798656225204459,0.17798656225204459,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,583366784,583.36678400000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944704,579.944704,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.091317917700529,20.091317917700529,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,U2,0.0006249901030059,0.0006249901030059,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,PEEQ,0.1726419776678085,0.1726419776678085,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,SurfaceT,588270592,588.27059199999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,Mises,579944192,579.94419200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N24,NT11,20.092151338226941,20.092151338226941,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,7.6118409197079018e-05,7.6118409197079018e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15593135356903071,0.15593135356903071,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,581616832,581.61683200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579927616,579.92761599999994,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.1219280513786,20.1219280513786,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,7.7989896453800611e-05,7.7989896453800611e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15342229604721069,0.15342229604721069,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582003392,582.00339199999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926528,579.92652799999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123666358618845,20.123666358618845,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,7.6769803627030342e-05,7.6769803627030342e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1560160666704177,0.1560160666704177,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,581629376,581.62937599999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579927616,579.92761599999994,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.121920883101321,20.121920883101321,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,6.792713247705251e-05,6.792713247705251e-05,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15402916073799131,0.15402916073799131,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582070784,582.070784,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926528,579.92652799999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.1236729658164,20.1236729658164,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00024282283266070001,0.00024282283266070001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1591205149888992,0.1591205149888992,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,590432640,590.43263999999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926016,579.926016,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12439631851468,20.12439631851468,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.000113214871817,0.000113214871817,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15345972776412961,0.15345972776412961,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582466304,582.46630400000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579927488,579.92748800000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.121987430704721,20.121987430704721,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00013064457380089999,0.00013064457380089999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1540696173906326,0.1540696173906326,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582282304,582.28230399999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926528,579.92652799999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123708853959432,20.123708853959432,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0001928622095874,0.0001928622095874,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15342496335506439,0.15342496335506439,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,585483904,585.48390400000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579927552,579.92755199999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12198132493188,20.12198132493188,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00066677099562179997,0.00066677099562179997,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15077699720859519,0.15077699720859519,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583664832,583.66483200000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926272,579.92627200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12377801348573,20.12377801348573,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.000756842054443,0.000756842054443,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.14402535557746879,0.14402535557746879,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,585081920,585.08191999999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926080,579.92607999999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.124059388522667,20.124059388522667,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00061129720347700002,0.00061129720347700002,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15572309494018549,0.15572309494018549,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,584742592,584.74259199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926144,579.92614400000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.124051994523651,20.124051994523651,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00068558061616379997,0.00068558061616379997,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1531218141317367,0.1531218141317367,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582761280,582.76128000000006,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579924928,579.92492800000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.125973973149279,20.125973973149279,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00071270568946600003,0.00071270568946600003,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.14850173890590659,0.14850173890590659,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583880320,583.88031999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926208,579.92620799999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123983491202683,20.123983491202683,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00073292076604040003,0.00073292076604040003,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1494819819927215,0.1494819819927215,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583389952,583.38995199999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926336,579.92633599999999,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12357525249104,20.12357525249104,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00067838649215440003,0.00067838649215440003,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1501979976892471,0.1501979976892471,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583375872,583.37587199999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926080,579.92607999999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.124053173113555,20.124053173113555,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00072219031017080001,0.00072219031017080001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15348492562770841,0.15348492562770841,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582250112,582.25011199999994,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579925248,579.92524800000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12553687268964,20.12553687268964,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00065569170669729998,0.00065569170669729998,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1520021110773086,0.1520021110773086,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,586977024,586.97702400000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926464,579.92646400000001,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123620835382457,20.123620835382457,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00066588998083710004,0.00066588998083710004,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15042257308959961,0.15042257308959961,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,586057792,586.05779199999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579925440,579.92543999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.125348412778955,20.125348412778955,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00080661475931259998,0.00080661475931259998,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.16011157631874079,0.16011157631874079,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,584511872,584.51187200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926208,579.92620799999997,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123806425402552,20.123806425402552,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0011065203616453,0.0011065203616453,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15942077338695521,0.15942077338695521,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,584426880,584.42687999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926144,579.92614400000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.124124826864985,20.124124826864985,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00090247346406609999,0.00090247346406609999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.15957619249820709,0.15957619249820709,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,588982080,588.98208,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926592,579.92659200000003,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123410712634723,20.123410712634723,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00054061455853109998,0.00054061455853109998,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.16493113338947291,0.16493113338947291,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,586055040,586.05503999999996,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926272,579.92627200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.124130115202696,20.124130115202696,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00096514945266790002,0.00096514945266790002,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.17464242875576019,0.17464242875576019,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,585990976,585.99097600000005,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579926272,579.92627200000004,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.123842492510683,20.123842492510683,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0016101131914183001,0.0016101131914183001,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1509619206190109,0.1509619206190109,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,584105600,584.10559999999998,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579924416,579.92441599999995,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.126855411674647,20.126855411674647,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0016184808919205999,0.0016184808919205999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.1511107385158538,0.1511107385158538,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583522176,583.52217599999994,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579924352,579.924352,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12690730026387,20.12690730026387,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.00095171801712009999,0.00095171801712009999,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.14894305169582359,0.14894305169582359,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,583896832,583.89683200000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579924800,579.9248,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.12629644243977,20.12629644243977,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0014474944910034,0.0014474944910034,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,PEEQ,0.19969214498996729,0.19969214498996729,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,SurfaceT,582660608,582.66060800000002,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,Mises,579928448,579.928448,MPa,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,NT11,20.120116565152941,20.120116565152941,source_unit,native_multi_N_claim_scope
native_stage3,Stage3_native,N40,U2,0.0014474942581728001,0.0014474942581728001,source_unit,native_multi_N_claim_scope
