n,count,mean_final_v03_score,max_final_v03_score,mean_u2_guarded,max_u2_guarded,mean_lex_primary,max_lex_primary,duplicate_vs_any_reference,surfaceT_false_positive_penalty_count
24,16,0.5119613173932966,0.5243637879543723,0.23890827438531675,0.27262269927536015,0.6784759304376062,0.6964262386449817,0,0
40,16,0.29846202794012033,0.3302950081719319,0.19445930589484983,0.25693969565023456,0.36962791513414506,0.45896571261430263,0,0
