n,strategy_name,dataset_source,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,odd_even_transition_count,target_reward_combined172_u2_primary,target_u2_score_combined172_rank,target_peeq_score_combined172_rank,target_surfaceT_score_combined172_rank,target_mises_score_combined172_rank
16,N16_A09_center_edge_alternating,probe60_run08,4f8037b2b310b897,0.4666666666666667,0.8,0.40444444444444444,0.6,2,7,0.7333333333333333,0.5,7,1.7489707507653132,0.5333333333333333,0.5333333333333333,2,2,0.265625,0.5,11.0,0.24758064516129036,0.12903225806451613,0.09677419354838712,1.0,0.8870967741935484
16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,30716509d8b90a1b,0.0,0.06666666666666667,0.3688888888888889,1.0,3,3,1.0,0.21428571428571427,11,1.6565511266906536,0.7,0.7666666666666666,3,1,0.3125,0.9375,15.0,0.40161290322580645,0.3870967741935484,0.12903225806451613,0.967741935483871,0.5483870967741935
16,N16_A11_graph_pointer_policy_diverse_01,probe60_run08,c387a672de7920e0,0.0,0.4,0.4266666666666667,0.8666666666666667,1,6,0.5333333333333333,0.35714285714285715,9,2.083766037476647,0.6666666666666666,0.2,2,2,0.27734375,0.9375,8.0,0.21532258064516135,0.19354838709677424,0.06451612903225812,0.32258064516129037,0.8870967741935484
16,N16_A12_graph_pointer_policy_diverse_02,probe60_run08,6ecae066c91e28f0,0.6,0.4,0.5555555555555556,1.0,1,9,0.4666666666666667,0.0,14,2.61563057701355,0.3333333333333333,0.3333333333333333,0,4,0.21875,0.5625,7.0,0.25241935483870975,0.09677419354838712,0.3548387096774194,0.7096774193548387,0.9516129032258065
16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,48eebad5cd80fae2,0.06666666666666667,0.0,0.5022222222222222,1.0,2,7,1.0,0.07142857142857142,13,2.0611128325715944,0.7333333333333334,0.8666666666666667,4,0,0.25,0.875,15.0,0.5233870967741936,0.4193548387096774,0.7419354838709677,0.8709677419354839,0.30645161290322576
16,N16_A14_graph_pointer_policy_u2first_proxy,probe60_run08,b891410a097978f9,0.0,1.0,0.2977777777777778,0.6666666666666666,0,2,0.3333333333333333,0.42857142857142855,8,1.8018924006518724,0.4666666666666667,0.8,2,2,0.30078125,0.9375,5.0,0.3693548387096774,0.3548387096774194,0.29032258064516125,0.4193548387096774,0.7741935483870968
16,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,f6d022e6fb892246,0.0,0.9333333333333333,0.3733333333333333,0.8,1,4,0.4,0.42857142857142855,8,2.0611128325705943,0.5333333333333333,0.7666666666666666,2,2,0.26953125,0.9375,6.0,0.29758064516129035,0.25806451612903225,0.25806451612903225,0.4516129032258065,0.6612903225806452
24,N24_A01_raster_left_to_right,probe60_run08,18426c50a6e7bb9f,0.0,1.0,0.043478260869565216,0.043478260869565216,23,0,1.0,1.0,0,-1.000088900581841e-12,0.7826086956521738,0.7826086956521738,6,0,0.4791666666666667,0.9583333333333334,23.0,0.0731132075471698,0.05660377358490565,0.0,0.07547169811320753,0.5754716981132075
24,N24_A02_odd_even_interlaced,probe60_run08,ff7957b4d9613257,0.0,1.0,0.1228733459357278,0.9130434782608695,0,1,0.043478260869565216,0.9090909090909091,2,0.17884491271484756,0.5652173913043478,0.5652173913043478,3,3,0.2690972222222222,0.9583333333333334,1.0,0.5245283018867926,0.5094339622641509,0.6981132075471699,0.16981132075471694,0.7358490566037736
24,N24_A03_greedy_maximin_distance,probe60_run08,1325c4833a0530e3,0.0,0.9565217391304348,0.20415879017013233,1.0,8,4,0.43478260869565216,0.7272727272727273,6,1.6164057548808413,0.5652173913043478,0.608695652173913,3,3,0.19791666666666666,0.9583333333333334,10.0,0.2183962264150943,0.18867924528301883,0.2264150943396226,0.3207547169811321,0.3679245283018868
24,N24_A04_method_c_u2_first_engineering,probe60_run08,4dc7cd260129998e,0.0,1.0,0.1228733459357278,0.5217391304347826,0,1,0.043478260869565216,0.9090909090909091,2,0.355712859743894,0.5652173913043478,0.5652173913043478,3,3,0.2690972222222222,0.9583333333333334,1.0,0.8349056603773586,0.9245283018867925,0.7358490566037736,0.7547169811320755,0.2264150943396226
24,N24_A05_center_out,probe60_run08,9b0fde49fdd9e2b8,0.4782608695652174,1.0,0.5217391304347826,1.0,1,12,0.5217391304347826,0.0,22,3.135494215906148,0.13043478260869565,0.9130434782608695,0,6,0.25,0.5,12.0,0.049999999999999996,0.0,0.07547169811320753,0.037735849056603765,0.6226415094339622
24,N24_A06_edge_in_alternating,probe60_run08,c21e508f54e9f347,0.0,0.5217391304347826,0.5217391304347826,1.0,1,12,0.5217391304347826,0.0,22,3.135494215906148,0.9130434782608695,0.13043478260869565,6,0,0.4791666666666667,0.9583333333333334,12.0,0.1150943396226415,0.09433962264150941,0.018867924528301883,0.0,1.0
24,N24_A07_regular_jump_coprime,probe60_run08,f03ff3aae9c73efb,0.0,0.5652173913043478,0.5160680529300568,0.5652173913043478,0,10,1.0,0.09090909090909091,20,0.6846162777993048,0.5507246376811594,0.47826086956521735,3,3,0.1840277777777778,0.9583333333333334,23.0,0.33396226415094343,0.26415094339622647,0.3207547169811321,0.49056603773584906,0.9811320754716981
24,N24_A08_block_interleaved_quarters,probe60_run08,842dbb9630f26519,0.0,1.0,0.3648393194706995,0.7391304347826086,0,5,0.21739130434782608,0.5454545454545454,10,0.5235863374792598,0.5652173913043478,0.5652173913043478,3,3,0.19270833333333334,0.9583333333333334,5.0,0.22216981132075472,0.018867924528301883,0.7169811320754718,0.26415094339622647,0.8018867924528301
24,N24_A09_center_edge_alternating,probe60_run08,b7421d003456ce11,0.4782608695652174,0.782608695652174,0.3950850661625709,0.5652173913043478,2,11,0.7391304347826086,0.5,11,1.9565588879099245,0.5217391304347826,0.5217391304347826,3,3,0.2604166666666667,0.5,17.0,0.14764150943396226,0.037735849056603765,0.05660377358490565,0.7169811320754718,0.8018867924528301
24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,f26fb768ffe81f14,0.0,0.9130434782608695,0.38374291115311904,1.0,1,8,0.5652173913043478,0.36363636363636365,14,2.40122448232148,0.6666666666666666,0.4202898550724638,4,2,0.24131944444444445,0.9583333333333334,12.999999999999998,0.4853773584905661,0.3584905660377359,0.8301886792452831,0.41509433962264153,0.8962264150943396
24,N24_A11_graph_pointer_policy_diverse_01,probe60_run08,f6177897a3f852d2,0.0,0.5652173913043478,0.3799621928166352,0.9130434782608695,1,7,0.5652173913043478,0.4090909090909091,13,2.412210201418815,0.681159420289855,0.30434782608695654,4,2,0.2534722222222222,0.9583333333333334,12.999999999999998,0.2915094339622642,0.30188679245283023,0.28301886792452835,0.018867924528301883,0.7358490566037736
24,N24_A12_graph_pointer_policy_diverse_02,probe60_run08,4dadd6fd0a222e87,0.391304347826087,0.5652173913043478,0.5368620037807184,1.0,1,13,0.5217391304347826,0.0,22,3.0752205480323704,0.30434782608695654,0.3913043478260869,0,6,0.2152777777777778,0.5833333333333334,12.0,0.19150943396226416,0.07547169811320753,0.26415094339622647,0.5283018867924528,0.7358490566037736
24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,680bdc7b04a6b971,0.043478260869565216,0.0,0.500945179584121,1.0,2,11,1.0,0.045454545454545456,21,2.4724838692945927,0.7391304347826088,0.8260869565217391,6,0,0.25,0.9166666666666666,23.0,0.3919811320754718,0.28301886792452835,0.4339622641509434,0.9245283018867925,0.5754716981132075
24,N24_A14_graph_pointer_policy_u2first_proxy,probe60_run08,ee5f339ba54f8841,0.0,1.0,0.2627599243856333,0.6956521739130435,3,2,0.4782608695652174,0.36363636363636365,14,2.2579272272808137,0.4492753623188406,0.7826086956521738,3,3,0.2899305555555555,0.9583333333333334,11.0,0.25566037735849056,0.16981132075471694,0.41509433962264153,0.5094339622641509,0.2264150943396226
24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,3600acf9c1984f46,0.0,0.9565217391304348,0.28733459357277885,0.6521739130434783,3,5,0.5217391304347826,0.36363636363636365,14,2.464507779286038,0.4492753623188406,0.6811594202898551,2,4,0.22743055555555555,0.9583333333333334,12.0,0.16886792452830185,0.1132075471698113,0.13207547169811318,0.37735849056603776,0.6226415094339622
40,N40_A01_raster_left_to_right,probe60_run08,f5034aa124c211cf,0.0,1.0,0.02564102564102564,0.02564102564102564,39,0,1.0,1.0,0,-1.000088900581841e-12,0.7692307692307693,0.7692307692307693,10,0,0.4875,0.975,39.0,0.14999999999999997,0.16981132075471694,0.018867924528301883,0.339622641509434,0.037735849056603765
40,N40_A02_odd_even_interlaced,probe60_run08,522e90187bad2d35,0.0,1.0,0.07429322813938198,0.9487179487179487,0,1,0.02564102564102564,0.9473684210526315,2,0.11924692639424495,0.5384615384615385,0.5384615384615385,5,5,0.26187499999999997,0.975,1.0,0.6735849056603775,0.7735849056603774,0.7169811320754718,0.24528301886792447,0.05660377358490565
