target,feature_set,model_name,protocol,macro_spearman,macro_top5_overlap,macro_top10_overlap,macro_mae,macro_mean_rank_error
target_reward_combined172_u2_primary,F07_F01_no_n,ExtraTreesRegressor,leave_N_out,0.8451076789185723,2.0,6.0,0.09250616011426938,5.1186342592592595
target_reward_combined172_u2_primary,F07_F01_no_n,ExtraTreesRegressor,leave_N_out,0.8451076789185723,2.0,6.0,0.09250616011426938,5.1186342592592595
