row,n,strategy_name,expected_cae,expected_cae_exists,expected_cae_size,expected_inp,expected_inp_exists,expected_inp_size,expected_jnl,generation_log,expected_jnl_or_generation_log_exists,status
31,24,N24_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.cae,True,307200,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.inp,True,84577,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.generation_log.json,True,OK
32,24,N24_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.cae,True,315392,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.inp,True,84576,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.generation_log.json,True,OK
33,24,N24_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.cae,True,319488,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.inp,True,84580,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.generation_log.json,True,OK
34,24,N24_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.cae,True,311296,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.inp,True,84586,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.generation_log.json,True,OK
35,24,N24_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.cae,True,339968,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.inp,True,84567,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.generation_log.json,True,OK
36,24,N24_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.cae,True,323584,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.inp,True,84576,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.generation_log.json,True,OK
37,24,N24_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.cae,True,339968,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.inp,True,84577,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.generation_log.json,True,OK
38,24,N24_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.cae,True,319488,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.inp,True,84583,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.generation_log.json,True,OK
39,24,N24_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.cae,True,315392,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.inp,True,84580,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.generation_log.json,True,OK
40,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.cae,True,311296,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.inp,True,84601,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.generation_log.json,True,OK
41,24,N24_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.cae,True,311296,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.inp,True,84588,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.generation_log.json,True,OK
42,24,N24_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.cae,True,331776,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.inp,True,84588,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.generation_log.json,True,OK
43,24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.cae,True,331776,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.inp,True,84599,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.generation_log.json,True,OK
44,24,N24_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.cae,True,344064,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.inp,True,84591,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.generation_log.json,True,OK
45,24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.cae,True,315392,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.inp,True,84603,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.generation_log.json,True,OK
46,40,N40_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.cae,True,458752,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.inp,True,137904,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.generation_log.json,True,OK
47,40,N40_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.cae,True,475136,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.inp,True,137903,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.generation_log.json,True,OK
48,40,N40_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.cae,True,454656,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.inp,True,137907,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.generation_log.json,True,OK
49,40,N40_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.cae,True,491520,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.inp,True,137913,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.generation_log.json,True,OK
50,40,N40_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.cae,True,471040,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.inp,True,137894,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.generation_log.json,True,OK
51,40,N40_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.cae,True,507904,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.inp,True,137903,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.generation_log.json,True,OK
52,40,N40_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.cae,True,454656,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.inp,True,137904,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.generation_log.json,True,OK
53,40,N40_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.cae,True,466944,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.inp,True,137910,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.generation_log.json,True,OK
54,40,N40_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.cae,True,471040,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.inp,True,137907,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.generation_log.json,True,OK
55,40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.cae,True,466944,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.inp,True,137928,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.generation_log.json,True,OK
56,40,N40_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.cae,True,471040,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.inp,True,137915,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.generation_log.json,True,OK
57,40,N40_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.cae,True,483328,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.inp,True,137915,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.generation_log.json,True,OK
58,40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.cae,True,507904,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.inp,True,137926,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.generation_log.json,True,OK
59,40,N40_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.cae,True,491520,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.inp,True,137918,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.generation_log.json,True,OK
60,40,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.cae,True,471040,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.inp,True,137930,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.generation_log.json,True,OK
