candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,two_stage_guarded_score,no_penalty_worse_than_median_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R48_N12_C00110,N12_R48_N12_C00110_strict_penalty_guard_top,12.0,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.8578571428571423,0.8548819362455721,0.8399025974025969,0.8578571428571423,0.8578571428571423,0.8512806965761507,0.8525849837662334,0.8399025974025969,0.8253610389610384,0.743801652892562,0.8551691263282167,0.8326615772579689,0.021604762780433058,0.03249610389610391,0.0,S3B20_N12_B02_diversity_top,"[1,11,9,7,5,3,0,2,4,6,8,10]",1-11-9-7-5-3-0-2-4-6-8-10,cea9436fc85171ab,0.09090909090909091,0.9090909090909091,0.25619834710743805,0.9090909090909091,0.0,1.0,0.09090909090909091,0.0,2.0,1.0,0.0743801652892562,0.20809385639692846,0.3333333333333333,0.0,1.0,native_recovery_batch40_with_anchors,S3R48SPG_N12_B01_strict_guard_top,False,NOT_RUN
R48_N12_C00017,N12_R48_N12_C00017_strict_penalty_guard_local_search,12.0,strict_penalty_guard_local_search,offline_mutation_or_pointer_proxy,strict_penalty_guard_local_search,constrained_reward_balance,0.7464285714285719,0.7421310507674149,0.7284740259740264,0.7449285714285718,0.7464285714285719,0.7390231995277455,0.7401928896103901,0.7284740259740264,0.7183896103896108,0.7107438016528926,0.7431938606847702,0.7205227563459272,0.02433455790767932,0.028038961038961085,0.0,S3R24L64_N12_B01_top_region,"[1,11,9,5,7,3,2,0,4,6,8,10]",1-11-9-5-7-3-2-0-4-6-8-10,33126b044911138f,0.09090909090909091,0.9090909090909091,0.2892561983471074,0.9090909090909091,1.0,1.0,0.09090909090909091,0.09090909090909091,4.0,1.0,0.0743801652892562,0.21519366225275272,0.3333333333333333,0.0,28.0,native_recovery_batch40_with_anchors,S3R48SPG_N12_B02_strict_guard,False,NOT_RUN
R48_N12_C00043,N12_R48_N12_C00043_two_stage_guarded_top,12.0,two_stage_guarded_top,existing_pool_selection,two_stage_guarded_top,constrained_reward_balance,0.7464285714285719,0.7421310507674149,0.7284740259740264,0.7449285714285718,0.7464285714285719,0.7390231995277455,0.7401928896103901,0.7284740259740264,0.7183896103896108,0.7107438016528926,0.7431938606847702,0.7373227563459273,0.029753205063083016,0.028038961038961085,0.16666666666666666,S3R19B28_N12_B01_surrogate_top,"[1,11,7,9,5,3,2,0,4,6,8,10]",1-11-7-9-5-3-2-0-4-6-8-10,1e2231ce84496ca8,0.09090909090909091,0.9090909090909091,0.2892561983471074,0.9090909090909091,1.0,1.0,0.09090909090909091,0.09090909090909091,4.0,1.0,0.0743801652892562,0.21519366225275272,0.3333333333333333,0.0,21.0,native_recovery_batch40_with_anchors,S3R48SPG_N12_B03_two_stage_guarded_top,False,NOT_RUN
R48_N12_C00058,N12_R48_N12_C00058_two_stage_guarded_local_search,12.0,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.7321207870817249,0.7271621093957745,0.7141662416271795,0.7321207870817249,0.7321207870817249,0.7247509523709811,0.7257577188999067,0.7141662416271795,0.7046541374166377,0.6942148760330578,0.7288377292304853,0.7229863785073447,0.020440758971176143,0.02746664966508716,0.16666666666666666,S3R19B28_N12_B01_surrogate_top,"[11,1,9,7,5,3,2,0,4,6,8,10]",11-1-9-7-5-3-2-0-4-6-8-10,a211f99b5c66c9ed,1.0,0.9090909090909091,0.3057851239669422,0.9090909090909091,1.0,2.0,0.09090909090909091,0.09090909090909091,3.0,1.0,-0.008264462809917356,0.2520322426773043,0.3333333333333333,0.0,25.0,native_recovery_batch40_with_anchors,S3R48SPG_N12_B04_two_stage_guarded,False,NOT_RUN
R48_N16_C00116,N16_R48_N16_C00116_strict_penalty_guard_top,16.0,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.7550000000000007,0.7530444444444451,0.7550000000000007,0.7550000000000007,0.7550000000000007,0.7542177777777783,0.7539244444444452,0.7550000000000007,0.726133333333334,0.8177777777777777,0.754413333333334,0.7374715555555562,0.021099744609126902,0.028866666666666707,0.0,N16_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",0-2-4-6-8-10-12-14-7-5-3-1-9-11-13-15,d4f0c981bc630d9f,0.0,1.0,0.18222222222222223,0.5333333333333333,0.0,1.0,0.06666666666666667,0.0,2.0,1.0,0.06666666666666667,0.12523558047649216,0.25,0.0,42.0,native_recovery_batch40_with_anchors,S3R48SPG_N16_B01_strict_guard_top,False,NOT_RUN
R48_N16_C00419,N16_R48_N16_C00419_strict_penalty_guard_local_search,16.0,strict_penalty_guard_local_search,offline_mutation_or_pointer_proxy,strict_penalty_guard_local_search,constrained_reward_balance,0.7515972389800519,0.7492861278689408,0.7515972389800519,0.7515972389800519,0.7515972389800519,0.7506727945356074,0.7503261278689408,0.7515972389800519,0.7228666827541831,0.8088888888888889,0.7509039056467186,0.748936350091163,0.012891087432238688,0.028730556225868842,0.125,S3B20_N16_B04_surrogate_top,"[2,0,4,6,8,14,12,10,7,5,3,1,9,11,13,15]",2-0-4-6-8-14-12-10-7-5-3-1-9-11-13-15,9f4218ebe82af074,0.13333333333333333,1.0,0.19111111111111112,0.5333333333333333,0.0,1.0,0.06666666666666667,0.0,3.0,1.0,0.05777777777777778,0.1164071186996337,0.25,0.0,41.0,native_recovery_batch40_with_anchors,S3R48SPG_N16_B02_strict_guard,False,NOT_RUN
R48_N16_C00130,N16_R48_N16_C00130_two_stage_guarded_top,16.0,two_stage_guarded_top,existing_pool_selection,two_stage_guarded_top,constrained_reward_balance,0.7993868645431151,0.7956535312097818,0.7802201978764485,0.7991725788288294,0.7993868645431151,0.7921006740669247,0.7934185312097819,0.7802201978764485,0.7687447232947238,0.7733333333333333,0.79632876930502,0.7883858288288295,0.0185005560525255,0.030642141248391375,0.125,S3R24L64_N16_B02_top_region,"[8,6,4,2,10,12,14,0,1,5,3,7,9,11,13,15]",8-6-4-2-10-12-14-0-1-5-3-7-9-11-13-15,7764860ac4c5f1ee,0.5333333333333333,1.0,0.22666666666666666,0.9333333333333333,1.0,2.0,0.06666666666666667,0.06666666666666667,5.0,1.0,0.03111111111111111,0.2174600857373346,0.0,0.25,16.0,native_recovery_batch40_with_anchors,S3R48SPG_N16_B03_two_stage_guarded_top,False,NOT_RUN
R48_N16_C00384,N16_R48_N16_C00384_two_stage_guarded_local_search,16.0,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.8509770149613907,0.8475992371836129,0.831810348294724,0.8509770149613907,0.8509770149613907,0.8438759038502796,0.8452379871836129,0.831810348294724,0.8182712676962683,0.7822222222222223,0.8480470149613906,0.8419395219058351,0.03573364188304937,0.03270574726512232,0.25,N16_A02_odd_even_interlaced,"[10,2,4,6,8,12,14,0,1,3,5,7,9,11,13,15]",10-2-4-6-8-12-14-0-1-3-5-7-9-11-13-15,a426c037afc0c261,0.6666666666666666,1.0,0.21777777777777776,0.9333333333333333,1.0,2.0,0.06666666666666667,0.06666666666666667,3.0,1.0,0.02222222222222222,0.21836655104956887,0.0,0.0,2.0,native_recovery_batch40_with_anchors,S3R48SPG_N16_B04_two_stage_guarded,False,NOT_RUN
R48_N24_C01305,N24_R48_N24_C01305_strict_penalty_guard_top,24.0,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.7530076114060488,0.7542174412737236,0.7435510896669183,0.7530076114060488,0.7530076114060488,0.7506545868313796,0.7517580721810961,0.7435510896669183,0.7246264373845893,0.8563327032136105,0.7524249081924382,0.7496201072708881,0.021523710998355393,0.028381174021459454,0.4583333333333333,S3R39N2440B60_N24_B04_n24_u2_near,"[22,23,21,19,11,1,3,5,7,9,13,15,17,0,2,4,6,8,10,12,14,16,18,20]",22-23-21-19-11-1-3-5-7-9-13-15-17-0-2-4-6-8-10-12-14-16-18-20,dfa52b5d51149bcf,0.9565217391304348,0.8695652173913043,0.14366729678638943,0.7391304347826086,1.0,1.0,0.08695652173913043,0.043478260869565216,4.0,2.0,-0.003780718336483932,0.1546170513926543,0.16666666666666666,0.16666666666666666,5.0,native_recovery_batch40_with_anchors,S3R48SPG_N24_B01_strict_guard_top,False,NOT_RUN
R48_N24_C00088,N24_R48_N24_C00088_strict_penalty_guard_top,24.0,strict_penalty_guard_top,existing_pool_selection,strict_penalty_guard_top,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.029516071971102543,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,9,7,15,13,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-9-7-15-13-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,035b59d26fca2650,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20706121438817937,0.0,0.0,12.0,native_recovery_batch40_with_anchors,S3R48SPG_N24_B02_strict_guard_top,False,NOT_RUN
