candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,two_stage_guarded_score,no_penalty_worse_than_median_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R48_N24_C01679,N24_R48_N24_C01679_two_stage_guarded_local_search,24.0,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.031900268526487315,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,10,8,6,4,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-12-10-8-6-4-14-16-18-20,4aca82a4b5a13c0f,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.21177085541028431,0.0,0.0,24.0,constrained_N24_N40_batch60,S3R48SPG_N24_B11_two_stage_guarded,False,NOT_RUN
R48_N24_C04344,N24_R48_N24_C04344_two_stage_guarded_local_search,24.0,two_stage_guarded_local_search,offline_mutation_or_pointer_proxy,two_stage_guarded_local_search,constrained_reward_balance,0.713175424308237,0.7127217381078589,0.6928493373517153,0.713175424308237,0.713175424308237,0.7068961237411292,0.7088098642893335,0.6928493373517153,0.6863875377706901,0.8147448015122873,0.7110067097524714,0.704756575655118,0.02192345534502324,0.026787886537546934,0.3333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,19,21,23,1,11,7,5,3,0,2,8,6,4,10,12,14,16,18,20]",22-17-15-13-9-19-21-23-1-11-7-5-3-0-2-8-6-4-10-12-14-16-18-20,fb465366c13b8520,0.9565217391304348,0.8695652173913043,0.18525519848771269,0.9565217391304348,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.1945325626795907,0.0,0.0,85.0,constrained_N24_N40_batch60,S3R48SPG_N24_B12_two_stage_guarded,False,NOT_RUN
R48_N24_C01000,N24_R48_N24_C01000_no_penalty_worse_than_median,24.0,no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,no_penalty_worse_than_median,constrained_reward_balance,0.7625931064993566,0.7630467926997346,0.7400931064993567,0.7625931064993566,0.7625931064993566,0.7560245809795079,0.7582863839095646,0.7400931064993567,0.7338285126741649,0.8374291115311909,0.76047921235947,0.7536299171089975,0.025533323737301213,0.028764593825191698,0.375,S3R44CNS_N24_B14_hybrid_disagree,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,22fe0ffd756973ac,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.20117898218356914,0.0,0.16666666666666666,3.0,constrained_N24_N40_batch60,S3R48SPG_N24_B13_no_penalty_worse_than_median,False,NOT_RUN
R48_N24_C00208,N24_R48_N24_C00208_no_penalty_worse_than_median,24.0,no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,no_penalty_worse_than_median,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.03225726986397483,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,13,9,17,15,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-13-9-17-15-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,14753eeb4f27414a,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20864290722749138,0.0,0.0,13.0,constrained_N24_N40_batch60,S3R48SPG_N24_B14_no_penalty_worse_than_median,False,NOT_RUN
R48_N24_C00494,N24_R48_N24_C00494_no_penalty_worse_than_median,24.0,no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,no_penalty_worse_than_median,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.03292679184430956,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,10,6,2,4,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-8-10-6-2-4-12-14-16-18-20,713cf7c6873d5023,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2022419289035081,0.0,0.0,17.0,constrained_N24_N40_batch60,S3R48SPG_N24_B15_no_penalty_worse_than_median,False,NOT_RUN
R48_N24_C00674,N24_R48_N24_C00674_PEEQ_repair_candidates,24.0,PEEQ_repair_candidates,offline_mutation_or_pointer_proxy,PEEQ_repair_candidates,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.02292145083711765,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B14_hybrid_disagree,"[22,11,1,3,5,7,9,17,21,15,13,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-17-21-15-13-19-23-0-2-4-6-8-10-12-14-16-18-20,57e8ac43b0b0a708,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2078535653293529,0.0,0.16666666666666666,18.0,constrained_N24_N40_batch60,S3R48SPG_N24_B16_PEEQ_repair,False,NOT_RUN
R48_N24_C00920,N24_R48_N24_C00920_PEEQ_repair_candidates,24.0,PEEQ_repair_candidates,offline_mutation_or_pointer_proxy,PEEQ_repair_candidates,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.03138262722617558,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B14_hybrid_disagree,"[22,11,1,3,5,7,9,15,21,13,17,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-15-21-13-17-19-23-0-2-4-6-8-10-12-14-16-18-20,d146adbb95cdb54c,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2078535653293529,0.0,0.16666666666666666,20.0,constrained_N24_N40_batch60,S3R48SPG_N24_B17_PEEQ_repair,False,NOT_RUN
R48_N24_C02052,N24_R48_N24_C02052_PEEQ_repair_candidates,24.0,PEEQ_repair_candidates,offline_mutation_or_pointer_proxy,PEEQ_repair_candidates,constrained_reward_balance,0.7338400900900907,0.7333864038897125,0.7113400900900907,0.7338400900900907,0.7338400900900907,0.7269086156099395,0.7290343126798828,0.7113400900900907,0.7062256169212696,0.8147448015122873,0.7314539842299773,0.7245389044804499,0.02232912829583566,0.02761447316882104,0.16666666666666666,S3R44CNS_N24_B14_hybrid_disagree,"[22,11,7,5,3,1,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-7-5-3-1-9-17-19-13-15-21-23-0-2-4-6-8-10-12-14-16-18-20,49a22ce7baea001e,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2052237156215061,0.0,0.16666666666666666,31.0,constrained_N24_N40_batch60,S3R48SPG_N24_B18_PEEQ_repair,False,NOT_RUN
R48_N24_C01050,N24_R48_N24_C01050_SurfaceT_repair_candidates,24.0,SurfaceT_repair_candidates,offline_mutation_or_pointer_proxy,SurfaceT_repair_candidates,constrained_reward_balance,0.7338400900900905,0.7333864038897124,0.7113400900900906,0.7338400900900905,0.7338400900900905,0.7269086156099394,0.7290343126798826,0.7113400900900906,0.7062256169212695,0.8147448015122873,0.7314539842299771,0.7245389044804498,0.027276578139199606,0.02761447316882104,0.3333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,21,19,11,1,3,5,7,9,13,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-15-21-19-11-1-3-5-7-9-13-23-0-2-4-6-8-10-12-14-16-18-20,8e649f33c3ac7060,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20602313357900562,0.0,0.16666666666666666,39.0,constrained_N24_N40_batch60,S3R48SPG_N24_B19_SurfaceT_repair,False,NOT_RUN
R48_N24_C00261,N24_R48_N24_C00261_SurfaceT_repair_candidates,24.0,SurfaceT_repair_candidates,offline_mutation_or_pointer_proxy,SurfaceT_repair_candidates,constrained_reward_balance,0.7338400900900905,0.7333864038897124,0.7113400900900906,0.7338400900900905,0.7338400900900905,0.7269086156099394,0.7290343126798826,0.7113400900900906,0.7062256169212695,0.8147448015122873,0.7314539842299771,0.7245389044804498,0.02823956352668898,0.02761447316882104,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,10,12,6,8,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-10-12-6-8-14-16-18-20,b9d7fd903feb98cd,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.1995381332978357,0.0,0.0,33.0,constrained_N24_N40_batch60,S3R48SPG_N24_B20_SurfaceT_repair,False,NOT_RUN
R48_N24_C01041,N24_R48_N24_C01041_SurfaceT_repair_candidates,24.0,SurfaceT_repair_candidates,offline_mutation_or_pointer_proxy,SurfaceT_repair_candidates,constrained_reward_balance,0.7338400900900905,0.7333864038897124,0.7113400900900906,0.7338400900900905,0.7338400900900905,0.7269086156099394,0.7290343126798826,0.7113400900900906,0.7062256169212695,0.8147448015122873,0.7314539842299771,0.7245389044804498,0.029419368847310938,0.02761447316882104,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,6,4,2,10,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-8-6-4-2-10-12-14-16-18-20,8fdcf9024b08ee6e,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20442117145071056,0.0,0.0,38.0,constrained_N24_N40_batch60,S3R48SPG_N24_B21_SurfaceT_repair,False,NOT_RUN
R48_N24_C00225,N24_R48_N24_C00225_Mises_repair_candidates,24.0,Mises_repair_candidates,offline_mutation_or_pointer_proxy,Mises_repair_candidates,constrained_reward_balance,0.7364391037242605,0.7356829600569637,0.7139391037242605,0.7364391037242605,0.7364391037242605,0.7293866462573417,0.7314669747072473,0.7139391037242605,0.7087206700100726,0.8071833648393194,0.7339622606240713,0.7270252527081924,0.03799494109716013,0.027718433714187918,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,16,12,8,10,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-14-16-12-8-10-18-20,1a3f0931f2f092a5,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2022419289035081,0.0,0.0,14.0,constrained_N24_N40_batch60,S3R48SPG_N24_B22_Mises_repair,False,NOT_RUN
R48_N24_C02856,N24_R48_N24_C02856_Mises_repair_candidates,24.0,Mises_repair_candidates,offline_mutation_or_pointer_proxy,Mises_repair_candidates,constrained_reward_balance,0.7275980081644148,0.7266906357636587,0.7072719212078931,0.7275980081644148,0.7275980081644148,0.7211372331171558,0.7229829207353033,0.7072719212078931,0.7002332182726207,0.8034026465028355,0.7252931877485358,0.719010161401655,0.02991240497243449,0.027364789891794028,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,0,2,13,9,7,5,3,1,11,19,21,23,17,15,4,6,8,10,12,14,16,18,20]",22-0-2-13-9-7-5-3-1-11-19-21-23-17-15-4-6-8-10-12-14-16-18-20,856e8f037128ce92,0.9565217391304348,0.8695652173913043,0.19659735349716445,0.9565217391304348,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20983838263347693,0.16666666666666666,0.0,59.0,constrained_N24_N40_batch60,S3R48SPG_N24_B23_Mises_repair,False,NOT_RUN
R48_N24_C01013,N24_R48_N24_C01013_Mises_repair_candidates,24.0,Mises_repair_candidates,offline_mutation_or_pointer_proxy,Mises_repair_candidates,constrained_reward_balance,0.7193306085102963,0.7185744648429995,0.6968306085102963,0.7193306085102963,0.7193306085102963,0.7122781510433775,0.7143584794932831,0.6968306085102963,0.692296514604667,0.8071833648393194,0.7168537654101073,0.7099167574942283,0.02304889434893784,0.027034093905629275,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,3,5,7,1,11,19,21,23,0,2,4,6,12,10,8,14,16,18,20]",22-17-15-13-9-3-5-7-1-11-19-21-23-0-2-4-6-12-10-8-14-16-18-20,ef003442c5e7fea0,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.19896423131243374,0.0,0.0,76.0,constrained_N24_N40_batch60,S3R48SPG_N24_B24_Mises_repair,False,NOT_RUN
R48_N24_C03584,N24_R48_N24_C03584_U2_top_region_penalty_repair,24.0,U2_top_region_penalty_repair,offline_mutation_or_pointer_proxy,U2_top_region_penalty_repair,constrained_reward_balance,0.7338400900900907,0.7333864038897125,0.7113400900900907,0.7338400900900907,0.7338400900900907,0.7269086156099395,0.7290343126798828,0.7113400900900907,0.7062256169212696,0.8147448015122873,0.7314539842299773,0.7245389044804499,0.03620076263873634,0.02761447316882104,0.16666666666666666,S3R44CNS_N24_B01_reward_balanced,"[22,18,16,14,12,10,8,6,4,2,0,23,21,15,13,19,17,9,7,5,3,1,11,20]",22-18-16-14-12-10-8-6-4-2-0-23-21-15-13-19-17-9-7-5-3-1-11-20,cdaa2c6f5d524da7,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.2044211714507106,0.0,0.16666666666666666,32.0,constrained_N24_N40_batch60,S3R48SPG_N24_B25_U2_top_region_penalty_repair,False,NOT_RUN
R48_N24_C01564,N24_R48_N24_C01564_U2_top_region_penalty_repair,24.0,U2_top_region_penalty_repair,offline_mutation_or_pointer_proxy,U2_top_region_penalty_repair,constrained_reward_balance,0.7338400900900905,0.7333864038897124,0.7113400900900906,0.7338400900900905,0.7338400900900905,0.7269086156099394,0.7290343126798826,0.7113400900900906,0.7062256169212695,0.8147448015122873,0.7314539842299771,0.7245389044804498,0.024511405159703976,0.02761447316882104,0.16666666666666666,S3R44CNS_N24_B03_constr_surrogate,"[22,16,14,12,10,8,6,4,2,0,23,21,15,13,19,17,9,7,5,3,1,11,18,20]",22-16-14-12-10-8-6-4-2-0-23-21-15-13-19-17-9-7-5-3-1-11-18-20,f7e68aa1db777233,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20199440831031149,0.0,0.16666666666666666,41.0,constrained_N24_N40_batch60,S3R48SPG_N24_B26_U2_top_region_penalty_repair,False,NOT_RUN
