n,strategy_name,dataset_source,order_json,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_mpa,mises_max,u2_rank_combined172_within_n,peeq_rank_combined172_within_n,surfaceT_rank_combined172_within_n,mises_rank_combined172_within_n,u2_cost_minmax_combined172_within_n,peeq_cost_minmax_combined172_within_n,surfaceT_cost_minmax_combined172_within_n,mises_cost_minmax_combined172_within_n,target_u2_score_combined172_rank,target_peeq_score_combined172_rank,target_surfaceT_score_combined172_rank,target_mises_score_combined172_rank,target_reward_combined172_u2_primary,reward_rank_combined172_within_n,combined172_pareto_flag_u2_peeq,combined172_pareto_flag_u2_peeq_surfaceT_mises,is_probe60,is_batch20,is_batch28,is_shortlist64_run27,teacher_validation_status
12,N12_A11_graph_pointer_policy_diverse_01,probe60_run08,"[0,5,11,10,1,3,8,2,9,6,4,7]",graph_pointer_proxy,,,,,7.328880428758566e-05,0.1638757288455963,582071168.0,582.071168,579939392.0,19.0,29.0,17.0,17.0,0.3698876151255084,0.6728821019812711,0.2546104024522891,0.7857142857142857,0.4193548387096774,0.09677419354838712,0.4838709677419355,0.4838709677419355,0.36451612903225805,22.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
12,N12_A12_graph_pointer_policy_diverse_02,probe60_run08,"[4,7,3,8,2,9,1,10,0,11,5,6]",graph_pointer_proxy,,,,,0.00013954683527117595,0.16334585845470428,581337984.0,581.337984,579938048.0,31.0,27.0,12.0,2.5,0.8606806894276917,0.6577448024731195,0.11301048155839019,0.03571428571428571,0.032258064516129004,0.16129032258064513,0.6451612903225806,0.9516129032258065,0.16532258064516125,31.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,"[1,10,3,8,5,6,7,4,9,2,11,0]",graph_pointer_proxy,,,,,7.77201084929402e-05,0.14032196998596191,581967424.0,581.967424,579939328.0,20.0,1.0,16.0,15.5,0.40271161218411067,0.0,0.2345743102936814,0.75,0.3870967741935484,1.0,0.5161290322580645,0.532258064516129,0.5298387096774193,15.0,True,True,True,False,False,False,PASS_ODB_EXTRACTED
12,N12_A14_graph_pointer_policy_u2first_proxy,probe60_run08,"[0,5,2,6,4,7,8,3,10,1,9,11]",graph_pointer_proxy,,,,,0.00010109988033946138,0.15888875722885132,581829312.0,581.829312,579938368.0,26.0,22.0,14.0,10.5,0.5758925825615675,0.530414652773107,0.20790072184317215,0.21428571428571427,0.19354838709677424,0.32258064516129037,0.5806451612903225,0.6935483870967742,0.2830645161290323,24.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,"[0,5,11,6,4,8,7,2,3,1,9,10]",graph_pointer_proxy,,,,,9.216308080794988e-05,0.1593673974275589,581069312.0,581.069312,579938240.0,25.0,23.0,7.0,4.0,0.5096950325984676,0.5440884118074256,0.06112182339562939,0.14285714285714285,0.22580645161290325,0.29032258064516125,0.8064516129032258,0.9032258064516129,0.33064516129032256,23.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A01_raster_left_to_right,probe60_run08,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",raster,,,,,0.00024349282352886803,0.17520761489868164,587841664.0,587.841664,579948288.0,30.0,31.0,32.0,22.5,0.850677556021455,0.8525228565562386,1.0,0.9230769230769231,0.06451612903225812,0.032258064516129004,0.0,0.30645161290322576,0.06370967741935488,32.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A02_odd_even_interlaced,probe60_run08,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",odd_even,,,,,4.9715717977960594e-05,0.15370793640613556,585719808.0,585.719808,579947520.0,9.0,15.0,30.0,9.0,0.03768553655246089,0.15550042874913947,0.6943458499663498,0.46153846153846156,0.7419354838709677,0.5483870967741935,0.06451612903225812,0.7419354838709677,0.6354838709677421,13.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A03_greedy_maximin_distance,probe60_run08,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",maximin,,,,,4.607185064742225e-05,0.1532730907201767,582927360.0,582.92736,579948160.0,5.0,14.0,23.0,16.5,0.02239768791157388,0.1414026739453375,0.29209267163890146,0.8461538461538461,0.8709677419354839,0.5806451612903225,0.29032258064516125,0.5,0.7362903225806452,7.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A04_method_c_u2_first_engineering,probe60_run08,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",method_c,,,,,5.043179316999158e-05,0.15182757377624512,581727104.0,581.727104,579948352.0,10.0,8.0,12.0,28.5,0.04068983066040429,0.09453882293264411,0.1191953461357623,0.9615384615384616,0.7096774193548387,0.7741935483870968,0.6451612903225806,0.11290322580645162,0.6862903225806452,10.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A05_center_out,probe60_run08,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",center_out,,,,,0.00027908391211894923,0.16641919314861298,582182080.0,582.18208,579946816.0,32.0,26.0,17.0,2.5,1.0,0.5676010579837921,0.18473480902377637,0.038461538461538464,0.0,0.19354838709677424,0.4838709677419355,0.9516129032258065,0.13467741935483873,31.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A06_edge_in_alternating,probe60_run08,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",edge_in,,,,,0.00020532089024527522,0.1797565519809723,581764096.0,581.764096,579947776.0,27.0,32.0,13.0,10.0,0.6905271758254262,1.0,0.12452405756483419,0.6153846153846154,0.16129032258064513,0.0,0.6129032258064516,0.7096774193548387,0.20161290322580644,29.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A07_regular_jump_coprime,probe60_run08,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",regular_jump,,,,,0.0002763091160886688,0.16533087193965912,581433216.0,581.433216,579946752.0,31.0,25.0,6.0,1.0,0.988358340775817,0.532317540066909,0.07686066986881045,0.0,0.032258064516129004,0.22580645161290325,0.8387096774193549,1.0,0.2,30.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A08_block_interleaved_quarters,probe60_run08,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",block_interleaved,,,,,0.00016068820355030766,0.1505546271800995,582573376.0,582.573376,579948160.0,22.0,6.0,20.0,16.5,0.5032706989196143,0.05326972547977633,0.2411011441056892,0.8461538461538461,0.32258064516129037,0.8387096774193549,0.3870967741935484,0.5,0.44112903225806455,19.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A09_center_edge_alternating,probe60_run08,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",center_edge,,,,,0.00021473178685482708,0.17430327832698822,580899648.0,580.899648,579946944.0,28.0,29.0,1.0,4.5,0.7300106009589669,0.8232041449775963,0.0,0.11538461538461539,0.12903225806451613,0.09677419354838712,1.0,0.8870967741935484,0.24758064516129036,27.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",graph_pointer_proxy,,,,,0.0001204781697197177,0.1701684147119522,581290304.0,581.290304,579948096.0,20.0,28.0,2.0,15.0,0.33456946605771787,0.6891513182526359,0.05627414284265551,0.8076923076923077,0.3870967741935484,0.12903225806451613,0.967741935483871,0.5483870967741935,0.40161290322580645,21.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A11_graph_pointer_policy_diverse_01,probe60_run08,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",graph_pointer_proxy,,,,,0.00018299555517842236,0.17434175312519073,582880128.0,582.880128,579946944.0,26.0,30.0,22.0,4.5,0.5968612126058735,0.8244515030374763,0.28528888438171274,0.11538461538461539,0.19354838709677424,0.06451612903225812,0.32258064516129037,0.8870967741935484,0.21532258064516135,28.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A12_graph_pointer_policy_diverse_02,probe60_run08,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",graph_pointer_proxy,,,,,0.00023973382963049517,0.16137175261974335,581517248.0,581.517248,579946816.0,29.0,21.0,10.0,2.5,0.8349066937623584,0.40396236669524993,0.08896551088329384,0.038461538461538464,0.09677419354838712,0.3548387096774194,0.7096774193548387,0.9516129032258065,0.25241935483870975,26.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,"[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",graph_pointer_proxy,,,,,0.00011749031591534731,0.15198101103305817,581337280.0,581.33728,579948288.0,19.0,9.0,5.0,22.5,0.32203392275198384,0.0995132791458834,0.06304105320414127,0.9230769230769231,0.4193548387096774,0.7419354838709677,0.8709677419354839,0.30645161290322576,0.5233870967741936,15.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A14_graph_pointer_policy_u2first_proxy,probe60_run08,"[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",graph_pointer_proxy,,,,,0.00015728273911008728,0.1641508787870407,582433856.0,582.433856,579947264.0,21.0,23.0,19.0,8.0,0.4889830698180573,0.49406200557977753,0.22100323594759794,0.3076923076923077,0.3548387096774194,0.29032258064516125,0.4193548387096774,0.7741935483870968,0.3693548387096774,23.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
16,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,"[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",graph_pointer_proxy,,,,,0.0001736121434987581,0.16458375751972198,582198912.0,582.198912,579947904.0,24.0,24.0,18.0,11.5,0.5574931005202326,0.5080959914974819,0.18715946491624336,0.6923076923076923,0.25806451612903225,0.25806451612903225,0.4516129032258065,0.6612903225806452,0.29758064516129035,24.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A01_raster_left_to_right,probe60_run08,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",raster,,,,,0.0005523721708868834,0.18925029039382935,587159872.0,587.159872,579944256.0,51.0,54.0,50.0,23.5,0.8734600795804637,1.0,0.6468115942028986,0.696969696969697,0.05660377358490565,0.0,0.07547169811320753,0.5754716981132075,0.0731132075471698,53.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A02_odd_even_interlaced,probe60_run08,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]",odd_even,,,,,8.360300034837564e-05,0.15498611330986023,586226112.0,586.226112,579943936.0,27.0,17.0,45.0,15.0,0.07431611936549731,0.1425757740731184,0.5506982872200263,0.5454545454545454,0.5094339622641509,0.6981132075471699,0.16981132075471694,0.7358490566037736,0.5245283018867926,29.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A03_greedy_maximin_distance,probe60_run08,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]",maximin,,,,,0.0002935029126547306,0.16460579633712769,584637632.0,584.637632,579944576.0,44.0,42.0,37.0,34.5,0.432147345716368,0.3832980086419956,0.38719367588932807,0.8484848484848485,0.18867924528301883,0.2264150943396226,0.3207547169811321,0.3679245283018868,0.2183962264150943,47.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A04_method_c_u2_first_engineering,probe60_run08,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",method_c,,,,,5.621172385872342e-05,0.15437763929367065,581727232.0,581.727232,579944640.0,5.0,15.0,14.0,42.0,0.02762027299800325,0.1273493654233668,0.08762187088274045,0.8787878787878788,0.9245283018867925,0.7358490566037736,0.7547169811320755,0.2264150943396226,0.8349056603773586,2.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A05_center_out,probe60_run08,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",center_out,,,,,0.0006265991143266092,0.17296180129051208,588072192.0,588.072192,579944128.0,54.0,50.0,52.0,21.0,1.0,0.592398056818809,0.7407180500658761,0.6363636363636364,0.0,0.07547169811320753,0.037735849056603765,0.6226415094339622,0.049999999999999996,54.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A06_edge_in_alternating,probe60_run08,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",edge_in,,,,,0.000525546938433763,0.18484757840633392,590591168.0,590.591168,579942784.0,49.0,53.0,54.0,1.0,0.8277292085173192,0.8898268617802749,1.0,0.0,0.09433962264150941,0.018867924528301883,0.0,1.0,0.1150943396226415,52.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A07_regular_jump_coprime,probe60_run08,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",regular_jump,,,,,0.00023713416885584593,0.1627264767885208,583243392.0,583.243392,579943104.0,40.0,37.0,28.0,2.0,0.3360515613028256,0.33627005564943985,0.24368247694334652,0.15151515151515152,0.26415094339622647,0.3207547169811321,0.49056603773584906,0.9811320754716981,0.33396226415094343,41.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A08_block_interleaved_quarters,probe60_run08,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",block_interleaved,,,,,0.0006247397857350734,0.15462736785411835,584995648.0,584.995648,579943744.0,53.0,16.0,40.0,11.5,0.9968302710430511,0.13359855439729015,0.42404479578392623,0.45454545454545453,0.018867924528301883,0.7169811320754718,0.26415094339622647,0.8018867924528301,0.22216981132075472,46.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A09_center_edge_alternating,probe60_run08,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",center_edge,,,,,0.0005546370016418223,0.17539091408252716,581775744.0,581.775744,579943744.0,52.0,51.0,16.0,11.5,0.8773210967558025,0.6531839951554709,0.09261528326745717,0.45454545454545453,0.037735849056603765,0.05660377358490565,0.7169811320754718,0.8018867924528301,0.14764150943396226,51.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",graph_pointer_proxy,,,,,0.00018885933013734757,0.15415936708450317,583863616.0,583.863616,579943360.0,35.0,10.0,32.0,6.5,0.25375402934712615,0.12188733785071751,0.30752305665349144,0.2727272727272727,0.3584905660377359,0.8301886792452831,0.41509433962264153,0.8962264150943396,0.4853773584905661,31.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A11_graph_pointer_policy_diverse_01,probe60_run08,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",graph_pointer_proxy,,,,,0.0002307547981672542,0.16373257339000702,589194880.0,589.19488,579943936.0,38.0,39.0,53.0,15.0,0.3251761968886001,0.36144654238142615,0.8562779973649539,0.5454545454545454,0.30188679245283023,0.28301886792452835,0.018867924528301883,0.7358490566037736,0.2915094339622642,42.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A12_graph_pointer_policy_diverse_02,probe60_run08,"[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",graph_pointer_proxy,,,,,0.0005429062013035946,0.16415530443191528,583079232.0,583.079232,579943936.0,50.0,40.0,26.0,15.0,0.8573227717208752,0.3720249326195807,0.22678524374176548,0.5454545454545454,0.07547169811320753,0.26415094339622647,0.5283018867924528,0.7358490566037736,0.19150943396226416,48.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,"[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",graph_pointer_proxy,,,,,0.0002316626496394747,0.16216421127319336,581204672.0,581.204672,579944256.0,39.0,31.0,5.0,23.5,0.3267238755039917,0.32219996509791227,0.03383399209486166,0.696969696969697,0.28301886792452835,0.4339622641509434,0.9245283018867925,0.5754716981132075,0.3919811320754718,38.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A14_graph_pointer_policy_u2first_proxy,probe60_run08,"[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",graph_pointer_proxy,,,,,0.00037357585802055837,0.1622905135154724,583235840.0,583.23584,579944640.0,45.0,32.0,27.0,42.0,0.5686533590965028,0.3253605430406878,0.24290513833992095,0.8787878787878788,0.16981132075471694,0.41509433962264153,0.5094339622641509,0.2264150943396226,0.25566037735849056,43.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,"[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",graph_pointer_proxy,,,,,0.000441046652440491,0.1661432981491089,583990144.0,583.990144,579944128.0,48.0,47.0,34.0,21.0,0.6836755944317627,0.4217723399463343,0.3205467720685112,0.6363636363636364,0.1132075471698113,0.13207547169811318,0.37735849056603776,0.6226415094339622,0.16886792452830185,49.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A01_raster_left_to_right,probe60_run08,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]",raster,,,,,0.0015270577277988195,0.20001305639743805,585953088.0,585.953088,579928512.0,45.0,53.0,36.0,52.0,0.7275211219454973,0.9901310909115432,0.2775585198250836,0.8974358974358975,0.16981132075471694,0.018867924528301883,0.339622641509434,0.037735849056603765,0.14999999999999997,48.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A02_odd_even_interlaced,probe60_run08,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]",odd_even,,,,,0.00015956887364154682,0.15780819952487946,587307392.0,587.307392,579927744.0,13.0,16.0,41.0,51.0,0.049570374920753224,0.2410915488953576,0.3553191489361702,0.7435897435897436,0.7735849056603774,0.7169811320754718,0.24528301886792447,0.05660377358490565,0.6735849056603775,17.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A03_greedy_maximin_distance,probe60_run08,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]",maximin,,,,,0.0006838651936504903,0.16065658628940582,585288896.0,585.288896,579926656.0,28.0,25.0,31.0,37.5,0.30949723336044044,0.291643889921611,0.2394223349134605,0.5256410256410257,0.49056603773584906,0.5471698113207547,0.4339622641509434,0.3113207547169812,0.48726415094339626,31.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A04_method_c_u2_first_engineering,probe60_run08,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",method_c,,,,,0.0001108189990191022,0.15395095944404602,582221504.0,582.221504,579926528.0,6.0,6.0,7.0,35.5,0.02540197763022005,0.17263437221736935,0.06330062837614375,0.5,0.9056603773584906,0.9056603773584906,0.8867924528301887,0.34905660377358494,0.8759433962264151,2.0,True,True,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A05_center_out,probe60_run08,"[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",center_out,,,,,0.001834161696024239,0.17962194979190826,588607232.0,588.607232,579925632.0,51.0,51.0,46.0,12.0,0.8797719896872987,0.628235653162999,0.4299525961856466,0.32051282051282054,0.05660377358490565,0.05660377358490565,0.15094339622641506,0.7924528301886793,0.10283018867924527,54.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A06_edge_in_alternating,probe60_run08,"[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",edge_in,,,,,0.0016398808220401406,0.20056912302970886,595556480.0,595.55648,579926400.0,46.0,54.0,51.0,31.0,0.7834546681605292,1.0,0.8289604233270863,0.47435897435897434,0.15094339622641506,0.0,0.05660377358490565,0.4339622641509434,0.12547169811320752,51.0,False,False,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A07_regular_jump_coprime,probe60_run08,"[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",regular_jump,,,,,0.002076672622933984,0.1631038337945938,595582528.0,595.582528,579924032.0,54.0,34.0,52.0,1.0,1.0,0.3350769278779161,0.8304560320435086,0.0,0.0,0.37735849056603776,0.037735849056603765,1.0,0.12924528301886795,50.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
40,N40_A08_block_interleaved_quarters,probe60_run08,"[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",block_interleaved,,,,,0.0020561176352202892,0.1575537621974945,594139136.0,594.139136,579924416.0,53.0,14.0,50.0,3.0,0.9898095920612301,0.23657586910637673,0.7475802006394003,0.07692307692307693,0.018867924528301883,0.7547169811320755,0.07547169811320753,0.9622641509433962,0.2188679245283019,46.0,False,True,True,False,False,False,PASS_ODB_EXTRACTED
