raw_case_id,raw_N,raw_strategy_id,raw_strategy_code,raw_strategy_family,raw_job_name,raw_case_dir,raw_odb_path,raw_odb_size_bytes,raw_scan_order_json,raw_scan_order,raw_odb_extraction_status,raw_notes,raw_final_step_name,raw_final_frame_value,raw_final_frame_description,raw_u_node_count,raw_u2_min,raw_u2_max,raw_u2_range,raw_u2_abs_max,raw_u2_mean,raw_u2_mean_abs,raw_u2_rms,raw_u_magnitude_max,raw_peeq_value_count,raw_peeq_max,raw_peeq_mean,raw_peeq_fraction_gt_0p002,raw_peeq_count_gt_0p002,raw_s_value_count,raw_mises_max,raw_mises_mean,raw_max_principal_stress_max,raw_max_principal_stress_mean,raw_surface_t_proxy_max_tensile_pa,raw_surface_t_proxy_max_tensile_mpa,raw_nt11_node_count,raw_nt11_min,raw_nt11_max,raw_nt11_mean,raw_rank_within_N_u2_range,raw_rank_within_N_peeq_max,raw_rank_within_N_surface_t_proxy,raw_rank_within_N_mises_max,n,strategy_name,job_name_canonical,teacher_status_canonical,u2_range_canonical,peeq_max_canonical,surfaceT_proxy_canonical,surfaceT_proxy_source_column,n_prefix,action_id,strategy_core_name,strategy_family,candidate_group,policy_source,trained_policy_used,teacher_validated_from_run06,order_json,u2_rank_within_n,u2_percentile_within_n,u2_z_within_n,peeq_rank_within_n,peeq_percentile_within_n,peeq_z_within_n,surfaceT_rank_within_n,surfaceT_percentile_within_n,surfaceT_z_within_n,simple_mean_rank,constrained_rank_key,u2_peeq_feasible_relative,u2_surfaceT_tradeoff_flag,constrained_rank_within_n
N12_A11_graph_pointer_policy_diverse_01,N12,N12_A11,A11,graph_pointer_proxy,J2D_N12_N12_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A11_graph_pointer_policy_diverse_01\J2D_N12_N12_A11_graph_pointer_policy_diverse_01.odb,52809608,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A11_graph_pointer_policy_diverse_01\scan_order_N12_A11_graph_pointer_policy_diverse_01.json,"[0,5,11,10,1,3,8,2,9,6,4,7]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     39: Step Time =    1200.,399,-6.940904131624848e-05,3.879762971337186e-06,7.328880428758566e-05,6.940904131624848e-05,-4.049244145989734e-05,4.0629163961617375e-05,4.4320015793675066e-05,7.793705434184723e-05,1344,0.1638757288455963,0.06257848204751056,1.0,1344,1344,579939392.0,579938304.8571428,582071168.0,579937709.0952381,582071168.0,582.071168,399,20.09703254699707,20.099557876586914,20.098659993413097,6,12,10,11,12,N12_A11_graph_pointer_policy_diverse_01,J2D_N12_N12_A11_graph_pointer_policy_diverse_01,PASS_ODB_EXTRACTED,7.328880428758566e-05,0.1638757288455963,582071168.0,surface_t_proxy_max_tensile_pa,N12,A11,graph_pointer_policy_diverse_01,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[0,5,11,10,1,3,8,2,9,6,4,7]",6,0.35714285714285715,-0.38597848513031124,12,0.7857142857142857,0.5826876671702752,10,0.6428571428571429,-0.2125576446720443,9.333333333333334,06-12-10,False,none,6
N12_A12_graph_pointer_policy_diverse_02,N12,N12_A12,A12,graph_pointer_proxy,J2D_N12_N12_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A12_graph_pointer_policy_diverse_02\J2D_N12_N12_A12_graph_pointer_policy_diverse_02.odb,51470756,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A12_graph_pointer_policy_diverse_02\scan_order_N12_A12_graph_pointer_policy_diverse_02.json,"[4,7,3,8,2,9,1,10,0,11,5,6]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,399,-0.000136715971166268,2.8308641049079597e-06,0.00013954683527117595,0.000136715971166268,-8.246871369268054e-05,8.25699171981885e-05,9.24957634526501e-05,0.00014080439572456888,1344,0.16334585845470428,0.06408610784481945,1.0,1344,1344,579938048.0,579937006.4285715,581337984.0,579936569.5714285,581337984.0,581.337984,399,20.099082946777344,20.10165786743164,20.100742124973383,14,11,5,3,12,N12_A12_graph_pointer_policy_diverse_02,J2D_N12_N12_A12_graph_pointer_policy_diverse_02,PASS_ODB_EXTRACTED,0.00013954683527117595,0.16334585845470428,581337984.0,surface_t_proxy_max_tensile_pa,N12,A12,graph_pointer_policy_diverse_02,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[4,7,3,8,2,9,1,10,0,11,5,6]",14,0.9285714285714286,1.4735593166864644,11,0.7142857142857143,0.5292327815621996,5,0.2857142857142857,-0.6623619112161383,10.0,14-11-05,False,good_surfaceT_weak_u2,14
N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12,N12_A13,A13,graph_pointer_proxy,J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty.odb,51720532,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A13_graph_pointer_policy_anti_odd_even_novelty\scan_order_N12_A13_graph_pointer_policy_anti_odd_even_novelty.json,"[1,10,3,8,5,6,7,4,9,2,11,0]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,399,-7.488251139875501e-05,2.8375970941851847e-06,7.77201084929402e-05,7.488251139875501e-05,-3.99256155073777e-05,4.0027296119930146e-05,4.451222034639255e-05,8.197225084577223e-05,1344,0.14032196998596191,0.06353841902732495,1.0,1344,1344,579939328.0,579938286.9523809,581967424.0,579937636.6190476,581967424.0,581.967424,399,20.09705924987793,20.09958839416504,20.09868938283514,7,1,9,10,12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty,PASS_ODB_EXTRACTED,7.77201084929402e-05,0.14032196998596191,581967424.0,surface_t_proxy_max_tensile_pa,N12,A13,graph_pointer_policy_anti_odd_even_novelty,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[1,10,3,8,5,6,7,4,9,2,11,0]",7,0.42857142857142855,-0.2616135204779931,1,0.0,-1.7934848971474675,9,0.5714285714285714,-0.27620400606065953,5.666666666666667,07-01-09,True,none,7
N12_A14_graph_pointer_policy_u2first_proxy,N12,N12_A14,A14,graph_pointer_proxy,J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A14_graph_pointer_policy_u2first_proxy\J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy.odb,52397064,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A14_graph_pointer_policy_u2first_proxy\scan_order_N12_A14_graph_pointer_policy_u2first_proxy.json,"[0,5,2,6,4,7,8,3,10,1,9,11]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,399,-9.712189785204828e-05,3.977982487413101e-06,0.00010109988033946138,9.712189785204828e-05,-5.2006458002892654e-05,5.212406672864943e-05,5.9181527623981494e-05,0.00010193975271684147,1344,0.15888875722885132,0.06352421491395771,1.0,1344,1344,579938368.0,579937326.4761904,581829312.0,579936772.5238096,581829312.0,581.829312,399,20.098569869995117,20.101139068603516,20.10022493233358,10,7,7,8,12,N12_A14_graph_pointer_policy_u2first_proxy,J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy,PASS_ODB_EXTRACTED,0.00010109988033946138,0.15888875722885132,581829312.0,surface_t_proxy_max_tensile_pa,N12,A14,graph_pointer_policy_u2first_proxy,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[0,5,2,6,4,7,8,3,10,1,9,11]",10,0.6428571428571429,0.39454195080706606,7,0.42857142857142855,0.07958728283846894,7,0.42857142857142855,-0.3609349424435292,8.0,10-07-07,False,none,10
N12_A15_graph_pointer_policy_balanced_dispersion_proxy,N12,N12_A15,A15,graph_pointer_proxy,J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy.odb,52446384,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N12\N12_A15_graph_pointer_policy_balanced_dispersion_proxy\scan_order_N12_A15_graph_pointer_policy_balanced_dispersion_proxy.json,"[0,5,11,6,4,8,7,2,3,1,9,10]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,399,-8.812682062853128e-05,4.036260179418605e-06,9.216308080794988e-05,8.812682062853128e-05,-5.0591136356171685e-05,5.073434196492428e-05,5.664439917388371e-05,9.357342178375653e-05,1344,0.1593673974275589,0.06367632989782751,1.0,1344,1344,579938240.0,579937140.9047619,581069312.0,579936736.8095238,581069312.0,581.069312,399,20.098859786987305,20.101436614990234,20.100520996820357,9,8,4,4,12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy,PASS_ODB_EXTRACTED,9.216308080794988e-05,0.1593673974275589,581069312.0,surface_t_proxy_max_tensile_pa,N12,A15,graph_pointer_policy_balanced_dispersion_proxy,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[0,5,11,6,4,8,7,2,3,1,9,10]",9,0.5714285714285714,0.1437298407970382,8,0.5,0.12787391577575627,4,0.21428571428571427,-0.8271906743928236,7.0,09-08-04,False,good_surfaceT_weak_u2,9
N16_A01_raster_left_to_right,N16,N16_A01,A01,raster,J2D_N16_N16_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A01_raster_left_to_right\J2D_N16_N16_A01_raster_left_to_right.odb,99888004,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A01_raster_left_to_right\scan_order_N16_A01_raster_left_to_right.json,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-0.00024042802397161722,3.064799557250808e-06,0.00024349282352886803,0.00024042802397161722,-0.00015060024109224453,0.00015067006366654656,0.00016810654193225735,0.000244537488551916,1728,0.17520761489868164,0.06929327441482908,1.0,1728,1728,579948288.0,579947051.6296296,587841664.0,579940201.0,587841664.0,587.841664,511,20.082855224609375,20.085655212402344,20.084670759227176,13,14,15,13,16,N16_A01_raster_left_to_right,J2D_N16_N16_A01_raster_left_to_right,PASS_ODB_EXTRACTED,0.00024349282352886803,0.17520761489868164,587841664.0,surface_t_proxy_max_tensile_pa,N16,A01,raster_left_to_right,raster,engineering_baseline,engineering_baseline,False,False,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",13,0.8571428571428571,0.9969213061480078,14,0.9285714285714286,1.2099383413006852,15,1.0,2.9419785571849517,14.0,13-14-15,False,none,13
N16_A02_odd_even_interlaced,N16,N16_A02,A02,odd_even,J2D_N16_N16_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A02_odd_even_interlaced\J2D_N16_N16_A02_odd_even_interlaced.odb,96438660,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A02_odd_even_interlaced\scan_order_N16_A02_odd_even_interlaced.json,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-2.1243498849798925e-05,2.847221912816167e-05,4.9715717977960594e-05,2.847221912816167e-05,9.24361921659868e-06,1.1618202566474182e-05,1.3912627300117702e-05,7.528608298722503e-05,1728,0.15370793640613556,0.06591794009566204,1.0,1728,1728,579947520.0,579946335.925926,585719808.0,579943801.2962962,585719808.0,585.719808,511,20.083982467651367,20.086811065673828,20.08581882633575,2,5,14,7,16,N16_A02_odd_even_interlaced,J2D_N16_N16_A02_odd_even_interlaced,PASS_ODB_EXTRACTED,4.9715717977960594e-05,0.15370793640613556,585719808.0,surface_t_proxy_max_tensile_pa,N16,A02,odd_even_interlaced,odd_even,engineering_baseline,engineering_baseline,False,False,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",2,0.07142857142857142,-1.5562298696166452,5,0.2857142857142857,-1.0701165188895583,14,0.9285714285714286,1.7551832211610083,7.0,02-05-14,True,good_u2_weak_surfaceT,2
N16_A03_greedy_maximin_distance,N16,N16_A03,A03,maximin,J2D_N16_N16_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A03_greedy_maximin_distance\J2D_N16_N16_A03_greedy_maximin_distance.odb,94380484,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A03_greedy_maximin_distance\scan_order_N16_A03_greedy_maximin_distance.json,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-4.1915442125173286e-05,4.156408522248967e-06,4.607185064742225e-05,4.1915442125173286e-05,-1.8665334186661937e-05,1.879105567964415e-05,2.0902631712116022e-05,7.094131863728919e-05,1728,0.1532730907201767,0.06614484587636846,1.0,1728,1728,579948160.0,579946962.8888888,582927360.0,579946165.1851852,582927360.0,582.92736,511,20.083003997802734,20.08579444885254,20.084813620013033,1,4,13,11,16,N16_A03_greedy_maximin_distance,J2D_N16_N16_A03_greedy_maximin_distance,PASS_ODB_EXTRACTED,4.607185064742225e-05,0.1532730907201767,582927360.0,surface_t_proxy_max_tensile_pa,N16,A03,greedy_maximin_distance,maximin,engineering_baseline,engineering_baseline,False,False,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",1,0.0,-1.6042404131369699,4,0.21428571428571427,-1.1162321861562576,13,0.8571428571428571,0.19331273490303955,6.0,01-04-13,True,good_u2_weak_surfaceT,1
N16_A04_method_c_u2_first_engineering,N16,N16_A04,A04,method_c,J2D_N16_N16_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A04_method_c_u2_first_engineering\J2D_N16_N16_A04_method_c_u2_first_engineering.odb,95864100,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A04_method_c_u2_first_engineering\scan_order_N16_A04_method_c_u2_first_engineering.json,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-3.613422450143844e-05,1.429756866855314e-05,5.043179316999158e-05,3.613422450143844e-05,-8.52320341103916e-06,9.460496521445564e-06,1.1510701308238204e-05,6.844325274660837e-05,1728,0.15182757377624512,0.06549830515588703,1.0,1728,1728,579948352.0,579947129.8888888,581727104.0,579946490.5185186,581727104.0,581.727104,511,20.082740783691406,20.085529327392578,20.08454922267369,3,2,6,15,16,N16_A04_method_c_u2_first_engineering,J2D_N16_N16_A04_method_c_u2_first_engineering,PASS_ODB_EXTRACTED,5.043179316999158e-05,0.15182757377624512,581727104.0,surface_t_proxy_max_tensile_pa,N16,A04,method_c_u2_first_engineering,method_c,engineering_baseline,engineering_baseline,False,False,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",3,0.14285714285714285,-1.5467950697042816,2,0.07142857142857142,-1.2695301963865602,6,0.35714285714285715,-0.4780137937750396,3.6666666666666665,03-02-06,True,none,3
N16_A05_center_out,N16,N16_A05,A05,center_out,J2D_N16_N16_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A05_center_out\J2D_N16_N16_A05_center_out.odb,96633000,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A05_center_out\scan_order_N16_A05_center_out.json,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-0.00027681668871082366,2.2672234081255738e-06,0.00027908391211894923,0.00027681668871082366,-0.0001739192374068014,0.00017398261999857054,0.00019299380953075794,0.00028000801171266707,1728,0.16641919314861298,0.06604476831098846,1.0,1728,1728,579946816.0,579945631.2962962,582182080.0,579944648.7777778,582182080.0,582.18208,511,20.085098266601562,20.087947845458984,20.086947980458955,15,10,8,2,16,N16_A05_center_out,J2D_N16_N16_A05_center_out,PASS_ODB_EXTRACTED,0.00027908391211894923,0.16641919314861298,582182080.0,surface_t_proxy_max_tensile_pa,N16,A05,center_out,center_out,engineering_baseline,engineering_baseline,False,False,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",15,1.0,1.4658592099430323,10,0.6428571428571429,0.2779205098901881,8,0.5,-0.22353686659297364,11.0,15-10-08,False,none,15
N16_A06_edge_in_alternating,N16,N16_A06,A06,edge_in,J2D_N16_N16_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A06_edge_in_alternating\J2D_N16_N16_A06_edge_in_alternating.odb,95491532,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A06_edge_in_alternating\scan_order_N16_A06_edge_in_alternating.json,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     39: Step Time =    1200.,511,-0.00020224454056005925,3.0763496852159733e-06,0.00020532089024527522,0.00020224454056005925,-0.000133910381318818,0.0001339962599138556,0.00014629487259500232,0.00020580206951325753,1728,0.1797565519809723,0.06537959746330874,1.0,1728,1728,579947776.0,579946554.037037,581764096.0,579945816.7777778,581764096.0,581.764096,511,20.08363914489746,20.086454391479492,20.085465003832912,10,15,7,8,16,N16_A06_edge_in_alternating,J2D_N16_N16_A06_edge_in_alternating,PASS_ODB_EXTRACTED,0.00020532089024527522,0.1797565519809723,581764096.0,surface_t_proxy_max_tensile_pa,N16,A06,edge_in_alternating,edge_in,engineering_baseline,engineering_baseline,False,False,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",10,0.6428571428571429,0.4939789380744411,15,1.0,1.692356071722669,7,0.42857142857142855,-0.45732344859129587,10.666666666666666,10-15-07,False,none,10
N16_A07_regular_jump_coprime,N16,N16_A07,A07,regular_jump,J2D_N16_N16_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A07_regular_jump_coprime\J2D_N16_N16_A07_regular_jump_coprime.odb,93653616,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A07_regular_jump_coprime\scan_order_N16_A07_regular_jump_coprime.json,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-0.00027314957696944475,3.159539119224064e-06,0.0002763091160886688,0.00027314957696944475,-0.00017396920264322027,0.00017405442420987446,0.00019303239889797644,0.0002747920487770072,1728,0.16533087193965912,0.0633457732026862,1.0,1728,1728,579946752.0,579945530.4444444,581433216.0,579944915.8888888,581433216.0,581.433216,511,20.08523941040039,20.088111877441406,20.08710364772849,14,9,4,1,16,N16_A07_regular_jump_coprime,J2D_N16_N16_A07_regular_jump_coprime,PASS_ODB_EXTRACTED,0.0002763091160886688,0.16533087193965912,581433216.0,surface_t_proxy_max_tensile_pa,N16,A07,regular_jump_coprime,regular_jump,engineering_baseline,engineering_baseline,False,False,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",14,0.9285714285714286,1.4292992988685203,9,0.5714285714285714,0.16250333922023252,4,0.21428571428571427,-0.6423910690064429,9.0,14-09-04,False,good_surfaceT_weak_u2,14
N16_A08_block_interleaved_quarters,N16,N16_A08,A08,block_interleaved,J2D_N16_N16_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A08_block_interleaved_quarters\J2D_N16_N16_A08_block_interleaved_quarters.odb,94860608,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A08_block_interleaved_quarters\scan_order_N16_A08_block_interleaved_quarters.json,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     37: Step Time =    1200.,511,-0.00015722964599262923,3.458557557678432e-06,0.00016068820355030766,0.00015722964599262923,-9.774447213985989e-05,9.783282425991703e-05,0.00010814383727213064,0.00016332754601030324,1728,0.1505546271800995,0.06361786041115583,1.0,1728,1728,579948160.0,579947011.4814814,582573376.0,579945678.7407408,582573376.0,582.573376,511,20.082923889160156,20.08571434020996,20.084735105182325,7,1,11,12,16,N16_A08_block_interleaved_quarters,J2D_N16_N16_A08_block_interleaved_quarters,PASS_ODB_EXTRACTED,0.00016068820355030766,0.1505546271800995,582573376.0,surface_t_proxy_max_tensile_pa,N16,A08,block_interleaved_quarters,block_interleaved,engineering_baseline,engineering_baseline,False,False,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",7,0.42857142857142855,-0.09408845094358102,1,0.0,-1.4045270092138182,11,0.7142857142857143,-0.004677402140708766,6.333333333333333,07-01-11,True,none,7
N16_A09_center_edge_alternating,N16,N16_A09,A09,center_edge,J2D_N16_N16_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A09_center_edge_alternating\J2D_N16_N16_A09_center_edge_alternating.odb,94025684,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A09_center_edge_alternating\scan_order_N16_A09_center_edge_alternating.json,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-0.00021132934489287436,3.402441961952718e-06,0.00021473178685482708,0.00021132934489287436,-0.0001257450171703555,0.00012583989411452917,0.00014018525561351825,0.00021623613994504182,1728,0.17430327832698822,0.06416478267918271,1.0,1728,1728,579946944.0,579945713.4814814,580899648.0,579945340.074074,580899648.0,580.899648,511,20.084959030151367,20.08781623840332,20.086812652020537,11,12,1,4,16,N16_A09_center_edge_alternating,J2D_N16_N16_A09_center_edge_alternating,PASS_ODB_EXTRACTED,0.00021473178685482708,0.17430327832698822,580899648.0,surface_t_proxy_max_tensile_pa,N16,A09,center_edge_alternating,center_edge,engineering_baseline,engineering_baseline,False,False,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",11,0.7142857142857143,0.6179741937336016,12,0.7857142857142857,1.114032860841885,1,0.0,-0.9408260305927256,8.0,11-12-01,False,good_surfaceT_weak_u2,11
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16,N16_A10,A10,graph_pointer_proxy,J2D_N16_N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N16_N16_A10_graph_pointer_policy_zero_shot_or_proxy_best.odb,97454932,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A10_graph_pointer_policy_zero_shot_or_proxy_best\scan_order_N16_A10_graph_pointer_policy_zero_shot_or_proxy_best.json,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",PASS_ODB_EXTRACTED,final_frame_metrics_extracted,step_final_cooling,1200.0,Increment     38: Step Time =    1200.,511,-0.0001164545101346448,4.023659585072892e-06,0.0001204781697197177,0.0001164545101346448,-6.729199082410061e-05,6.740136172880052e-05,7.460941202296818e-05,0.00012290067938743529,1728,0.1701684147119522,0.06653972589453959,1.0,1728,1728,579948096.0,579946884.962963,581290304.0,579946187.2592592,581290304.0,581.290304,511,20.0831241607666,20.085922241210938,20.08493972897763,5,11,2,10,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,J2D_N16_N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,PASS_ODB_EXTRACTED,0.0001204781697197177,0.1701684147119522,581290304.0,surface_t_proxy_max_tensile_pa,N16,A10,graph_pointer_policy_zero_shot_or_proxy_best,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,False,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",5,0.2857142857142857,-0.6238842431773375,11,0.7142857142857143,0.6755278904091766,2,0.07142857142857142,-0.7223245305900066,6.0,05-11-02,False,none,5
