n,strategy_name,dataset_source,predicted_lex_primary_conservative,predicted_u2_guarded_conservative,teacher_lex_percentile,teacher_u2_percentile,teacher_surfaceT_percentile,surfaceT_only_false_positive_teacher
24,S3R54CAL64_N24_B07_n24_u2ret_repair,stage3_native_combined552,1.3800340092324102,0.4050434546588642,0.5093457943925234,0.5093457943925234,0.1682242990654205,True
40,S3R24L64_N40_B08_model_disagreement,stage3_native_combined552,0.977134132952952,0.6946011626917185,0.5695652173913044,0.5695652173913044,0.4608695652173913,False
