n,candidate_family,candidate_source,generation_method,seed_strategy,mutation_type,mutation_distance,order_hash,priority_role,first_track,last_track,center_track_index,first_track_norm,last_track_norm,mean_jump,median_jump,max_jump,min_jump,std_jump,total_jump,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,jump_entropy,running_center_distance_mean,early_center_bias,late_center_bias,edge_early_count,center_early_count,odd_even_transition_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,candidate_id,strategy_name,order_json,order_compact,duplicate_of_existing_teacher,is_existing_teacher_order,duplicate_of_run18,nearest_existing_teacher_strategy,novelty_distance_to_combined108,nearest_existing_teacher_distance,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,pred_u2_score,pred_peeq_score,pred_surfaceT_score,pred_mises_score,pred_uncertainty_ET_F01_std,model_prediction_mean,model_prediction_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,pred_rank_ET_F01_within_n,pred_percentile_ET_F01_within_n,pred_rank_mean_within_n,pred_percentile_mean_within_n,normalized_pred_reward_within_n,normalized_model_mean_within_n,normalized_novelty_within_n,normalized_uncertainty_within_n,normalized_disagreement_within_n,feature_space_coverage_score,disagreement_rank_std,exploitation_score,exploration_score,combined_selection_score,selection_bucket,selection_reason,shortlist_rank_within_n,shortlist_name,batch32_rank_within_n
24,known_best_mutation,combined108_known_best_mutation,swap_two_positions_272,N24_A04_method_c_u2_first_engineering,swap_two_positions,0.08333333333333333,1ee1ce45fe1ba3e6,uncertainty,0,23,11.5,0.0,1.0,2.8260869565217392,2,11,1,2.5478409259101933,65,0.1228733459357278,0.4782608695652174,1,0,1.0862293462325945,0.5217391304347826,0.5652173913043478,0.5507246376811594,3,3,5,0.21739130434782608,0.9090909090909091,2,R23_N24_C00144,N24_R23_N24_C00144_known_best_mutation,"[0,2,4,6,8,10,13,14,16,18,20,22,11,9,7,5,3,1,12,15,17,19,21,23]",0-2-4-6-8-10-13-14-16-18-20-22-11-9-7-5-3-1-12-15-17-19-21-23,False,False,False,N24_A04_method_c_u2_first_engineering,0.08333333333333333,0.08333333333333333,0.5391685236310659,0.29745985516598455,0.27826671710080414,0.19102896174342052,0.18870064497840552,0.5583372088786651,0.65694854290931,0.5284409545929856,0.25736334334907385,0.2426129170890855,0.29892494052393614,0.12801314421556284,0.24170866846508138,0.2609018065302618,1485,0.4868603042876902,1432,0.5051867219917012,0.6577256004836339,0.6882277371614723,0.1796875,1.0,0.5993139136448801,0.38950070682244003,424.39952874620394,0.6577256004836339,0.610110056911321,0.6056643657354913,uncertainty_calibration,batch32 balanced bucket selection.,10,R23_N24_S10_uncertainty_calibration,3
24,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_099,S3R19B28_N24_B06_uncertainty_calibration,swap_early_late_blocks,0.3333333333333333,fdb98a247a7f0f60,tradeoff,12,22,11.5,0.5217391304347826,0.9565217391304348,6.695652173913044,3,15,1,5.212316372398507,154,0.29111531190926276,0.6521739130434783,2,5,2.17403586834798,0.5217391304347826,0.34782608695652173,0.5652173913043478,2,4,4,0.17391304347826086,0.5454545454545454,10,R23_N24_C00612,N24_R23_N24_C00612_known_best_mutation,"[12,14,16,18,3,13,23,9,19,5,15,1,0,2,4,6,8,10,11,21,7,17,20,22]",12-14-16-18-3-13-23-9-19-5-15-1-0-2-4-6-8-10-11-21-7-17-20-22,False,False,False,N24_A08_block_interleaved_quarters,0.40217391304347827,0.40217391304347827,0.5522788213473178,0.2320990222904475,0.21369241098416195,0.1972222202105077,0.1948364191873844,0.5132238264144903,0.6605839921062278,0.7943976769109559,0.358256759405918,0.220402884850815,0.27802577880396384,0.13777696843664336,0.3201797990568703,0.33858641036315584,1448,0.4996542185338866,1800,0.37793914246196403,0.6779968313312464,0.6182863251697945,0.8671875,0.9003010525002082,0.6500738296792579,0.7586306648396289,230.48904529282947,0.6779968313312464,0.7416826900198481,0.7432720652453213,diversity_coverage,batch32 balanced bucket selection.,14,R23_N24_S14_diversity_coverage,4
24,known_best_mutation,combined108_known_best_mutation,biased_random_perturbation_039,S3B20_N24_B01_surrogate_top,biased_random_perturbation,0.9583333333333334,5847234d7bb5fec7,tradeoff,17,0,11.5,0.7391304347826086,0.0,8.826086956521738,9,19,1,5.4665160506092905,203,0.38374291115311904,0.8260869565217391,2,6,2.9096743265455456,0.5217391304347826,0.5652173913043478,0.5072463768115942,3,3,23,1.0,0.36363636363636365,14,R23_N24_C01690,N24_R23_N24_C01690_known_best_mutation,"[17,4,15,6,1,18,23,14,5,22,3,2,11,16,13,8,21,10,7,12,9,20,19,0]",17-4-15-6-1-18-23-14-5-22-3-2-11-16-13-8-21-10-7-12-9-20-19-0,False,False,False,S3R19B28_N24_B03_geometry_signal_top,0.33695652173913043,0.33695652173913043,0.41146729413084504,0.19727176478113484,0.17678617196542912,0.13320633781727903,0.14212971121327653,0.22544826658520625,0.7256111199829478,0.7592443890026356,0.6677918070638439,0.10761065613443839,0.21217225598159292,0.10230765965467152,0.2141955293497102,0.23468112216541592,2062,0.28734439834024894,2136,0.2617565698478561,0.4602730972110377,0.39790005166576314,0.7265625,0.3939863219073541,0.46567690744840445,0.5961197037242022,118.60286674444257,0.4602730972110377,0.48944944616503683,0.4928382889541688,tradeoff_probe,batch32 balanced bucket selection.,18,R23_N24_S18_tradeoff_probe,5
24,known_best_mutation,combined108_known_best_mutation,biased_random_perturbation_343,S3B20_N24_B03_method_c_inspired,biased_random_perturbation,0.9166666666666666,2b407e089be11262,diversity,18,9,11.5,0.782608695652174,0.391304347826087,7.695652173913044,7,21,1,5.360360002581719,177,0.334593572778828,0.9130434782608695,3,5,3.083587370023807,0.5217391304347826,0.3913043478260869,0.5217391304347826,3,3,23,1.0,0.4090909090909091,13,R23_N24_C02042,N24_R23_N24_C02042_known_best_mutation,"[18,13,14,21,12,5,10,15,2,23,16,1,6,3,4,11,22,19,0,7,20,17,8,9]",18-13-14-21-12-5-10-15-2-23-16-1-6-3-4-11-22-19-0-7-20-17-8-9,False,False,False,N24_A05_center_out,0.463768115942029,0.463768115942029,0.37418586719321495,0.17275289269919605,0.15375696498228802,0.12569521013935978,0.1281831670364676,0.23605049995326824,0.6452344710632981,0.6415150377043806,0.6072693445360238,0.13436488675062208,0.19091482041010527,0.09326059867490213,0.2014329744940189,0.22042890221092692,2225,0.23098201936376206,2388,0.1746196403872753,0.40262830316152753,0.3267596356474916,1.0,0.5140837897986447,0.4186432815562569,0.7093216407781284,157.32641227715072,0.40262830316152753,0.5463171044521642,0.5509112867476024,sentinel_control,batch32 balanced bucket selection.,21,R23_N24_S21_sentinel_control,6
24,known_best_mutation,combined108_known_best_mutation,reverse_segment_401,N24_A04_method_c_u2_first_engineering,reverse_segment,0.16666666666666666,9682d973aa5c8db4,model_disagreement,0,23,11.5,0.0,1.0,2.8260869565217392,2,11,2,2.407455339114283,65,0.1228733459357278,0.4782608695652174,0,0,0.7653636126766978,0.5217391304347826,0.5652173913043478,0.5652173913043478,3,3,1,0.043478260869565216,0.9090909090909091,2,R23_N24_C00189,N24_R23_N24_C00189_known_best_mutation,"[0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17,19,21,23]",0-2-4-6-8-10-12-14-16-18-20-22-11-1-3-5-7-9-13-15-17-19-21-23,False,False,False,N24_A02_odd_even_interlaced,0.018115942028985508,0.018115942028985508,0.760532451260521,0.3023074030007348,0.2833683481909261,0.26756355373946716,0.26568263610368653,0.7909641965705545,0.7474180965383082,0.5878781566486543,0.18876386989546756,0.041731927864712144,0.37589087845906716,0.19277175724617454,0.45822504825978627,0.47716410306959495,1,1.0,20,0.9934301521438451,1.0,0.9458029665690006,0.0390625,0.09826230851312866,0.9359793108812959,0.48752090544064797,223.9737484617338,1.0,0.5481361699624204,0.5476449871780351,exploitation_reference,batch32 balanced bucket selection.,23,R23_N24_S23_exploitation_reference,7
24,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_099,N24_A04_method_c_u2_first_engineering,swap_early_late_blocks,0.3333333333333333,61435e6dddaa6fd2,tradeoff,0,23,11.5,0.0,1.0,4.043478260869565,2,12,2,3.5932093063294586,93,0.17580340264650285,0.5217391304347826,0,1,1.2087030080822636,0.5217391304347826,0.6521739130434783,0.34782608695652173,4,2,5,0.21739130434782608,0.7272727272727273,6,R23_N24_C00073,N24_R23_N24_C00073_known_best_mutation,"[0,2,4,15,17,19,21,14,16,18,20,22,11,9,7,5,3,1,13,6,8,10,12,23]",0-2-4-15-17-19-21-14-16-18-20-22-11-9-7-5-3-1-13-6-8-10-12-23,False,False,False,S3R19B28_N24_B08_known_best_mutation,0.391304347826087,0.391304347826087,0.4973392110005277,0.3133287050296115,0.29398958940041153,0.18702706445488532,0.1815669457906296,0.528282205224447,0.6547361468007987,0.6144902050636255,0.24228476617013892,0.17934970637194497,0.2946503031352131,0.11471941407099984,0.18401050597091617,0.20334962160011616,1781,0.3845089903181189,1491,0.48478561549100974,0.5930488348691141,0.6739221789421687,0.84375,0.7160168226551118,0.5302028142802687,0.6869764071401343,703.0364428676511,0.5930488348691141,0.7032401582499301,0.6960541900168351,batch_fill,batch32 fill by combined selection score.,15,R23_N24_S15_diversity_coverage,8
24,teacher_best_local_search,combined108_known_best_mutation,swap_early_late_blocks_131,S3R19B28_N24_B10_known_best_mutation,swap_early_late_blocks,0.3333333333333333,6644531cea779794,model_disagreement,0,10,11.5,0.0,0.43478260869565216,5.130434782608695,2,19,2,5.479640957978487,118,0.22306238185255198,0.8260869565217391,0,4,1.4154372473067622,0.5217391304347826,0.608695652173913,0.5652173913043478,3,3,4,0.17391304347826086,0.7272727272727273,6,R23_N24_C00333,N24_R23_N24_C00333_teacher_best_local_search,"[0,2,17,15,13,1,12,14,16,18,20,22,11,9,7,5,3,19,21,23,4,6,8,10]",0-2-17-15-13-1-12-14-16-18-20-22-11-9-7-5-3-19-21-23-4-6-8-10,False,False,False,N24_A14_graph_pointer_policy_u2first_proxy,0.38768115942028986,0.38768115942028986,0.5289586008061767,0.2795507109038083,0.26030010749202837,0.2133552010390658,0.21127679607294128,0.601730044068183,0.517188465052412,0.3789989443807726,0.40931590619740527,0.15270351383466352,0.29868828326280406,0.11814128903213836,0.24940788990236845,0.26865849331414837,1533,0.4702627939142462,1435,0.504149377593361,0.6419389488759382,0.6874357368303852,0.8359375,0.5964043285198652,0.5479923690463734,0.6919649345231866,131.82928354504548,0.6419389488759382,0.6854383907930831,0.6784662224038825,batch_fill,batch32 fill by combined selection score.,17,R23_N24_S17_diversity_coverage,9
24,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_051,N24_A04_method_c_u2_first_engineering,swap_early_late_blocks,0.3333333333333333,01f2cb7f75d2ba0f,model_disagreement,0,23,11.5,0.0,1.0,4.391304347826087,2,13,2,4.115074413557005,101,0.19092627599243855,0.5652173913043478,0,3,1.3284807255676319,0.5217391304347826,0.6811594202898551,0.4492753623188406,4,2,5,0.21739130434782608,0.7272727272727273,6,R23_N24_C00043,N24_R23_N24_C00043_known_best_mutation,"[0,2,15,17,19,21,12,14,16,18,20,22,11,9,7,5,3,1,13,4,6,8,10,23]",0-2-15-17-19-21-12-14-16-18-20-22-11-9-7-5-3-1-13-4-6-8-10-23,False,False,False,S3R19B28_N24_B08_known_best_mutation,0.391304347826087,0.391304347826087,0.4657090502878106,0.3174253409504045,0.2980501588915768,0.18241098307249956,0.17918962826807225,0.49903457859834305,0.6373755168879763,0.4915380675500035,0.26298654022531065,0.1534383580828396,0.28855703229407276,0.10538932489134008,0.14828370933740614,0.1676588913962338,1912,0.3392116182572614,1606,0.4450207468879668,0.5441420668130578,0.6535303578735847,0.84375,0.5997029819091741,0.4816977887258068,0.6627238943629035,796.8775062705686,0.5441420668130578,0.6645449078401398,0.6559532793827508,batch_fill,batch32 fill by combined selection score.,16,R23_N24_S16_diversity_coverage,10
24,teacher_best_local_search,combined108_known_best_mutation,reverse_segment_289,S3R19B28_N24_B10_known_best_mutation,reverse_segment,0.3333333333333333,ddb347cb94c3ba51,tradeoff,0,1,11.5,0.0,0.043478260869565216,3.1739130434782608,2,16,1,3.497230878641775,73,0.1379962192816635,0.6956521739130435,1,2,1.0144044449514424,0.5217391304347826,0.5652173913043478,0.34782608695652173,3,3,1,0.043478260869565216,0.8636363636363636,3,R23_N24_C00426,N24_R23_N24_C00426_teacher_best_local_search,"[0,2,4,6,8,10,12,14,16,18,20,22,23,21,19,3,5,7,9,11,17,15,13,1]",0-2-4-6-8-10-12-14-16-18-20-22-23-21-19-3-5-7-9-11-17-15-13-1,False,False,False,S3R19B28_N24_B10_known_best_mutation,0.10144927536231885,0.10144927536231885,0.7517468270199553,0.30499780437361546,0.28654768825506477,0.275210483880166,0.2750843934086773,0.8071657000030892,0.6530837376463083,0.6709842278772078,0.29961384467679497,0.053243367955172226,0.3787174393874958,0.1868337601746997,0.44674902264633987,0.46519913876489055,17,0.9944674965421854,10,0.9968879668049793,0.9864156084800334,0.9552623728870006,0.21875,0.1499361849358829,0.9051090057697309,0.5619295028848654,219.18248105174828,0.9864156084800334,0.6025460370074365,0.6000383686515729,batch_fill,batch32 fill by combined selection score.,4,R23_N24_S04_top_region_local_search,11
24,known_best_mutation,combined108_known_best_mutation,reverse_segment_225,S3B20_N24_B01_surrogate_top,reverse_segment,0.3333333333333333,dfa42d2d41100d6a,top_region_local_search,0,9,11.5,0.0,0.391304347826087,3.4347826086956523,2,16,2,3.8087552109697005,79,0.14933837429111532,0.6956521739130435,0,2,0.7653636126766978,0.5217391304347826,0.5652173913043478,0.30434782608695654,3,3,1,0.043478260869565216,0.8636363636363636,3,R23_N24_C01780,N24_R23_N24_C01780_known_best_mutation,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,23,21,19,17,15,13,11,9]",0-2-4-6-8-10-12-22-20-18-16-14-1-3-5-7-23-21-19-17-15-13-11-9,False,False,False,S3B20_N24_B01_surrogate_top,0.10144927536231885,0.10144927536231885,0.7460399149446479,0.31571044998836134,0.2972845007589176,0.27315632225905345,0.27049632686502606,0.8030152300312098,0.6428340928753713,0.4571558530298465,0.30151638266379915,0.0449351385942846,0.3805375029632013,0.18350226197198266,0.4303294649562866,0.44875541418573034,41,0.9861687413554634,5,0.9986168741355463,0.9775915424969872,0.961353421805858,0.21875,0.1126412492968401,0.887789299350448,0.5532696496752241,96.89871000173325,0.9775915424969872,0.5949255134842785,0.591247307361508,batch_fill,batch32 fill by combined selection score.,2,R23_N24_S02_top_region_local_search,12
40,known_best_mutation,combined108_known_best_mutation,reverse_segment_265,N40_A04_method_c_u2_first_engineering,reverse_segment,0.3,cc574ee97e23d3a0,top_region_local_search,0,39,19.5,0.0,1.0,3.1538461538461537,2,26,2,4.687891995443874,123,0.08086785009861933,0.6666666666666666,0,2,0.5131637559924215,0.5128205128205129,0.7384615384615385,0.5384615384615385,8,2,1,0.02564102564102564,0.8947368421052632,4,R23_N40_C00183,N40_R23_N40_C00183_known_best_mutation,"[0,2,4,6,8,10,12,38,36,34,32,30,28,26,24,22,20,18,16,14,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-12-38-36-34-32-30-28-26-24-22-20-18-16-14-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,False,False,False,N40_A04_method_c_u2_first_engineering,0.1,0.1,0.7307564299051655,0.4089061920306715,0.38949928856091687,0.2711791281637935,0.26720468637662703,0.7788323259611435,0.6750971457235323,0.5142561077306868,0.2782254293244487,0.04662929275404142,0.41350914500743485,0.16905994704106325,0.321850237874494,0.34125714134424867,281,0.9066355451817273,1,1.0,0.9266380459953156,1.0,0.21195652173913046,0.16798279356050164,0.8024278712528142,0.5071921964959724,124.75351698449226,0.9266380459953156,0.606949869834805,0.5970712633974458,top_region_local_search,batch32 balanced bucket selection.,1,R23_N40_S01_top_region_local_search,1
40,known_best_mutation,combined108_known_best_mutation,rotate_sequence_058,S3R19B28_N40_B04_method_c_inspired,rotate_sequence,1.0,04fb04483e06ab57,diversity,8,6,19.5,0.20512820512820512,0.15384615384615385,3.8461538461538463,2,22,2,5.399612813937118,150,0.09861932938856016,0.5641025641025641,0,2,0.8501782034132344,0.5128205128205129,0.27179487179487183,0.6923076923076923,1,9,2,0.05128205128205128,0.8947368421052632,4,R23_N40_C01282,N40_R23_N40_C01282_known_best_mutation,"[8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3,0,2,4,6]",8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-1-21-23-25-27-29-31-33-35-37-39-17-15-13-11-9-7-5-3-0-2-4-6,False,False,False,S3R19B28_N40_B04_method_c_inspired,0.18461538461538463,0.18461538461538463,0.7428809703297112,0.21430486709195787,0.19851184952073392,0.27411810802139214,0.26532833599782235,0.7715618757663324,0.6196030088055136,0.6253231168091304,0.35545734603439066,0.03833459186788311,0.3390288261923235,0.20398176615537722,0.5285761032377534,0.5443691208089774,143,0.952650883627876,1509,0.49716572190730246,0.9449472780761288,0.7868315953702312,0.391304347826087,0.11401935539597417,1.0,0.6956521739130435,946.1751212117131,0.9449472780761288,0.585362596183809,0.5960210164152975,model_disagreement,batch32 balanced bucket selection.,6,R23_N40_S06_model_disagreement,2
40,geometry_signal_center_bias,geometry_first_random_sweep,center_bias_seeded,,,,6cf61e7e1a0eea3f,calibration,19,39,19.5,0.48717948717948717,1.0,12.307692307692308,7,39,1,12.447126835917919,480,0.3155818540433925,1.0,15,11,3.7827519897820476,0.5128205128205129,0.12820512820512822,0.8974358974358975,0,10,34,0.8717948717948718,0.3684210526315789,24,R23_N40_C02575,N40_R23_N40_C02575_geometry_signal_center_bias,"[19,20,18,21,17,22,23,16,15,24,25,14,13,26,27,12,28,11,29,10,9,30,31,8,7,32,6,33,34,5,4,35,36,3,2,37,38,1,0,39]",19-20-18-21-17-22-23-16-15-24-25-14-13-26-27-12-28-11-29-10-9-30-31-8-7-32-6-33-34-5-4-35-36-3-2-37-38-1-0-39,False,False,False,N40_A05_center_out,0.011538461538461539,0.011538461538461539,0.25722255600783517,0.04849697115366941,0.02710733199399712,0.10094001001066244,0.10121626668054777,0.18622431664132802,0.3706888789846959,0.3977188255119683,0.5976774478020731,0.17451836161787865,0.10699662716934237,0.08055114414052805,0.20872558485416576,0.23011522401383805,2838,0.054018006002000685,2840,0.05335111703901296,0.2115559652130656,0.12273758402141698,0.024456521739130436,1.0,0.3016844092733035,0.16307046550621696,41.175721001580534,0.2115559652130656,0.30046182543434496,0.30940916669693924,uncertainty_calibration,batch32 balanced bucket selection.,10,R23_N40_S10_uncertainty_calibration,3
40,geometry_signal_parity_switch,geometry_first_random_sweep,parity_balanced_seeded,,,,2988e56a2f6858d2,calibration,0,5,19.5,0.0,0.1282051282051282,13.256410256410257,9,37,1,9.349942955311926,517,0.3399079552925707,0.9487179487179487,3,10,3.660169450009578,0.5128205128205129,0.5384615384615385,0.558974358974359,5,5,39,1.0,0.34210526315789475,25,R23_N40_C02932,N40_R23_N40_C02932_geometry_signal_parity_switch,"[0,37,28,15,24,19,34,27,4,7,36,9,10,35,26,33,12,29,2,25,18,23,20,39,32,3,16,17,22,31,30,13,8,21,38,11,6,1,14,5]",0-37-28-15-24-19-34-27-4-7-36-9-10-35-26-33-12-29-2-25-18-23-20-39-32-3-16-17-22-31-30-13-8-21-38-11-6-1-14-5,False,False,False,N40_A12_graph_pointer_policy_diverse_02,0.4564102564102564,0.4564102564102564,0.41123418787531446,0.26329064964242793,0.24345441462630144,0.1265272374940286,0.13043967563020373,0.324613381154246,0.38457038960124307,0.6432877486916925,0.6719145815769372,0.12181177215034944,0.23498923305365524,0.10452705680185766,0.14794353823288653,0.16777977324901303,1974,0.34211403801267093,1830,0.39013004334778256,0.4441284679446128,0.48906227267500607,0.967391304347826,0.6571029117710055,0.4373294650949767,0.7023603847214014,181.9802187052208,0.4441284679446128,0.6344927372754067,0.631906096896405,diversity_coverage,batch32 balanced bucket selection.,14,R23_N40_S14_diversity_coverage,4
40,geometry_signal_parity_switch,geometry_first_random_sweep,parity_balanced_seeded,,,,6f26a42605f7b8eb,calibration,35,2,19.5,0.8974358974358975,0.05128205128205128,13.307692307692308,13,31,1,8.308641921035719,519,0.34122287968441817,0.7948717948717948,2,9,3.8140156038557316,0.5128205128205129,0.6,0.4205128205128205,6,4,39,1.0,0.39473684210526316,23,R23_N40_C02523,N40_R23_N40_C02523_geometry_signal_parity_switch,"[35,36,5,26,39,22,37,34,11,18,23,8,27,28,33,4,31,14,9,30,25,0,3,6,17,38,19,10,15,32,13,24,21,12,1,16,7,20,29,2]",35-36-5-26-39-22-37-34-11-18-23-8-27-28-33-4-31-14-9-30-25-0-3-6-17-38-19-10-15-32-13-24-21-12-1-16-7-20-29-2,False,False,False,N40_A07_regular_jump_coprime,0.4166666666666667,0.4166666666666667,0.41287898251742106,0.19218030310159862,0.1729000220802236,0.1351682326095279,0.14074322786471408,0.23646427115688495,0.7096128881183221,0.7385299454002606,0.6888645624396929,0.12444171732524653,0.21077415363469704,0.10319605499691632,0.22069867941582244,0.23997896043719746,1969,0.34378126042014,2028,0.324108036012004,0.44661226739375653,0.41975685172834964,0.8831521739130436,0.6742127371606691,0.42979924855305496,0.6564757112330493,182.07536900964942,0.44661226739375653,0.5880032188846929,0.5885053387259281,tradeoff_probe,batch32 balanced bucket selection.,18,R23_N40_S18_tradeoff_probe,5
40,known_best_mutation,combined108_known_best_mutation,biased_random_perturbation_079,N40_A04_method_c_u2_first_engineering,biased_random_perturbation,0.95,06aac074db1c5325,tradeoff,37,26,19.5,0.9487179487179487,0.6666666666666666,12.538461538461538,9,35,1,9.580552293501702,489,0.3214990138067061,0.8974358974358975,5,11,3.647599578325653,0.5128205128205129,0.5282051282051282,0.5538461538461539,5,5,39,1.0,0.4473684210526316,21,R23_N40_C00064,N40_R23_N40_C00064_known_best_mutation,"[37,28,17,24,29,18,39,32,7,34,33,14,9,8,11,16,5,12,13,30,31,10,19,4,1,22,23,20,3,38,35,0,25,2,27,36,15,6,21,26]",37-28-17-24-29-18-39-32-7-34-33-14-9-8-11-16-5-12-13-30-31-10-19-4-1-22-23-20-3-38-35-0-25-2-27-36-15-6-21-26,False,False,False,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.4717948717948718,0.4717948717948718,0.3174053371093754,0.2277966774635967,0.20914442718513732,0.1211501606015757,0.1165774689777508,0.21822733798280516,0.5202955183827351,0.4901926070769948,0.6909871228846114,0.14981227501983876,0.19841481426748717,0.07457122876097484,0.08960865964577872,0.10826090992423809,2362,0.21273757919306435,2131,0.2897632544181393,0.30243780220427285,0.3843834712555007,1.0,0.8392678175236445,0.26785270630849156,0.6339263531542458,264.04802593467724,0.30243780220427285,0.6117848579532029,0.6059583197058526,sentinel_control,batch32 balanced bucket selection.,21,R23_N40_S21_sentinel_control,6
40,known_best_mutation,combined108_known_best_mutation,reverse_segment_177,N40_A04_method_c_u2_first_engineering,reverse_segment,0.2,31eb3c72613d8e65,uncertainty,0,39,19.5,0.0,1.0,2.8974358974358974,2,20,2,3.753937227422606,113,0.07429322813938198,0.5128205128205128,0,1,0.5131637559924215,0.5128205128205129,0.5384615384615385,0.5384615384615385,5,5,1,0.02564102564102564,0.9473684210526315,2,R23_N40_C00126,N40_R23_N40_C00126_known_best_mutation,"[0,2,4,6,8,10,12,14,16,18,20,38,36,34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-38-36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,False,False,False,N40_A04_method_c_u2_first_engineering,0.046153846153846156,0.046153846153846156,0.7793373847495568,0.34416921704485215,0.3250307359492307,0.2715853913783401,0.2658073573968861,0.8165642026523859,0.735997859663894,0.8207394888444283,0.202601352919475,0.03871730418937556,0.3971860173037732,0.19343872564174938,0.4351681677047047,0.4543066488003261,1,1.0,6,0.9983327775925308,1.0,0.953281952245731,0.09782608695652174,0.11650919474993138,0.9403521634733087,0.5190891252149152,99.29672703568833,1.0,0.5701239661084054,0.5694774766697843,exploitation_reference,batch32 balanced bucket selection.,23,R23_N40_S23_exploitation_reference,7
40,known_best_mutation,combined108_known_best_mutation,rotate_sequence_098,S3R19B28_N40_B04_method_c_inspired,rotate_sequence,1.0,9416203917957318,diversity,14,12,19.5,0.358974358974359,0.3076923076923077,3.8461538461538463,2,22,2,5.399612813937118,150,0.09861932938856016,0.5641025641025641,0,2,0.8501782034132344,0.5128205128205129,0.28717948717948716,0.7076923076923076,2,8,2,0.05128205128205128,0.8947368421052632,4,R23_N40_C01312,N40_R23_N40_C01312_known_best_mutation,"[14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3,0,2,4,6,8,10,12]",14-16-18-20-22-24-26-28-30-32-34-36-38-19-1-21-23-25-27-29-31-33-35-37-39-17-15-13-11-9-7-5-3-0-2-4-6-8-10-12,False,False,False,S3R19B28_N40_B04_method_c_inspired,0.29615384615384616,0.29615384615384616,0.7400564469405181,0.2277330632490606,0.21199419635652333,0.27302538274941274,0.26455177716185574,0.7800103893137951,0.6205120825811007,0.5893371023424088,0.2965905849425218,0.03949186251720818,0.3434721732914741,0.19957568255726452,0.5123233836914575,0.5280622505839947,186,0.9383127709236412,1426,0.5248416138712904,0.9406819737891532,0.7995487967384679,0.6277173913043479,0.12154829513492117,0.9750723376388952,0.8013948644716216,874.4517368042675,0.9406819737891532,0.6473193761942927,0.656095553239314,batch_fill,batch32 fill by combined selection score.,9,R23_N40_S09_model_disagreement,8
40,known_best_mutation,combined108_known_best_mutation,rotate_sequence_050,S3B20_N40_B04_surrogate_top,rotate_sequence,1.0,baa132a2934e1658,top_region_local_search,31,29,19.5,0.7948717948717948,0.7435897435897436,4.153846153846154,2,39,2,6.930195770122861,162,0.10650887573964497,1.0,0,2,0.798896152131183,0.5128205128205129,0.7641025641025642,0.5128205128205129,9,1,2,0.05128205128205128,0.8421052631578947,6,R23_N40_C02219,N40_R23_N40_C02219_known_best_mutation,"[31,33,35,37,39,0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29]",31-33-35-37-39-0-2-10-8-6-4-12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29,False,False,False,S3B20_N40_B04_surrogate_top,0.22435897435897437,0.22435897435897437,0.7097113193406127,0.39071317711471576,0.373297483324777,0.27160840871582514,0.26388413363232427,0.8382850880520855,0.5256890207323656,0.5443564602714828,0.26792620624216584,0.041753947022280864,0.40184290442565096,0.1623054645473721,0.31899814222589695,0.3364138360158357,668,0.7775925308436146,4,0.9989996665555185,0.8948578877377127,0.9666103215935566,0.47554347826086957,0.1362649026398558,0.7642140118746478,0.6198787450677586,251.0813414015466,0.8948578877377127,0.6474150805118085,0.6372952650258629,batch_fill,batch32 fill by combined selection score.,4,R23_N40_S04_top_region_local_search,9
