n,strategy_name,job_name,strategy_id,strategy_family,candidate_group,policy_source,trained_policy_used,teacher_validated,u2_range,peeq_max,surfaceT_proxy,u2_rank_within_n,peeq_rank_within_n,surfaceT_rank_within_n,u2_percentile_within_n,peeq_percentile_within_n,surfaceT_percentile_within_n,u2_z_within_n,peeq_z_within_n,surfaceT_z_within_n,simple_mean_rank,constrained_rank_within_n,scan_order_compact,scan_order_json,order_length,scan_order_valid,pareto_overall_u2_peeq,pareto_overall_u2_peeq_surfaceT,pareto_within_n_u2_peeq,pareto_within_n_u2_peeq_surfaceT,u2_score_minmax,peeq_score_minmax,surfaceT_score_minmax,u2_score_rank,peeq_score_rank,surfaceT_score_rank,u2_score_z,peeq_score_z,surfaceT_score_z,u2_score_percentile,peeq_score_percentile,surfaceT_score_percentile,reward_v01_u2_primary,reward_v02_safety_weighted,reward_v03_surfaceT_aware,reward_v04_penalized,lexicographic_rank_within_n,reward_v05_lexicographic,reward_mean_all,reward_std_all,reward_consensus_rank_within_n,reward_uncertainty_flag,feature_n,feature_strategy_name,feature_strategy_family,feature_candidate_group,first_track,last_track,center_track_index,first_track_norm,last_track_norm,mean_jump,median_jump,max_jump,min_jump,std_jump,total_jump,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,jump_entropy,running_center_distance_mean,early_center_bias,late_center_bias,edge_early_count,center_early_count,odd_even_transition_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,is_raster_like,is_center_out_like,is_edge_in_like,is_odd_even_like,is_regular_jump_like,is_block_interleaved_like,target_u2_score_rank,target_peeq_score_rank,target_surfaceT_score_rank,target_reward_v01_u2_primary,target_reward_v02_safety_weighted,target_reward_v04_penalized,target_reward_v05_lexicographic,target_reward_mean_all
12,N12_A11_graph_pointer_policy_diverse_01,J2D_N12_N12_A11_graph_pointer_policy_diverse_01,N12_A11,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,7.328880428758566e-05,0.1638757288455963,582071168.0,6.0,12.0,10.0,0.35714285714285715,0.7857142857142857,0.6428571428571429,-0.38597848513031124,0.5826876671702752,-0.2125576446720443,9.333333333333334,6.0,"0,5,11,10,1,3,8,2,9,6,4,7","[0,5,11,10,1,3,8,2,9,6,4,7]",12,True,False,False,False,False,0.6999693907718487,0.3271178980187289,0.745389597547711,0.6428571428571428,0.2142857142857143,0.3571428571428571,0.38597848513031124,-0.5826876671702752,0.2125576446720443,0.6428571428571428,0.2142857142857143,0.3571428571428571,0.5285714285714285,0.48571428571428565,0.47857142857142854,0.3571428571428571,6,0.6428571428571428,0.4985714285714285,0.0919627253681776,7,True,12,N12_A11_graph_pointer_policy_diverse_01,graph_pointer_proxy,proxy_fallback_policy,0,7,5.5,0.0,0.6363636363636364,4.454545454545454,5,9,1,2.3496087242400154,49,0.4049586776859504,0.8181818181818182,1,4,2.7321588913645702,0.5454545454545455,0.6969696969696969,0.21212121212121213,2,1,7,0.6363636363636364,0.4,6,0.2916666666666667,0.9166666666666666,False,False,False,False,False,False,0.6428571428571428,0.2142857142857143,0.3571428571428571,0.5285714285714285,0.48571428571428565,0.3571428571428571,0.6428571428571428,0.4985714285714285
12,N12_A12_graph_pointer_policy_diverse_02,J2D_N12_N12_A12_graph_pointer_policy_diverse_02,N12_A12,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00013954683527117595,0.16334585845470428,581337984.0,14.0,11.0,5.0,0.9285714285714286,0.7142857142857143,0.2857142857142857,1.4735593166864644,0.5292327815621996,-0.6623619112161383,10.0,14.0,"4,7,3,8,2,9,1,10,0,11,5,6","[4,7,3,8,2,9,1,10,0,11,5,6]",12,True,False,False,False,False,0.15476485669056783,0.3422551975268805,0.8869895184416098,0.0714285714285714,0.2857142857142857,0.7142857142857143,-1.4735593166864644,-0.5292327815621996,0.6623619112161383,0.0714285714285714,0.2857142857142857,0.7142857142857143,0.17857142857142855,0.19999999999999996,0.25357142857142856,0.0,14,0.0714285714285714,0.1407142857142857,0.0919627253681776,13,True,12,N12_A12_graph_pointer_policy_diverse_02,graph_pointer_proxy,proxy_fallback_policy,4,6,5.5,0.36363636363636365,0.5454545454545454,6.363636363636363,6,11,1,2.9005556606443306,70,0.5785123966942148,1.0,1,7,3.277613436819116,0.5454545454545455,0.3333333333333333,0.393939393939394,0,3,6,0.5454545454545454,0.0,10,0.2222222222222222,0.5833333333333334,False,False,False,False,False,False,0.0714285714285714,0.2857142857142857,0.7142857142857143,0.17857142857142855,0.19999999999999996,0.0,0.0714285714285714,0.1407142857142857
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12_A13,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,7.77201084929402e-05,0.14032196998596191,581967424.0,7.0,1.0,9.0,0.42857142857142855,0.0,0.5714285714285714,-0.2616135204779931,-1.7934848971474675,-0.27620400606065953,5.666666666666667,7.0,"1,10,3,8,5,6,7,4,9,2,11,0","[1,10,3,8,5,6,7,4,9,2,11,0]",12,True,True,True,True,True,0.6635063823064887,1.0,0.7654256897063186,0.5714285714285714,1.0,0.4285714285714286,0.2616135204779931,1.7934848971474675,0.27620400606065953,0.5714285714285714,1.0,0.4285714285714286,0.6428571428571428,0.6857142857142856,0.65,0.6642857142857143,7,0.5714285714285714,0.6428571428571428,0.03859787453173226,6,False,12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,graph_pointer_proxy,proxy_fallback_policy,1,0,5.5,0.09090909090909091,0.0,5.545454545454546,5,11,1,3.201239429392547,61,0.5041322314049587,1.0,2,5,2.5503407095463886,0.5454545454545455,0.6969696969696969,0.8787878787878788,2,1,11,1.0,0.1,9,0.25,0.8333333333333334,False,False,False,True,False,False,0.5714285714285714,1.0,0.4285714285714286,0.6428571428571428,0.6857142857142856,0.6642857142857143,0.5714285714285714,0.6428571428571428
12,N12_A14_graph_pointer_policy_u2first_proxy,J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy,N12_A14,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00010109988033946138,0.15888875722885132,581829312.0,10.0,7.0,7.0,0.6428571428571429,0.42857142857142855,0.42857142857142855,0.39454195080706606,0.07958728283846894,-0.3609349424435292,8.0,10.0,"0,5,2,6,4,7,8,3,10,1,9,11","[0,5,2,6,4,7,8,3,10,1,9,11]",12,True,False,False,False,False,0.47112581458834846,0.46958534722689305,0.7920992781568279,0.3571428571428571,0.5714285714285714,0.5714285714285714,-0.39454195080706606,-0.07958728283846894,0.3609349424435292,0.3571428571428571,0.5714285714285714,0.5714285714285714,0.4214285714285714,0.44285714285714284,0.45357142857142857,0.43214285714285716,10,0.3571428571428571,0.42142857142857143,0.03388154635894694,10,False,12,N12_A14_graph_pointer_policy_u2first_proxy,graph_pointer_proxy,proxy_fallback_policy,0,11,5.5,0.0,1.0,4.454545454545454,4,9,1,2.4995867427031855,49,0.4049586776859504,0.8181818181818182,1,3,2.9139770731827523,0.5454545454545455,0.5757575757575758,0.8181818181818182,2,1,7,0.6363636363636364,0.2,8,0.3194444444444445,0.9166666666666666,False,False,False,False,False,False,0.3571428571428571,0.5714285714285714,0.5714285714285714,0.4214285714285714,0.44285714285714284,0.43214285714285716,0.3571428571428571,0.42142857142857143
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy,N12_A15,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,9.216308080794988e-05,0.1593673974275589,581069312.0,9.0,8.0,4.0,0.5714285714285714,0.5,0.21428571428571427,0.1437298407970382,0.12787391577575627,-0.8271906743928236,7.0,9.0,"0,5,11,6,4,8,7,2,3,1,9,10","[0,5,11,6,4,8,7,2,3,1,9,10]",12,True,False,True,False,True,0.5446623135217721,0.4559115881925744,0.9388781766043706,0.4285714285714286,0.5,0.7857142857142857,-0.1437298407970382,-0.12787391577575627,0.8271906743928236,0.4285714285714286,0.5,0.7857142857142857,0.4785714285714286,0.4857142857142857,0.5178571428571429,0.48214285714285715,9,0.4285714285714286,0.47857142857142854,0.028660575211055545,8,False,12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,graph_pointer_proxy,proxy_fallback_policy,0,10,5.5,0.0,0.9090909090909091,3.6363636363636362,4,8,1,2.2672661660618045,40,0.3305785123966942,0.7272727272727273,3,2,2.413088436425758,0.5454545454545455,0.6969696969696969,0.7575757575757577,2,1,6,0.5454545454545454,0.4,6,0.2986111111111111,0.9166666666666666,False,False,False,False,False,False,0.4285714285714286,0.5,0.7857142857142857,0.4785714285714286,0.4857142857142857,0.48214285714285715,0.4285714285714286,0.47857142857142854
16,N16_A01_raster_left_to_right,J2D_N16_N16_A01_raster_left_to_right,N16_A01,raster,engineering_baseline,engineering_baseline,False,True,0.00024349282352886803,0.17520761489868164,587841664.0,13.0,14.0,15.0,0.8571428571428571,0.9285714285714286,1.0,0.9969213061480078,1.2099383413006852,2.9419785571849517,14.0,13.0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,True,False,False,False,False,0.15274354625814202,0.15577524814921406,0.0,0.1428571428571429,0.0714285714285714,0.0,-0.9969213061480078,-1.2099383413006852,-2.9419785571849517,0.1428571428571429,0.0714285714285714,0.0,0.11428571428571431,0.10714285714285716,0.09642857142857145,0.0,13,0.1428571428571429,0.09214285714285717,0.048571428571428585,15,False,16,N16_A01_raster_left_to_right,raster,engineering_baseline,0,15,7.5,0.0,1.0,1.0,1,1,1,0.0,15,0.06666666666666667,0.06666666666666667,15,0,-0.0,0.5333333333333333,0.8,0.8,4,0,15,1.0,1.0,0,0.46875,0.9375,True,False,False,False,False,False,0.1428571428571429,0.0714285714285714,0.0,0.11428571428571431,0.10714285714285716,0.0,0.1428571428571429,0.09214285714285717
16,N16_A02_odd_even_interlaced,J2D_N16_N16_A02_odd_even_interlaced,N16_A02,odd_even,engineering_baseline,engineering_baseline,False,True,4.9715717977960594e-05,0.15370793640613556,585719808.0,2.0,5.0,14.0,0.07142857142857142,0.2857142857142857,0.9285714285714286,-1.5562298696166452,-1.0701165188895583,1.7551832211610083,7.0,2.0,"0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15","[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",16,True,False,False,False,False,0.9843618939400542,0.8920170760133652,0.30565415003365015,0.9285714285714286,0.7142857142857143,0.0714285714285714,1.5562298696166452,1.0701165188895583,-1.7551832211610083,0.9285714285714286,0.7142857142857143,0.0714285714285714,0.8,0.7785714285714286,0.7035714285714286,0.7392857142857143,2,0.9285714285714286,0.79,0.07677823883877301,4,False,16,N16_A02_odd_even_interlaced,odd_even,engineering_baseline,0,15,7.5,0.0,1.0,2.7333333333333334,2,13,2,2.7438820836342237,41,0.18222222222222223,0.8666666666666667,0,1,0.35335933502142136,0.5333333333333333,0.6,0.6,2,2,1,0.06666666666666667,0.8571428571428571,2,0.27734375,0.9375,False,False,False,True,False,False,0.9285714285714286,0.7142857142857143,0.0714285714285714,0.8,0.7785714285714286,0.7392857142857143,0.9285714285714286,0.79
16,N16_A03_greedy_maximin_distance,J2D_N16_N16_A03_greedy_maximin_distance,N16_A03,maximin,engineering_baseline,engineering_baseline,False,True,4.607185064742225e-05,0.1532730907201767,582927360.0,1.0,4.0,13.0,0.0,0.21428571428571427,0.8571428571428571,-1.6042404131369699,-1.1162321861562576,0.19331273490303955,6.0,1.0,"0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14","[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",16,True,False,False,True,True,1.0,0.9069080699777722,0.7079073283610986,1.0,0.7857142857142857,0.1428571428571429,1.6042404131369699,1.1162321861562576,-0.19331273490303955,1.0,0.7857142857142857,0.1428571428571429,0.8714285714285714,0.8499999999999999,0.775,0.8107142857142857,1,1.0,0.8614285714285714,0.07677823883877302,1,False,16,N16_A03_greedy_maximin_distance,maximin,engineering_baseline,0,14,7.5,0.0,0.9333333333333333,4.666666666666667,2,15,1,4.060651288757616,70,0.3111111111111111,1.0,1,4,2.1464657985040723,0.5333333333333333,0.6333333333333333,0.4666666666666667,2,2,2,0.13333333333333333,0.5714285714285714,6,0.234375,0.9375,False,False,False,False,False,False,1.0,0.7857142857142857,0.1428571428571429,0.8714285714285714,0.8499999999999999,0.8107142857142857,1.0,0.8614285714285714
16,N16_A04_method_c_u2_first_engineering,J2D_N16_N16_A04_method_c_u2_first_engineering,N16_A04,method_c,engineering_baseline,engineering_baseline,False,True,5.043179316999158e-05,0.15182757377624512,581727104.0,3.0,2.0,6.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,-1.5467950697042816,-1.2695301963865602,-0.4780137937750396,3.6666666666666665,3.0,"0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15","[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",16,True,False,True,True,True,0.9812887689373878,0.9564088119250419,0.8808046538642377,0.8571428571428572,0.9285714285714286,0.6428571428571428,1.5467950697042816,1.2695301963865602,0.4780137937750396,0.8571428571428572,0.9285714285714286,0.6428571428571428,0.85,0.8571428571428572,0.8321428571428572,0.8535714285714286,3,0.8571428571428572,0.85,0.00931314629314665,2,False,16,N16_A04_method_c_u2_first_engineering,method_c,engineering_baseline,0,15,7.5,0.0,1.0,2.7333333333333334,2,8,2,1.8785337071473829,41,0.18222222222222223,0.5333333333333333,0,1,0.6998428398862386,0.5333333333333333,0.6,0.6,2,2,1,0.06666666666666667,0.8571428571428571,2,0.27734375,0.9375,False,False,False,False,False,False,0.8571428571428572,0.9285714285714286,0.6428571428571428,0.85,0.8571428571428572,0.8535714285714286,0.8571428571428572,0.85
16,N16_A05_center_out,J2D_N16_N16_A05_center_out,N16_A05,center_out,engineering_baseline,engineering_baseline,False,True,0.00027908391211894923,0.16641919314861298,582182080.0,15.0,10.0,8.0,1.0,0.6428571428571429,0.5,1.4658592099430323,0.2779205098901881,-0.22353686659297364,11.0,15.0,"7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15","[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",16,True,False,False,False,False,0.0,0.4567287575495941,0.8152651909762236,0.0,0.3571428571428571,0.5,-1.4658592099430323,-0.2779205098901881,0.22353686659297364,0.0,0.3571428571428571,0.5,0.12142857142857143,0.15714285714285714,0.18928571428571428,0.0,15,0.0,0.09357142857142857,0.07935968235617799,14,False,16,N16_A05_center_out,center_out,engineering_baseline,7,15,7.5,0.4666666666666667,1.0,8.0,8,15,1,4.320493798938574,120,0.5333333333333333,1.0,1,8,3.906890595608518,0.5333333333333333,0.13333333333333333,0.9333333333333333,0,4,8,0.5333333333333333,0.0,14,0.25,0.5,False,True,False,False,False,False,0.0,0.3571428571428571,0.5,0.12142857142857143,0.15714285714285714,0.0,0.0,0.09357142857142857
16,N16_A06_edge_in_alternating,J2D_N16_N16_A06_edge_in_alternating,N16_A06,edge_in,engineering_baseline,engineering_baseline,False,True,0.00020532089024527522,0.1797565519809723,581764096.0,10.0,15.0,7.0,0.6428571428571429,1.0,0.42857142857142855,0.4939789380744411,1.692356071722669,-0.45732344859129587,10.666666666666666,10.0,"0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",16,True,False,False,False,False,0.31656310582311853,0.0,0.8754759424351658,0.3571428571428571,0.0,0.5714285714285714,-0.4939789380744411,-1.692356071722669,0.45732344859129587,0.3571428571428571,0.0,0.5714285714285714,0.3071428571428571,0.2714285714285714,0.3107142857142857,0.13928571428571426,10,0.3571428571428571,0.27714285714285714,0.0741138120923296,11,False,16,N16_A06_edge_in_alternating,edge_in,engineering_baseline,0,8,7.5,0.0,0.5333333333333333,8.0,8,15,1,4.320493798938574,120,0.5333333333333333,1.0,1,8,3.906890595608518,0.5333333333333333,0.9333333333333333,0.13333333333333333,4,0,8,0.5333333333333333,0.0,14,0.46875,0.9375,False,False,True,False,False,False,0.3571428571428571,0.0,0.5714285714285714,0.3071428571428571,0.2714285714285714,0.13928571428571426,0.3571428571428571,0.27714285714285714
16,N16_A07_regular_jump_coprime,J2D_N16_N16_A07_regular_jump_coprime,N16_A07,regular_jump,engineering_baseline,engineering_baseline,False,True,0.0002763091160886688,0.16533087193965912,581433216.0,14.0,9.0,4.0,0.9285714285714286,0.5714285714285714,0.21428571428571427,1.4292992988685203,0.16250333922023252,-0.6423910690064429,9.0,14.0,"0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",16,True,False,False,False,False,0.011908379389276691,0.4939975751489507,0.9231393301311895,0.0714285714285714,0.4285714285714286,0.7857142857142857,-1.4292992988685203,-0.16250333922023252,0.6423910690064429,0.0714285714285714,0.4285714285714286,0.7857142857142857,0.21428571428571427,0.25,0.30357142857142855,0.03214285714285711,14,0.0714285714285714,0.17428571428571427,0.10472022980595605,13,True,16,N16_A07_regular_jump_coprime,regular_jump,engineering_baseline,0,11,7.5,0.0,0.7333333333333333,6.6,5,11,5,2.6532998322843198,99,0.44,0.7333333333333333,0,4,0.8366407419411673,0.5333333333333333,0.6666666666666666,0.5333333333333333,2,2,15,1.0,0.42857142857142855,8,0.234375,0.9375,False,False,False,False,True,False,0.0714285714285714,0.4285714285714286,0.7857142857142857,0.21428571428571427,0.25,0.03214285714285711,0.0714285714285714,0.17428571428571427
16,N16_A08_block_interleaved_quarters,J2D_N16_N16_A08_block_interleaved_quarters,N16_A08,block_interleaved,engineering_baseline,engineering_baseline,False,True,0.00016068820355030766,0.1505546271800995,582573376.0,7.0,1.0,11.0,0.42857142857142855,0.0,0.7142857142857143,-0.09408845094358102,-1.4045270092138182,-0.004677402140708766,6.333333333333333,7.0,"0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",16,True,False,False,True,True,0.5081097854803924,1.0,0.7588988558943108,0.5714285714285714,1.0,0.2857142857142857,0.09408845094358102,1.4045270092138182,0.004677402140708766,0.5714285714285714,1.0,0.2857142857142857,0.6285714285714286,0.6714285714285714,0.6214285714285714,0.6,7,0.5714285714285714,0.6185714285714285,0.03307381972225778,6,False,16,N16_A08_block_interleaved_quarters,block_interleaved,engineering_baseline,0,15,7.5,0.0,1.0,5.4,4,11,4,2.8,81,0.36000000000000004,0.7333333333333333,0,3,0.7219280948873623,0.5333333333333333,0.5333333333333333,0.5333333333333333,2,2,3,0.2,0.5714285714285714,6,0.22265625,0.9375,False,False,False,False,False,True,0.5714285714285714,1.0,0.2857142857142857,0.6285714285714286,0.6714285714285714,0.6,0.5714285714285714,0.6185714285714285
16,N16_A09_center_edge_alternating,J2D_N16_N16_A09_center_edge_alternating,N16_A09,center_edge,engineering_baseline,engineering_baseline,False,True,0.00021473178685482708,0.17430327832698822,580899648.0,11.0,12.0,1.0,0.7142857142857143,0.7857142857142857,0.0,0.6179741937336016,1.114032860841885,-0.9408260305927256,8.0,11.0,"7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",16,True,False,False,False,True,0.27617508234433474,0.1867436373173963,1.0,0.2857142857142857,0.2142857142857143,1.0,-0.6179741937336016,-1.114032860841885,0.9408260305927256,0.2857142857142857,0.2142857142857143,1.0,0.34285714285714286,0.33571428571428574,0.4107142857142857,0.0,11,0.2857142857142857,0.275,0.1431425719985754,12,True,16,N16_A09_center_edge_alternating,center_edge,engineering_baseline,7,12,7.5,0.4666666666666667,0.8,6.066666666666666,7,9,1,2.768071932270226,91,0.40444444444444444,0.6,2,7,2.523231428797621,0.5333333333333333,0.5333333333333333,0.5333333333333333,2,2,11,0.7333333333333333,0.5,7,0.265625,0.5,False,False,False,False,False,False,0.2857142857142857,0.2142857142857143,1.0,0.34285714285714286,0.33571428571428574,0.0,0.2857142857142857,0.275
16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,J2D_N16_N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A10,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.0001204781697197177,0.1701684147119522,581290304.0,5.0,11.0,2.0,0.2857142857142857,0.7142857142857143,0.07142857142857142,-0.6238842431773375,0.6755278904091766,-0.7223245305900066,6.0,5.0,"0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",16,True,False,False,False,True,0.6806761049088974,0.3283392219657214,0.9437258571573445,0.7142857142857143,0.2857142857142857,0.9285714285714286,0.6238842431773375,-0.6755278904091766,0.7223245305900066,0.7142857142857143,0.2857142857142857,0.9285714285714286,0.65,0.6071428571428571,0.65,0.47857142857142854,5,0.7142857142857143,0.62,0.07855844048495728,5,False,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,graph_pointer_proxy,proxy_fallback_policy,0,1,7.5,0.0,0.06666666666666667,5.533333333333333,5,15,1,4.410089442277661,83,0.3688888888888889,1.0,3,3,2.3898980954642877,0.5333333333333333,0.7,0.7666666666666666,3,1,15,1.0,0.21428571428571427,11,0.3125,0.9375,False,False,False,False,False,False,0.7142857142857143,0.2857142857142857,0.9285714285714286,0.65,0.6071428571428571,0.47857142857142854,0.7142857142857143,0.62
16,N16_A11_graph_pointer_policy_diverse_01,J2D_N16_N16_A11_graph_pointer_policy_diverse_01,N16_A11,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00018299555517842236,0.17434175312519073,582880128.0,9.0,13.0,12.0,0.5714285714285714,0.8571428571428571,0.7857142857142857,0.199826771268024,1.1181131381663527,0.166894958526564,11.333333333333334,9.0,"0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",16,True,False,False,False,False,0.4123750347244082,0.18542609409156874,0.7147111156182873,0.4285714285714286,0.1428571428571429,0.2142857142857143,-0.199826771268024,-1.1181131381663527,-0.166894958526564,0.4285714285714286,0.1428571428571429,0.2142857142857143,0.35,0.32142857142857145,0.31428571428571433,0.13571428571428568,9,0.4285714285714286,0.31,0.09610793252316666,9,True,16,N16_A11_graph_pointer_policy_diverse_01,graph_pointer_proxy,proxy_fallback_policy,0,6,7.5,0.0,0.4,6.4,5,13,1,3.4409301068170506,96,0.4266666666666667,0.8666666666666667,1,6,3.006238928653389,0.5333333333333333,0.6666666666666666,0.2,2,2,8,0.5333333333333333,0.35714285714285715,9,0.27734375,0.9375,False,False,False,False,False,False,0.4285714285714286,0.1428571428571429,0.2142857142857143,0.35,0.32142857142857145,0.13571428571428568,0.4285714285714286,0.31
16,N16_A12_graph_pointer_policy_diverse_02,J2D_N16_N16_A12_graph_pointer_policy_diverse_02,N16_A12,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00023973382963049517,0.16137175261974335,581517248.0,12.0,6.0,5.0,0.7857142857142857,0.35714285714285715,0.2857142857142857,0.9473938882209115,-0.2573638346343301,-0.5953903367810874,7.666666666666667,12.0,"9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",16,True,False,False,False,False,0.16887573218291307,0.6295749162630351,0.9110344891167061,0.2142857142857143,0.6428571428571428,0.7142857142857143,-0.9473938882209115,0.2573638346343301,0.5953903367810874,0.2142857142857143,0.6428571428571428,0.7142857142857143,0.35000000000000003,0.39285714285714285,0.4214285714285715,0.17142857142857143,12,0.2142857142857143,0.31,0.0992420253311909,10,True,16,N16_A12_graph_pointer_policy_diverse_02,graph_pointer_proxy,proxy_fallback_policy,9,6,7.5,0.6,0.4,8.333333333333334,8,15,1,4.109609335312651,125,0.5555555555555556,1.0,1,9,3.7735572622751845,0.5333333333333333,0.3333333333333333,0.3333333333333333,0,4,7,0.4666666666666667,0.0,14,0.21875,0.5625,False,False,False,False,False,False,0.2142857142857143,0.6428571428571428,0.7142857142857143,0.35000000000000003,0.39285714285714285,0.17142857142857143,0.2142857142857143,0.31
16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,J2D_N16_N16_A13_graph_pointer_policy_anti_odd_even_novelty,N16_A13,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00011749031591534731,0.15198101103305817,581337280.0,4.0,3.0,3.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,-0.6632513419476154,-1.2532580757010279,-0.6960499399933493,3.3333333333333335,4.0,"1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",16,True,False,True,False,True,0.6934988480128439,0.9511544577049234,0.9369589467958588,0.7857142857142857,0.8571428571428572,0.8571428571428572,0.6632513419476154,1.2532580757010279,0.6960499399933493,0.7857142857142857,0.8571428571428572,0.8571428571428572,0.8071428571428572,0.8142857142857144,0.817857142857143,0.8107142857142857,4,0.7857142857142857,0.8071428571428572,0.011293848786315678,3,False,16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,graph_pointer_proxy,proxy_fallback_policy,1,0,7.5,0.06666666666666667,0.0,7.533333333333333,7,15,1,4.349201714746691,113,0.5022222222222222,1.0,2,7,2.9735572622751856,0.5333333333333333,0.7333333333333334,0.8666666666666667,4,0,15,1.0,0.07142857142857142,13,0.25,0.875,False,False,False,True,False,False,0.7857142857142857,0.8571428571428572,0.8571428571428572,0.8071428571428572,0.8142857142857144,0.8107142857142857,0.7857142857142857,0.8071428571428572
16,N16_A14_graph_pointer_policy_u2first_proxy,J2D_N16_N16_A14_graph_pointer_policy_u2first_proxy,N16_A14,graph_pointer_proxy,proxy_fallback_policy,proxy_policy,False,True,0.00015728273911008728,0.1641508787870407,582433856.0,6.0,7.0,10.0,0.35714285714285715,0.42857142857142855,0.6428571428571429,-0.13895786683693176,0.0373642994177729,-0.08271365214167989,7.666666666666667,6.0,"0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",16,True,False,False,False,False,0.5227247561334738,0.5344056359416811,0.778996764052402,0.6428571428571428,0.5714285714285714,0.3571428571428571,0.13895786683693176,-0.0373642994177729,0.08271365214167989,0.6428571428571428,0.5714285714285714,0.3571428571428571,0.5999999999999999,0.5928571428571427,0.5678571428571428,0.5964285714285714,6,0.6428571428571428,0.5999999999999999,0.024222607082590233,7,False,16,N16_A14_graph_pointer_policy_u2first_proxy,graph_pointer_proxy,proxy_fallback_policy,0,15,7.5,0.0,1.0,4.466666666666667,4,10,2,2.6549743668986503,67,0.2977777777777778,0.6666666666666666,0,2,2.599581230646065,0.5333333333333333,0.4666666666666667,0.8,2,2,5,0.3333333333333333,0.42857142857142855,8,0.30078125,0.9375,False,False,False,False,False,False,0.6428571428571428,0.5714285714285714,0.3571428571428571,0.5999999999999999,0.5928571428571427,0.5964285714285714,0.6428571428571428,0.5999999999999999
