case_i,case_j,n,strategy_i,strategy_j,order_i,order_j,reward_mean_all_i,reward_mean_all_j,u2_rank_i,u2_rank_j,peeq_rank_i,peeq_rank_j,surfaceT_rank_i,surfaceT_rank_j,preferred_by_reward_mean,preferred_by_u2,reward_margin,u2_rank_margin,peeq_rank_margin,surfaceT_rank_margin
N12_A06_edge_in_alternating,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A06_edge_in_alternating,N12_A14_graph_pointer_policy_u2first_proxy,"[0,11,1,10,2,9,3,8,4,7,5,6]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.2371428571428571,0.42142857142857143,11.0,10.0,15.0,7.0,2.0,7.0,j,j,0.18428571428571433,1.0,8.0,5.0
N12_A06_edge_in_alternating,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A06_edge_in_alternating,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,11,1,10,2,9,3,8,4,7,5,6]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.2371428571428571,0.47857142857142854,11.0,9.0,15.0,8.0,2.0,4.0,j,j,0.24142857142857144,2.0,7.0,2.0
N12_A07_regular_jump_coprime,N12_A08_block_interleaved_quarters,12,N12_A07_regular_jump_coprime,N12_A08_block_interleaved_quarters,"[0,5,10,3,8,1,6,11,4,9,2,7]","[0,3,6,9,1,4,7,10,2,5,8,11]",0.6928571428571428,0.9042857142857142,5.0,1.0,5.0,2.0,8.0,11.0,j,j,0.2114285714285714,4.0,3.0,3.0
N12_A07_regular_jump_coprime,N12_A09_center_edge_alternating,12,N12_A07_regular_jump_coprime,N12_A09_center_edge_alternating,"[0,5,10,3,8,1,6,11,4,9,2,7]","[5,0,6,11,4,1,7,10,3,2,8,9]",0.6928571428571428,0.2235714285714286,5.0,12.0,5.0,13.0,8.0,1.0,i,i,0.46928571428571425,7.0,8.0,7.0
N12_A07_regular_jump_coprime,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,12,N12_A07_regular_jump_coprime,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,5,10,3,8,1,6,11,4,9,2,7]","[0,11,2,5,4,8,6,1,10,3,7,9]",0.6928571428571428,0.69,5.0,4.0,5.0,6.0,8.0,12.0,i,j,0.0028571428571428914,1.0,1.0,4.0
N12_A07_regular_jump_coprime,N12_A11_graph_pointer_policy_diverse_01,12,N12_A07_regular_jump_coprime,N12_A11_graph_pointer_policy_diverse_01,"[0,5,10,3,8,1,6,11,4,9,2,7]","[0,5,11,10,1,3,8,2,9,6,4,7]",0.6928571428571428,0.4985714285714285,5.0,6.0,5.0,12.0,8.0,10.0,i,i,0.19428571428571434,1.0,7.0,2.0
N12_A07_regular_jump_coprime,N12_A12_graph_pointer_policy_diverse_02,12,N12_A07_regular_jump_coprime,N12_A12_graph_pointer_policy_diverse_02,"[0,5,10,3,8,1,6,11,4,9,2,7]","[4,7,3,8,2,9,1,10,0,11,5,6]",0.6928571428571428,0.1407142857142857,5.0,14.0,5.0,11.0,8.0,5.0,i,i,0.5521428571428572,9.0,6.0,3.0
N12_A07_regular_jump_coprime,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A07_regular_jump_coprime,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,5,10,3,8,1,6,11,4,9,2,7]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.6928571428571428,0.6428571428571428,5.0,7.0,5.0,1.0,8.0,9.0,i,i,0.050000000000000044,2.0,4.0,1.0
N12_A07_regular_jump_coprime,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A07_regular_jump_coprime,N12_A14_graph_pointer_policy_u2first_proxy,"[0,5,10,3,8,1,6,11,4,9,2,7]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.6928571428571428,0.42142857142857143,5.0,10.0,5.0,7.0,8.0,7.0,i,i,0.2714285714285714,5.0,2.0,1.0
N12_A07_regular_jump_coprime,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A07_regular_jump_coprime,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,10,3,8,1,6,11,4,9,2,7]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.6928571428571428,0.47857142857142854,5.0,9.0,5.0,8.0,8.0,4.0,i,i,0.2142857142857143,4.0,3.0,4.0
N12_A08_block_interleaved_quarters,N12_A09_center_edge_alternating,12,N12_A08_block_interleaved_quarters,N12_A09_center_edge_alternating,"[0,3,6,9,1,4,7,10,2,5,8,11]","[5,0,6,11,4,1,7,10,3,2,8,9]",0.9042857142857142,0.2235714285714286,1.0,12.0,2.0,13.0,11.0,1.0,i,i,0.6807142857142856,11.0,11.0,10.0
N12_A08_block_interleaved_quarters,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,12,N12_A08_block_interleaved_quarters,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,3,6,9,1,4,7,10,2,5,8,11]","[0,11,2,5,4,8,6,1,10,3,7,9]",0.9042857142857142,0.69,1.0,4.0,2.0,6.0,11.0,12.0,i,i,0.2142857142857143,3.0,4.0,1.0
N12_A08_block_interleaved_quarters,N12_A11_graph_pointer_policy_diverse_01,12,N12_A08_block_interleaved_quarters,N12_A11_graph_pointer_policy_diverse_01,"[0,3,6,9,1,4,7,10,2,5,8,11]","[0,5,11,10,1,3,8,2,9,6,4,7]",0.9042857142857142,0.4985714285714285,1.0,6.0,2.0,12.0,11.0,10.0,i,i,0.40571428571428575,5.0,10.0,1.0
N12_A08_block_interleaved_quarters,N12_A12_graph_pointer_policy_diverse_02,12,N12_A08_block_interleaved_quarters,N12_A12_graph_pointer_policy_diverse_02,"[0,3,6,9,1,4,7,10,2,5,8,11]","[4,7,3,8,2,9,1,10,0,11,5,6]",0.9042857142857142,0.1407142857142857,1.0,14.0,2.0,11.0,11.0,5.0,i,i,0.7635714285714286,13.0,9.0,6.0
N12_A08_block_interleaved_quarters,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A08_block_interleaved_quarters,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,3,6,9,1,4,7,10,2,5,8,11]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.9042857142857142,0.6428571428571428,1.0,7.0,2.0,1.0,11.0,9.0,i,i,0.26142857142857145,6.0,1.0,2.0
N12_A08_block_interleaved_quarters,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A08_block_interleaved_quarters,N12_A14_graph_pointer_policy_u2first_proxy,"[0,3,6,9,1,4,7,10,2,5,8,11]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.9042857142857142,0.42142857142857143,1.0,10.0,2.0,7.0,11.0,7.0,i,i,0.4828571428571428,9.0,5.0,4.0
N12_A08_block_interleaved_quarters,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A08_block_interleaved_quarters,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,3,6,9,1,4,7,10,2,5,8,11]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.9042857142857142,0.47857142857142854,1.0,9.0,2.0,8.0,11.0,4.0,i,i,0.4257142857142857,8.0,6.0,7.0
N12_A09_center_edge_alternating,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,12,N12_A09_center_edge_alternating,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[5,0,6,11,4,1,7,10,3,2,8,9]","[0,11,2,5,4,8,6,1,10,3,7,9]",0.2235714285714286,0.69,12.0,4.0,13.0,6.0,1.0,12.0,j,j,0.46642857142857136,8.0,7.0,11.0
N12_A09_center_edge_alternating,N12_A11_graph_pointer_policy_diverse_01,12,N12_A09_center_edge_alternating,N12_A11_graph_pointer_policy_diverse_01,"[5,0,6,11,4,1,7,10,3,2,8,9]","[0,5,11,10,1,3,8,2,9,6,4,7]",0.2235714285714286,0.4985714285714285,12.0,6.0,13.0,12.0,1.0,10.0,j,j,0.2749999999999999,6.0,1.0,9.0
N12_A09_center_edge_alternating,N12_A12_graph_pointer_policy_diverse_02,12,N12_A09_center_edge_alternating,N12_A12_graph_pointer_policy_diverse_02,"[5,0,6,11,4,1,7,10,3,2,8,9]","[4,7,3,8,2,9,1,10,0,11,5,6]",0.2235714285714286,0.1407142857142857,12.0,14.0,13.0,11.0,1.0,5.0,i,i,0.08285714285714288,2.0,2.0,4.0
N12_A09_center_edge_alternating,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A09_center_edge_alternating,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[5,0,6,11,4,1,7,10,3,2,8,9]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.2235714285714286,0.6428571428571428,12.0,7.0,13.0,1.0,1.0,9.0,j,j,0.4192857142857142,5.0,12.0,8.0
N12_A09_center_edge_alternating,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A09_center_edge_alternating,N12_A14_graph_pointer_policy_u2first_proxy,"[5,0,6,11,4,1,7,10,3,2,8,9]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.2235714285714286,0.42142857142857143,12.0,10.0,13.0,7.0,1.0,7.0,j,j,0.19785714285714284,2.0,6.0,6.0
N12_A09_center_edge_alternating,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A09_center_edge_alternating,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[5,0,6,11,4,1,7,10,3,2,8,9]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.2235714285714286,0.47857142857142854,12.0,9.0,13.0,8.0,1.0,4.0,j,j,0.25499999999999995,3.0,5.0,3.0
N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A11_graph_pointer_policy_diverse_01,12,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A11_graph_pointer_policy_diverse_01,"[0,11,2,5,4,8,6,1,10,3,7,9]","[0,5,11,10,1,3,8,2,9,6,4,7]",0.69,0.4985714285714285,4.0,6.0,6.0,12.0,12.0,10.0,i,i,0.19142857142857145,2.0,6.0,2.0
N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A12_graph_pointer_policy_diverse_02,12,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A12_graph_pointer_policy_diverse_02,"[0,11,2,5,4,8,6,1,10,3,7,9]","[4,7,3,8,2,9,1,10,0,11,5,6]",0.69,0.1407142857142857,4.0,14.0,6.0,11.0,12.0,5.0,i,i,0.5492857142857143,10.0,5.0,7.0
N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,11,2,5,4,8,6,1,10,3,7,9]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.69,0.6428571428571428,4.0,7.0,6.0,1.0,12.0,9.0,i,i,0.04714285714285715,3.0,5.0,3.0
N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A14_graph_pointer_policy_u2first_proxy,"[0,11,2,5,4,8,6,1,10,3,7,9]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.69,0.42142857142857143,4.0,10.0,6.0,7.0,12.0,7.0,i,i,0.2685714285714285,6.0,1.0,5.0
N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,11,2,5,4,8,6,1,10,3,7,9]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.69,0.47857142857142854,4.0,9.0,6.0,8.0,12.0,4.0,i,i,0.2114285714285714,5.0,2.0,8.0
N12_A11_graph_pointer_policy_diverse_01,N12_A12_graph_pointer_policy_diverse_02,12,N12_A11_graph_pointer_policy_diverse_01,N12_A12_graph_pointer_policy_diverse_02,"[0,5,11,10,1,3,8,2,9,6,4,7]","[4,7,3,8,2,9,1,10,0,11,5,6]",0.4985714285714285,0.1407142857142857,6.0,14.0,12.0,11.0,10.0,5.0,i,i,0.35785714285714276,8.0,1.0,5.0
N12_A11_graph_pointer_policy_diverse_01,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A11_graph_pointer_policy_diverse_01,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,5,11,10,1,3,8,2,9,6,4,7]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.4985714285714285,0.6428571428571428,6.0,7.0,12.0,1.0,10.0,9.0,j,i,0.1442857142857143,1.0,11.0,1.0
N12_A11_graph_pointer_policy_diverse_01,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A11_graph_pointer_policy_diverse_01,N12_A14_graph_pointer_policy_u2first_proxy,"[0,5,11,10,1,3,8,2,9,6,4,7]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.4985714285714285,0.42142857142857143,6.0,10.0,12.0,7.0,10.0,7.0,i,i,0.07714285714285707,4.0,5.0,3.0
N12_A11_graph_pointer_policy_diverse_01,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A11_graph_pointer_policy_diverse_01,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,11,10,1,3,8,2,9,6,4,7]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.4985714285714285,0.47857142857142854,6.0,9.0,12.0,8.0,10.0,4.0,i,i,0.019999999999999962,3.0,4.0,6.0
N12_A12_graph_pointer_policy_diverse_02,N12_A13_graph_pointer_policy_anti_odd_even_novelty,12,N12_A12_graph_pointer_policy_diverse_02,N12_A13_graph_pointer_policy_anti_odd_even_novelty,"[4,7,3,8,2,9,1,10,0,11,5,6]","[1,10,3,8,5,6,7,4,9,2,11,0]",0.1407142857142857,0.6428571428571428,14.0,7.0,11.0,1.0,5.0,9.0,j,j,0.5021428571428571,7.0,10.0,4.0
N12_A12_graph_pointer_policy_diverse_02,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A12_graph_pointer_policy_diverse_02,N12_A14_graph_pointer_policy_u2first_proxy,"[4,7,3,8,2,9,1,10,0,11,5,6]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.1407142857142857,0.42142857142857143,14.0,10.0,11.0,7.0,5.0,7.0,j,j,0.2807142857142857,4.0,4.0,2.0
N12_A12_graph_pointer_policy_diverse_02,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A12_graph_pointer_policy_diverse_02,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[4,7,3,8,2,9,1,10,0,11,5,6]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.1407142857142857,0.47857142857142854,14.0,9.0,11.0,8.0,5.0,4.0,j,j,0.33785714285714286,5.0,3.0,1.0
N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12_A14_graph_pointer_policy_u2first_proxy,12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12_A14_graph_pointer_policy_u2first_proxy,"[1,10,3,8,5,6,7,4,9,2,11,0]","[0,5,2,6,4,7,8,3,10,1,9,11]",0.6428571428571428,0.42142857142857143,7.0,10.0,1.0,7.0,9.0,7.0,i,i,0.22142857142857136,3.0,6.0,2.0
N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[1,10,3,8,5,6,7,4,9,2,11,0]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.6428571428571428,0.47857142857142854,7.0,9.0,1.0,8.0,9.0,4.0,i,i,0.16428571428571426,2.0,7.0,5.0
N12_A14_graph_pointer_policy_u2first_proxy,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,12,N12_A14_graph_pointer_policy_u2first_proxy,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,2,6,4,7,8,3,10,1,9,11]","[0,5,11,6,4,8,7,2,3,1,9,10]",0.42142857142857143,0.47857142857142854,10.0,9.0,7.0,8.0,7.0,4.0,j,j,0.057142857142857106,1.0,1.0,3.0
N16_A01_raster_left_to_right,N16_A02_odd_even_interlaced,16,N16_A01_raster_left_to_right,N16_A02_odd_even_interlaced,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",0.09214285714285717,0.79,13.0,2.0,14.0,5.0,15.0,14.0,j,j,0.6978571428571428,11.0,9.0,1.0
N16_A01_raster_left_to_right,N16_A03_greedy_maximin_distance,16,N16_A01_raster_left_to_right,N16_A03_greedy_maximin_distance,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",0.09214285714285717,0.8614285714285714,13.0,1.0,14.0,4.0,15.0,13.0,j,j,0.7692857142857142,12.0,10.0,2.0
N16_A01_raster_left_to_right,N16_A04_method_c_u2_first_engineering,16,N16_A01_raster_left_to_right,N16_A04_method_c_u2_first_engineering,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",0.09214285714285717,0.85,13.0,3.0,14.0,2.0,15.0,6.0,j,j,0.7578571428571428,10.0,12.0,9.0
N16_A01_raster_left_to_right,N16_A05_center_out,16,N16_A01_raster_left_to_right,N16_A05_center_out,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",0.09214285714285717,0.09357142857142857,13.0,15.0,14.0,10.0,15.0,8.0,j,i,0.001428571428571404,2.0,4.0,7.0
N16_A01_raster_left_to_right,N16_A06_edge_in_alternating,16,N16_A01_raster_left_to_right,N16_A06_edge_in_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",0.09214285714285717,0.27714285714285714,13.0,10.0,14.0,15.0,15.0,7.0,j,j,0.18499999999999997,3.0,1.0,8.0
N16_A01_raster_left_to_right,N16_A07_regular_jump_coprime,16,N16_A01_raster_left_to_right,N16_A07_regular_jump_coprime,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.09214285714285717,0.17428571428571427,13.0,14.0,14.0,9.0,15.0,4.0,j,i,0.0821428571428571,1.0,5.0,11.0
N16_A01_raster_left_to_right,N16_A08_block_interleaved_quarters,16,N16_A01_raster_left_to_right,N16_A08_block_interleaved_quarters,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.09214285714285717,0.6185714285714285,13.0,7.0,14.0,1.0,15.0,11.0,j,j,0.5264285714285714,6.0,13.0,4.0
N16_A01_raster_left_to_right,N16_A09_center_edge_alternating,16,N16_A01_raster_left_to_right,N16_A09_center_edge_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.09214285714285717,0.275,13.0,11.0,14.0,12.0,15.0,1.0,j,j,0.18285714285714286,2.0,2.0,14.0
N16_A01_raster_left_to_right,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A01_raster_left_to_right,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.09214285714285717,0.62,13.0,5.0,14.0,11.0,15.0,2.0,j,j,0.5278571428571428,8.0,3.0,13.0
N16_A01_raster_left_to_right,N16_A11_graph_pointer_policy_diverse_01,16,N16_A01_raster_left_to_right,N16_A11_graph_pointer_policy_diverse_01,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.09214285714285717,0.31,13.0,9.0,14.0,13.0,15.0,12.0,j,j,0.21785714285714283,4.0,1.0,3.0
N16_A01_raster_left_to_right,N16_A12_graph_pointer_policy_diverse_02,16,N16_A01_raster_left_to_right,N16_A12_graph_pointer_policy_diverse_02,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.09214285714285717,0.31,13.0,12.0,14.0,6.0,15.0,5.0,j,j,0.21785714285714283,1.0,8.0,10.0
N16_A01_raster_left_to_right,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A01_raster_left_to_right,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.09214285714285717,0.8071428571428572,13.0,4.0,14.0,3.0,15.0,3.0,j,j,0.715,9.0,11.0,12.0
N16_A01_raster_left_to_right,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A01_raster_left_to_right,N16_A14_graph_pointer_policy_u2first_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.09214285714285717,0.5999999999999999,13.0,6.0,14.0,7.0,15.0,10.0,j,j,0.5078571428571427,7.0,7.0,5.0
N16_A01_raster_left_to_right,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A01_raster_left_to_right,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.09214285714285717,0.4928571428571429,13.0,8.0,14.0,8.0,15.0,9.0,j,j,0.4007142857142857,5.0,6.0,6.0
N16_A02_odd_even_interlaced,N16_A03_greedy_maximin_distance,16,N16_A02_odd_even_interlaced,N16_A03_greedy_maximin_distance,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",0.79,0.8614285714285714,2.0,1.0,5.0,4.0,14.0,13.0,j,j,0.0714285714285714,1.0,1.0,1.0
N16_A02_odd_even_interlaced,N16_A04_method_c_u2_first_engineering,16,N16_A02_odd_even_interlaced,N16_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",0.79,0.85,2.0,3.0,5.0,2.0,14.0,6.0,j,i,0.05999999999999994,1.0,3.0,8.0
N16_A02_odd_even_interlaced,N16_A05_center_out,16,N16_A02_odd_even_interlaced,N16_A05_center_out,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",0.79,0.09357142857142857,2.0,15.0,5.0,10.0,14.0,8.0,i,i,0.6964285714285715,13.0,5.0,6.0
N16_A02_odd_even_interlaced,N16_A06_edge_in_alternating,16,N16_A02_odd_even_interlaced,N16_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",0.79,0.27714285714285714,2.0,10.0,5.0,15.0,14.0,7.0,i,i,0.5128571428571429,8.0,10.0,7.0
N16_A02_odd_even_interlaced,N16_A07_regular_jump_coprime,16,N16_A02_odd_even_interlaced,N16_A07_regular_jump_coprime,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.79,0.17428571428571427,2.0,14.0,5.0,9.0,14.0,4.0,i,i,0.6157142857142858,12.0,4.0,10.0
N16_A02_odd_even_interlaced,N16_A08_block_interleaved_quarters,16,N16_A02_odd_even_interlaced,N16_A08_block_interleaved_quarters,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.79,0.6185714285714285,2.0,7.0,5.0,1.0,14.0,11.0,i,i,0.17142857142857149,5.0,4.0,3.0
N16_A02_odd_even_interlaced,N16_A09_center_edge_alternating,16,N16_A02_odd_even_interlaced,N16_A09_center_edge_alternating,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.79,0.275,2.0,11.0,5.0,12.0,14.0,1.0,i,i,0.515,9.0,7.0,13.0
N16_A02_odd_even_interlaced,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A02_odd_even_interlaced,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.79,0.62,2.0,5.0,5.0,11.0,14.0,2.0,i,i,0.17000000000000004,3.0,6.0,12.0
N16_A02_odd_even_interlaced,N16_A11_graph_pointer_policy_diverse_01,16,N16_A02_odd_even_interlaced,N16_A11_graph_pointer_policy_diverse_01,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.79,0.31,2.0,9.0,5.0,13.0,14.0,12.0,i,i,0.48000000000000004,7.0,8.0,2.0
N16_A02_odd_even_interlaced,N16_A12_graph_pointer_policy_diverse_02,16,N16_A02_odd_even_interlaced,N16_A12_graph_pointer_policy_diverse_02,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.79,0.31,2.0,12.0,5.0,6.0,14.0,5.0,i,i,0.48000000000000004,10.0,1.0,9.0
N16_A02_odd_even_interlaced,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A02_odd_even_interlaced,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.79,0.8071428571428572,2.0,4.0,5.0,3.0,14.0,3.0,j,i,0.017142857142857126,2.0,2.0,11.0
N16_A02_odd_even_interlaced,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A02_odd_even_interlaced,N16_A14_graph_pointer_policy_u2first_proxy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.79,0.5999999999999999,2.0,6.0,5.0,7.0,14.0,10.0,i,i,0.19000000000000017,4.0,2.0,4.0
N16_A02_odd_even_interlaced,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A02_odd_even_interlaced,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.79,0.4928571428571429,2.0,8.0,5.0,8.0,14.0,9.0,i,i,0.29714285714285715,6.0,3.0,5.0
N16_A03_greedy_maximin_distance,N16_A04_method_c_u2_first_engineering,16,N16_A03_greedy_maximin_distance,N16_A04_method_c_u2_first_engineering,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",0.8614285714285714,0.85,1.0,3.0,4.0,2.0,13.0,6.0,i,i,0.011428571428571455,2.0,2.0,7.0
