case_i,case_j,n,strategy_i,strategy_j,order_i,order_j,reward_mean_all_i,reward_mean_all_j,u2_rank_i,u2_rank_j,peeq_rank_i,peeq_rank_j,surfaceT_rank_i,surfaceT_rank_j,preferred_by_reward_mean,preferred_by_u2,reward_margin,u2_rank_margin,peeq_rank_margin,surfaceT_rank_margin
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A14_graph_pointer_policy_u2first_proxy,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.62,0.5999999999999999,5.0,6.0,11.0,7.0,2.0,10.0,i,i,0.02000000000000013,1.0,4.0,8.0
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.62,0.4928571428571429,5.0,8.0,11.0,8.0,2.0,9.0,i,i,0.1271428571428571,3.0,3.0,7.0
N16_A11_graph_pointer_policy_diverse_01,N16_A12_graph_pointer_policy_diverse_02,16,N16_A11_graph_pointer_policy_diverse_01,N16_A12_graph_pointer_policy_diverse_02,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.31,0.31,9.0,12.0,13.0,6.0,12.0,5.0,tie,i,0.0,3.0,7.0,7.0
N16_A11_graph_pointer_policy_diverse_01,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A11_graph_pointer_policy_diverse_01,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.31,0.8071428571428572,9.0,4.0,13.0,3.0,12.0,3.0,j,j,0.49714285714285716,5.0,10.0,9.0
N16_A11_graph_pointer_policy_diverse_01,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A11_graph_pointer_policy_diverse_01,N16_A14_graph_pointer_policy_u2first_proxy,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.31,0.5999999999999999,9.0,6.0,13.0,7.0,12.0,10.0,j,j,0.28999999999999987,3.0,6.0,2.0
N16_A11_graph_pointer_policy_diverse_01,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A11_graph_pointer_policy_diverse_01,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.31,0.4928571428571429,9.0,8.0,13.0,8.0,12.0,9.0,j,j,0.18285714285714288,1.0,5.0,3.0
N16_A12_graph_pointer_policy_diverse_02,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A12_graph_pointer_policy_diverse_02,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.31,0.8071428571428572,12.0,4.0,6.0,3.0,5.0,3.0,j,j,0.49714285714285716,8.0,3.0,2.0
N16_A12_graph_pointer_policy_diverse_02,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A12_graph_pointer_policy_diverse_02,N16_A14_graph_pointer_policy_u2first_proxy,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.31,0.5999999999999999,12.0,6.0,6.0,7.0,5.0,10.0,j,j,0.28999999999999987,6.0,1.0,5.0
N16_A12_graph_pointer_policy_diverse_02,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A12_graph_pointer_policy_diverse_02,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.31,0.4928571428571429,12.0,8.0,6.0,8.0,5.0,9.0,j,j,0.18285714285714288,4.0,2.0,4.0
N16_A13_graph_pointer_policy_anti_odd_even_novelty,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,N16_A14_graph_pointer_policy_u2first_proxy,"[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.8071428571428572,0.5999999999999999,4.0,6.0,3.0,7.0,3.0,10.0,i,i,0.2071428571428573,2.0,4.0,7.0
N16_A13_graph_pointer_policy_anti_odd_even_novelty,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.8071428571428572,0.4928571428571429,4.0,8.0,3.0,8.0,3.0,9.0,i,i,0.3142857142857143,4.0,5.0,6.0
N16_A14_graph_pointer_policy_u2first_proxy,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A14_graph_pointer_policy_u2first_proxy,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.5999999999999999,0.4928571428571429,6.0,8.0,7.0,8.0,10.0,9.0,i,i,0.10714285714285698,2.0,1.0,1.0
N24_A01_raster_left_to_right,N24_A02_odd_even_interlaced,24,N24_A01_raster_left_to_right,N24_A02_odd_even_interlaced,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]",0.1392857142857143,0.8257142857142858,12.0,2.0,15.0,4.0,12.0,11.0,j,j,0.6864285714285716,10.0,11.0,1.0
N24_A01_raster_left_to_right,N24_A03_greedy_maximin_distance,24,N24_A01_raster_left_to_right,N24_A03_greedy_maximin_distance,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]",0.1392857142857143,0.5142857142857142,12.0,7.0,15.0,10.0,12.0,9.0,j,j,0.37499999999999994,5.0,5.0,3.0
N24_A01_raster_left_to_right,N24_A04_method_c_u2_first_engineering,24,N24_A01_raster_left_to_right,N24_A04_method_c_u2_first_engineering,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",0.1392857142857143,0.9785714285714286,12.0,1.0,15.0,2.0,12.0,2.0,j,j,0.8392857142857144,11.0,13.0,10.0
N24_A01_raster_left_to_right,N24_A05_center_out,24,N24_A01_raster_left_to_right,N24_A05_center_out,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",0.1392857142857143,0.04357142857142858,12.0,15.0,15.0,12.0,12.0,13.0,i,i,0.09571428571428571,3.0,3.0,1.0
N24_A01_raster_left_to_right,N24_A06_edge_in_alternating,24,N24_A01_raster_left_to_right,N24_A06_edge_in_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",0.1392857142857143,0.22428571428571425,12.0,10.0,15.0,14.0,12.0,15.0,j,j,0.08499999999999996,2.0,1.0,3.0
N24_A01_raster_left_to_right,N24_A07_regular_jump_coprime,24,N24_A01_raster_left_to_right,N24_A07_regular_jump_coprime,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.1392857142857143,0.6285714285714284,12.0,6.0,15.0,7.0,12.0,6.0,j,j,0.48928571428571416,6.0,8.0,6.0
N24_A01_raster_left_to_right,N24_A08_block_interleaved_quarters,24,N24_A01_raster_left_to_right,N24_A08_block_interleaved_quarters,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.1392857142857143,0.21714285714285714,12.0,14.0,15.0,3.0,12.0,10.0,j,i,0.07785714285714285,2.0,12.0,2.0
N24_A01_raster_left_to_right,N24_A09_center_edge_alternating,24,N24_A01_raster_left_to_right,N24_A09_center_edge_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.1392857142857143,0.17142857142857149,12.0,13.0,15.0,13.0,12.0,3.0,j,i,0.032142857142857195,1.0,2.0,9.0
N24_A01_raster_left_to_right,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A01_raster_left_to_right,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.1392857142857143,0.8571428571428573,12.0,3.0,15.0,1.0,12.0,7.0,j,j,0.717857142857143,9.0,14.0,5.0
N24_A01_raster_left_to_right,N24_A11_graph_pointer_policy_diverse_01,24,N24_A01_raster_left_to_right,N24_A11_graph_pointer_policy_diverse_01,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.1392857142857143,0.647142857142857,12.0,4.0,15.0,8.0,12.0,14.0,j,j,0.5078571428571428,8.0,7.0,2.0
N24_A01_raster_left_to_right,N24_A12_graph_pointer_policy_diverse_02,24,N24_A01_raster_left_to_right,N24_A12_graph_pointer_policy_diverse_02,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.1392857142857143,0.3242857142857143,12.0,11.0,15.0,9.0,12.0,4.0,j,j,0.185,1.0,6.0,8.0
N24_A01_raster_left_to_right,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A01_raster_left_to_right,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.1392857142857143,0.7428571428571429,12.0,5.0,15.0,5.0,12.0,1.0,j,j,0.6035714285714286,7.0,10.0,11.0
N24_A01_raster_left_to_right,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A01_raster_left_to_right,N24_A14_graph_pointer_policy_u2first_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.1392857142857143,0.55,12.0,8.0,15.0,6.0,12.0,5.0,j,j,0.41071428571428575,4.0,9.0,7.0
N24_A01_raster_left_to_right,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A01_raster_left_to_right,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.1392857142857143,0.3771428571428571,12.0,9.0,15.0,11.0,12.0,8.0,j,j,0.23785714285714282,3.0,4.0,4.0
N24_A02_odd_even_interlaced,N24_A03_greedy_maximin_distance,24,N24_A02_odd_even_interlaced,N24_A03_greedy_maximin_distance,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]",0.8257142857142858,0.5142857142857142,2.0,7.0,4.0,10.0,11.0,9.0,i,i,0.3114285714285716,5.0,6.0,2.0
N24_A02_odd_even_interlaced,N24_A04_method_c_u2_first_engineering,24,N24_A02_odd_even_interlaced,N24_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",0.8257142857142858,0.9785714285714286,2.0,1.0,4.0,2.0,11.0,2.0,j,j,0.1528571428571428,1.0,2.0,9.0
N24_A02_odd_even_interlaced,N24_A05_center_out,24,N24_A02_odd_even_interlaced,N24_A05_center_out,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",0.8257142857142858,0.04357142857142858,2.0,15.0,4.0,12.0,11.0,13.0,i,i,0.7821428571428573,13.0,8.0,2.0
N24_A02_odd_even_interlaced,N24_A06_edge_in_alternating,24,N24_A02_odd_even_interlaced,N24_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",0.8257142857142858,0.22428571428571425,2.0,10.0,4.0,14.0,11.0,15.0,i,i,0.6014285714285716,8.0,10.0,4.0
N24_A02_odd_even_interlaced,N24_A07_regular_jump_coprime,24,N24_A02_odd_even_interlaced,N24_A07_regular_jump_coprime,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.8257142857142858,0.6285714285714284,2.0,6.0,4.0,7.0,11.0,6.0,i,i,0.1971428571428574,4.0,3.0,5.0
N24_A02_odd_even_interlaced,N24_A08_block_interleaved_quarters,24,N24_A02_odd_even_interlaced,N24_A08_block_interleaved_quarters,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.8257142857142858,0.21714285714285714,2.0,14.0,4.0,3.0,11.0,10.0,i,i,0.6085714285714288,12.0,1.0,1.0
N24_A02_odd_even_interlaced,N24_A09_center_edge_alternating,24,N24_A02_odd_even_interlaced,N24_A09_center_edge_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.8257142857142858,0.17142857142857149,2.0,13.0,4.0,13.0,11.0,3.0,i,i,0.6542857142857144,11.0,9.0,8.0
N24_A02_odd_even_interlaced,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A02_odd_even_interlaced,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.8257142857142858,0.8571428571428573,2.0,3.0,4.0,1.0,11.0,7.0,j,i,0.03142857142857147,1.0,3.0,4.0
N24_A02_odd_even_interlaced,N24_A11_graph_pointer_policy_diverse_01,24,N24_A02_odd_even_interlaced,N24_A11_graph_pointer_policy_diverse_01,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.8257142857142858,0.647142857142857,2.0,4.0,4.0,8.0,11.0,14.0,i,i,0.17857142857142883,2.0,4.0,3.0
N24_A02_odd_even_interlaced,N24_A12_graph_pointer_policy_diverse_02,24,N24_A02_odd_even_interlaced,N24_A12_graph_pointer_policy_diverse_02,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.8257142857142858,0.3242857142857143,2.0,11.0,4.0,9.0,11.0,4.0,i,i,0.5014285714285716,9.0,5.0,7.0
N24_A02_odd_even_interlaced,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A02_odd_even_interlaced,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.8257142857142858,0.7428571428571429,2.0,5.0,4.0,5.0,11.0,1.0,i,i,0.08285714285714296,3.0,1.0,10.0
N24_A02_odd_even_interlaced,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A02_odd_even_interlaced,N24_A14_graph_pointer_policy_u2first_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.8257142857142858,0.55,2.0,8.0,4.0,6.0,11.0,5.0,i,i,0.2757142857142858,6.0,2.0,6.0
N24_A02_odd_even_interlaced,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A02_odd_even_interlaced,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.8257142857142858,0.3771428571428571,2.0,9.0,4.0,11.0,11.0,8.0,i,i,0.44857142857142873,7.0,7.0,3.0
N24_A03_greedy_maximin_distance,N24_A04_method_c_u2_first_engineering,24,N24_A03_greedy_maximin_distance,N24_A04_method_c_u2_first_engineering,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",0.5142857142857142,0.9785714285714286,7.0,1.0,10.0,2.0,9.0,2.0,j,j,0.4642857142857144,6.0,8.0,7.0
N24_A03_greedy_maximin_distance,N24_A05_center_out,24,N24_A03_greedy_maximin_distance,N24_A05_center_out,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",0.5142857142857142,0.04357142857142858,7.0,15.0,10.0,12.0,9.0,13.0,i,i,0.47071428571428564,8.0,2.0,4.0
N24_A03_greedy_maximin_distance,N24_A06_edge_in_alternating,24,N24_A03_greedy_maximin_distance,N24_A06_edge_in_alternating,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",0.5142857142857142,0.22428571428571425,7.0,10.0,10.0,14.0,9.0,15.0,i,i,0.29,3.0,4.0,6.0
N24_A03_greedy_maximin_distance,N24_A07_regular_jump_coprime,24,N24_A03_greedy_maximin_distance,N24_A07_regular_jump_coprime,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.5142857142857142,0.6285714285714284,7.0,6.0,10.0,7.0,9.0,6.0,j,j,0.11428571428571421,1.0,3.0,3.0
N24_A03_greedy_maximin_distance,N24_A08_block_interleaved_quarters,24,N24_A03_greedy_maximin_distance,N24_A08_block_interleaved_quarters,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.5142857142857142,0.21714285714285714,7.0,14.0,10.0,3.0,9.0,10.0,i,i,0.2971428571428571,7.0,7.0,1.0
N24_A03_greedy_maximin_distance,N24_A09_center_edge_alternating,24,N24_A03_greedy_maximin_distance,N24_A09_center_edge_alternating,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.5142857142857142,0.17142857142857149,7.0,13.0,10.0,13.0,9.0,3.0,i,i,0.34285714285714275,6.0,3.0,6.0
N24_A03_greedy_maximin_distance,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A03_greedy_maximin_distance,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.5142857142857142,0.8571428571428573,7.0,3.0,10.0,1.0,9.0,7.0,j,j,0.3428571428571431,4.0,9.0,2.0
N24_A03_greedy_maximin_distance,N24_A11_graph_pointer_policy_diverse_01,24,N24_A03_greedy_maximin_distance,N24_A11_graph_pointer_policy_diverse_01,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.5142857142857142,0.647142857142857,7.0,4.0,10.0,8.0,9.0,14.0,j,j,0.13285714285714278,3.0,2.0,5.0
N24_A03_greedy_maximin_distance,N24_A12_graph_pointer_policy_diverse_02,24,N24_A03_greedy_maximin_distance,N24_A12_graph_pointer_policy_diverse_02,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.5142857142857142,0.3242857142857143,7.0,11.0,10.0,9.0,9.0,4.0,i,i,0.18999999999999995,4.0,1.0,5.0
N24_A03_greedy_maximin_distance,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A03_greedy_maximin_distance,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.5142857142857142,0.7428571428571429,7.0,5.0,10.0,5.0,9.0,1.0,j,j,0.22857142857142865,2.0,5.0,8.0
N24_A03_greedy_maximin_distance,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A03_greedy_maximin_distance,N24_A14_graph_pointer_policy_u2first_proxy,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.5142857142857142,0.55,7.0,8.0,10.0,6.0,9.0,5.0,j,i,0.03571428571428581,1.0,4.0,4.0
N24_A03_greedy_maximin_distance,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A03_greedy_maximin_distance,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.5142857142857142,0.3771428571428571,7.0,9.0,10.0,11.0,9.0,8.0,i,i,0.13714285714285712,2.0,1.0,1.0
N24_A04_method_c_u2_first_engineering,N24_A05_center_out,24,N24_A04_method_c_u2_first_engineering,N24_A05_center_out,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",0.9785714285714286,0.04357142857142858,1.0,15.0,2.0,12.0,2.0,13.0,i,i,0.935,14.0,10.0,11.0
N24_A04_method_c_u2_first_engineering,N24_A06_edge_in_alternating,24,N24_A04_method_c_u2_first_engineering,N24_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",0.9785714285714286,0.22428571428571425,1.0,10.0,2.0,14.0,2.0,15.0,i,i,0.7542857142857144,9.0,12.0,13.0
N24_A04_method_c_u2_first_engineering,N24_A07_regular_jump_coprime,24,N24_A04_method_c_u2_first_engineering,N24_A07_regular_jump_coprime,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.9785714285714286,0.6285714285714284,1.0,6.0,2.0,7.0,2.0,6.0,i,i,0.3500000000000002,5.0,5.0,4.0
N24_A04_method_c_u2_first_engineering,N24_A08_block_interleaved_quarters,24,N24_A04_method_c_u2_first_engineering,N24_A08_block_interleaved_quarters,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.9785714285714286,0.21714285714285714,1.0,14.0,2.0,3.0,2.0,10.0,i,i,0.7614285714285716,13.0,1.0,8.0
N24_A04_method_c_u2_first_engineering,N24_A09_center_edge_alternating,24,N24_A04_method_c_u2_first_engineering,N24_A09_center_edge_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.9785714285714286,0.17142857142857149,1.0,13.0,2.0,13.0,2.0,3.0,i,i,0.8071428571428572,12.0,11.0,1.0
N24_A04_method_c_u2_first_engineering,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A04_method_c_u2_first_engineering,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.9785714285714286,0.8571428571428573,1.0,3.0,2.0,1.0,2.0,7.0,i,i,0.12142857142857133,2.0,1.0,5.0
