run_id,batch_name,n,handoff_strategy_name,job_name,case_dir,scan_order_json,cae_path,inp_path,jnl_path,generation_status,inp_check_status,teacher_validated,solver_status,notes
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B01_n12_penalty,J2D_S3R74FSD_N12_B01_n12_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B01_n12_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B01_n12_penalty\scan_order_S3R74FSD_N12_B01_n12_penalty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B01_n12_penalty\J2D_S3R74FSD_N12_B01_n12_penalty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B01_n12_penalty\J2D_S3R74FSD_N12_B01_n12_penalty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B01_n12_penalty\J2D_S3R74FSD_N12_B01_n12_penalty.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B02_n12_penalty,J2D_S3R74FSD_N12_B02_n12_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B02_n12_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B02_n12_penalty\scan_order_S3R74FSD_N12_B02_n12_penalty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B02_n12_penalty\J2D_S3R74FSD_N12_B02_n12_penalty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B02_n12_penalty\J2D_S3R74FSD_N12_B02_n12_penalty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B02_n12_penalty\J2D_S3R74FSD_N12_B02_n12_penalty.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B03_n12_reward_bal,J2D_S3R74FSD_N12_B03_n12_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B03_n12_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B03_n12_reward_bal\scan_order_S3R74FSD_N12_B03_n12_reward_bal.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B03_n12_reward_bal\J2D_S3R74FSD_N12_B03_n12_reward_bal.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B03_n12_reward_bal\J2D_S3R74FSD_N12_B03_n12_reward_bal.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B03_n12_reward_bal\J2D_S3R74FSD_N12_B03_n12_reward_bal.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B04_n12_reward_bal,J2D_S3R74FSD_N12_B04_n12_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B04_n12_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B04_n12_reward_bal\scan_order_S3R74FSD_N12_B04_n12_reward_bal.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B04_n12_reward_bal\J2D_S3R74FSD_N12_B04_n12_reward_bal.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B04_n12_reward_bal\J2D_S3R74FSD_N12_B04_n12_reward_bal.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B04_n12_reward_bal\J2D_S3R74FSD_N12_B04_n12_reward_bal.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B05_n12_final_top,J2D_S3R74FSD_N12_B05_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B05_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B05_n12_final_top\scan_order_S3R74FSD_N12_B05_n12_final_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B05_n12_final_top\J2D_S3R74FSD_N12_B05_n12_final_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B05_n12_final_top\J2D_S3R74FSD_N12_B05_n12_final_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B05_n12_final_top\J2D_S3R74FSD_N12_B05_n12_final_top.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B06_n12_final_top,J2D_S3R74FSD_N12_B06_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B06_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B06_n12_final_top\scan_order_S3R74FSD_N12_B06_n12_final_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B06_n12_final_top\J2D_S3R74FSD_N12_B06_n12_final_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B06_n12_final_top\J2D_S3R74FSD_N12_B06_n12_final_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B06_n12_final_top\J2D_S3R74FSD_N12_B06_n12_final_top.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B07_n12_final_top,J2D_S3R74FSD_N12_B07_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B07_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B07_n12_final_top\scan_order_S3R74FSD_N12_B07_n12_final_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B07_n12_final_top\J2D_S3R74FSD_N12_B07_n12_final_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B07_n12_final_top\J2D_S3R74FSD_N12_B07_n12_final_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B07_n12_final_top\J2D_S3R74FSD_N12_B07_n12_final_top.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B08_n12_final_top,J2D_S3R74FSD_N12_B08_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B08_n12_final_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B08_n12_final_top\scan_order_S3R74FSD_N12_B08_n12_final_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B08_n12_final_top\J2D_S3R74FSD_N12_B08_n12_final_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B08_n12_final_top\J2D_S3R74FSD_N12_B08_n12_final_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B08_n12_final_top\J2D_S3R74FSD_N12_B08_n12_final_top.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B09_n12_u2_safe,J2D_S3R74FSD_N12_B09_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B09_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B09_n12_u2_safe\scan_order_S3R74FSD_N12_B09_n12_u2_safe.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B09_n12_u2_safe\J2D_S3R74FSD_N12_B09_n12_u2_safe.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B09_n12_u2_safe\J2D_S3R74FSD_N12_B09_n12_u2_safe.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B09_n12_u2_safe\J2D_S3R74FSD_N12_B09_n12_u2_safe.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B10_n12_u2_safe,J2D_S3R74FSD_N12_B10_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B10_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B10_n12_u2_safe\scan_order_S3R74FSD_N12_B10_n12_u2_safe.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B10_n12_u2_safe\J2D_S3R74FSD_N12_B10_n12_u2_safe.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B10_n12_u2_safe\J2D_S3R74FSD_N12_B10_n12_u2_safe.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B10_n12_u2_safe\J2D_S3R74FSD_N12_B10_n12_u2_safe.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
run_75_final_smallN_diagnostic_batch32_cae_inp_generation,stage3_run74_final_smallN_diagnostic_batch32_v01,12,S3R74FSD_N12_B11_n12_u2_safe,J2D_S3R74FSD_N12_B11_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B11_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B11_n12_u2_safe\scan_order_S3R74FSD_N12_B11_n12_u2_safe.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B11_n12_u2_safe\J2D_S3R74FSD_N12_B11_n12_u2_safe.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B11_n12_u2_safe\J2D_S3R74FSD_N12_B11_n12_u2_safe.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run74_final_smallN_diagnostic_batch32_v01\N12S3R74FSD_N12_B11_n12_u2_safe\J2D_S3R74FSD_N12_B11_n12_u2_safe.jnl,GENERATED,PENDING,False,NOT_SUBMITTED,run75 constrained N24/N40 batch32 CAE/INP generation only; not teacher-validated.
