final_expansion_batch,strategy_name,n,expected_case_dir,expected_job_name,expected_INP_path_placeholder,order_hash,selected_by_bucket,candidate_source,teacher_validated,abaqus_validated
final_expansion_batch02,PPOFINAL_N12_B044_novelty,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty,J2D_PPOFINAL_N12_B044_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\J2D_PPOFINAL_N12_B044_novelty.inp,7490c177c3657ed7,novelty,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N12_B045_baseline_proximity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B045_baseline_proximity,J2D_PPOFINAL_N12_B045_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B045_baseline_proximity\J2D_PPOFINAL_N12_B045_baseline_proximity.inp,d9d48697cbdeabff,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N12_B046_baseline_proximity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B046_baseline_proximity,J2D_PPOFINAL_N12_B046_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B046_baseline_proximity\J2D_PPOFINAL_N12_B046_baseline_proximity.inp,5f7d2403c1cdd71e,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N12_B047_baseline_proximity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B047_baseline_proximity,J2D_PPOFINAL_N12_B047_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B047_baseline_proximity\J2D_PPOFINAL_N12_B047_baseline_proximity.inp,a78982ae1aba990c,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N12_B048_baseline_proximity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B048_baseline_proximity,J2D_PPOFINAL_N12_B048_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B048_baseline_proximity\J2D_PPOFINAL_N12_B048_baseline_proximity.inp,81374eb04629101e,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B049_diversity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B049_diversity,J2D_PPOFINAL_N16_B049_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B049_diversity\J2D_PPOFINAL_N16_B049_diversity.inp,073d57ec3eee3249,diversity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B050_diversity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B050_diversity,J2D_PPOFINAL_N16_B050_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B050_diversity\J2D_PPOFINAL_N16_B050_diversity.inp,58eb1df23533c9da,diversity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B051_diversity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B051_diversity,J2D_PPOFINAL_N16_B051_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B051_diversity\J2D_PPOFINAL_N16_B051_diversity.inp,aeaf0c90fb86acd2,diversity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B052_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B052_efficiency,J2D_PPOFINAL_N16_B052_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B052_efficiency\J2D_PPOFINAL_N16_B052_efficiency.inp,436b3a81f5c90541,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B053_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B053_efficiency,J2D_PPOFINAL_N16_B053_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B053_efficiency\J2D_PPOFINAL_N16_B053_efficiency.inp,8515e741ab7b471c,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B054_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B054_efficiency,J2D_PPOFINAL_N16_B054_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B054_efficiency\J2D_PPOFINAL_N16_B054_efficiency.inp,6721460107841a59,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B055_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B055_efficiency,J2D_PPOFINAL_N16_B055_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B055_efficiency\J2D_PPOFINAL_N16_B055_efficiency.inp,d37150b5de1daa27,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B056_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B056_efficiency,J2D_PPOFINAL_N16_B056_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B056_efficiency\J2D_PPOFINAL_N16_B056_efficiency.inp,bc8f954b3d0328f0,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B057_efficiency,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B057_efficiency,J2D_PPOFINAL_N16_B057_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B057_efficiency\J2D_PPOFINAL_N16_B057_efficiency.inp,f3e4673ddd5dcaac,efficiency,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B058_novelty,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B058_novelty,J2D_PPOFINAL_N16_B058_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B058_novelty\J2D_PPOFINAL_N16_B058_novelty.inp,35c1c503a5e47f3c,novelty,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B059_novelty,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B059_novelty,J2D_PPOFINAL_N16_B059_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B059_novelty\J2D_PPOFINAL_N16_B059_novelty.inp,6f8308ffda1ff9c8,novelty,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B060_novelty,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B060_novelty,J2D_PPOFINAL_N16_B060_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B060_novelty\J2D_PPOFINAL_N16_B060_novelty.inp,80e5e028a54bbd32,novelty,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B061_baseline_proximity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B061_baseline_proximity,J2D_PPOFINAL_N16_B061_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B061_baseline_proximity\J2D_PPOFINAL_N16_B061_baseline_proximity.inp,67b6fe9d93abd00e,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B062_baseline_proximity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B062_baseline_proximity,J2D_PPOFINAL_N16_B062_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B062_baseline_proximity\J2D_PPOFINAL_N16_B062_baseline_proximity.inp,2dad3faa70568fa2,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B063_baseline_proximity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B063_baseline_proximity,J2D_PPOFINAL_N16_B063_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B063_baseline_proximity\J2D_PPOFINAL_N16_B063_baseline_proximity.inp,7ce60c27eaac7bb5,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch02,PPOFINAL_N16_B064_baseline_proximity,16,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B064_baseline_proximity,J2D_PPOFINAL_N16_B064_baseline_proximity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N16\PPOFINAL_N16_B064_baseline_proximity\J2D_PPOFINAL_N16_B064_baseline_proximity.inp,8bf65024825844af,baseline_proximity,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B065_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B065_quality,J2D_PPOFINAL_N24_B065_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B065_quality\J2D_PPOFINAL_N24_B065_quality.inp,b2bcb64cd12be13a,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B066_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B066_quality,J2D_PPOFINAL_N24_B066_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B066_quality\J2D_PPOFINAL_N24_B066_quality.inp,948cc10f6aedd876,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B067_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B067_quality,J2D_PPOFINAL_N24_B067_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B067_quality\J2D_PPOFINAL_N24_B067_quality.inp,2ec7fbcae45178b9,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B068_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B068_quality,J2D_PPOFINAL_N24_B068_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B068_quality\J2D_PPOFINAL_N24_B068_quality.inp,42bf14539f680e0b,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B069_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B069_quality,J2D_PPOFINAL_N24_B069_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B069_quality\J2D_PPOFINAL_N24_B069_quality.inp,25cc194c216f9b7e,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B070_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B070_quality,J2D_PPOFINAL_N24_B070_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B070_quality\J2D_PPOFINAL_N24_B070_quality.inp,48945b606a550e66,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B071_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B071_quality,J2D_PPOFINAL_N24_B071_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B071_quality\J2D_PPOFINAL_N24_B071_quality.inp,7be060ae29bbe24c,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B072_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B072_quality,J2D_PPOFINAL_N24_B072_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B072_quality\J2D_PPOFINAL_N24_B072_quality.inp,101deebc46de29ff,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B073_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B073_quality,J2D_PPOFINAL_N24_B073_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B073_quality\J2D_PPOFINAL_N24_B073_quality.inp,4e0d0ddb35f92839,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B074_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B074_quality,J2D_PPOFINAL_N24_B074_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B074_quality\J2D_PPOFINAL_N24_B074_quality.inp,9b7b033e3365b03f,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B075_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B075_quality,J2D_PPOFINAL_N24_B075_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B075_quality\J2D_PPOFINAL_N24_B075_quality.inp,41c9546f5a8feab2,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B076_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B076_quality,J2D_PPOFINAL_N24_B076_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B076_quality\J2D_PPOFINAL_N24_B076_quality.inp,0c8fbb88f08d90f6,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B077_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B077_quality,J2D_PPOFINAL_N24_B077_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B077_quality\J2D_PPOFINAL_N24_B077_quality.inp,9ffa015ff59a2274,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B078_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B078_quality,J2D_PPOFINAL_N24_B078_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B078_quality\J2D_PPOFINAL_N24_B078_quality.inp,2cc0a9bd95d01d23,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B079_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B079_quality,J2D_PPOFINAL_N24_B079_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B079_quality\J2D_PPOFINAL_N24_B079_quality.inp,f10bc854b7e82a12,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B080_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B080_quality,J2D_PPOFINAL_N24_B080_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B080_quality\J2D_PPOFINAL_N24_B080_quality.inp,927950fa6f38aacf,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B081_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B081_quality,J2D_PPOFINAL_N24_B081_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B081_quality\J2D_PPOFINAL_N24_B081_quality.inp,029ad934bef28762,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B082_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B082_quality,J2D_PPOFINAL_N24_B082_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B082_quality\J2D_PPOFINAL_N24_B082_quality.inp,43ff7b7dbaf8d62c,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B083_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B083_quality,J2D_PPOFINAL_N24_B083_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B083_quality\J2D_PPOFINAL_N24_B083_quality.inp,11ec01af1f9e1e53,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B084_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B084_quality,J2D_PPOFINAL_N24_B084_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B084_quality\J2D_PPOFINAL_N24_B084_quality.inp,31116256a3c275ab,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B085_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B085_quality,J2D_PPOFINAL_N24_B085_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B085_quality\J2D_PPOFINAL_N24_B085_quality.inp,0d8284db8e158441,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B086_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B086_quality,J2D_PPOFINAL_N24_B086_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B086_quality\J2D_PPOFINAL_N24_B086_quality.inp,7000ed00a11bf958,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B087_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B087_quality,J2D_PPOFINAL_N24_B087_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B087_quality\J2D_PPOFINAL_N24_B087_quality.inp,325923efbeb8b0da,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B088_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B088_quality,J2D_PPOFINAL_N24_B088_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B088_quality\J2D_PPOFINAL_N24_B088_quality.inp,8e4ed074dd15de00,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B089_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B089_quality,J2D_PPOFINAL_N24_B089_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B089_quality\J2D_PPOFINAL_N24_B089_quality.inp,a397e497dd75e525,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B090_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B090_quality,J2D_PPOFINAL_N24_B090_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B090_quality\J2D_PPOFINAL_N24_B090_quality.inp,587cc3b9360bb9a7,quality,PPO_final_expansion_checkpoint_inference,False,False
final_expansion_batch03,PPOFINAL_N24_B091_quality,24,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B091_quality,J2D_PPOFINAL_N24_B091_quality,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch03\N24\PPOFINAL_N24_B091_quality\J2D_PPOFINAL_N24_B091_quality.inp,8ed09c8cb84ff283,quality,PPO_final_expansion_checkpoint_inference,False,False
