batch_option,count,per_N_counts,mean_constrained_score,mean_surrogate_prediction,mean_predicted_u2_guarded_score,mean_penalty_guard_score,mean_penalty_repair_score,mean_N12_recovery_score,mean_N16_recovery_score,mean_variable_N_recovery_score,mean_N40_penalty_repair_score,mean_N40_followup_score,mean_two_stage_repair_score,mean_novelty_distance,candidate_source_composition,overlap_combined520_teacher_orders,overlap_run71,overlap_run66,overlap_run61,overlap_run56,overlap_run51,overlap_run46,overlap_run41,overlap_run36,overlap_run27,overlap_superseded_run31
option_A_final_smallN_diagnostic_batch32,32,"{""12"": 14, ""16"": 14, ""24"": 2, ""40"": 2}",0.7608392375094508,0.7643481857523791,0.7629575612830575,0.7634850905142838,0.7631860207330111,0.7630972931871095,0.7630972931871095,0.7629854111842904,0.7631762409828468,0.7590950838186282,0.743077382325474,0.21731770833333333,"{""N12_final_diag_surrogate_top"": 4, ""N16_final_diag_surrogate_top"": 4, ""N12_final_diag_u2_safe"": 3, ""N12_local_search_around_Run71_best"": 3, ""N16_final_diag_u2_safe"": 3, ""N16_local_search_around_Run71_best"": 3, ""N12_final_diag_penalty_aware"": 2, ""N12_final_diag_reward_balanced"": 2, ""N16_final_diag_penalty_aware"": 2, ""N16_final_diag_reward_balanced"": 2, ""N24_anchor_top_density_reference"": 2, ""N40_anchor_u2_reward_reference"": 2}",0,0,0,0,0,0,0,0,0,0,0
option_B_final_smallN_diagnostic_batch24,24,"{""12"": 10, ""16"": 10, ""24"": 2, ""40"": 2}",0.7374335931889534,0.7416358746539657,0.7403449165308055,0.7404850810031722,0.7402552836455891,0.7402777822100374,0.7402777822100374,0.7401286062062784,0.7402422439787033,0.734857021876672,0.7134719261606696,0.22118055555555557,"{""N12_final_diag_surrogate_top"": 4, ""N16_final_diag_surrogate_top"": 4, ""N12_local_search_around_Run71_best"": 3, ""N12_final_diag_u2_safe"": 3, ""N16_local_search_around_Run71_best"": 3, ""N16_final_diag_u2_safe"": 3, ""N24_anchor_top_density_reference"": 2, ""N40_anchor_u2_reward_reference"": 2}",0,0,0,0,0,0,0,0,0,0,0
