n,selected_count,reward_mean,reward_min,reward_max,rollout_pool_rows,rollout_pool_unique_orders
12,8,0.8109804936422897,0.7370404978212047,0.8737226982126863,528,20
16,8,0.8990773349274792,0.8355004799605253,0.9350656517719895,528,62
24,8,0.9028056314420346,0.8246623968805307,1.0091418759102673,528,499
40,8,0.7625034344777288,0.6872466171957923,0.7925207039136701,528,513
