n,metric,strategy_name,dataset_source,value
12,U2,S3R74FSD_N12_B09_n12_u2_safe,run76_final_smallN_diagnostic_batch32,2.4175786620617146e-05
12,PEEQ,S3R74FSD_N12_B14_n12_run71_local,run76_final_smallN_diagnostic_batch32,0.1448495686054229
12,SurfaceT,S3R74FSD_N12_B11_n12_u2_safe,run76_final_smallN_diagnostic_batch32,580913536.0
12,Mises,S3R74FSD_N12_B13_n12_run71_local,run76_final_smallN_diagnostic_batch32,579939456.0
12,target_reward_run76_batch_u2_primary,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,0.8923076923076925
12,target_reward_run76_batch_constrained_u2_reward_balanced,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,0.8653846153846154
12,target_reward_run76_batch_strict_penalty_guard,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,0.8615384615384616
12,target_reward_run76_batch_penalty_repair,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,0.8346153846153846
16,U2,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,2.926077831943985e-05
16,PEEQ,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,0.1457871496677398
16,SurfaceT,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,580887040.0
16,Mises,S3R74FSD_N16_B02_n16_penalty,run76_final_smallN_diagnostic_batch32,579947456.0
16,target_reward_run76_batch_u2_primary,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,0.9076923076923077
16,target_reward_run76_batch_constrained_u2_reward_balanced,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,0.8538461538461538
16,target_reward_run76_batch_strict_penalty_guard,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,0.8384615384615385
16,target_reward_run76_batch_penalty_repair,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,0.8
24,U2,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,4.495266580306634e-05
24,PEEQ,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,0.1542437821626663
24,SurfaceT,S3R74FSD_N24_B02_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,582119488.0
24,Mises,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,579944384.0
24,target_reward_run76_batch_u2_primary,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,0.9000000000000001
24,target_reward_run76_batch_constrained_u2_reward_balanced,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,0.85
24,target_reward_run76_batch_strict_penalty_guard,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,0.7999999999999999
24,target_reward_run76_batch_penalty_repair,S3R74FSD_N24_B01_n24_anchor_ref,run76_final_smallN_diagnostic_batch32,0.75
40,U2,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,5.995848368911538e-05
40,PEEQ,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,0.1530008167028427
40,SurfaceT,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,582012928.0
40,Mises,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,579927488.0
40,target_reward_run76_batch_u2_primary,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,1.0
40,target_reward_run76_batch_constrained_u2_reward_balanced,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,1.0
40,target_reward_run76_batch_strict_penalty_guard,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,0.9999999999999999
40,target_reward_run76_batch_penalty_repair,S3R74FSD_N40_B01_n40_anchor_ref,run76_final_smallN_diagnostic_batch32,1.0
