run_id,batch_option,batch_name,n,handoff_strategy_name,original_run63_candidate_id,original_run63_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,N12_recovery_prediction,N16_recovery_prediction,variable_N_recovery_prediction,N24_frozen_anchor_prediction,N40_followup_prediction,u2_primary_prediction,constrained_reward_prediction,strict_penalty_guard_prediction,penalty_repair_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,variable_N_recovery,smallN_recovery,frozen_anchor,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,12,S3R64VNR_N12_B11_n12_u2_safe,R63_N12_C00002,N12_R63_N12_C00002_N12_u2_safe_exploitation,N12_u2_safe_exploitation,offline_mutation_or_pointer_proxy,N12_u2_safe_exploitation,constrained_reward_balance,0.6850593286494927,0.6782908162527985,0.6780308988974266,0.6781738534428812,0.6778663534428813,0.6779363575751126,0.6801006509635423,0.6781462050957737,0.677389493938749,0.677810361707344,0.6594751373216948,0.6942148760330578,0.681626270798253,0.0228589684848158,0.0255841913277978,0.3333333333333333,S3B20_N12_B02_diversity_top,True,True,True,False,"[1,11,9,7,5,3,4,6,0,2,8,10]",1-11-9-7-5-3-4-6-0-2-8-10,3fe2634252d0c710,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,12,S3R64VNR_N12_B12_n12_uncertainty,R63_N12_C00004,N12_R63_N12_C00004_N12_uncertainty_calibration,N12_uncertainty_calibration,offline_mutation_or_pointer_proxy,N12_uncertainty_calibration,constrained_reward_balance,0.817142857142857,0.8116457497048405,0.8113461629279809,0.8115109356552537,0.8111666174734355,0.8111140244982289,0.8141676505312867,0.7922667507378983,0.8105664108618652,0.8108639315230222,0.7862753246753245,0.743801652892562,0.8144548406139314,0.0282953560026243,0.0308675324675324,0.0,S3R19B28_N12_B01_surrogate_top,True,True,True,False,"[1,11,9,7,5,3,2,0,4,6,8,10]",1-11-9-7-5-3-2-0-4-6-8-10,d17554c9d2e0795a,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B01_n16_diversity,R63_N16_C00053,N16_R63_N16_C00053_N16_diversity_coverage,N16_diversity_coverage,offline_mutation_or_pointer_proxy,N16_diversity_coverage,constrained_reward_balance,0.5894729117876659,0.6215806895654438,0.6198951340098882,0.6208221895654438,0.6197368006765548,0.6125836062321104,0.6579173562321103,0.619973047898777,0.6121006895654438,0.6052562451209992,0.5858939953161593,0.7111111111111111,0.6084229117876659,0.0900260268521651,0.0035789164715066,0.8125,N16_A11_graph_pointer_policy_diverse_01,True,True,True,False,"[2,5,8,11,14,1,4,7,10,13,0,3,6,9,12,15]",2-5-8-11-14-1-4-7-10-13-0-3-6-9-12-15,289336c5cfa2eb67,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B02_n16_penalty,R63_N16_C00718,N16_R63_N16_C00718_N16_penalty_aware_repair,N16_penalty_aware_repair,offline_mutation_or_pointer_proxy,N16_penalty_aware_repair,constrained_reward_balance,0.7304761904761906,0.7294593015873017,0.7294984126984128,0.7294769015873017,0.7294984126984128,0.7296939682539683,0.728520634920635,0.725299194920635,0.7296939682539684,0.7298895238095239,0.7025904761904762,0.8177777777777777,0.7298895238095239,0.0189095664073874,0.0278857142857144,0.125,S3B20_N16_B01_surrogate_top,True,True,True,False,"[0,2,4,6,8,12,14,10,7,5,3,1,9,11,13,15]",0-2-4-6-8-12-14-10-7-5-3-1-9-11-13-15,4b32b0c92d424de1,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B03_n16_anchor_local,R63_N16_C01126,N16_R63_N16_C01126_N16_recovery_anchor_local_search,N16_recovery_anchor_local_search,offline_mutation_or_pointer_proxy,N16_recovery_anchor_local_search,constrained_reward_balance,0.8071428571428572,0.801354634920635,0.801031746031746,0.801209334920635,0.8008400793650794,0.8007685515873015,0.8041206349206349,0.7819604132539683,0.8001839682539683,0.8004861904761905,0.7761904761904761,0.7911111111111111,0.8043195238095239,0.021589134344598,0.030952380952381,0.0,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,2,10,12,14,0,1,3,5,7,9,11,13,15]",8-6-4-2-10-12-14-0-1-3-5-7-9-11-13-15,a439d1e72258bb37,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B04_n16_anchor_local,R63_N16_C01820,N16_R63_N16_C01820_N16_recovery_anchor_local_search,N16_recovery_anchor_local_search,offline_mutation_or_pointer_proxy,N16_recovery_anchor_local_search,constrained_reward_balance,0.7115361826697892,0.7079417382253448,0.707913960447567,0.7079292382253448,0.7078556271142337,0.7081863215586781,0.7070917382253448,0.7079545298920115,0.7080084048920116,0.7084528493364558,0.684408068696331,0.7555555555555555,0.7096195160031226,0.0136704443331669,0.0271281139734582,0.25,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,14,6,2,4,12,10,0,1,3,5,7,9,11,13,15]",8-14-6-2-4-12-10-0-1-3-5-7-9-11-13-15,e45c2c966e98a3bf,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B05_n16_anchor_local,R63_N16_C00339,N16_R63_N16_C00339_N16_recovery_anchor_local_search,N16_recovery_anchor_local_search,offline_mutation_or_pointer_proxy,N16_recovery_anchor_local_search,constrained_reward_balance,0.7006910226385635,0.6941289591465001,0.6938345147020555,0.6939964591465,0.6936449908925318,0.6937048639084048,0.6962465781941191,0.6897628829560238,0.6931203877179285,0.6935541178766588,0.6739967150663543,0.7555555555555555,0.6974195940671349,0.0232206742761929,0.0266943075722092,0.125,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,2,10,12,14,0,1,3,5,7,13,11,9,15]",8-6-4-2-10-12-14-0-1-3-5-7-13-11-9-15,17cd5faa31c1285f,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B06_n16_anchor_top,R63_N16_C00192,N16_R63_N16_C00192_N16_recovery_anchor_top,N16_recovery_anchor_top,existing_pool_selection,N16_recovery_anchor_top,constrained_reward_balance,0.8071428571428572,0.8028213015873016,0.802631746031746,0.8027360015873016,0.8025067460317461,0.8025652182539683,0.8041206349206349,0.7985160799206348,0.8021839682539683,0.8024861904761905,0.7761904761904761,0.7911111111111111,0.8049861904761906,0.0151606385476546,0.030952380952381,0.125,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,2,14,12,10,0,1,3,5,7,9,11,13,15]",8-6-4-2-14-12-10-0-1-3-5-7-9-11-13-15,d1119557bb11b290,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B07_n16_anchor_top,R63_N16_C00234,N16_R63_N16_C00234_N16_recovery_anchor_top,N16_recovery_anchor_top,existing_pool_selection,N16_recovery_anchor_top,constrained_reward_balance,0.8071428571428572,0.8026364126984127,0.8024539682539683,0.8025543126984127,0.8023289682539684,0.802422996031746,0.8037650793650793,0.7983384443650794,0.8020417460317462,0.8023795238095238,0.7761904761904761,0.7822222222222223,0.8048795238095239,0.023688176229551,0.030952380952381,0.125,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,0,10,12,14,2,1,3,5,7,9,11,13,15]",8-6-4-0-10-12-14-2-1-3-5-7-9-11-13-15,c4d40c7d24c0d513,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B08_n16_anchor_top,R63_N16_C00987,N16_R63_N16_C00987_N16_recovery_anchor_top,N16_recovery_anchor_top,existing_pool_selection,N16_recovery_anchor_top,constrained_reward_balance,0.7588173302107727,0.7543108857663282,0.7541284413218837,0.7542287857663282,0.7540034413218838,0.7540974690996616,0.7554395524329949,0.7542129174329948,0.7537162190996616,0.7540539968774393,0.7297979703356751,0.7822222222222223,0.7565539968774393,0.016149826641375,0.0290193598750976,0.1875,S3R24L64_N16_B02_top_region,True,True,True,False,"[10,6,4,2,14,12,8,0,1,3,5,7,9,11,13,15]",10-6-4-2-14-12-8-0-1-3-5-7-9-11-13-15,2755bf302a015d7b,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B09_n16_anchor_top,R63_N16_C00206,N16_R63_N16_C00206_N16_recovery_anchor_top,N16_recovery_anchor_top,existing_pool_selection,N16_recovery_anchor_top,constrained_reward_balance,0.7588173302107727,0.7528442190996615,0.7525284413218837,0.7527021190996614,0.7523367746552171,0.7523008024329948,0.7554395524329949,0.7526572507663282,0.7517162190996616,0.7520539968774393,0.7297979703356751,0.7822222222222223,0.7558873302107726,0.0340014678989874,0.0290193598750976,0.25,N16_A02_odd_even_interlaced,True,True,True,False,"[10,2,4,6,8,12,14,0,1,3,5,7,9,11,13,15]",10-2-4-6-8-12-14-0-1-3-5-7-9-11-13-15,a426c037afc0c261,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B10_n16_u2_safe,R63_N16_C00142,N16_R63_N16_C00142_N16_u2_safe_exploitation,N16_u2_safe_exploitation,offline_mutation_or_pointer_proxy,N16_u2_safe_exploitation,constrained_reward_balance,0.8071428571428572,0.8028213015873016,0.802631746031746,0.8027360015873016,0.8025067460317461,0.8025652182539683,0.8041206349206349,0.7985160799206348,0.8021839682539683,0.8024861904761905,0.7761904761904761,0.7911111111111111,0.8049861904761906,0.0209118296351041,0.030952380952381,0.125,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,2,10,14,12,0,1,3,5,7,9,11,13,15]",8-6-4-2-10-14-12-0-1-3-5-7-9-11-13-15,a611be7825eb9f66,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B11_n16_u2_safe,R63_N16_C01079,N16_R63_N16_C01079_N16_u2_safe_exploitation,N16_u2_safe_exploitation,offline_mutation_or_pointer_proxy,N16_u2_safe_exploitation,constrained_reward_balance,0.8071428571428572,0.8011697460317461,0.8008539682539683,0.801027646031746,0.8006623015873017,0.8006263293650794,0.8037650793650793,0.8009827776984126,0.8000417460317462,0.8003795238095238,0.7761904761904761,0.7822222222222223,0.8042128571428572,0.0263082380499569,0.030952380952381,0.25,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,0,14,12,10,2,1,3,5,7,9,11,13,15]",8-6-4-0-14-12-10-2-1-3-5-7-9-11-13-15,1a1c91e76f40c3f4,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,16,S3R64VNR_N16_B12_n16_uncertainty,R63_N16_C00450,N16_R63_N16_C00450_N16_uncertainty_calibration,N16_uncertainty_calibration,offline_mutation_or_pointer_proxy,N16_uncertainty_calibration,constrained_reward_balance,0.7914067135050741,0.7889216023939629,0.7888511579495185,0.7888899023939631,0.7887928246161852,0.7889101857272962,0.7890956023939629,0.7888908740606296,0.7887322690606295,0.7889633801717407,0.7610837782982044,0.8088888888888889,0.7901300468384074,0.0186896057572348,0.0303229352068696,0.25,S3R24L64_N16_B02_top_region,True,True,True,False,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,cce57c2f3625e437,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,24,S3R64VNR_N24_B01_n24_diversity,R63_N24_C00604,N24_R63_N24_C00604_N24_frozen_diversity_coverage,N24_frozen_diversity_coverage,offline_mutation_or_pointer_proxy,N24_frozen_diversity_coverage,constrained_reward_balance,0.4994285714285714,0.5312025308717747,0.5295850450494685,0.525207557938281,0.5470453505143249,0.5224542542778582,0.5664985147177963,0.5264880965789409,0.5220334262146171,0.5153059773402401,0.4994514285714286,0.6767485822306238,0.5181282105418211,0.0853929177477368,2.2857142857157783e-05,0.7916666666666666,S3R24L64_N24_B14_diversity_coverage,True,True,False,True,"[3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21,2,7,12,17,22]",3-8-13-18-23-4-9-14-19-0-5-10-15-20-1-6-11-16-21-2-7-12-17-22,12793ccf8df402ed,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,24,S3R64VNR_N24_B02_n24_penalty_diag,R63_N24_C00483,N24_R63_N24_C00483_N24_frozen_penalty_diagnostic,N24_frozen_penalty_diagnostic,offline_mutation_or_pointer_proxy,N24_frozen_penalty_diagnostic,constrained_reward_balance,0.6848571428571426,0.6795139481501483,0.6790790710234942,0.6785619396435318,0.6817371334053467,0.6784909353902238,0.6841009991898458,0.6695752102011878,0.6778046853902239,0.6778802997569535,0.6592019875776395,0.8071833648393194,0.6823802997569536,0.0359725031345445,0.0256551552795031,0.0833333333333333,S3R44CNS_N24_B16_uncertainty,True,True,False,True,"[22,17,21,13,9,7,5,3,1,11,19,15,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-21-13-9-7-5-3-1-11-19-15-23-0-2-4-6-8-10-12-14-16-18-20,7b1e8363fa479c04,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
run_64_run63_variable_N_recovery_anchor_batch48_handoff_package,variable_N_recovery_anchor_batch48,stage3_run64_variable_N_recovery_anchor_batch48_v01,24,S3R64VNR_N24_B03_n24_penalty_diag,R63_N24_C00105,N24_R63_N24_C00105_N24_frozen_penalty_diagnostic,N24_frozen_penalty_diagnostic,offline_mutation_or_pointer_proxy,N24_frozen_penalty_diagnostic,constrained_reward_balance,0.6458392857142858,0.6407320078314881,0.6402880569808265,0.6397437044288415,0.6430522819335676,0.6396545527275184,0.6455368282473671,0.630764687651904,0.6389683027275184,0.6389985484742102,0.621744844720497,0.8185255198487713,0.6434985484742103,0.0352754477908904,0.0240944409937888,0.0833333333333333,S3R44CNS_N24_B16_uncertainty,True,True,False,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,20,16,18,14]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-20-16-18-14,d549611332654032,False,NOT_RUN,Run64 handoff only. Variable-N recovery anchor batch48 candidate is not teacher-validated.
