n,count,mean_surrogate_prediction,mean_strict_penalty_guard_prediction,mean_two_stage_guarded_prediction,mean_no_penalty_worse_than_median_prediction,mean_u2_primary_prediction,mean_u2_guarded_prediction,mean_predicted_peeq_guarded_score,mean_predicted_surfaceT_guarded_score,mean_predicted_mises_guarded_score,mean_gnn_reward_prediction,mean_hybrid_score,mean_uncertainty_score,mean_gnn_vs_surrogate_disagreement,mean_novelty_distance
24,16,0.7382835971434608,0.731660133060285,0.7337016057682246,0.7167346840999826,0.7289645587160034,0.7378866217181299,0.7167346840999826,0.7382835971434608,0.7382835971434608,0.710491383692505,0.7360096132115137,0.030142014932840765,0.02779221345095586,0.20312499999999994
40,16,0.7265959427840085,0.7274822018241137,0.7278145489641532,0.7265959427840085,0.7237462715151064,0.7288115903842716,0.7265959427840085,0.7265959427840085,0.7265959427840085,0.698878258918802,0.7272606370640874,0.011118083596279395,0.02771768386520651,0.2921875
