n,strategy_name,handoff_strategy_name,job_name,dataset_source,original_run23_candidate_id,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_mpa,mises_max,final_step,final_frame_time,extracted_fields,teacher_validation_status,solver_audit_status,completion_status,odb_extraction_status,nonfatal_warning_flag,patched_after_cool_initialInc_failure,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,model_prediction_mean,model_prediction_std,pred_uncertainty_ET_F01_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,novelty_distance_to_combined108,nearest_existing_teacher_strategy,is_probe60,is_batch20,is_batch28,is_shortlist64_run27,u2_rank_combined172_within_n,target_u2_score_combined172_rank,u2_cost_minmax_combined172_within_n,peeq_rank_combined172_within_n,target_peeq_score_combined172_rank,peeq_cost_minmax_combined172_within_n,surfaceT_rank_combined172_within_n,target_surfaceT_score_combined172_rank,surfaceT_cost_minmax_combined172_within_n,mises_rank_combined172_within_n,target_mises_score_combined172_rank,mises_cost_minmax_combined172_within_n,target_reward_combined172_u2_primary,u2_percentile_combined172_within_n,reward_percentile_combined172_within_n,reward_rank_combined172_within_n,combined172_pareto_flag_u2_peeq,combined172_pareto_flag_u2_peeq_surfaceT_mises,is_new_best_u2_within_n,is_new_best_peeq_within_n,is_new_best_surfaceT_within_n,is_new_best_mises_within_n,is_new_best_combined_reward_within_n,rank_U2_run27_within_n,score_U2_run27_within_n,cost_u2_run27_within_n,rank_PEEQ_run27_within_n,score_PEEQ_run27_within_n,cost_peeq_run27_within_n,rank_SurfaceT_run27_within_n,score_SurfaceT_run27_within_n,cost_surfaceT_run27_within_n,rank_MISES_run27_within_n,score_MISES_run27_within_n,cost_mises_run27_within_n,reward_run27_u2_primary,rank_reward_run27_within_n,batch_name,N32_informed,native_validation_N,includes_N32_case,original_run33_candidate_id,surrogate_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance_to_combined172_plus_N32,metric_semantic_warning,legacy_compatibility_status,notes,rank_U2_run36_within_n,score_U2_run36_within_n,cost_u2_run36_within_n,rank_PEEQ_run36_within_n,score_PEEQ_run36_within_n,cost_peeq_run36_within_n,rank_SurfaceT_run36_within_n,score_SurfaceT_run36_within_n,cost_surfaceT_run36_within_n,rank_Mises_run36_within_n,score_Mises_run36_within_n,cost_mises_run36_within_n,reward_run36_u2_primary,rank_reward_run36_within_n,u2_rank_combined204_within_n,target_u2_score_combined204_rank,u2_cost_minmax_combined204_within_n,peeq_rank_combined204_within_n,target_peeq_score_combined204_rank,peeq_cost_minmax_combined204_within_n,surfaceT_rank_combined204_within_n,target_surfaceT_score_combined204_rank,surfaceT_cost_minmax_combined204_within_n,mises_rank_combined204_within_n,target_mises_score_combined204_rank,mises_cost_minmax_combined204_within_n,target_reward_combined204_u2_primary,reward_rank_combined204_within_n,combined204_pareto_flag_u2_peeq,combined204_pareto_flag_u2_peeq_surfaceT_mises,N24_N40_focused,overnight_batch60,includes_N12_case,includes_N16_case,original_run38_candidate_id,original_run38_strategy_name,novelty_distance,final_step_name,extracted_field_names,run_id,odb_path,missing_required_fields,u_node_count,u2_min,u2_max,u2_abs_max,u2_mean_abs,u2_rms,u_magnitude_max,peeq_value_count,peeq_mean,peeq_fraction_gt_0p002,peeq_count_gt_0p002,s_value_count,mises_mean,max_principal_stress_max,max_principal_stress_mean,surface_t_proxy_max_tensile_pa,surface_t_proxy_max_tensile_mpa,nt11_node_count,nt11_min,nt11_max,nt11_mean,rank_within_N_u2_range,rank_within_N_peeq_max,rank_within_N_surface_t_proxy,rank_within_N_mises_max,norm_cost_within_N_u2_range,norm_cost_within_N_peeq_max,norm_cost_within_N_surface_t_proxy,norm_cost_within_N_mises_max,run_id_run39,batch_option,batch_name_run39,teacher_validated,teacher_validation_status_run39,notes_run39,job_name_solver,completion_status_solver,lck_present,u2_rank_combined264_within_n,target_u2_score_combined264_rank,u2_cost_minmax_combined264_within_n,peeq_rank_combined264_within_n,target_peeq_score_combined264_rank,peeq_cost_minmax_combined264_within_n,surfaceT_rank_combined264_within_n,target_surfaceT_score_combined264_rank,surfaceT_cost_minmax_combined264_within_n,mises_rank_combined264_within_n,target_mises_score_combined264_rank,mises_cost_minmax_combined264_within_n,target_reward_combined264_u2_primary,reward_rank_combined264_within_n
40,S3R19B28_N40_B05_diversity_top,S3R19B28_N40_B05_diversity_top,J2D_S3R19B28_N40_B05_diversity_top,batch28_run20,,regular_jump_coprime,regular_jump_sweep,,diversity_top,exploitation,"[2,35,28,21,14,7,0,33,26,19,12,5,38,31,24,17,10,3,36,29,22,15,8,1,34,27,20,13,6,39,32,25,18,11,4,37,30,23,16,9]",,,0.0009652040533865,0.1442238241434097,585249728.0,,579926016.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,S3B20_N40_B03_method_c_inspired,0.0,0.0,1.0,0.0,32.0,0.4150943396226415,0.4489747066468088,1.0,1.0,0.0,29.0,0.4716981132075472,0.2371734097673906,21.0,0.6226415094339622,0.3974358974358974,0.5481132075471699,0.5849056603773585,0.544092219020173,23.0,1.0,1.0,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,44.0,0.3384615384615385,0.4496880926826899,1.0,1.0,0.0,40.0,0.4,0.2371734097673906,23.0,0.6615384615384615,0.3974358974358974,0.4930769230769231,37.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,0.3052631578947368,0.4496880926826899,2.0,0.9894736842105263,0.0035099989774920806,62.0,0.35789473684210527,0.2371734097673906,29.5,0.7,0.3974358974358974,0.4671052631578947,59.0
40,S3R19B28_N40_B06_uncertainty_calibration,S3R19B28_N40_B06_uncertainty_calibration,J2D_S3R19B28_N40_B06_uncertainty_calibration,batch28_run20,,regular_jump_non_coprime,regular_jump_sweep,,uncertainty_calibration,sentinel,"[19,37,15,33,11,29,7,25,3,21,39,17,35,13,31,9,27,5,23,1,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38]",,,0.0002895531576996,0.1524127125740051,581119040.0,,579926528.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,S3B20_N40_B02_diversity_top,0.0,0.0,1.0,0.0,24.0,0.5660377358490566,0.1140118087289724,3.0,0.9622641509433962,0.1453340135282626,1.0,1.0,0.0,35.5,0.3490566037735849,0.5,0.6778301886792453,0.4339622641509434,0.702593659942363,16.0,1.0,1.0,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,30.0,0.5538461538461539,0.1151588551735134,6.0,0.9230769230769232,0.1453340135282626,1.0,1.0,0.0,42.5,0.3615384615384616,0.5,0.6626923076923078,18.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.6105263157894737,0.1151588551735134,16.0,0.8421052631578947,0.14833389026687574,1.0,1.0,0.0,62.0,0.35789473684210527,0.5,0.6831578947368422,23.0
40,S3R19B28_N40_B07_control_sentinel,S3R19B28_N40_B07_control_sentinel,J2D_S3R19B28_N40_B07_control_sentinel,batch28_run20,,regular_jump_coprime,regular_jump_sweep,,negative_control_sentinel,exploitation,"[28,5,22,39,16,33,10,27,4,21,38,15,32,9,26,3,20,37,14,31,8,25,2,19,36,13,30,7,24,1,18,35,12,29,6,23,0,17,34,11]",,,0.001751992967911,0.1497652232646942,589166208.0,,579925568.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N40_A13_graph_pointer_policy_anti_odd_even_novelty,0.0,0.0,1.0,0.0,49.0,0.0943396226415094,0.8390357522861324,2.0,0.981132075471698,0.0983471421895665,47.0,0.1320754716981131,0.4620475508029251,9.0,0.8490566037735849,0.3076923076923077,0.3132075471698113,0.9056603773584906,0.2570605187319885,41.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,61.0,0.0769230769230768,0.8392441449824024,5.0,0.9384615384615383,0.098347142189567,59.0,0.1076923076923076,0.4620475508029251,11.0,0.8461538461538461,0.3076923076923077,0.2907692307692307,51.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,0.052631578947368474,0.8392441449824024,9.0,0.9157894736842105,0.1015119427985345,88.0,0.08421052631578951,0.4620475508029251,17.0,0.8315789473684211,0.3076923076923077,0.2673684210526316,78.0
40,S3R19B28_N40_B08_known_best_mutation,S3R19B28_N40_B08_known_best_mutation,J2D_S3R19B28_N40_B08_known_best_mutation,batch28_run20,,known_best_mutation,combined80_known_best_mutation,,batch_fill,diversity,"[1,21,23,25,27,28,30,32,34,36,38,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,31,33,35,37,39,19,17,15,13,11,9,7,5,3]",,,0.0002107644334046,0.1547115296125412,585281536.0,,579926016.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,S3B20_N40_B02_diversity_top,0.0,0.0,1.0,0.0,21.0,0.6226415094339622,0.0749512530757817,10.0,0.8301886792452831,0.1861327506717982,30.0,0.4528301886792453,0.2389997427699996,21.0,0.6226415094339622,0.3974358974358974,0.6471698113207548,0.3773584905660377,0.6651296829971182,18.0,0.0,1.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,26.0,0.6153846153846154,0.0761488693495012,16.0,0.7692307692307692,0.1861327506717988,41.0,0.3846153846153846,0.2389997427699996,23.0,0.6615384615384615,0.3974358974358974,0.6253846153846154,22.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.6631578947368422,0.07614886934950123,33.0,0.6631578947368422,0.18898942388475515,63.0,0.34736842105263155,0.23899974276999963,29.5,0.7,0.3974358974358974,0.633421052631579,30.0
40,S3R19B28_N40_B09_known_best_mutation,S3R19B28_N40_B09_known_best_mutation,J2D_S3R19B28_N40_B09_known_best_mutation,batch28_run20,,known_best_mutation,combined80_known_best_mutation,,batch_fill,diversity,"[1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3]",,,0.0001639029087527,0.1643984466791153,587828288.0,,579925824.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,S3B20_N40_B02_diversity_top,0.0,0.0,1.0,0.0,15.0,0.7358490566037736,0.0517190303429641,38.0,0.3018867924528302,0.3580533413518054,43.0,0.2075471698113207,0.3852276485503252,16.0,0.7169811320754718,0.358974358974359,0.5952830188679246,0.2641509433962264,0.6017291066282421,22.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,19.0,0.7230769230769231,0.0529467242618668,50.0,0.2461538461538461,0.3580533413518061,55.0,0.1692307692307691,0.3852276485503252,18.0,0.7384615384615385,0.358974358974359,0.5730769230769232,30.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.7473684210526316,0.052946724261866834,74.0,0.2315789473684211,0.36030657346726574,83.0,0.13684210526315788,0.3852276485503252,24.0,0.7578947368421053,0.358974358974359,0.5836842105263158,40.0
40,S3R19B28_N40_B10_known_best_mutation,S3R19B28_N40_B10_known_best_mutation,J2D_S3R19B28_N40_B10_known_best_mutation,batch28_run20,,known_best_mutation,combined80_known_best_mutation,,batch_fill,diversity,"[4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,0,2]",,,0.0001504687188571,0.1597595065832138,584999872.0,,579926208.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,,,False,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,S3B20_N40_B01_surrogate_top,0.0,0.0,1.0,0.0,12.0,0.7924528301886793,0.0450588524206878,22.0,0.6037735849056604,0.275722779839255,24.0,0.5660377358490566,0.2228273251754676,28.5,0.4811320754716981,0.4358974358974359,0.7165094339622641,0.2075471698113207,0.7498559077809797,13.0,0.0,0.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,16.0,0.7692307692307692,0.046295168952731,32.0,0.523076923076923,0.2757227798392556,35.0,0.4769230769230769,0.2228273251754676,32.5,0.5153846153846153,0.4358974358974359,0.678076923076923,17.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.7789473684210526,0.04629516895273105,55.0,0.43157894736842106,0.2782649921414407,56.0,0.42105263157894735,0.2228273251754676,44.5,0.5421052631578948,0.4358974358974359,0.6618421052631579,25.5
12,S3R24L64_N12_B01_top_region,S3R24L64_N12_B01_top_region,J2D_S3R24L64_N12_B01_top_region,shortlist64_run27,R23_N12_C00266,known_best_mutation,combined108_known_best_mutation,reverse_segment_065,top_region_local_search,top_region_local_search,"[1,11,9,5,7,3,2,0,4,6,8,10]",1-11-9-5-7-3-2-0-4-6-8-10,59a4564dddea3d39,3.981756117354962e-05,0.147611990571022,581054144.0,,579938560.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.7507307222595823,0.3080402677752805,0.28912899021493094,0.25328314035711935,0.2599192629676317,0.372220476714909,0.19028975427993852,0.09009156663303734,0.4426904544843018,0.4616017320446513,0.015151515151515152,S3R19B28_N12_B01_surrogate_top,0.0,0.0,0.0,1.0,9.0,0.7419354838709677,0.1219560955075768,10.0,0.7096774193548387,0.208260787757684,6.0,0.8387096774193549,0.0581924255908236,14.0,0.5806451612903225,0.3214285714285714,0.7370967741935485,0.2580645161290322,0.8445378151260504,6.0,0.0,0.0,False,False,False,False,False,2.0,0.8571428571428572,0.0005676552317073,2.0,0.8571428571428572,0.1347392192138094,2.0,0.8571428571428572,0.0174550585925516,3.0,0.7142857142857143,0.1739130434782608,0.8500000000000001,1.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,10.0,0.7428571428571429,0.1219560955076548,10.0,0.7428571428571429,0.2082607877576841,6.0,0.8571428571428572,0.0581924255908236,15.5,0.5857142857142856,0.3214285714285714,0.7464285714285714,7.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.7428571428571429,0.1219560955076548,10.0,0.7428571428571429,0.20826078775768417,6.0,0.8571428571428572,0.058192425590823695,15.5,0.5857142857142856,0.32142857142857145,0.7464285714285714,7.0
12,S3R24L64_N12_B02_top_region,S3R24L64_N12_B02_top_region,J2D_S3R24L64_N12_B02_top_region,shortlist64_run27,R23_N12_C00085,known_best_mutation,combined108_known_best_mutation,reverse_segment_065,top_region_local_search,top_region_local_search,"[0,4,6,8,10,2,1,3,5,7,9,11]",0-4-6-8-10-2-1-3-5-7-9-11,1cde2b67a4c422fe,4.743445606436581e-05,0.1485111713409423,583104000.0,,579939584.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.775945260938866,0.28316953138375867,0.26435753523391803,0.26251005261686006,0.26588813253221544,0.37037410254112363,0.2029207162875177,0.053451038267511415,0.4927757295551073,0.5115877257049479,0.06060606060606061,N12_A02_odd_even_interlaced,0.0,0.0,0.0,1.0,15.0,0.5483870967741935,0.1783767165946434,15.0,0.5483870967741935,0.2339485198148395,26.0,0.1935483870967742,0.4540813804014634,26.5,0.1774193548387096,0.8928571428571429,0.4943548387096774,0.4516129032258064,0.528361344537815,18.0,0.0,0.0,False,False,False,False,False,5.0,0.4285714285714286,0.1010704964824981,4.0,0.5714285714285714,0.1832683388569926,8.0,0.0,1.0,6.5,0.2142857142857143,0.8695652173913043,0.4035714285714286,5.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,16.0,0.5714285714285714,0.1783767165947575,15.0,0.6,0.2339485198148381,30.0,0.1714285714285713,0.4540813804014634,30.0,0.1714285714285713,0.8928571428571429,0.5171428571428571,17.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.5714285714285714,0.17837671659475754,15.0,0.6,0.23394851981483816,30.0,0.17142857142857137,0.45408138040146345,30.0,0.17142857142857137,0.8928571428571429,0.5171428571428571,17.0
12,S3R24L64_N12_B03_model_disagreement,S3R24L64_N12_B03_model_disagreement,J2D_S3R24L64_N12_B03_model_disagreement,shortlist64_run27,R23_N12_C00245,known_best_mutation,combined108_known_best_mutation,reverse_segment_025,model_disagreement,top_region_local_search,"[1,5,7,9,11,3,2,0,4,6,8,10]",1-5-7-9-11-3-2-0-4-6-8-10,06159883e6ddc52e,4.803386900675832e-05,0.148449420928955,581267264.0,,579939776.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.7810377734675663,0.26756010864492763,0.2488541297787613,0.26505451355946563,0.2673143202466845,0.3659641691394811,0.2076529646918829,0.03807847443036909,0.5134776648226387,0.532183643688805,0.015151515151515152,S3R19B28_N12_B02_u2_primary_top,0.0,0.0,0.0,1.0,16.0,0.5161290322580645,0.1828167477336038,13.0,0.6129032258064516,0.2321844384525464,11.0,0.6774193548387097,0.0993523187975872,32.0,0.0,1.0,0.5258064516129033,0.4838709677419355,0.569327731092437,16.0,0.0,0.0,False,False,False,False,False,6.0,0.2857142857142857,0.1089795860336196,3.0,0.7142857142857143,0.1799356462198789,4.0,0.5714285714285714,0.1196085649426345,8.0,0.0,1.0,0.3857142857142858,6.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,17.0,0.5428571428571429,0.1828167477337207,13.0,0.6571428571428571,0.232184438452545,11.0,0.7142857142857143,0.0993523187975872,36.0,0.0,1.0,0.5557142857142857,16.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.5428571428571429,0.1828167477337207,13.0,0.6571428571428571,0.23218443845254508,11.0,0.7142857142857143,0.09935231879758727,36.0,0.0,1.0,0.5557142857142857,16.0
12,S3R24L64_N12_B04_uncertainty_calibration,S3R24L64_N12_B04_uncertainty_calibration,J2D_S3R24L64_N12_B04_uncertainty_calibration,shortlist64_run27,R23_N12_C00090,known_best_mutation,combined108_known_best_mutation,reverse_segment_081,uncertainty_calibration,model_disagreement,"[0,10,8,6,4,3,1,2,5,7,9,11]",0-10-8-6-4-3-1-2-5-7-9-11,6e7afc0358f50959,4.548148990579648e-05,0.1537710577249527,581128832.0,,579939520.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.5092473840740507,0.2770181228828784,0.2575805574567207,0.20268090700476418,0.1890888593428381,0.2871231661522504,0.11580610196092232,0.2236508142848433,0.23222926119117226,0.25166682661733,0.045454545454545456,S3B20_N12_B04_surrogate_top,0.0,0.0,0.0,1.0,14.0,0.5806451612903225,0.1639105115060897,19.0,0.4193548387096774,0.3842125786152813,8.0,0.7741935483870968,0.0726169287056264,20.0,0.3870967741935484,0.8571428571428571,0.5580645161290323,0.4193548387096774,0.611344537815126,14.0,0.0,0.0,False,False,False,False,False,4.0,0.5714285714285714,0.0753016430827333,6.0,0.2857142857142857,0.4671463578028355,3.0,0.7142857142857143,0.0532548009080311,5.0,0.4285714285714286,0.8260869565217391,0.5214285714285715,4.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,15.0,0.6,0.1639105115061945,20.0,0.4571428571428572,0.3842125786152823,8.0,0.8,0.0726169287056264,22.5,0.3857142857142857,0.8571428571428571,0.5807142857142856,15.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.6,0.1639105115061945,20.0,0.4571428571428572,0.38421257861528235,8.0,0.8,0.07261692870562642,22.5,0.3857142857142857,0.8571428571428571,0.5807142857142856,15.0
12,S3R24L64_N12_B05_diversity_coverage,S3R24L64_N12_B05_diversity_coverage,J2D_S3R24L64_N12_B05_diversity_coverage,shortlist64_run27,R23_N12_C00355,combined108_seed_mutation,combined108_known_best_mutation,swap_early_late_blocks_035,diversity_coverage,top_region_local_search,"[8,11,6,9,1,4,7,10,2,5,0,3]",8-11-6-9-1-4-7-10-2-5-0-3,3a2cff7d7a0ab264,3.9774539800419006e-05,0.1521858870983123,583000640.0,,579939584.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.3994155350869574,0.26244032096657455,0.24217688469968282,0.1410518469537365,0.14097532675497665,0.2372119828923856,0.09537229929568461,0.12363851477316512,0.13697521412038283,0.15723865038727455,0.48484848484848486,S3B20_N12_B03_method_c_inspired,0.0,0.0,0.0,1.0,8.0,0.7741935483870968,0.1216374233154511,17.0,0.4838709677419355,0.3389275372930376,25.0,0.2258064516129032,0.4341194502125976,26.5,0.1774193548387096,0.8928571428571429,0.6314516129032258,0.2258064516129032,0.7069327731092436,11.0,0.0,0.0,False,False,False,False,False,1.0,1.0,0.0,5.0,0.4285714285714286,0.3815941111707128,7.0,0.1428571428571429,0.9504570832566416,6.5,0.2142857142857143,0.8695652173913043,0.7607142857142857,3.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,9.0,0.7714285714285715,0.1216374233155288,18.0,0.5142857142857142,0.3389275372930362,29.0,0.1999999999999999,0.4341194502125976,30.0,0.1714285714285713,0.8928571428571429,0.6328571428571429,12.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.7714285714285715,0.12163742331552886,18.0,0.5142857142857142,0.33892753729303626,29.0,0.19999999999999996,0.4341194502125976,30.0,0.17142857142857137,0.8928571428571429,0.6328571428571429,12.0
12,S3R24L64_N12_B06_tradeoff_probe,S3R24L64_N12_B06_tradeoff_probe,J2D_S3R24L64_N12_B06_tradeoff_probe,shortlist64_run27,R23_N12_C00047,teacher_best_local_search,combined108_known_best_mutation,biased_random_perturbation_151,tradeoff_probe,model_disagreement,"[10,3,6,7,8,5,0,9,4,11,2,1]",10-3-6-7-8-5-0-9-4-11-2-1,d46806645d6af179,0.0001155623961039,0.1631104797124862,582663488.0,,579938304.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,PASS_TEACHER_FIELDS_EXTRACTED,,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,True,0.0,0.4010050808693444,0.17058980767315746,0.14921356368795874,0.13129828726380124,0.1385829917493257,0.1981379462487175,0.10229555422965146,0.09410655817452983,0.23041527319618693,0.25179151718138565,0.3181818181818182,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.0,0.0,0.0,1.0,29.0,0.0967741935483871,0.6830207671582075,26.0,0.1935483870967742,0.6510205193653054,20.0,0.3870967741935484,0.3690052407791951,7.0,0.8064516129032258,0.1785714285714285,0.1806451612903226,0.9032258064516128,0.1197478991596638,30.0,0.0,0.0,False,False,False,False,False,8.0,0.0,1.0,7.0,0.1428571428571429,0.9711984262999632,5.0,0.4285714285714286,0.7888520768145285,1.5,0.9285714285714286,0.0,0.1178571428571428,8.0,,,,,,,,,,,,,False,NATIVE_STAGE3,,,,,,,,,,,,,,,,33.0,0.0857142857142857,0.6830207671579297,29.0,0.1999999999999999,0.651020519365305,23.0,0.3714285714285714,0.3690052407791951,7.0,0.8285714285714285,0.1785714285714285,0.1742857142857143,34.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.08571428571428574,0.6830207671579297,29.0,0.19999999999999996,0.651020519365305,23.0,0.37142857142857144,0.3690052407791951,7.0,0.8285714285714285,0.17857142857142858,0.1742857142857143,34.0
