candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,penalty_repair_score,two_stage_guarded_score,two_stage_penalty_repair_score,no_penalty_worse_than_median_score,N24_u2_retention_score,N40_strict_reward_retention_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R53_N24_C00485,N24_R53_N24_C00485_N24_u2_retention_top,24.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8191598044520194,0.03917108233073041,0.031646696336871005,0.08333333333333333,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,5,3,1,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-5-3-1-7-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,3486081ff7cca159,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.1945325626795907,0.0,0.16666666666666666,6.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B03_N24_u2ret_top,False,NOT_RUN
R53_N24_C01750,N24_R53_N24_C01750_N24_u2_retention_top,24.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8191598044520194,0.028947963991364067,0.031646696336871005,0.08333333333333333,S3R49SCN_N24_B09_median_guard,"[22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-17-11-1-3-5-7-9-13-15-19-23-0-2-4-6-8-10-12-14-16-18-20,f763096911138bb1,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.19621527508102132,0.0,0.16666666666666666,8.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B04_N24_u2ret_top,False,NOT_RUN
R53_N24_C03455,N24_R53_N24_C03455_N24_u2_retention_local_repair,24.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8283598044520194,0.040728873104281714,0.031646696336871005,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,7,5,3,1,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-7-5-3-1-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,1d74bffa8267ba94,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.19621527508102132,0.0,0.16666666666666666,4.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B05_N24_u2retrepair,False,NOT_RUN
R53_N24_C00352,N24_R53_N24_C00352_N24_u2_retention_local_repair,24.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8241598044520194,0.03312217655165622,0.031646696336871005,0.125,S3R44CNS_N24_B07_surfacet_guarded,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-15-13-9-7-5-3-1-11-17-23-0-2-4-6-8-10-12-14-16-18-20,dba4df19fba81697,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.19788367898225676,0.0,0.0,5.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B06_N24_u2retrepair,False,NOT_RUN
R53_N24_C00579,N24_R53_N24_C00579_N24_u2_retention_local_repair,24.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8162137935883014,0.8166674797886794,0.8067572718491709,0.8162137935883014,0.8162137935883014,0.8135583115467134,0.8135129429266756,0.8145483753463354,0.8139138881062598,0.8067572718491709,0.8157211187300782,0.8140765062537078,0.7853043722795519,0.8374291115311909,0.8154042472745018,0.8136974939663733,0.027401116406360216,0.03090942130874952,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,9,13,15,17,23,6,4,2,0,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-9-13-15-17-23-6-4-2-0-8-10-12-14-16-18-20,b876eff94f252d69,0.9565217391304348,0.8695652173913043,0.16257088846880907,0.7391304347826086,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.1602462718527239,0.0,0.16666666666666666,16.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B07_N24_u2retrepair,False,NOT_RUN
R53_N24_C02667,N24_R53_N24_C02667_N24_u2_retention_local_repair,24.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8100437640607424,0.8104974502611204,0.8027611553650902,0.8100437640607424,0.8100437640607424,0.808040455932198,0.8079950873121601,0.8088185632100808,0.8083090759700051,0.8027611553650902,0.8097467413764322,0.8084499549870184,0.7793811439330952,0.8374291115311909,0.8094516090512907,0.8081557253083795,0.008684513182978172,0.0306626201276472,0.16666666666666666,S3R49SCN_N24_B09_median_guard,"[22,21,19,11,1,3,5,7,23,17,15,13,9,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-11-1-3-5-7-23-17-15-13-9-0-2-4-6-8-10-12-14-16-18-20,d1ed11eee042f1de,0.9565217391304348,0.8695652173913043,0.16257088846880907,0.6956521739130435,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.15608918981733846,0.0,0.16666666666666666,18.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B08_N24_u2retrepair,False,NOT_RUN
R53_N24_C04779,N24_R53_N24_C04779_penalty_repair_top,24.0,penalty_repair_top,existing_pool_selection,penalty_repair_top,constrained_reward_balance,0.7984928641732277,0.7983416354397683,0.7759928641732278,0.7984928641732277,0.7984928641732277,0.7916823726798441,0.7916974955531899,0.7938534383698252,0.7925899341165169,0.7759928641732278,0.7963483934737947,0.7927922498064981,0.7682922800410812,0.8223062381852552,0.7961974955531899,0.7919181524530008,0.026373496835977065,0.030200584132146546,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,7e3ca6ba29b7babb,0.9565217391304348,0.8695652173913043,0.1776937618147448,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.20308828069085474,0.0,0.0,30.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B09_penalty_top,False,NOT_RUN
R53_N24_C00488,N24_R53_N24_C00488_penalty_repair_top,24.0,penalty_repair_top,existing_pool_selection,penalty_repair_top,constrained_reward_balance,0.7947105244656913,0.7939543807983945,0.7722105244656914,0.7947105244656913,0.7947105244656913,0.7876580669987727,0.7877336813655023,0.7897383954486782,0.7885958741821375,0.7722105244656914,0.7920881709685268,0.788707452632043,0.7646612339218463,0.8071833648393194,0.7922336813655023,0.7786469658645572,0.032559444167031784,0.030049290543845086,0.08333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,4,6,2,10,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-8-4-6-2-10-12-14-16-18-20,082e390df9d4974a,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.2022419289035081,0.0,0.0,40.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B10_penalty_top,False,NOT_RUN
R53_N24_C00809,N24_R53_N24_C00809_penalty_repair_top,24.0,penalty_repair_top,existing_pool_selection,penalty_repair_top,constrained_reward_balance,0.7947105244656912,0.7939543807983944,0.7722105244656913,0.7947105244656912,0.7947105244656912,0.7876580669987727,0.7877336813655023,0.7897383954486781,0.7885958741821373,0.7722105244656913,0.7920881709685267,0.7887074526320428,0.7646612339218462,0.8071833648393194,0.7922336813655022,0.7786469658645571,0.02470682555051648,0.030049290543845086,0.08333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,10,6,8,4,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-10-6-8-4-12-14-16-18-20,212196dd9597574f,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.2022419289035081,0.0,0.0,46.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B11_penalty_top,False,NOT_RUN
R53_N24_C03908,N24_R53_N24_C03908_penalty_repair_local_search,24.0,penalty_repair_local_search,offline_mutation_or_pointer_proxy,penalty_repair_local_search,constrained_reward_balance,0.8057086614173222,0.8052549752169441,0.7832086614173223,0.8057086614173222,0.8057086614173222,0.798777186937171,0.7988225555572088,0.8009028840071144,0.79969987124719,0.7832086614173223,0.8033252493190235,0.7998568183171332,0.7752194453954119,0.8147448015122873,0.8033225555572089,0.7989895262566418,0.028835812602641106,0.030489216021910348,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,13,15,5,7,9,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-13-15-5-7-9-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,3416e3949102c76b,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.20602313357900562,0.0,0.0,24.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B12_penalty,False,NOT_RUN
R53_N24_C00022,N24_R53_N24_C00022_penalty_repair_local_search,24.0,penalty_repair_local_search,offline_mutation_or_pointer_proxy,penalty_repair_local_search,constrained_reward_balance,0.7492104893138353,0.747849430712701,0.7267104893138353,0.7492104893138353,0.7492104893138353,0.7419160658733815,0.742052171733495,0.7439056570832114,0.7428841188034383,0.7267104893138353,0.7461102530189392,0.7429049600132682,0.7209812001760644,0.7920604914933838,0.746552171733495,0.7328580838317937,0.03996904529691087,0.028229289137770897,0.08333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,18,12,14,16,10,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-18-12-14-16-10-20,7281f8d24ae69812,0.9565217391304348,0.8695652173913043,0.20793950850661624,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.20987243901325706,0.0,0.0,172.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B13_penalty,False,NOT_RUN
R53_N24_C00467,N24_R53_N24_C00467_penalty_repair_local_search,24.0,penalty_repair_local_search,offline_mutation_or_pointer_proxy,penalty_repair_local_search,constrained_reward_balance,0.7492104893138353,0.747849430712701,0.7267104893138353,0.7492104893138353,0.7492104893138353,0.7419160658733815,0.742052171733495,0.7439056570832114,0.7428841188034383,0.7267104893138353,0.7461102530189392,0.7429049600132682,0.7209812001760644,0.7920604914933838,0.746552171733495,0.7328580838317937,0.02612009573393135,0.028229289137770897,0.08333333333333333,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,12,6,8,10,4,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-12-6-8-10-4-14-16-18-20,ad23a4a53f90afac,0.9565217391304348,0.8695652173913043,0.20793950850661624,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.20987243901325706,0.0,0.0,176.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B14_penalty,False,NOT_RUN
R53_N24_C05097,N24_R53_N24_C05097_two_stage_penalty_repair,24.0,two_stage_penalty_repair,offline_mutation_or_pointer_proxy,two_stage_penalty_repair,constrained_reward_balance,0.7947105244656912,0.7939543807983944,0.7722105244656913,0.7947105244656912,0.7947105244656912,0.7876580669987727,0.7877336813655023,0.7897383954486781,0.7885958741821373,0.7722105244656913,0.7920881709685267,0.7887074526320428,0.7646612339218462,0.8071833648393194,0.7922336813655022,0.787846965864557,0.031815526956031355,0.030049290543845086,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,17,15,13,5,7,9,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",22-17-15-13-5-7-9-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,968b5f6169005455,0.9565217391304348,0.8695652173913043,0.19281663516068054,1.0,0.0,1.0,0.08695652173913043,0.0,7.0,2.0,-0.003780718336483932,0.2022419289035081,0.0,0.0,34.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B15_two_stage_penalty,False,NOT_RUN
R53_N24_C03903,N24_R53_N24_C03903_two_stage_penalty_repair,24.0,two_stage_penalty_repair,offline_mutation_or_pointer_proxy,two_stage_penalty_repair,constrained_reward_balance,0.7757428465972999,0.7763477615311373,0.770634150945126,0.7757428465972999,0.7757428465972999,0.7744522038751827,0.7743917123817989,0.7750410389413452,0.7746263059545778,0.770634150945126,0.7757609467863358,0.7747681301511751,0.7464522631681905,0.8412098298676749,0.7754134515122337,0.770355280434729,0.0057282617126289325,0.029290583429109396,0.125,S3R44CNS_N24_B16_uncertainty,"[22,23,17,13,9,7,5,3,1,11,19,21,15,0,2,4,6,8,10,12,14,16,18,20]",22-23-17-13-9-7-5-3-1-11-19-21-15-0-2-4-6-8-10-12-14-16-18-20,28d32aa72b33704d,0.9565217391304348,0.8695652173913043,0.15879017013232513,0.6521739130434783,1.0,1.0,0.08695652173913043,0.043478260869565216,4.0,2.0,-0.003780718336483932,0.1425436107486492,0.16666666666666666,0.0,60.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B16_two_stage_penalty,False,NOT_RUN
