candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,penalty_repair_score,two_stage_guarded_score,two_stage_penalty_repair_score,no_penalty_worse_than_median_score,N24_u2_retention_score,N40_strict_reward_retention_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R53_N12_C00175,N12_R53_N12_C00175_N24_u2_retention_top,12.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.8266074064960635,0.8242933569092866,0.808652861041518,0.8266074064960635,0.8266074064960635,0.8202954230249891,0.8205268279836667,0.8216988837687909,0.8211293073225099,0.808652861041518,0.8209617453390388,0.8209617453390388,0.7953612920544028,0.7603305785123967,0.8241177370745758,0.8203135841820139,0.02448258366138406,0.0312461144416607,0.16666666666666666,S3R19B28_N12_B02_u2_primary_top,"[3,5,7,9,11,1,0,2,4,6,8,10]",3-5-7-9-11-1-0-2-4-6-8-10,f5f1bd4e7fe9e016,0.2727272727272727,0.9090909090909091,0.23966942148760328,0.9090909090909091,1.0,1.0,0.09090909090909091,0.09090909090909091,2.0,1.0,0.05785123966942149,0.2132807917448585,0.0,0.3333333333333333,3.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N12_B01_N24_u2ret_top,False,NOT_RUN
R53_N12_C00019,N12_R53_N12_C00019_N24_u2_retention_local_repair,12.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8460495465410569,0.8430743399294867,0.8235495465410569,0.8460495465410569,0.8460495465410569,0.8381094638964288,0.8384069845575858,0.8398569329046933,0.8391582242270073,0.8235495465410569,0.8389369432352718,0.8389369432352718,0.8140257464975964,0.743801652892562,0.8429069845575857,0.8381263853840321,0.022441844766546912,0.032023800043460504,0.3333333333333333,S3B20_N12_B02_diversity_top,"[1,3,5,7,9,11,0,2,4,6,8,10]",1-3-5-7-9-11-0-2-4-6-8-10,8aadf6f90209956f,0.09090909090909091,0.9090909090909091,0.25619834710743805,1.0,0.0,1.0,0.09090909090909091,0.0,2.0,1.0,0.0743801652892562,0.2352107350538464,0.0,0.3333333333333333,1.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N12_B02_N24_u2retrepair,False,NOT_RUN
R53_N12_C00020,N12_R53_N12_C00020_N40_strict_reward_retention_top,12.0,N40_strict_reward_retention_top,existing_pool_selection,N40_strict_reward_retention_top,constrained_reward_balance,0.6352405265748032,0.6282983778144727,0.6172859811202578,0.6337405265748033,0.6352405265748032,0.6267773034343074,0.6273965183103404,0.6275502993020761,0.6278013426905058,0.6172859811202578,0.6270558158310016,0.6270558158310016,0.6116490873299929,0.6446280991735538,0.6312124274012495,0.6265168494053819,0.012164997986332759,0.02359143924481033,0.3333333333333333,S3R19B28_N12_B01_surrogate_top,"[1,11,9,7,5,3,2,6,8,0,4,10]",1-11-9-7-5-3-2-6-8-0-4-10,a1d22fa7a66025f5,0.09090909090909091,0.9090909090909091,0.35537190082644626,0.9090909090909091,1.0,3.0,0.09090909090909091,0.09090909090909091,4.0,1.0,0.0743801652892562,0.25257366594935743,0.3333333333333333,0.0,63.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N12_B03_N40_strictret_top,False,NOT_RUN
R53_N12_C00331,N12_R53_N12_C00331_N40_strict_reward_local_repair,12.0,N40_strict_reward_local_repair,offline_mutation_or_pointer_proxy,N40_strict_reward_local_repair,constrained_reward_balance,0.7505450295275595,0.7475698229159893,0.7505450295275595,0.7490450295275595,0.7505450295275595,0.7490549468829314,0.7492774675440883,0.7486724158911959,0.7491624572135098,0.7490450295275595,0.7488324262217744,0.7488324262217744,0.7223414101646389,0.743801652892562,0.7495024675440884,0.7487544308705347,0.016858657500734335,0.028203619362920596,0.16666666666666666,S3R19B28_N12_B01_surrogate_top,"[5,11,9,7,1,3,2,0,4,6,8,10]",5-11-9-7-1-3-2-0-4-6-8-10,9b51d56b4931d36b,0.45454545454545453,0.9090909090909091,0.25619834710743805,0.5454545454545454,1.0,2.0,0.09090909090909091,0.09090909090909091,4.0,1.0,0.04132231404958678,0.14921876103527099,0.3333333333333333,0.3333333333333333,10.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N12_B04_N40_strict_rewardrepair,False,NOT_RUN
R53_N16_C00109,N16_R53_N16_C00109_N24_u2_retention_top,16.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.831081271091114,0.8287701599800028,0.8252479377577806,0.831081271091114,0.831081271091114,0.8284068266466695,0.8286379377577806,0.8286289099800028,0.8287557155355585,0.8252479377577806,0.828467382202225,0.828467382202225,0.7991713535808027,0.8088888888888889,0.8298046044244473,0.828291882202225,0.01818806732479706,0.03190991751031125,0.25,S3R24L64_N16_B02_top_region,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,cce57c2f3625e437,0.5333333333333333,1.0,0.19111111111111112,0.6666666666666666,1.0,2.0,0.06666666666666667,0.06666666666666667,3.0,1.0,0.03111111111111111,0.16305721180305904,0.0,0.25,5.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N16_B01_N24_u2ret_top,False,NOT_RUN
R53_N16_C00036,N16_R53_N16_C00036_N24_u2_retention_local_repair,16.0,N24_u2_retention_local_repair,offline_mutation_or_pointer_proxy,N24_u2_retention_local_repair,constrained_reward_balance,0.8110210295978633,0.8076432518200855,0.7918543629311966,0.8110210295978633,0.8110210295978633,0.8039199184867521,0.8042576962645299,0.8052820018200855,0.8048554740423077,0.7918543629311966,0.8045404740423078,0.8045404740423078,0.779913521747282,0.7822222222222223,0.8080910295978633,0.7996689740423077,0.033130293462722886,0.03110750785058125,0.125,S3R24L64_N16_B02_top_region,"[10,6,4,2,8,12,14,0,1,3,5,7,9,11,13,15]",10-6-4-2-8-12-14-0-1-3-5-7-9-11-13-15,2b05c7b0efaf51dc,0.6666666666666666,1.0,0.21777777777777776,0.9333333333333333,1.0,1.0,0.06666666666666667,0.06666666666666667,3.0,1.0,0.02222222222222222,0.20722743514444036,0.0,0.0,9.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N16_B02_N24_u2retrepair,False,NOT_RUN
R53_N16_C00190,N16_R53_N16_C00190_N40_strict_reward_retention_top,16.0,N40_strict_reward_retention_top,existing_pool_selection,N40_strict_reward_retention_top,constrained_reward_balance,0.7112418271934756,0.7089307160823645,0.7112418271934756,0.7112418271934756,0.7112418271934756,0.7103173827490312,0.7105484938601423,0.7099707160823645,0.7104329383045868,0.7112418271934756,0.7100862716379199,0.7100862716379199,0.6841254874390699,0.8088888888888889,0.7105484938601423,0.7101382716379201,0.012914169064497685,0.02711633975440575,0.375,S3B20_N16_B04_surrogate_top,"[0,2,4,6,8,14,12,10,11,9,1,3,5,7,13,15]",0-2-4-6-8-14-12-10-11-9-1-3-5-7-13-15,fb3afeb3a2edc8e3,0.0,1.0,0.19111111111111112,0.5333333333333333,1.0,1.0,0.06666666666666667,0.06666666666666667,4.0,1.0,0.06666666666666667,0.1307905686183303,0.25,0.0,48.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N16_B03_N40_strictret_top,False,NOT_RUN
R53_N16_C00216,N16_R53_N16_C00216_N40_strict_reward_local_repair,16.0,N40_strict_reward_local_repair,offline_mutation_or_pointer_proxy,N40_strict_reward_local_repair,constrained_reward_balance,0.6785806998734534,0.6755584776512311,0.6785806998734534,0.6762235570163105,0.6785806998734534,0.676900382413136,0.677084747492501,0.6765472276512311,0.6769866720956755,0.6762235570163105,0.6767160173337708,0.6767160173337708,0.6527708052118485,0.7911111111111111,0.6774383189210724,0.6723562584051994,0.004960547692906405,0.025809894661604882,0.125,S3B20_N16_B04_surrogate_top,"[0,2,4,6,8,14,12,10,11,5,3,1,9,7,13,15]",0-2-4-6-8-14-12-10-11-5-3-1-9-7-13-15,61243f8854b2e7c2,0.0,1.0,0.20888888888888887,0.5333333333333333,1.0,1.0,0.06666666666666667,0.06666666666666667,6.0,1.0,0.06666666666666667,0.13955838638317852,0.25,0.0,68.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N16_B04_N40_strict_rewardrepair,False,NOT_RUN
R53_N24_C03088,N24_R53_N24_C03088_N24_u2_retention_top,24.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8283598044520194,0.03731273443990332,0.031646696336871005,0.25,S3R49SCN_N24_B09_median_guard,"[22,21,19,9,7,5,3,1,11,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-9-7-5-3-1-11-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,3f15ea0b5ac9b57f,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.20602313357900562,0.0,0.0,3.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B01_N24_u2ret_top,False,NOT_RUN
R53_N24_C01581,N24_R53_N24_C01581_N24_u2_retention_top,24.0,N24_u2_retention_top,existing_pool_selection,N24_u2_retention_top,constrained_reward_balance,0.834645669291339,0.835099355491717,0.812145669291339,0.834645669291339,0.834645669291339,0.8280771437714902,0.8280317751514523,0.830338946701547,0.8289544594614713,0.812145669291339,0.8329790813896376,0.8292475123915279,0.802998972954468,0.8374291115311909,0.8325317751514523,0.8283598044520194,0.037811230152023964,0.031646696336871005,0.16666666666666666,S3R44CNS_N24_B16_uncertainty,"[22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",22-21-19-13-9-7-5-3-1-11-15-17-23-0-2-4-6-8-10-12-14-16-18-20,44fe201c939925b0,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,1.0,1.0,0.08695652173913043,0.043478260869565216,3.0,2.0,-0.003780718336483932,0.19788367898225676,0.0,0.0,2.0,native_recovery_batch40_with_anchors_REFERENCE,S3R53CAL_N24_B02_N24_u2ret_top,False,NOT_RUN
