source_row_index,n,strategy_name,reward_lex_u2_peeq_surfacet,predicted_reward_lex_u2_peeq_surfacet,teacher_derived_terminal_reward,surrogate_predicted_terminal_reward
73,24,S3B20_N24_B04_surrogate_top,0.7725925925925926,0.7268137981895885,0.7725925925925926,0.7268137981895885
142,24,S3R24L64_N24_B19_tradeoff_probe,0.7176719576719577,0.712667682602842,0.7176719576719577,0.712667682602842
399,24,S3R59N40PR40_N24_B08_n24_uncertainty,0.4823280423280424,0.7118796415833532,0.4823280423280424,0.7118796415833532
334,24,S3R54CAL64_N24_B07_n24_u2ret_repair,0.4716402116402116,0.7117365861868871,0.4716402116402116,0.7117365861868871
393,24,S3R59N40PR40_N24_B02_n24_penalty,0.8801058201058201,0.660916207360366,0.8801058201058201,0.660916207360366
191,24,S3R34N32INF_N24_B12_n24_calibration,0.7739682539682539,0.612097577832167,0.7739682539682539,0.612097577832167
460,24,S3R64VNR_N24_B05_n24_frozen_ref,0.545978835978836,0.5880646496874514,0.545978835978836,0.5880646496874514
129,24,S3R24L64_N24_B06_model_disagreement,0.6020634920634921,0.5684016117628321,0.6020634920634921,0.5684016117628321
125,24,S3R24L64_N24_B02_top_region,0.4746560846560846,0.5582812142767356,0.4746560846560846,0.5582812142767356
71,24,S3B20_N24_B02_diversity_top,0.6294708994708995,0.5505162528195592,0.6294708994708995,0.5505162528195592
300,24,S3R49SCN_N24_B05_two_stage,0.4395238095238095,0.5034257356550236,0.4395238095238095,0.5034257356550236
134,24,S3R24L64_N24_B11_uncertainty_calibration,0.4053439153439154,0.499065717613225,0.4053439153439154,0.499065717613225
303,24,S3R49SCN_N24_B08_two_stage,0.4951322751322751,0.4969836767218962,0.4951322751322751,0.4969836767218962
461,24,S3R64VNR_N24_B06_n24_frozen_ref,0.8474074074074074,0.4930917871278244,0.8474074074074074,0.4930917871278244
135,24,S3R24L64_N24_B12_uncertainty_calibration,0.4263492063492063,0.4528123071773273,0.4263492063492063,0.4528123071773273
186,24,S3R34N32INF_N24_B07_sentinel,0.377037037037037,0.3734512522293721,0.377037037037037,0.3734512522293721
184,24,S3R34N32INF_N24_B05_uncertainty,0.2973544973544973,0.3340153905471854,0.2973544973544973,0.3340153905471854
219,24,S3R39N2440B60_N24_B16_surrogate_top,0.309047619047619,0.3255370680899178,0.309047619047619,0.3255370680899178
181,24,S3R34N32INF_N24_B02_surrogate_top,0.2593121693121692,0.235535563814284,0.2593121693121692,0.235535563814284
36,24,N24_A07_regular_jump_coprime,0.1957142857142857,0.2098170523888162,0.1957142857142857,0.2098170523888162
229,24,S3R39N2440B60_N24_B26_uncertainty,0.0779894179894179,0.2053227231317028,0.0779894179894179,0.2053227231317028
456,24,S3R64VNR_N24_B01_n24_diversity,0.1515873015873016,0.2042428904771153,0.1515873015873016,0.2042428904771153
90,24,S3R19B28_N24_B03_geometry_signal_top,0.2286772486772486,0.1788548936988375,0.2286772486772486,0.1788548936988375
35,24,N24_A06_edge_in_alternating,0.0651322751322751,0.1677256567965464,0.0651322751322751,0.1677256567965464
72,24,S3B20_N24_B03_method_c_inspired,0.1671428571428571,0.1532990120317543,0.1671428571428571,0.1532990120317543
224,24,S3R39N2440B60_N24_B21_graph_pointer,0.2319047619047619,0.1359227585878179,0.2319047619047619,0.1359227585878179
44,24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,0.0971957671957672,0.1219503264975737,0.0971957671957672,0.1219503264975737
38,24,N24_A09_center_edge_alternating,0.0348148148148148,0.071278797913594,0.0348148148148148,0.071278797913594
395,24,S3R59N40PR40_N24_B04_n24_sentinel,0.0303703703703703,0.0178898685322071,0.0303703703703703,0.0178898685322071
472,40,S3R64VNR_N40_B09_n40_twostage_anchor,0.9877317073170732,0.97299901509051,0.9877317073170732,0.97299901509051
423,40,S3R59N40PR40_N40_B16_n40_two_stage,1.0379024390243905,0.9479758823484632,1.0379024390243905,0.9479758823484632
236,40,S3R39N2440B60_N40_B03_n40_u2_near,0.8161463414634147,0.9330494852005604,0.8161463414634147,0.9330494852005604
473,40,S3R64VNR_N40_B10_n40_twostage_anchor,0.910780487804878,0.8874871855844345,0.910780487804878,0.8874871855844345
416,40,S3R59N40PR40_N40_B09_n40_penalty_repair,0.883609756097561,0.8820108114402296,0.883609756097561,0.8820108114402296
385,40,S3R54CAL64_N40_B26_peeq_repair,0.970780487804878,0.8706406095811899,0.970780487804878,0.8706406095811899
201,40,S3R34N32INF_N40_B10_n40_best_near,0.9263414634146342,0.8684100301627254,0.9263414634146342,0.8684100301627254
284,40,S3R44CNS_N40_B05_peeq_guarded,0.9913658536585366,0.8654559258339667,0.9913658536585366,0.8654559258339667
372,40,S3R54CAL64_N40_B13_penalty_repair,0.8757073170731708,0.8526278899894807,0.8757073170731708,0.8526278899894807
414,40,S3R59N40PR40_N40_B07_n40_no_median,0.8202926829268293,0.8248616349359424,0.8202926829268293,0.8248616349359424
235,40,S3R39N2440B60_N40_B02_n40_u2_near,0.8278780487804879,0.8071619381982682,0.8278780487804879,0.8071619381982682
373,40,S3R54CAL64_N40_B14_penalty_repair,0.8278780487804879,0.8071619381982682,0.8278780487804879,0.8071619381982682
413,40,S3R59N40PR40_N40_B06_n40_no_median,0.8028292682926829,0.8036163746030324,0.8028292682926829,0.8036163746030324
148,40,S3R24L64_N40_B01_top_region,0.4089268292682927,0.7486760173924087,0.4089268292682927,0.7486760173924087
291,40,S3R44CNS_N40_B12_hybrid_agree,0.7102439024390244,0.704997215753868,0.7102439024390244,0.704997215753868
283,40,S3R44CNS_N40_B04_constr_surrogate,0.6266341463414635,0.7028959859652066,0.6266341463414635,0.7028959859652066
412,40,S3R59N40PR40_N40_B05_n40_median,0.6711707317073171,0.6792192107418147,0.6711707317073171,0.6792192107418147
378,40,S3R54CAL64_N40_B19_two_stage_repair,0.6480975609756098,0.669536787540174,0.6480975609756098,0.669536787540174
313,40,S3R49SCN_N40_B02_strict_guard,0.5535121951219513,0.6613353021498021,0.5535121951219513,0.6613353021498021
389,40,S3R54CAL64_N40_B30_mises_repair,0.7100487804878048,0.6405233312595002,0.7100487804878048,0.6405233312595002
417,40,S3R59N40PR40_N40_B10_n40_penalty_repair,0.5602439024390244,0.6288469352526511,0.5602439024390244,0.6288469352526511
150,40,S3R24L64_N40_B03_top_region,0.641219512195122,0.5397346868180162,0.641219512195122,0.5397346868180162
367,40,S3R54CAL64_N40_B08_n40_strict_repair,0.3433658536585366,0.5364470933439517,0.3433658536585366,0.5364470933439517
103,40,S3R19B28_N40_B06_uncertainty_calibration,0.3934146341463415,0.5360040118217702,0.3934146341463415,0.5360040118217702
106,40,S3R19B28_N40_B09_known_best_mutation,0.4674146341463414,0.5277512347421977,0.4674146341463414,0.5277512347421977
107,40,S3R19B28_N40_B10_known_best_mutation,0.5372682926829269,0.5195117730598983,0.5372682926829269,0.5195117730598983
325,40,S3R49SCN_N40_B14_surfacet_repair,0.3979512195121951,0.51529066605833,0.3979512195121951,0.51529066605833
420,40,S3R59N40PR40_N40_B13_n40_penalty_top,0.5425853658536586,0.5061620287945929,0.5425853658536586,0.5061620287945929
408,40,S3R59N40PR40_N40_B01_n40_mises_repair,0.3532195121951219,0.4919217840219309,0.3532195121951219,0.4919217840219309
422,40,S3R59N40PR40_N40_B15_n40_penalty_top,0.4214146341463415,0.4639046772367811,0.4214146341463415,0.4639046772367811
292,40,S3R44CNS_N40_B13_hybrid_disagree,0.5297560975609756,0.4522968973443884,0.5297560975609756,0.4522968973443884
290,40,S3R44CNS_N40_B11_hybrid_agree,0.363951219512195,0.4435136115102954,0.363951219512195,0.4435136115102954
158,40,S3R24L64_N40_B11_uncertainty_calibration,0.3074634146341464,0.3911987444957771,0.3074634146341464,0.3911987444957771
255,40,S3R39N2440B60_N40_B22_graph_pointer,0.3051219512195122,0.361849683348466,0.3051219512195122,0.361849683348466
245,40,S3R39N2440B60_N40_B12_surrogate_top,0.3073658536585366,0.3315536620071684,0.3073658536585366,0.3315536620071684
243,40,S3R39N2440B60_N40_B10_surrogate_top,0.2830731707317073,0.3039928927712423,0.2830731707317073,0.3039928927712423
195,40,S3R34N32INF_N40_B04_hybrid_disagree,0.2881463414634146,0.2999920221742183,0.2881463414634146,0.2999920221742183
248,40,S3R39N2440B60_N40_B15_surrogate_top,0.3339999999999999,0.2985736978606983,0.3339999999999999,0.2985736978606983
242,40,S3R39N2440B60_N40_B09_hybrid_agree,0.3470731707317073,0.2955825230349286,0.3470731707317073,0.2955825230349286
244,40,S3R39N2440B60_N40_B11_hybrid_agree,0.3285853658536585,0.2936885293884524,0.3285853658536585,0.2936885293884524
194,40,S3R34N32INF_N40_B03_hybrid_agree,0.2986341463414634,0.2591709033799133,0.2986341463414634,0.2591709033799133
256,40,S3R39N2440B60_N40_B23_graph_pointer,0.1588292682926829,0.2161621979392603,0.1588292682926829,0.2161621979392603
47,40,N40_A03_greedy_maximin_distance,0.2602926829268292,0.2020418414427135,0.2602926829268292,0.2020418414427135
197,40,S3R34N32INF_N40_B06_diversity,0.3742439024390244,0.1975478149134563,0.3742439024390244,0.1975478149134563
54,40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.2298048780487805,0.181014394364888,0.2298048780487805,0.181014394364888
57,40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,0.2601951219512195,0.1629976877543365,0.2601951219512195,0.1629976877543365
258,40,S3R39N2440B60_N40_B25_diversity,0.146390243902439,0.1424230420824002,0.146390243902439,0.1424230420824002
58,40,N40_A14_graph_pointer_policy_u2first_proxy,0.1204390243902438,0.133602612357746,0.1204390243902438,0.133602612357746
104,40,S3R19B28_N40_B07_control_sentinel,0.1205853658536585,0.1323538386542107,0.1205853658536585,0.1323538386542107
56,40,N40_A12_graph_pointer_policy_diverse_02,0.0292195121951219,0.110245082963144,0.0292195121951219,0.110245082963144
262,40,S3R39N2440B60_N40_B29_uncertainty,0.0899999999999999,0.0784220725276988,0.0899999999999999,0.0784220725276988
