N,metric,value,value_type,claim_role
N40,SurfaceT,582160640,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.4761572502902709e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1527572870254516,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582009088,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.3961019552370999e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15347656607627869,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582004416,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00012350233373580001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1647430956363678,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582165248,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.5648371168645099e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15627259016036979,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582451072,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00018910538619820001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16265386343002319,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,584486144,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927296,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00015321336718439999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1574422419071197,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583485440,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.1916837946919259e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.17038837075233459,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582015232,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927424,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00017424871111870001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.17563994228839869,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,587064192,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579928576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.5337279263767407e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15332473814487449,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582295040,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.1302356951055117e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1530022919178009,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582005440,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00020403923190310001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16408905386924741,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,588950400,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927296,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.4475685828947462e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1536350399255752,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582269312,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927872,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.3524286563042551e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1558193564414978,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582150656,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.5843448939849623e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.155017614364624,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582094720,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.851953367004171e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16497872769832611,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582289664,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,9.1171591520833317e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1538078635931015,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582321152,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927808,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.2929776757082443e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15366080403327939,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582292864,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,6.379491514962865e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1535141170024871,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581880128,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938432,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.4082357817387681e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14786253869533539,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581030976,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938560,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.5103737900499254e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.15200856328010559,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,583759616,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938560,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.209233884466812e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1484188884496688,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582993408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.2547930914006429e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14696188271045679,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581045120,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,2.3353248252533376e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14696112275123591,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582776448,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.7157466724456754e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1438055485486984,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581349824,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939648,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.971927708334988e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.15059845149517059,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582831104,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.7988020949342172e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14970743656158439,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582938496,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939776,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.140971304877894e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1501847505569458,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581708160,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.9116278660221731e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1459944397211074,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580957120,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.7463417811522959e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14698328077793121,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581021440,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938496,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,0.0001097982292321,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1503731906414032,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,582193408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948096,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.9542331908014603e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1477783918380737,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581524160,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.0733349123911466e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15221633017063141,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581438784,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948416,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.6308578475873219e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1499058455228805,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581288448,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.5350475602390361e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15525107085704801,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581443840,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,3.5666283110913355e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15203696489334101,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581560832,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,5.006112223782111e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1521210968494415,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,582240320,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.5938243147247697e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.14800861477851859,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581497536,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.1515153498039581e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15126565098762509,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581532864,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579947520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,3.8505266275024042e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15145678818225861,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581473600,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579947520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.8106295253091957e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15199165046215049,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,582392896,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,3.8775639040977694e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.14970289170742029,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581026496,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579947520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.00054767179653930002,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1511800736188888,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581922240,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943744,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.8173469824396307e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1540863960981369,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581985280,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.998157980182441e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15731972455978391,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,584387200,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.5551858420367353e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15633693337440491,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581939200,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.4792327925242716e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15266320109367371,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581897600,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.2914438128937043e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15403306484222409,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,584860160,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.1717639987837167e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15587726235389709,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582083072,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.4662032855267171e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15593436360359189,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581858048,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.6084589232341386e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15406006574630729,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581998016,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927744,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.4322750656865537e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1546436995267868,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582622080,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,4.985593659512233e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15300226211547849,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582002560,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.7470881074550562e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15300221741199491,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582004608,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.3532852841017302e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15291300415992731,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582078528,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.1307609030336607e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15300339460372919,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581996352,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001220961112267,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15579709410667419,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581830016,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00018247247817269999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1579823493957519,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,584379968,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926400,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.1412054492393509e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15300092101097101,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582007808,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.9961593908374198e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15305806696414939,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582033408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.0850756148720393e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15317916870117179,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582157568,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.3563899200526073e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15257348120212549,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582035776,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,9.2313059212756343e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15626044571399689,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582445952,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.3426841734326445e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15300080180168149,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582009344,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,4.5779268475598656e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15535864233970639,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581956288,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0002276034210808,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1646121740341186,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,588338816,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926336,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,2.7269628844806e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1481368690729141,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,583111104,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.7804537214469747e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14529086649417869,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581116416,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,2.8717314307868943e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1526945084333419,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580993088,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939776,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,2.8240926894795848e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14487138390541071,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580975168,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.9510150600108318e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14388865232467651,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581077632,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.3854955745482584e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14676021039485929,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581397376,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.4224802220705897e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1485162526369094,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581308096,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.5855686948925722e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1547912508249282,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581781312,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939712,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.0538531063939445e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1553616970777511,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581836736,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939712,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.3777578209992498e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14609675109386441,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581126592,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.3381434150214773e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1538974791765213,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580981824,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939840,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.4878033147833776e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.147205114364624,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580948992,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,5.5114326187322149e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1478563249111175,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580840256,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939712,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.2779789307824103e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14775809645652771,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581153088,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.401078331284225e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1430467814207077,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,580873152,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939456,raw_teacher_metric:mises_max,native_within_N_claim_scope
