learned_strategy,learned_family,baseline_strategy,baseline_family,directed_adjacent_overlap,undirected_adjacent_overlap,kendall_distance,spearman_rank_distance
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.290323,0.354839,0.538306,0.644978
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.322581,0.419355,0.538306,0.644795
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.322581,0.419355,0.538306,0.644795
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.419355,0.483871,0.538306,0.644978
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.483871,0.516129,0.530242,0.639479
RLU2M_A10_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.225806,0.354839,0.538306,0.644611
RLU2M_A10_V01,RLU2M,V02_M00_NDK_R24_V01,method_c,0.096774,0.193548,0.528226,0.552236
RLU2M_A10_V01,RLU2M,V02_M00_PGJ_V01,method_c,0.032258,0.225806,0.314516,0.210777
RLU2M_A10_V01,RLU2M,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.354839,0.288856
RLU2M_A10_V01,RLU2M,V02_M00_PGR_R24_V01,method_c,0.032258,0.032258,0.330645,0.240652
RLU2M_A10_V01,RLU2M,mc_cand_001,method_c,0.451613,0.677419,0.254032,0.203079
RLU2M_A10_V01,RLU2M,mc_cand_002,method_c,0.516129,0.709677,0.252016,0.202896
RLU2M_A10_V01,RLU2M,mc_cand_004,method_c,0.548387,0.677419,0.229839,0.200147
RLU2M_A10_V01,RLU2M,mc_cand_006,method_c,0.516129,0.645161,0.215726,0.202346
RLU2M_A10_V01,RLU2M,mc_cand_066,method_c,0.129032,0.225806,0.608871,0.642229
RLU2M_A10_V01,RLU2M,mc_cand_067,method_c,0.032258,0.096774,0.459677,0.451796
RLU2M_A10_V01,RLU2M,mc_cand_121,method_c,0.0,0.032258,0.584677,0.628116
RLU2M_A10_V01,RLU2M,mc_cand_129,method_c,0.0,0.0,0.459677,0.453812
RLU2M_A10_V01,RLU2M,mc_extra_001,method_c,0.483871,0.645161,0.231855,0.20033
RLU2M_A10_V01,RLU2M,mc_extra_002,method_c,0.322581,0.483871,0.34879,0.320198
RLU2M_A10_V01,RLU2M,mc_extra_003,method_c,0.580645,0.677419,0.21371,0.202163
RLU2M_A10_V01,RLU2M,mc_extra_004,method_c,0.290323,0.612903,0.395161,0.290506
RLU2M_A10_V01,RLU2M,mc_extra_005,method_c,0.451613,0.741935,0.725806,0.754949
RLU2M_A10_V01,RLU2M,mc_extra_006,method_c,0.516129,0.677419,0.241935,0.208394
RLU2M_A10_V01,RLU2M,mc_extra_007,method_c,0.322581,0.580645,0.417339,0.328079
RLU2M_A10_V01,RLU2M,mc_extra_008,method_c,0.483871,0.612903,0.22379,0.207845
RLU2M_A10_V01,RLU2M,mc_extra_009,method_c,0.290323,0.548387,0.415323,0.326246
RLU2M_A10_V01,RLU2M,mc_extra_010,method_c,0.548387,0.645161,0.221774,0.207661
RLU2M_A10_V01,RLU2M,mc_extra_011,method_c,0.096774,0.16129,0.282258,0.205095
RLU2M_A10_V01,RLU2M,mc_extra_012,method_c,0.129032,0.419355,0.397177,0.311034
RLU2M_A10_V01,RLU2M,mc_extra_013,method_c,0.0,0.096774,0.455645,0.417705
RLU2M_A10_V01,RLU2M,mc_extra_014,method_c,0.032258,0.064516,0.310484,0.242669
RLU2M_A10_V01,RLU2M,mc_extra_015,method_c,0.032258,0.064516,0.364919,0.309384
RLU2M_A10_V01,RLU2M,mc_extra_016,method_c,0.419355,0.645161,0.643145,0.727456
RLU2M_A10_V01,RLU2M,mc_extra_017,method_c,0.548387,0.774194,0.209677,0.157441
RLU2M_A10_V01,RLU2M,mc_extra_018,method_c,0.387097,0.516129,0.689516,0.750183
RLU2M_A10_V01,RLU2M,mc_extra_019,method_c,0.064516,0.064516,0.52621,0.521078
RLU2M_A10_V01,RLU2M,mc_extra_020,method_c,0.032258,0.032258,0.491935,0.487353
RLU2M_A10_V01,RLU2M,multi_lag_regular_jump,multi_lag,0.0,0.0,0.443548,0.433834
RLU2M_A10_V01,RLU2M,UPB_A03_V01,odd_even,0.548387,0.645161,0.173387,0.159641
RLU2M_A10_V01,RLU2M,odd_even_interlaced,odd_even,0.709677,0.83871,0.169355,0.208761
RLU2M_A10_V01,RLU2M,formal_raster_left_to_right,raster,0.0,0.0,0.354839,0.360704
RLU2M_A10_V01,RLU2M,smartscan_proxy_variance,smartscan,0.032258,0.064516,0.683468,0.715359
RLU2M_A10_V01,RLU2M,raster_left_to_right,unknown,0.0,0.0,0.354839,0.360704
RLU2M_A10_V01,RLU2M,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.441532,0.411657
RLU2M_A11_V01,RLU2M,block_interleaved_quarters,block_interleaved,0.064516,0.096774,0.399194,0.401943
RLU2M_A11_V01,RLU2M,center_edge_alternating,center_edge,0.0,0.0,0.584677,0.623167
RLU2M_A11_V01,RLU2M,center_out,center_out,0.0,0.096774,0.524194,0.507515
RLU2M_A11_V01,RLU2M,edge_in,edge_in,0.0,0.096774,0.487903,0.485521
RLU2M_A11_V01,RLU2M,edge_in_alternating_LHI,edge_in,0.0,0.096774,0.487903,0.485521
RLU2M_A11_V01,RLU2M,UPB_A07_V01,maximin,0.290323,0.354839,0.568548,0.628482
RLU2M_A11_V01,RLU2M,greedy_maximin_distance,maximin,0.451613,0.451613,0.538306,0.644795
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.258065,0.322581,0.542339,0.645161
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.387097,0.419355,0.542339,0.645345
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.354839,0.387097,0.542339,0.645345
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.387097,0.451613,0.542339,0.645161
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.354839,0.387097,0.544355,0.650843
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.290323,0.322581,0.538306,0.643328
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.354839,0.387097,0.538306,0.640029
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.354839,0.419355,0.542339,0.645161
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.290323,0.354839,0.542339,0.645161
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.354839,0.387097,0.542339,0.645345
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.387097,0.387097,0.542339,0.645711
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.451613,0.451613,0.542339,0.645528
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.419355,0.451613,0.538306,0.640396
RLU2M_A11_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.258065,0.322581,0.542339,0.645161
RLU2M_A11_V01,RLU2M,V02_M00_NDK_R24_V01,method_c,0.096774,0.129032,0.532258,0.56085
RLU2M_A11_V01,RLU2M,V02_M00_PGJ_V01,method_c,0.0,0.193548,0.322581,0.217559
RLU2M_A11_V01,RLU2M,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.346774,0.283174
RLU2M_A11_V01,RLU2M,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.33871,0.245418
RLU2M_A11_V01,RLU2M,mc_cand_001,method_c,0.387097,0.645161,0.266129,0.206928
RLU2M_A11_V01,RLU2M,mc_cand_002,method_c,0.451613,0.677419,0.264113,0.206745
RLU2M_A11_V01,RLU2M,mc_cand_004,method_c,0.483871,0.677419,0.241935,0.203996
RLU2M_A11_V01,RLU2M,mc_cand_006,method_c,0.451613,0.645161,0.227823,0.206195
RLU2M_A11_V01,RLU2M,mc_cand_066,method_c,0.096774,0.225806,0.612903,0.657991
RLU2M_A11_V01,RLU2M,mc_cand_067,method_c,0.0,0.129032,0.467742,0.455279
RLU2M_A11_V01,RLU2M,mc_cand_121,method_c,0.0,0.032258,0.58871,0.633065
RLU2M_A11_V01,RLU2M,mc_cand_129,method_c,0.0,0.0,0.467742,0.459311
RLU2M_A11_V01,RLU2M,mc_extra_001,method_c,0.419355,0.645161,0.243952,0.204179
RLU2M_A11_V01,RLU2M,mc_extra_002,method_c,0.322581,0.451613,0.34879,0.319282
RLU2M_A11_V01,RLU2M,mc_extra_003,method_c,0.516129,0.677419,0.225806,0.206012
RLU2M_A11_V01,RLU2M,mc_extra_004,method_c,0.322581,0.548387,0.403226,0.303702
RLU2M_A11_V01,RLU2M,mc_extra_005,method_c,0.387097,0.741935,0.733871,0.755865
RLU2M_A11_V01,RLU2M,mc_extra_006,method_c,0.451613,0.645161,0.254032,0.212243
RLU2M_A11_V01,RLU2M,mc_extra_007,method_c,0.387097,0.580645,0.425403,0.341092
RLU2M_A11_V01,RLU2M,mc_extra_008,method_c,0.419355,0.612903,0.235887,0.211694
RLU2M_A11_V01,RLU2M,mc_extra_009,method_c,0.354839,0.548387,0.423387,0.339443
RLU2M_A11_V01,RLU2M,mc_extra_010,method_c,0.483871,0.645161,0.233871,0.21151
RLU2M_A11_V01,RLU2M,mc_extra_011,method_c,0.032258,0.129032,0.274194,0.195015
RLU2M_A11_V01,RLU2M,mc_extra_012,method_c,0.16129,0.419355,0.405242,0.317815
RLU2M_A11_V01,RLU2M,mc_extra_013,method_c,0.0,0.096774,0.467742,0.433651
RLU2M_A11_V01,RLU2M,mc_extra_014,method_c,0.032258,0.064516,0.310484,0.242302
RLU2M_A11_V01,RLU2M,mc_extra_015,method_c,0.032258,0.032258,0.377016,0.325147
RLU2M_A11_V01,RLU2M,mc_extra_016,method_c,0.354839,0.645161,0.65121,0.72599
RLU2M_A11_V01,RLU2M,mc_extra_017,method_c,0.483871,0.774194,0.221774,0.162207
RLU2M_A11_V01,RLU2M,mc_extra_018,method_c,0.322581,0.516129,0.697581,0.75055
RLU2M_A11_V01,RLU2M,mc_extra_019,method_c,0.064516,0.096774,0.522177,0.521994
RLU2M_A11_V01,RLU2M,mc_extra_020,method_c,0.032258,0.032258,0.495968,0.493585
RLU2M_A11_V01,RLU2M,multi_lag_regular_jump,multi_lag,0.0,0.032258,0.443548,0.432735
RLU2M_A11_V01,RLU2M,UPB_A03_V01,odd_even,0.677419,0.677419,0.173387,0.159824
RLU2M_A11_V01,RLU2M,odd_even_interlaced,odd_even,0.83871,0.83871,0.169355,0.210044
RLU2M_A11_V01,RLU2M,formal_raster_left_to_right,raster,0.0,0.0,0.350806,0.357588
RLU2M_A11_V01,RLU2M,smartscan_proxy_variance,smartscan,0.0,0.064516,0.679435,0.71151
RLU2M_A11_V01,RLU2M,raster_left_to_right,unknown,0.0,0.0,0.350806,0.357588
RLU2M_A11_V01,RLU2M,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.441532,0.413123
RLU2M_A12_V01,RLU2M,block_interleaved_quarters,block_interleaved,0.032258,0.032258,0.403226,0.403226
RLU2M_A12_V01,RLU2M,center_edge_alternating,center_edge,0.0,0.0,0.604839,0.649927
RLU2M_A12_V01,RLU2M,center_out,center_out,0.0,0.096774,0.504032,0.494501
RLU2M_A12_V01,RLU2M,edge_in,edge_in,0.0,0.096774,0.508065,0.4989
RLU2M_A12_V01,RLU2M,edge_in_alternating_LHI,edge_in,0.0,0.096774,0.508065,0.4989
RLU2M_A12_V01,RLU2M,UPB_A07_V01,maximin,0.258065,0.354839,0.564516,0.624267
RLU2M_A12_V01,RLU2M,greedy_maximin_distance,maximin,0.419355,0.451613,0.534274,0.640579
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.225806,0.322581,0.538306,0.640946
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.354839,0.419355,0.538306,0.641129
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.322581,0.387097,0.538306,0.641129
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.387097,0.451613,0.534274,0.640213
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.290323,0.354839,0.540323,0.646628
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.290323,0.354839,0.534274,0.639113
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.322581,0.387097,0.534274,0.635814
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.322581,0.419355,0.538306,0.640946
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.290323,0.322581,0.538306,0.641312
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.322581,0.387097,0.538306,0.641129
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.322581,0.387097,0.538306,0.641129
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.419355,0.451613,0.538306,0.641312
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.419355,0.451613,0.530242,0.635447
RLU2M_A12_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.225806,0.322581,0.538306,0.640946
RLU2M_A12_V01,RLU2M,V02_M00_NDK_R24_V01,method_c,0.129032,0.193548,0.516129,0.544172
RLU2M_A12_V01,RLU2M,V02_M00_PGJ_V01,method_c,0.064516,0.258065,0.318548,0.211877
RLU2M_A12_V01,RLU2M,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.354839,0.291789
RLU2M_A12_V01,RLU2M,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.33871,0.244685
RLU2M_A12_V01,RLU2M,mc_cand_001,method_c,0.419355,0.645161,0.254032,0.202346
RLU2M_A12_V01,RLU2M,mc_cand_002,method_c,0.483871,0.677419,0.252016,0.202163
RLU2M_A12_V01,RLU2M,mc_cand_004,method_c,0.516129,0.677419,0.229839,0.199413
RLU2M_A12_V01,RLU2M,mc_cand_006,method_c,0.483871,0.645161,0.215726,0.201613
RLU2M_A12_V01,RLU2M,mc_cand_066,method_c,0.096774,0.193548,0.600806,0.631598
RLU2M_A12_V01,RLU2M,mc_cand_067,method_c,0.0,0.096774,0.46371,0.451796
RLU2M_A12_V01,RLU2M,mc_cand_121,method_c,0.0,0.032258,0.572581,0.611987
RLU2M_A12_V01,RLU2M,mc_cand_129,method_c,0.0,0.0,0.46371,0.456745
RLU2M_A12_V01,RLU2M,mc_extra_001,method_c,0.451613,0.645161,0.231855,0.199597
RLU2M_A12_V01,RLU2M,mc_extra_002,method_c,0.322581,0.483871,0.340726,0.302969
RLU2M_A12_V01,RLU2M,mc_extra_003,method_c,0.548387,0.677419,0.21371,0.20143
RLU2M_A12_V01,RLU2M,mc_extra_004,method_c,0.290323,0.548387,0.387097,0.289773
RLU2M_A12_V01,RLU2M,mc_extra_005,method_c,0.419355,0.741935,0.725806,0.754216
RLU2M_A12_V01,RLU2M,mc_extra_006,method_c,0.483871,0.645161,0.241935,0.207661
RLU2M_A12_V01,RLU2M,mc_extra_007,method_c,0.354839,0.580645,0.409274,0.327346
RLU2M_A12_V01,RLU2M,mc_extra_008,method_c,0.451613,0.612903,0.22379,0.207111
RLU2M_A12_V01,RLU2M,mc_extra_009,method_c,0.322581,0.548387,0.407258,0.32478
RLU2M_A12_V01,RLU2M,mc_extra_010,method_c,0.516129,0.645161,0.221774,0.206928
RLU2M_A12_V01,RLU2M,mc_extra_011,method_c,0.064516,0.129032,0.290323,0.213893
RLU2M_A12_V01,RLU2M,mc_extra_012,method_c,0.16129,0.451613,0.393145,0.301136
RLU2M_A12_V01,RLU2M,mc_extra_013,method_c,0.0,0.129032,0.459677,0.421004
RLU2M_A12_V01,RLU2M,mc_extra_014,method_c,0.032258,0.096774,0.302419,0.232405
RLU2M_A12_V01,RLU2M,mc_extra_015,method_c,0.032258,0.064516,0.364919,0.307918
RLU2M_A12_V01,RLU2M,mc_extra_016,method_c,0.387097,0.645161,0.643145,0.726723
RLU2M_A12_V01,RLU2M,mc_extra_017,method_c,0.516129,0.774194,0.209677,0.156708
RLU2M_A12_V01,RLU2M,mc_extra_018,method_c,0.354839,0.516129,0.689516,0.74945
RLU2M_A12_V01,RLU2M,mc_extra_019,method_c,0.064516,0.096774,0.530242,0.526943
RLU2M_A12_V01,RLU2M,mc_extra_020,method_c,0.032258,0.032258,0.487903,0.481488
RLU2M_A12_V01,RLU2M,multi_lag_regular_jump,multi_lag,0.0,0.0,0.439516,0.432735
RLU2M_A12_V01,RLU2M,UPB_A03_V01,odd_even,0.580645,0.645161,0.173387,0.161474
RLU2M_A12_V01,RLU2M,odd_even_interlaced,odd_even,0.741935,0.806452,0.169355,0.209494
RLU2M_A12_V01,RLU2M,formal_raster_left_to_right,raster,0.0,0.0,0.354839,0.36217
RLU2M_A12_V01,RLU2M,smartscan_proxy_variance,smartscan,0.0,0.032258,0.683468,0.716092
RLU2M_A12_V01,RLU2M,raster_left_to_right,unknown,0.0,0.0,0.354839,0.36217
RLU2M_A12_V01,RLU2M,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.453629,0.427419
RLU2M_A13_V01,RLU2M,block_interleaved_quarters,block_interleaved,0.032258,0.032258,0.395161,0.392962
RLU2M_A13_V01,RLU2M,center_edge_alternating,center_edge,0.0,0.0,0.58871,0.63673
RLU2M_A13_V01,RLU2M,center_out,center_out,0.032258,0.096774,0.512097,0.499633
RLU2M_A13_V01,RLU2M,edge_in,edge_in,0.032258,0.096774,0.495968,0.493768
RLU2M_A13_V01,RLU2M,edge_in_alternating_LHI,edge_in,0.032258,0.096774,0.495968,0.493768
RLU2M_A13_V01,RLU2M,UPB_A07_V01,maximin,0.354839,0.451613,0.564516,0.628482
RLU2M_A13_V01,RLU2M,greedy_maximin_distance,maximin,0.516129,0.548387,0.534274,0.644795
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.322581,0.419355,0.538306,0.645161
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.451613,0.516129,0.538306,0.645345
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.387097,0.451613,0.538306,0.645345
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.451613,0.548387,0.538306,0.645161
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.354839,0.419355,0.540323,0.651026
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.354839,0.419355,0.534274,0.643328
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.419355,0.483871,0.534274,0.640029
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.419355,0.516129,0.538306,0.645161
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.387097,0.419355,0.538306,0.645528
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.419355,0.483871,0.538306,0.645345
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.419355,0.483871,0.538306,0.645345
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.483871,0.516129,0.538306,0.645528
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.483871,0.548387,0.534274,0.640396
RLU2M_A13_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.322581,0.419355,0.538306,0.645161
RLU2M_A13_V01,RLU2M,V02_M00_NDK_R24_V01,method_c,0.096774,0.16129,0.532258,0.554985
RLU2M_A13_V01,RLU2M,V02_M00_PGJ_V01,method_c,0.064516,0.225806,0.314516,0.21096
RLU2M_A13_V01,RLU2M,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.350806,0.286657
RLU2M_A13_V01,RLU2M,V02_M00_PGR_R24_V01,method_c,0.0,0.064516,0.33871,0.243218
RLU2M_A13_V01,RLU2M,mc_cand_001,method_c,0.419355,0.645161,0.258065,0.203629
RLU2M_A13_V01,RLU2M,mc_cand_002,method_c,0.483871,0.677419,0.256048,0.203446
RLU2M_A13_V01,RLU2M,mc_cand_004,method_c,0.483871,0.645161,0.237903,0.203629
RLU2M_A13_V01,RLU2M,mc_cand_006,method_c,0.483871,0.645161,0.219758,0.202896
RLU2M_A13_V01,RLU2M,mc_cand_066,method_c,0.096774,0.193548,0.604839,0.63618
RLU2M_A13_V01,RLU2M,mc_cand_067,method_c,0.0,0.096774,0.46371,0.44923
RLU2M_A13_V01,RLU2M,mc_cand_121,method_c,0.0,0.032258,0.580645,0.626283
RLU2M_A13_V01,RLU2M,mc_cand_129,method_c,0.0,0.0,0.467742,0.461144
RLU2M_A13_V01,RLU2M,mc_extra_001,method_c,0.419355,0.612903,0.239919,0.203812
RLU2M_A13_V01,RLU2M,mc_extra_002,method_c,0.322581,0.451613,0.344758,0.316532
RLU2M_A13_V01,RLU2M,mc_extra_003,method_c,0.548387,0.677419,0.217742,0.202713
RLU2M_A13_V01,RLU2M,mc_extra_004,method_c,0.354839,0.548387,0.395161,0.300587
RLU2M_A13_V01,RLU2M,mc_extra_005,method_c,0.419355,0.709677,0.729839,0.755499
RLU2M_A13_V01,RLU2M,mc_extra_006,method_c,0.451613,0.645161,0.25,0.211144
RLU2M_A13_V01,RLU2M,mc_extra_007,method_c,0.354839,0.548387,0.421371,0.343109
RLU2M_A13_V01,RLU2M,mc_extra_008,method_c,0.419355,0.612903,0.231855,0.209494
RLU2M_A13_V01,RLU2M,mc_extra_009,method_c,0.322581,0.516129,0.419355,0.341276
RLU2M_A13_V01,RLU2M,mc_extra_010,method_c,0.483871,0.645161,0.229839,0.209311
RLU2M_A13_V01,RLU2M,mc_extra_011,method_c,0.064516,0.16129,0.278226,0.203079
RLU2M_A13_V01,RLU2M,mc_extra_012,method_c,0.129032,0.419355,0.40121,0.313233
RLU2M_A13_V01,RLU2M,mc_extra_013,method_c,0.0,0.096774,0.459677,0.420821
RLU2M_A13_V01,RLU2M,mc_extra_014,method_c,0.064516,0.064516,0.310484,0.246884
RLU2M_A13_V01,RLU2M,mc_extra_015,method_c,0.032258,0.032258,0.368952,0.316899
RLU2M_A13_V01,RLU2M,mc_extra_016,method_c,0.387097,0.612903,0.647177,0.728006
RLU2M_A13_V01,RLU2M,mc_extra_017,method_c,0.516129,0.741935,0.21371,0.157991
RLU2M_A13_V01,RLU2M,mc_extra_018,method_c,0.322581,0.483871,0.693548,0.749633
RLU2M_A13_V01,RLU2M,mc_extra_019,method_c,0.032258,0.064516,0.52621,0.519795
RLU2M_A13_V01,RLU2M,mc_extra_020,method_c,0.064516,0.064516,0.495968,0.493035
RLU2M_A13_V01,RLU2M,multi_lag_regular_jump,multi_lag,0.0,0.0,0.439516,0.431452
RLU2M_A13_V01,RLU2M,UPB_A03_V01,odd_even,0.516129,0.612903,0.169355,0.157991
RLU2M_A13_V01,RLU2M,odd_even_interlaced,odd_even,0.709677,0.806452,0.165323,0.208211
RLU2M_A13_V01,RLU2M,formal_raster_left_to_right,raster,0.0,0.0,0.350806,0.359604
RLU2M_A13_V01,RLU2M,smartscan_proxy_variance,smartscan,0.032258,0.064516,0.683468,0.715543
RLU2M_A13_V01,RLU2M,raster_left_to_right,unknown,0.0,0.0,0.350806,0.359604
RLU2M_A13_V01,RLU2M,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.445565,0.415872
RLU2M_A14_V01,RLU2M,block_interleaved_quarters,block_interleaved,0.032258,0.032258,0.391129,0.38728
RLU2M_A14_V01,RLU2M,center_edge_alternating,center_edge,0.0,0.0,0.58871,0.63728
RLU2M_A14_V01,RLU2M,center_out,center_out,0.032258,0.096774,0.512097,0.499633
RLU2M_A14_V01,RLU2M,edge_in,edge_in,0.032258,0.096774,0.495968,0.493768
RLU2M_A14_V01,RLU2M,edge_in_alternating_LHI,edge_in,0.032258,0.096774,0.495968,0.493768
RLU2M_A14_V01,RLU2M,UPB_A07_V01,maximin,0.354839,0.451613,0.568548,0.630499
RLU2M_A14_V01,RLU2M,greedy_maximin_distance,maximin,0.516129,0.548387,0.538306,0.646811
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.322581,0.419355,0.542339,0.647177
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.451613,0.516129,0.542339,0.647361
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.419355,0.483871,0.542339,0.647361
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.419355,0.516129,0.542339,0.647177
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.354839,0.419355,0.544355,0.652859
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.354839,0.419355,0.538306,0.645345
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.419355,0.483871,0.538306,0.642045
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.419355,0.516129,0.542339,0.647177
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.387097,0.419355,0.542339,0.647544
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.419355,0.483871,0.542339,0.647361
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.419355,0.483871,0.542339,0.647361
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.516129,0.548387,0.542339,0.647544
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.451613,0.516129,0.538306,0.642412
RLU2M_A14_V01,RLU2M,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.322581,0.419355,0.542339,0.647177
RLU2M_A14_V01,RLU2M,V02_M00_NDK_R24_V01,method_c,0.096774,0.16129,0.528226,0.548937
RLU2M_A14_V01,RLU2M,V02_M00_PGJ_V01,method_c,0.032258,0.193548,0.314516,0.210594
RLU2M_A14_V01,RLU2M,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.346774,0.284091
RLU2M_A14_V01,RLU2M,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.334677,0.241202
RLU2M_A14_V01,RLU2M,mc_cand_001,method_c,0.387097,0.612903,0.262097,0.206562
RLU2M_A14_V01,RLU2M,mc_cand_002,method_c,0.451613,0.645161,0.260081,0.206378
