source_file,candidate_name,reason,length,raw_preview
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:boundary_verification.sections[0].rows,wrong length,2,"[{'dof1': 1, 'dof2': 1, 'raw': '_PickedSet4, 1, 1', 'ref': '_PickedSet4', 'value': ''}, {'dof1': 2, 'dof2': 2, 'raw': '_PickedSet4, 2, 2', 'ref': '_PickedSet4',"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:boundary_verification.sections[1].rows,wrong length,1,"[{'dof1': 2, 'dof2': 2, 'raw': '_PickedSet6, 2, 2', 'ref': '_PickedSet6', 'value': ''}]"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:boundary_verification.sections[1].rows,wrong length,1,"[{'dof1': 2, 'dof2': 2, 'raw': '_PickedSet6, 2, 2', 'ref': '_PickedSet6', 'value': ''}]"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:boundary_verification.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:boundary_verification.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,non-integer,32,"[{'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'created_in_matching_scan_step': True, 'deactivated_in_matching_cooling_step': True, 'inacti"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,non-integer,32,"[{'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'created_in_matching_scan_step': True, 'deactivated_in_matching_cooling_step': True, 'inacti"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,1,['Model_2D_LDEL_32track']
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,1,['Model_2D_LDEL_32track']
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.boundary_condition_names,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.boundary_condition_names,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.boundary_condition_statuses,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.boundary_condition_statuses,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.errors,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.errors,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.film_radiation.recreated,wrong length,2,"['film_external_cooling', 'rad_external_ambient']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,strategy_build_manifest:model_validation.film_radiation.recreated,wrong length,2,"['film_external_cooling', 'rad_external_ambient']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,1,"['Restored external heat-loss interactions after rebuilding template steps: film_external_cooling, rad_external_ambient.']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_build_manifest.json,odd_even_interlaced,wrong length,1,"['Restored external heat-loss interactions after rebuilding template steps: film_external_cooling, rad_external_ambient.']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_order.json,odd_even_interlaced,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\odd_even_interlaced\strategy_order.json,odd_even_interlaced,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest:boundary_verification.rows,wrong length,3,"[{'bc_name': 'bc_point_xy', 'boundary_reference': '_PickedSet4', 'dof_end': '1', 'dof_start': '1', 'looks_like_xy_fixed': 'True', 'looks_like_y_only_fixed': 'Fa"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest:boundary_verification.rows,wrong length,3,"[{'bc_name': 'bc_point_xy', 'boundary_reference': '_PickedSet4', 'dof_end': '1', 'dof_start': '1', 'looks_like_xy_fixed': 'True', 'looks_like_y_only_fixed': 'Fa"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest:boundary_verification.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest:boundary_verification.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,80,"['  64    32   1     0     5     5  114.       1.71       0.2000    ', '  64    33   1     0     4     4  114.       1.91       0.2000    ', '  64    34   1    "
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\Job_2D_32track_raster_left_to_right_finalcool_v01_run_manifest.json,raster_left_to_right,wrong length,80,"['  64    32   1     0     5     5  114.       1.71       0.2000    ', '  64    33   1     0     4     4  114.       1.91       0.2000    ', '  64    34   1    "
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.frames_processed,wrong length,67,"[{'cumulative_time': 0.20000000298023224, 'frame_index': 21, 'frame_selector': 'last', 'step': 'step_scan_00', 'step_time': 0.20000000298023224}, {'cumulative_t"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:frames_processed,wrong length,67,"[{'cumulative_time': 0.20000000298023224, 'frame_index': 21, 'frame_selector': 'last', 'step': 'step_scan_00', 'step_time': 0.20000000298023224}, {'cumulative_t"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.steps_processed,wrong length,65,"['step_scan_00', 'step_cool_00', 'step_scan_01', 'step_cool_01', 'step_scan_02', 'step_cool_02', 'step_scan_03', 'step_cool_03', 'step_scan_04', 'step_cool_04',"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:steps_processed,wrong length,65,"['step_scan_00', 'step_cool_00', 'step_scan_01', 'step_cool_01', 'step_scan_02', 'step_cool_02', 'step_scan_03', 'step_cool_03', 'step_scan_04', 'step_cool_04',"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.warning_counts,wrong length,5,"[{'count': 1, 'warning_type': 'density'}, {'count': 11, 'warning_type': 'excessive distortion'}, {'count': 4, 'warning_type': 'negative eigenvalues'}, {'count':"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\postprocess_teacher_metrics_raster_left_to_right_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:warning_counts,wrong length,5,"[{'count': 1, 'warning_type': 'density'}, {'count': 11, 'warning_type': 'excessive distortion'}, {'count': 4, 'warning_type': 'negative eigenvalues'}, {'count':"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,non-integer,32,"[{'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'created_in_matching_scan_step': True, 'deactivated_in_matching_cooling_step': True, 'inacti"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,non-integer,32,"[{'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'created_in_matching_scan_step': True, 'deactivated_in_matching_cooling_step': True, 'inacti"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,1,['Model_2D_LDEL_32track']
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,1,['Model_2D_LDEL_32track']
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.boundary_condition_names,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.boundary_condition_names,wrong length,3,"['bc_point_x', 'bc_point_xy', 'bc_point_y']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.boundary_condition_statuses,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.boundary_condition_statuses,wrong length,3,"[{'name': 'bc_point_x', 'suppressed': 'True', 'u1': '', 'u2': '', 'ur3': ''}, {'name': 'bc_point_xy', 'suppressed': 'False', 'u1': '', 'u2': '', 'ur3': ''}, {'n"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.errors,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.errors,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,strategy_build_manifest:validation.warnings,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_build_manifest.json,raster_left_to_right,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_order.json,raster_left_to_right,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\raster_left_to_right\strategy_order.json,raster_left_to_right,non-integer,32,"[{'body_heat_load': 'load_body_hflux_00', 'body_heat_set': 'set_body_heat_00', 'cool_step': 'step_cool_00', 'scan_step': 'step_scan_00', 'sequence_index': 0, 't"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.frames_processed,wrong length,67,"[{'cumulative_time': 0.20000000298023224, 'frame_index': 21, 'frame_selector': 'last', 'step': 'step_scan_00', 'step_time': 0.20000000298023224}, {'cumulative_t"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:frames_processed,wrong length,67,"[{'cumulative_time': 0.20000000298023224, 'frame_index': 21, 'frame_selector': 'last', 'step': 'step_scan_00', 'step_time': 0.20000000298023224}, {'cumulative_t"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.steps_processed,wrong length,65,"['step_scan_00', 'step_cool_00', 'step_scan_01', 'step_cool_01', 'step_scan_02', 'step_cool_02', 'step_scan_03', 'step_cool_03', 'step_scan_04', 'step_cool_04',"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:steps_processed,wrong length,65,"['step_scan_00', 'step_cool_00', 'step_scan_01', 'step_cool_01', 'step_scan_02', 'step_cool_02', 'step_scan_03', 'step_cool_03', 'step_scan_04', 'step_cool_04',"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.warning_counts,wrong length,5,"[{'count': 1, 'warning_type': 'density'}, {'count': 12, 'warning_type': 'excessive distortion'}, {'count': 7, 'warning_type': 'negative eigenvalues'}, {'count':"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v01\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:warning_counts,wrong length,5,"[{'count': 1, 'warning_type': 'density'}, {'count': 12, 'warning_type': 'excessive distortion'}, {'count': 7, 'warning_type': 'negative eigenvalues'}, {'count':"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:candidate_teacher_score_components,wrong length,23,"[{'component': 'peak_NT11_max_over_time', 'notes': 'thermal history peak', 'role': 'primary', 'source_cumulative_time': 111.80000305175781, 'source_frame_index'"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_available,wrong length,4,"['NT11', 'PEEQ', 'S', 'U']"
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:fields_missing,wrong length,0,[]
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_full\sanity_base\Archieved\postprocess_teacher_metrics_v02\teacher_time_history_metrics_manifest.json,teacher_time_history_metrics_manifest:.frames_processed,wrong length,67,"[{'cumulative_time': 0.20000000298023224, 'frame_index': 21, 'frame_selector': 'last', 'step': 'step_scan_00', 'step_time': 0.20000000298023224}, {'cumulative_t"
