strategy_name,block_interleaved_quarters,center_edge_alternating,center_out,edge_in,edge_in_alternating_LHI,UPB_A07_V01,greedy_maximin_distance,run36_greedy_maximin_distance_adjacent_swap_0002,run36_greedy_maximin_distance_adjacent_swap_0009,run36_greedy_maximin_distance_adjacent_swap_0021,run36_greedy_maximin_distance_adjacent_swap_0023,run36_greedy_maximin_distance_adjacent_swap_0029,run36_greedy_maximin_distance_adjacent_swap_0045,run36_greedy_maximin_distance_adjacent_swap_0046,run36_greedy_maximin_distance_adjacent_swap_0050,run36_greedy_maximin_distance_adjacent_swap_0054,run36_greedy_maximin_distance_adjacent_swap_0055,run36_greedy_maximin_distance_adjacent_swap_0066,run36_greedy_maximin_distance_adjacent_swap_0072,run36_greedy_maximin_distance_adjacent_swap_0073,run36_greedy_maximin_distance_adjacent_swap_0081,V02_M00_NDK_R24_V01,V02_M00_PGJ_V01,V02_M00_PGN_R24_V01,V02_M00_PGR_R24_V01,mc_cand_001,mc_cand_002,mc_cand_004,mc_cand_006,mc_cand_066,mc_cand_067,mc_cand_121,mc_cand_129,mc_extra_001,mc_extra_002,mc_extra_003,mc_extra_004,mc_extra_005,mc_extra_006,mc_extra_007,mc_extra_008,mc_extra_009,mc_extra_010,mc_extra_011,mc_extra_012,mc_extra_013,mc_extra_014,mc_extra_015,mc_extra_016,mc_extra_017,mc_extra_018,mc_extra_019,mc_extra_020,multi_lag_regular_jump,UPB_A03_V01,odd_even_interlaced,formal_raster_left_to_right,smartscan_proxy_variance,raster_left_to_right,windowed_max_dispersion,GNNU_A01_V01,GNNU_A02_V01,GNNU_A03_V01,GNNU_A04_V01,RL20_A01_V01,RL20_A02_V01,RL20_A03_V01,RL20_A04_V01,RL20_A05_V01,RL20_A06_V01,RL20_A07_V01,RL20_A08_V01,RL20_A09_V01,RL20_A10_V01,RL20_A11_V01,RL20_A12_V01,RL20_A13_V01,RL20_A14_V01,RL20_A15_V01,RL20_A16_V01,RL20_A17_V01,RL20_A18_V01,RL20_A19_V01,RL20_A20_V01,RLU2_A01_V01,RLU2_A02_V01,RLU2_A03_V01,RLU2_A04_V01,RLU2_A05_V01,RLU2_A06_V01,RLU2_A07_V01,RLU2_A08_V01,RLU2_A09_V01,RLU2_A10_V01,RLU2_A11_V01,RLU2_A12_V01,RLU2_A13_V01,RLU2_A14_V01,RLU2_A15_V01,RLU2_A16_V01,RLU2_A17_V01,RLU2_A18_V01,RLU2_A19_V01,RLU2_A20_V01,RLU2M_A01_V01,RLU2M_A02_V01,RLU2M_A03_V01,RLU2M_A04_V01,RLU2M_A05_V01,RLU2M_A06_V01,RLU2M_A07_V01,RLU2M_A08_V01,RLU2M_A09_V01,RLU2M_A10_V01,RLU2M_A11_V01,RLU2M_A12_V01,RLU2M_A13_V01,RLU2M_A14_V01,RLU2M_A15_V01,RLU2M_A16_V01,RLU2M_A17_V01,RLU2M_A18_V01,RLU2M_A19_V01,RLU2M_A20_V01,RLU2M_A21_V01,RLU2M_A22_V01,RLU2M_A23_V01,RLU2M_A24_V01,RLU2M_A25_V01,RLU2M_A26_V01,RLU2M_A27_V01,RLU2M_A28_V01,RLU2M_A29_V01,RLU2M_A30_V01,RLU2M_A31_V01,RLU2M_A32_V01,RLU2M_A33_V01,RLU2M_A34_V01,RLU2M_A35_V01,RLU2M_A36_V01,RLU2M_A37_V01,RLU2M_A38_V01,RLU2M_A39_V01,RLU2M_A40_V01,RLV2C_A01_V01,RLV2C_A02_V01,RLV2C_A03_V01,RLV2C_A04_V01,RLV2C_A05_V01,RLV2C_A06_V01,RLV2C_A07_V01,RLV2C_A08_V01,RLV2C_A09_V01,RLV2C_A10_V01,RLV2C_A11_V01,RLV2C_A12_V01,RLV2C_A13_V01,RLV2C_A14_V01,RLV2C_A15_V01,RLV2C_A16_V01,RLV2C_A17_V01,RLV2C_A18_V01,RLV2C_A19_V01,RLV2C_A20_V01,RLV2C_A21_V01,RLV2C_A22_V01,RLV2C_A23_V01,RLV2C_A24_V01,RLV2C_A25_V01,RLV2C_A26_V01,RLV2C_A27_V01,RLV2C_A28_V01,RLV2C_A29_V01,RLV2C_A30_V01,RLV2O_A001_V01,RLV2O_A002_V01,RLV2O_A003_V01,RLV2O_A004_V01,RLV2O_A005_V01,RLV2O_A006_V01
RLU2_A01_V01,0.393145,0.590726,0.514113,0.493952,0.493952,0.566532,0.53629,0.540323,0.540323,0.540323,0.540323,0.542339,0.53629,0.53629,0.540323,0.540323,0.540323,0.540323,0.540323,0.53629,0.540323,0.530242,0.316532,0.34879,0.336694,0.260081,0.258065,0.235887,0.221774,0.606855,0.465726,0.582661,0.465726,0.237903,0.342742,0.219758,0.397177,0.731855,0.247984,0.419355,0.229839,0.417339,0.227823,0.280242,0.399194,0.461694,0.3125,0.370968,0.649194,0.215726,0.695565,0.524194,0.493952,0.441532,0.167339,0.163306,0.34879,0.685484,0.34879,0.443548,0.290323,0.022177,0.084677,0.012097,0.544355,0.542339,0.544355,0.548387,0.542339,0.538306,0.532258,0.52621,0.540323,0.538306,0.53629,0.524194,0.538306,0.532258,0.520161,0.556452,0.550403,0.542339,0.564516,0.528226,0.0,0.014113,0.014113,0.014113,0.016129,0.018145,0.024194,0.165323,0.195565,0.169355,0.169355,0.169355,0.169355,0.169355,0.020161,0.020161,0.020161,0.030242,0.497984,0.504032,0.002016,0.004032,0.002016,0.002016,0.002016,0.012097,0.006048,0.006048,0.006048,0.006048,0.010081,0.014113,0.002016,0.002016,0.002016,0.002016,0.002016,0.002016,0.002016,0.004032,0.012097,0.014113,0.004032,0.008065,0.014113,0.181452,0.010081,0.487903,0.169355,0.016129,0.016129,0.022177,0.201613,0.131048,0.042339,0.419355,0.594758,0.483871,0.431452,0.506048,0.46371,0.528226,0.493952,0.620968,0.508065,0.485887,0.554435,0.643145,0.483871,0.493952,0.477823,0.477823,0.512097,0.483871,0.554435,0.556452,0.421371,0.415323,0.447581,0.471774,0.439516,0.417339,0.435484,0.433468,0.508065,0.443548,0.467742,0.47379,0.520161,0.459677,0.471774,0.481855,0.520161,0.540323,0.493952,0.477823
RLU2_A02_V01,0.399194,0.592742,0.520161,0.491935,0.491935,0.568548,0.538306,0.542339,0.542339,0.542339,0.542339,0.544355,0.538306,0.538306,0.542339,0.538306,0.542339,0.542339,0.542339,0.538306,0.542339,0.524194,0.318548,0.350806,0.330645,0.262097,0.260081,0.237903,0.22379,0.604839,0.46371,0.58871,0.471774,0.239919,0.344758,0.221774,0.399194,0.737903,0.25,0.421371,0.231855,0.419355,0.229839,0.282258,0.40121,0.471774,0.310484,0.377016,0.655242,0.21371,0.701613,0.514113,0.491935,0.451613,0.169355,0.165323,0.354839,0.683468,0.354839,0.4375,0.292339,0.032258,0.086694,0.002016,0.550403,0.544355,0.546371,0.554435,0.548387,0.544355,0.534274,0.532258,0.546371,0.544355,0.538306,0.530242,0.544355,0.538306,0.52621,0.558468,0.556452,0.548387,0.566532,0.534274,0.014113,0.0,0.008065,0.004032,0.006048,0.008065,0.014113,0.167339,0.197581,0.171371,0.171371,0.167339,0.171371,0.171371,0.010081,0.010081,0.010081,0.016129,0.487903,0.502016,0.016129,0.010081,0.012097,0.012097,0.016129,0.022177,0.016129,0.016129,0.016129,0.020161,0.012097,0.020161,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.014113,0.022177,0.016129,0.018145,0.018145,0.016129,0.183468,0.024194,0.497984,0.163306,0.030242,0.030242,0.03629,0.211694,0.141129,0.056452,0.417339,0.58871,0.485887,0.433468,0.504032,0.469758,0.530242,0.504032,0.618952,0.506048,0.487903,0.560484,0.657258,0.489919,0.5,0.46371,0.487903,0.506048,0.477823,0.548387,0.550403,0.423387,0.417339,0.445565,0.469758,0.445565,0.427419,0.433468,0.435484,0.514113,0.453629,0.469758,0.479839,0.518145,0.457661,0.47379,0.483871,0.518145,0.542339,0.508065,0.46371
RLU2_A03_V01,0.403226,0.592742,0.516129,0.495968,0.495968,0.568548,0.538306,0.542339,0.542339,0.542339,0.542339,0.544355,0.538306,0.538306,0.542339,0.538306,0.542339,0.542339,0.542339,0.538306,0.542339,0.520161,0.318548,0.350806,0.330645,0.258065,0.256048,0.233871,0.219758,0.600806,0.46371,0.580645,0.471774,0.235887,0.336694,0.217742,0.399194,0.733871,0.245968,0.421371,0.227823,0.419355,0.225806,0.282258,0.397177,0.471774,0.310484,0.377016,0.65121,0.21371,0.697581,0.514113,0.495968,0.451613,0.169355,0.165323,0.354839,0.683468,0.354839,0.441532,0.288306,0.032258,0.086694,0.006048,0.550403,0.544355,0.546371,0.554435,0.548387,0.544355,0.534274,0.532258,0.546371,0.544355,0.538306,0.530242,0.544355,0.538306,0.52621,0.558468,0.556452,0.548387,0.566532,0.534274,0.014113,0.008065,0.0,0.008065,0.010081,0.012097,0.018145,0.167339,0.197581,0.171371,0.171371,0.167339,0.171371,0.171371,0.014113,0.014113,0.014113,0.024194,0.495968,0.502016,0.016129,0.014113,0.016129,0.016129,0.016129,0.022177,0.020161,0.020161,0.020161,0.020161,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.014113,0.022177,0.016129,0.018145,0.022177,0.016129,0.179435,0.024194,0.497984,0.163306,0.030242,0.030242,0.03629,0.211694,0.141129,0.056452,0.417339,0.592742,0.481855,0.4375,0.5,0.461694,0.52621,0.5,0.618952,0.510081,0.487903,0.560484,0.649194,0.489919,0.5,0.471774,0.487903,0.502016,0.47379,0.556452,0.550403,0.427419,0.421371,0.449597,0.465726,0.441532,0.419355,0.433468,0.439516,0.514113,0.449597,0.465726,0.475806,0.522177,0.461694,0.47379,0.487903,0.514113,0.542339,0.508065,0.471774
RLU2_A04_V01,0.399194,0.592742,0.516129,0.495968,0.495968,0.568548,0.542339,0.546371,0.542339,0.546371,0.546371,0.548387,0.542339,0.542339,0.542339,0.542339,0.546371,0.546371,0.546371,0.542339,0.546371,0.520161,0.322581,0.346774,0.326613,0.262097,0.260081,0.237903,0.22379,0.604839,0.459677,0.58871,0.467742,0.239919,0.344758,0.221774,0.399194,0.733871,0.25,0.421371,0.231855,0.419355,0.229839,0.282258,0.397177,0.467742,0.310484,0.377016,0.65121,0.217742,0.697581,0.510081,0.487903,0.451613,0.169355,0.165323,0.354839,0.683468,0.354839,0.4375,0.292339,0.032258,0.082661,0.002016,0.546371,0.540323,0.546371,0.550403,0.544355,0.540323,0.534274,0.528226,0.542339,0.540323,0.534274,0.52621,0.540323,0.538306,0.522177,0.558468,0.552419,0.544355,0.566532,0.534274,0.014113,0.004032,0.008065,0.0,0.006048,0.008065,0.014113,0.167339,0.197581,0.171371,0.171371,0.167339,0.171371,0.171371,0.010081,0.010081,0.010081,0.020161,0.491935,0.506048,0.016129,0.010081,0.016129,0.012097,0.016129,0.022177,0.020161,0.020161,0.020161,0.020161,0.012097,0.020161,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.016129,0.014113,0.022177,0.016129,0.018145,0.022177,0.016129,0.183468,0.024194,0.497984,0.167339,0.030242,0.030242,0.03629,0.207661,0.141129,0.056452,0.417339,0.592742,0.481855,0.4375,0.504032,0.469758,0.530242,0.5,0.618952,0.506048,0.487903,0.560484,0.653226,0.493952,0.5,0.46371,0.483871,0.506048,0.481855,0.552419,0.554435,0.419355,0.413306,0.449597,0.47379,0.445565,0.423387,0.433468,0.435484,0.518145,0.453629,0.465726,0.475806,0.522177,0.461694,0.477823,0.483871,0.518145,0.538306,0.508065,0.46371
RLU2_A05_V01,0.397177,0.594758,0.522177,0.489919,0.489919,0.574597,0.544355,0.548387,0.548387,0.548387,0.548387,0.546371,0.544355,0.544355,0.548387,0.544355,0.548387,0.548387,0.548387,0.544355,0.548387,0.522177,0.316532,0.34879,0.328629,0.264113,0.262097,0.239919,0.225806,0.59879,0.461694,0.586694,0.47379,0.241935,0.346774,0.22379,0.40121,0.739919,0.252016,0.423387,0.233871,0.421371,0.231855,0.284274,0.399194,0.469758,0.3125,0.375,0.657258,0.219758,0.703629,0.512097,0.485887,0.449597,0.171371,0.167339,0.356855,0.685484,0.356855,0.439516,0.294355,0.034274,0.084677,0.004032,0.552419,0.546371,0.540323,0.556452,0.542339,0.546371,0.53629,0.534274,0.540323,0.538306,0.540323,0.532258,0.538306,0.540323,0.524194,0.552419,0.558468,0.550403,0.568548,0.53629,0.016129,0.006048,0.010081,0.006048,0.0,0.010081,0.016129,0.169355,0.199597,0.173387,0.173387,0.169355,0.173387,0.173387,0.012097,0.012097,0.012097,0.022177,0.493952,0.504032,0.018145,0.012097,0.018145,0.014113,0.018145,0.024194,0.022177,0.022177,0.022177,0.022177,0.014113,0.022177,0.018145,0.018145,0.018145,0.018145,0.018145,0.018145,0.018145,0.016129,0.024194,0.018145,0.020161,0.024194,0.018145,0.185484,0.02621,0.495968,0.169355,0.032258,0.032258,0.038306,0.21371,0.143145,0.058468,0.423387,0.590726,0.483871,0.435484,0.506048,0.467742,0.528226,0.502016,0.612903,0.504032,0.485887,0.5625,0.655242,0.491935,0.497984,0.461694,0.489919,0.504032,0.475806,0.550403,0.552419,0.417339,0.41129,0.443548,0.467742,0.451613,0.429435,0.435484,0.4375,0.520161,0.447581,0.471774,0.481855,0.516129,0.455645,0.475806,0.481855,0.520161,0.544355,0.506048,0.461694
RLU2_A06_V01,0.395161,0.592742,0.512097,0.5,0.5,0.572581,0.542339,0.546371,0.546371,0.546371,0.546371,0.548387,0.542339,0.542339,0.546371,0.542339,0.546371,0.546371,0.546371,0.542339,0.546371,0.520161,0.314516,0.346774,0.322581,0.262097,0.260081,0.229839,0.215726,0.604839,0.46371,0.58871,0.467742,0.231855,0.340726,0.21371,0.403226,0.729839,0.25,0.425403,0.22379,0.423387,0.221774,0.278226,0.40121,0.46371,0.314516,0.377016,0.647177,0.209677,0.693548,0.506048,0.495968,0.451613,0.173387,0.169355,0.358871,0.683468,0.358871,0.4375,0.284274,0.03629,0.086694,0.006048,0.554435,0.548387,0.550403,0.558468,0.544355,0.548387,0.538306,0.53629,0.550403,0.548387,0.542339,0.534274,0.548387,0.542339,0.530242,0.5625,0.560484,0.552419,0.570565,0.538306,0.018145,0.008065,0.012097,0.008065,0.010081,0.0,0.006048,0.171371,0.193548,0.175403,0.175403,0.171371,0.171371,0.175403,0.014113,0.006048,0.014113,0.012097,0.487903,0.506048,0.020161,0.014113,0.020161,0.016129,0.020161,0.02621,0.024194,0.024194,0.024194,0.020161,0.016129,0.024194,0.020161,0.016129,0.020161,0.020161,0.020161,0.016129,0.020161,0.018145,0.014113,0.008065,0.022177,0.022177,0.020161,0.183468,0.028226,0.502016,0.171371,0.030242,0.034274,0.040323,0.215726,0.145161,0.060484,0.417339,0.592742,0.477823,0.433468,0.5,0.465726,0.530242,0.495968,0.614919,0.510081,0.491935,0.560484,0.649194,0.485887,0.495968,0.467742,0.487903,0.514113,0.485887,0.552419,0.554435,0.427419,0.421371,0.449597,0.477823,0.441532,0.419355,0.433468,0.435484,0.522177,0.453629,0.469758,0.475806,0.522177,0.465726,0.469758,0.487903,0.514113,0.542339,0.5,0.467742
RLU2_A07_V01,0.397177,0.59879,0.506048,0.506048,0.506048,0.574597,0.544355,0.548387,0.548387,0.548387,0.544355,0.550403,0.544355,0.544355,0.548387,0.544355,0.548387,0.548387,0.548387,0.540323,0.548387,0.514113,0.3125,0.34879,0.316532,0.260081,0.258065,0.22379,0.209677,0.610887,0.461694,0.594758,0.461694,0.225806,0.346774,0.207661,0.397177,0.72379,0.247984,0.419355,0.217742,0.417339,0.215726,0.27621,0.395161,0.457661,0.308468,0.370968,0.641129,0.203629,0.6875,0.508065,0.493952,0.449597,0.179435,0.175403,0.364919,0.685484,0.364919,0.439516,0.278226,0.042339,0.092742,0.012097,0.560484,0.554435,0.556452,0.564516,0.550403,0.554435,0.544355,0.542339,0.556452,0.554435,0.548387,0.540323,0.554435,0.548387,0.53629,0.568548,0.566532,0.558468,0.576613,0.544355,0.024194,0.014113,0.018145,0.014113,0.016129,0.006048,0.0,0.177419,0.195565,0.181452,0.181452,0.177419,0.169355,0.181452,0.020161,0.012097,0.020161,0.018145,0.481855,0.504032,0.022177,0.020161,0.02621,0.022177,0.02621,0.028226,0.030242,0.030242,0.030242,0.018145,0.022177,0.02621,0.02621,0.022177,0.02621,0.02621,0.02621,0.022177,0.02621,0.024194,0.020161,0.014113,0.028226,0.028226,0.02621,0.181452,0.034274,0.508065,0.177419,0.032258,0.040323,0.046371,0.221774,0.15121,0.066532,0.419355,0.586694,0.479839,0.427419,0.502016,0.471774,0.53629,0.497984,0.608871,0.504032,0.489919,0.558468,0.655242,0.487903,0.489919,0.465726,0.485887,0.516129,0.487903,0.554435,0.556452,0.425403,0.415323,0.447581,0.475806,0.443548,0.421371,0.427419,0.4375,0.516129,0.447581,0.467742,0.47379,0.520161,0.46371,0.475806,0.481855,0.520161,0.53629,0.497984,0.461694
RLU2_A08_V01,0.340726,0.485887,0.502016,0.497984,0.497984,0.655242,0.604839,0.608871,0.608871,0.608871,0.608871,0.610887,0.604839,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.461694,0.243952,0.247984,0.252016,0.147177,0.145161,0.110887,0.084677,0.477823,0.453629,0.5625,0.425403,0.112903,0.241935,0.082661,0.296371,0.856855,0.122984,0.306452,0.092742,0.304435,0.090726,0.397177,0.435484,0.453629,0.409274,0.366935,0.689516,0.131048,0.796371,0.568548,0.518145,0.530242,0.058468,0.002016,0.243952,0.778226,0.243952,0.423387,0.25,0.159274,0.21371,0.165323,0.584677,0.582661,0.584677,0.58871,0.582661,0.578629,0.572581,0.566532,0.580645,0.578629,0.576613,0.564516,0.578629,0.576613,0.560484,0.596774,0.590726,0.582661,0.608871,0.568548,0.165323,0.167339,0.167339,0.167339,0.169355,0.171371,0.177419,0.0,0.09879,0.008065,0.008065,0.008065,0.008065,0.008065,0.173387,0.173387,0.173387,0.171371,0.465726,0.596774,0.167339,0.169355,0.167339,0.167339,0.167339,0.173387,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.167339,0.167339,0.167339,0.167339,0.167339,0.167339,0.167339,0.165323,0.173387,0.163306,0.169355,0.173387,0.167339,0.020161,0.175403,0.532258,0.028226,0.181452,0.181452,0.183468,0.193548,0.082661,0.207661,0.459677,0.606855,0.391129,0.467742,0.5625,0.491935,0.625,0.590726,0.548387,0.504032,0.477823,0.631048,0.554435,0.524194,0.485887,0.453629,0.477823,0.53629,0.491935,0.502016,0.516129,0.433468,0.403226,0.46371,0.475806,0.528226,0.52621,0.520161,0.457661,0.504032,0.455645,0.5,0.534274,0.467742,0.508065,0.592742,0.493952,0.641129,0.645161,0.469758,0.493952
RLU2_A09_V01,0.362903,0.491935,0.443548,0.556452,0.556452,0.66129,0.610887,0.614919,0.614919,0.610887,0.614919,0.612903,0.610887,0.614919,0.614919,0.614919,0.614919,0.614919,0.610887,0.610887,0.614919,0.439516,0.177419,0.266129,0.205645,0.177419,0.175403,0.141129,0.114919,0.471774,0.419355,0.608871,0.459677,0.143145,0.247984,0.112903,0.294355,0.774194,0.169355,0.316532,0.139113,0.314516,0.137097,0.346774,0.377016,0.419355,0.383065,0.344758,0.663306,0.03629,0.729839,0.493952,0.532258,0.524194,0.084677,0.096774,0.33871,0.752016,0.33871,0.461694,0.264113,0.189516,0.207661,0.195565,0.679435,0.677419,0.679435,0.683468,0.673387,0.673387,0.667339,0.66129,0.675403,0.673387,0.671371,0.659274,0.673387,0.671371,0.655242,0.691532,0.685484,0.677419,0.703629,0.663306,0.195565,0.197581,0.197581,0.197581,0.199597,0.193548,0.195565,0.09879,0.0,0.102823,0.102823,0.102823,0.102823,0.102823,0.203629,0.1875,0.203629,0.193548,0.447581,0.554435,0.197581,0.199597,0.197581,0.197581,0.197581,0.203629,0.201613,0.201613,0.201613,0.201613,0.201613,0.201613,0.197581,0.193548,0.197581,0.197581,0.197581,0.197581,0.197581,0.195565,0.195565,0.189516,0.199597,0.195565,0.197581,0.114919,0.201613,0.627016,0.114919,0.199597,0.211694,0.197581,0.231855,0.177419,0.193548,0.457661,0.620968,0.368952,0.497984,0.5,0.47379,0.606855,0.584677,0.554435,0.510081,0.483871,0.633065,0.58871,0.47379,0.475806,0.439516,0.447581,0.518145,0.489919,0.516129,0.514113,0.443548,0.421371,0.449597,0.47379,0.461694,0.455645,0.469758,0.447581,0.518145,0.453629,0.493952,0.524194,0.514113,0.538306,0.542339,0.483871,0.582661,0.622984,0.491935,0.491935
RLU2_A10_V01,0.336694,0.481855,0.506048,0.493952,0.493952,0.663306,0.612903,0.616935,0.616935,0.616935,0.616935,0.618952,0.612903,0.616935,0.616935,0.616935,0.616935,0.612903,0.616935,0.616935,0.616935,0.465726,0.247984,0.252016,0.260081,0.15121,0.149194,0.114919,0.08871,0.477823,0.453629,0.570565,0.429435,0.116935,0.245968,0.086694,0.300403,0.860887,0.127016,0.310484,0.096774,0.308468,0.094758,0.40121,0.435484,0.453629,0.413306,0.366935,0.693548,0.139113,0.800403,0.572581,0.518145,0.530242,0.066532,0.006048,0.247984,0.782258,0.247984,0.427419,0.254032,0.163306,0.21371,0.169355,0.580645,0.586694,0.58871,0.584677,0.582661,0.574597,0.576613,0.5625,0.580645,0.578629,0.580645,0.560484,0.578629,0.580645,0.560484,0.600806,0.586694,0.578629,0.612903,0.564516,0.169355,0.171371,0.171371,0.171371,0.173387,0.175403,0.181452,0.008065,0.102823,0.0,0.012097,0.008065,0.012097,0.012097,0.173387,0.177419,0.177419,0.175403,0.47379,0.58871,0.171371,0.173387,0.171371,0.171371,0.167339,0.177419,0.175403,0.175403,0.175403,0.175403,0.175403,0.175403,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.169355,0.177419,0.171371,0.173387,0.177419,0.167339,0.024194,0.175403,0.532258,0.03629,0.185484,0.173387,0.191532,0.197581,0.086694,0.211694,0.451613,0.606855,0.387097,0.471774,0.566532,0.491935,0.625,0.590726,0.544355,0.504032,0.477823,0.635081,0.546371,0.528226,0.485887,0.457661,0.477823,0.53629,0.487903,0.497984,0.520161,0.433468,0.407258,0.467742,0.479839,0.528226,0.52621,0.524194,0.461694,0.504032,0.455645,0.491935,0.52621,0.46371,0.508065,0.596774,0.493952,0.637097,0.649194,0.469758,0.493952
RLU2_A11_V01,0.344758,0.477823,0.493952,0.506048,0.506048,0.655242,0.604839,0.608871,0.608871,0.608871,0.608871,0.610887,0.604839,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.461694,0.235887,0.256048,0.252016,0.139113,0.137097,0.102823,0.084677,0.47379,0.457661,0.558468,0.421371,0.104839,0.233871,0.082661,0.288306,0.84879,0.114919,0.298387,0.092742,0.296371,0.090726,0.40121,0.431452,0.457661,0.405242,0.366935,0.681452,0.127016,0.788306,0.568548,0.510081,0.530242,0.066532,0.006048,0.247984,0.778226,0.247984,0.423387,0.241935,0.163306,0.217742,0.169355,0.58871,0.586694,0.58871,0.592742,0.586694,0.582661,0.576613,0.570565,0.584677,0.582661,0.580645,0.568548,0.582661,0.580645,0.564516,0.600806,0.594758,0.586694,0.608871,0.572581,0.169355,0.171371,0.171371,0.171371,0.173387,0.175403,0.181452,0.008065,0.102823,0.012097,0.0,0.012097,0.012097,0.012097,0.177419,0.177419,0.177419,0.175403,0.47379,0.600806,0.171371,0.173387,0.171371,0.171371,0.171371,0.177419,0.175403,0.175403,0.175403,0.175403,0.175403,0.175403,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.169355,0.177419,0.171371,0.173387,0.177419,0.167339,0.012097,0.179435,0.53629,0.03629,0.177419,0.185484,0.191532,0.197581,0.086694,0.203629,0.455645,0.610887,0.391129,0.475806,0.566532,0.487903,0.616935,0.590726,0.548387,0.508065,0.481855,0.635081,0.550403,0.524194,0.481855,0.449597,0.485887,0.528226,0.483871,0.502016,0.512097,0.433468,0.403226,0.459677,0.475806,0.532258,0.522177,0.524194,0.457661,0.504032,0.455645,0.491935,0.52621,0.459677,0.504032,0.592742,0.497984,0.641129,0.653226,0.47379,0.497984
RLU2_A12_V01,0.344758,0.477823,0.506048,0.493952,0.493952,0.663306,0.612903,0.616935,0.616935,0.616935,0.616935,0.618952,0.612903,0.616935,0.616935,0.612903,0.616935,0.616935,0.616935,0.616935,0.616935,0.461694,0.247984,0.247984,0.252016,0.15121,0.149194,0.114919,0.08871,0.481855,0.457661,0.570565,0.429435,0.116935,0.245968,0.086694,0.300403,0.860887,0.127016,0.310484,0.096774,0.308468,0.094758,0.393145,0.443548,0.461694,0.409274,0.375,0.693548,0.139113,0.800403,0.572581,0.510081,0.534274,0.066532,0.006048,0.247984,0.782258,0.247984,0.419355,0.254032,0.163306,0.217742,0.165323,0.584677,0.578629,0.580645,0.58871,0.586694,0.578629,0.568548,0.566532,0.584677,0.582661,0.572581,0.564516,0.582661,0.580645,0.564516,0.592742,0.590726,0.582661,0.604839,0.568548,0.169355,0.167339,0.167339,0.167339,0.169355,0.171371,0.177419,0.008065,0.102823,0.008065,0.012097,0.0,0.012097,0.012097,0.173387,0.173387,0.173387,0.171371,0.465726,0.58871,0.171371,0.173387,0.171371,0.171371,0.167339,0.177419,0.175403,0.175403,0.175403,0.175403,0.175403,0.175403,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.169355,0.177419,0.171371,0.173387,0.177419,0.167339,0.024194,0.175403,0.532258,0.032258,0.185484,0.181452,0.191532,0.197581,0.086694,0.211694,0.455645,0.59879,0.395161,0.467742,0.558468,0.491935,0.625,0.590726,0.544355,0.512097,0.485887,0.639113,0.554435,0.524194,0.493952,0.449597,0.477823,0.532258,0.491935,0.497984,0.512097,0.433468,0.407258,0.459677,0.471774,0.532258,0.530242,0.524194,0.457661,0.504032,0.46371,0.491935,0.530242,0.467742,0.508065,0.592742,0.502016,0.637097,0.649194,0.469758,0.493952
RLU2_A13_V01,0.344758,0.489919,0.493952,0.506048,0.506048,0.655242,0.604839,0.608871,0.608871,0.608871,0.604839,0.610887,0.604839,0.608871,0.608871,0.608871,0.608871,0.608871,0.608871,0.604839,0.608871,0.457661,0.239919,0.256048,0.247984,0.139113,0.137097,0.102823,0.076613,0.481855,0.449597,0.566532,0.417339,0.104839,0.245968,0.074597,0.292339,0.84879,0.114919,0.302419,0.084677,0.300403,0.082661,0.397177,0.435484,0.449597,0.405242,0.362903,0.681452,0.127016,0.788306,0.572581,0.514113,0.534274,0.066532,0.006048,0.247984,0.778226,0.247984,0.423387,0.241935,0.163306,0.217742,0.169355,0.58871,0.586694,0.58871,0.592742,0.582661,0.582661,0.576613,0.570565,0.584677,0.582661,0.580645,0.568548,0.582661,0.580645,0.564516,0.600806,0.594758,0.586694,0.612903,0.572581,0.169355,0.171371,0.171371,0.171371,0.173387,0.171371,0.169355,0.008065,0.102823,0.012097,0.012097,0.012097,0.0,0.012097,0.177419,0.177419,0.177419,0.171371,0.465726,0.596774,0.167339,0.173387,0.171371,0.171371,0.171371,0.173387,0.175403,0.175403,0.175403,0.163306,0.175403,0.171371,0.171371,0.171371,0.171371,0.171371,0.171371,0.167339,0.171371,0.169355,0.173387,0.167339,0.173387,0.177419,0.171371,0.012097,0.179435,0.53629,0.03629,0.177419,0.185484,0.191532,0.197581,0.086694,0.211694,0.46371,0.59879,0.395161,0.46371,0.570565,0.491935,0.625,0.594758,0.544355,0.504032,0.481855,0.631048,0.554435,0.528226,0.481855,0.457661,0.481855,0.53629,0.491935,0.502016,0.512097,0.429435,0.399194,0.455645,0.471774,0.528226,0.52621,0.516129,0.453629,0.504032,0.455645,0.5,0.534274,0.459677,0.504032,0.596774,0.493952,0.641129,0.645161,0.469758,0.493952
