strategy_name,block_interleaved_quarters,center_edge_alternating,center_out,edge_in,edge_in_alternating_LHI,UPB_A07_V01,greedy_maximin_distance,run36_greedy_maximin_distance_adjacent_swap_0002,run36_greedy_maximin_distance_adjacent_swap_0009,run36_greedy_maximin_distance_adjacent_swap_0021,run36_greedy_maximin_distance_adjacent_swap_0023,run36_greedy_maximin_distance_adjacent_swap_0029,run36_greedy_maximin_distance_adjacent_swap_0045,run36_greedy_maximin_distance_adjacent_swap_0046,run36_greedy_maximin_distance_adjacent_swap_0050,run36_greedy_maximin_distance_adjacent_swap_0054,run36_greedy_maximin_distance_adjacent_swap_0055,run36_greedy_maximin_distance_adjacent_swap_0066,run36_greedy_maximin_distance_adjacent_swap_0072,run36_greedy_maximin_distance_adjacent_swap_0073,run36_greedy_maximin_distance_adjacent_swap_0081,V02_M00_NDK_R24_V01,V02_M00_PGJ_V01,V02_M00_PGN_R24_V01,V02_M00_PGR_R24_V01,mc_cand_001,mc_cand_002,mc_cand_004,mc_cand_006,mc_cand_066,mc_cand_067,mc_cand_121,mc_cand_129,mc_extra_001,mc_extra_002,mc_extra_003,mc_extra_004,mc_extra_005,mc_extra_006,mc_extra_007,mc_extra_008,mc_extra_009,mc_extra_010,mc_extra_011,mc_extra_012,mc_extra_013,mc_extra_014,mc_extra_015,mc_extra_016,mc_extra_017,mc_extra_018,mc_extra_019,mc_extra_020,multi_lag_regular_jump,UPB_A03_V01,odd_even_interlaced,formal_raster_left_to_right,smartscan_proxy_variance,raster_left_to_right,windowed_max_dispersion,GNNU_A01_V01,GNNU_A02_V01,GNNU_A03_V01,GNNU_A04_V01,RL20_A01_V01,RL20_A02_V01,RL20_A03_V01,RL20_A04_V01,RL20_A05_V01,RL20_A06_V01,RL20_A07_V01,RL20_A08_V01,RL20_A09_V01,RL20_A10_V01,RL20_A11_V01,RL20_A12_V01,RL20_A13_V01,RL20_A14_V01,RL20_A15_V01,RL20_A16_V01,RL20_A17_V01,RL20_A18_V01,RL20_A19_V01,RL20_A20_V01,RLU2_A01_V01,RLU2_A02_V01,RLU2_A03_V01,RLU2_A04_V01,RLU2_A05_V01,RLU2_A06_V01,RLU2_A07_V01,RLU2_A08_V01,RLU2_A09_V01,RLU2_A10_V01,RLU2_A11_V01,RLU2_A12_V01,RLU2_A13_V01,RLU2_A14_V01,RLU2_A15_V01,RLU2_A16_V01,RLU2_A17_V01,RLU2_A18_V01,RLU2_A19_V01,RLU2_A20_V01,RLU2M_A01_V01,RLU2M_A02_V01,RLU2M_A03_V01,RLU2M_A04_V01,RLU2M_A05_V01,RLU2M_A06_V01,RLU2M_A07_V01,RLU2M_A08_V01,RLU2M_A09_V01,RLU2M_A10_V01,RLU2M_A11_V01,RLU2M_A12_V01,RLU2M_A13_V01,RLU2M_A14_V01,RLU2M_A15_V01,RLU2M_A16_V01,RLU2M_A17_V01,RLU2M_A18_V01,RLU2M_A19_V01,RLU2M_A20_V01,RLU2M_A21_V01,RLU2M_A22_V01,RLU2M_A23_V01,RLU2M_A24_V01,RLU2M_A25_V01,RLU2M_A26_V01,RLU2M_A27_V01,RLU2M_A28_V01,RLU2M_A29_V01,RLU2M_A30_V01,RLU2M_A31_V01,RLU2M_A32_V01,RLU2M_A33_V01,RLU2M_A34_V01,RLU2M_A35_V01,RLU2M_A36_V01,RLU2M_A37_V01,RLU2M_A38_V01,RLU2M_A39_V01,RLU2M_A40_V01,RLV2C_A01_V01,RLV2C_A02_V01,RLV2C_A03_V01,RLV2C_A04_V01,RLV2C_A05_V01,RLV2C_A06_V01,RLV2C_A07_V01,RLV2C_A08_V01,RLV2C_A09_V01,RLV2C_A10_V01,RLV2C_A11_V01,RLV2C_A12_V01,RLV2C_A13_V01,RLV2C_A14_V01,RLV2C_A15_V01,RLV2C_A16_V01,RLV2C_A17_V01,RLV2C_A18_V01,RLV2C_A19_V01,RLV2C_A20_V01,RLV2C_A21_V01,RLV2C_A22_V01,RLV2C_A23_V01,RLV2C_A24_V01,RLV2C_A25_V01,RLV2C_A26_V01,RLV2C_A27_V01,RLV2C_A28_V01,RLV2C_A29_V01,RLV2C_A30_V01,RLV2O_A001_V01,RLV2O_A002_V01,RLV2O_A003_V01,RLV2O_A004_V01,RLV2O_A005_V01,RLV2O_A006_V01
mc_cand_006,0.292522,0.546188,0.52566,0.459677,0.459677,0.765396,0.750916,0.751283,0.751466,0.74945,0.751466,0.757515,0.748167,0.751466,0.751833,0.751283,0.751466,0.751466,0.749633,0.749817,0.751283,0.430902,0.131782,0.120235,0.131048,0.059384,0.059567,0.030425,0.0,0.48937,0.391496,0.625,0.384164,0.030242,0.171921,0.000183,0.167889,0.954729,0.042339,0.174853,0.010997,0.171738,0.01118,0.35154,0.370235,0.364186,0.40066,0.313966,0.840176,0.0614,0.923204,0.577163,0.48607,0.544355,0.03574,0.028043,0.283358,0.827896,0.283358,0.399377,0.143328,0.180352,0.19978,0.202346,0.81305,0.81305,0.8136,0.812317,0.804252,0.811034,0.812133,0.805169,0.805535,0.804802,0.812683,0.802969,0.803519,0.817265,0.798937,0.818915,0.81415,0.81085,0.830279,0.803519,0.203079,0.202529,0.201979,0.202529,0.202896,0.201613,0.200513,0.028226,0.051503,0.028776,0.033174,0.028776,0.027309,0.028409,0.203262,0.20088,0.206745,0.1886,0.395345,0.622434,0.202896,0.205095,0.203262,0.204729,0.203262,0.207111,0.203812,0.203812,0.203812,0.202346,0.206195,0.201613,0.202896,0.202896,0.203262,0.203262,0.203262,0.202896,0.203262,0.202713,0.204545,0.199597,0.201796,0.202529,0.205462,0.031342,0.208944,0.780609,0.027859,0.213343,0.204545,0.204912,0.157625,0.09824,0.231122,0.429435,0.640396,0.296371,0.423387,0.59824,0.450147,0.684201,0.622434,0.557001,0.518878,0.493402,0.685301,0.614003,0.527309,0.507148,0.419172,0.444465,0.53739,0.484421,0.5,0.490286,0.393328,0.370601,0.458028,0.48662,0.528226,0.535557,0.508981,0.425587,0.478556,0.398827,0.52511,0.565433,0.496334,0.540323,0.644062,0.512647,0.680902,0.680902,0.431452,0.521444
mc_cand_066,0.518145,0.471224,0.354106,0.648094,0.648094,0.479655,0.502383,0.502933,0.504216,0.499817,0.509164,0.498167,0.499633,0.503666,0.508798,0.502566,0.502566,0.502016,0.503849,0.508798,0.501466,0.408174,0.366935,0.497801,0.385997,0.479839,0.484054,0.508065,0.48937,0.0,0.411107,0.387463,0.652676,0.503849,0.357038,0.493585,0.508248,0.496701,0.50055,0.550403,0.490103,0.546921,0.494318,0.658724,0.400477,0.503482,0.593842,0.445381,0.510814,0.434751,0.480938,0.391312,0.532075,0.432185,0.476723,0.470308,0.559934,0.507331,0.559934,0.528776,0.524927,0.625367,0.561767,0.637463,0.544538,0.56085,0.563966,0.53684,0.559201,0.549304,0.570381,0.552603,0.565616,0.559018,0.569648,0.556085,0.567449,0.640213,0.553152,0.555169,0.536657,0.545821,0.616569,0.538856,0.63893,0.637647,0.630132,0.63893,0.633798,0.638196,0.643878,0.468109,0.440982,0.469941,0.467375,0.470674,0.473607,0.46151,0.640396,0.633798,0.640762,0.631782,0.564883,0.419905,0.640762,0.648094,0.639113,0.643695,0.639479,0.635997,0.639663,0.639663,0.639663,0.642229,0.657991,0.631598,0.63618,0.639479,0.639113,0.638746,0.639113,0.638746,0.639113,0.631415,0.633065,0.627199,0.63563,0.634714,0.62335,0.46316,0.627749,0.597507,0.486804,0.6239,0.635814,0.627566,0.56415,0.515029,0.615652,0.455645,0.646628,0.551686,0.740286,0.443732,0.53904,0.537573,0.620418,0.291972,0.60044,0.444465,0.530975,0.407258,0.447397,0.376283,0.541239,0.58761,0.459677,0.477089,0.493768,0.421188,0.579729,0.633065,0.383065,0.447031,0.490286,0.467009,0.548021,0.480572,0.66294,0.441716,0.523277,0.533724,0.495784,0.578996,0.439516,0.572397,0.54912,0.68915,0.557918,0.533724
mc_cand_067,0.39846,0.492302,0.553152,0.454179,0.454179,0.473974,0.452529,0.455279,0.453079,0.458578,0.452529,0.457295,0.45033,0.448497,0.449413,0.453812,0.452713,0.452896,0.458578,0.45143,0.448314,0.453812,0.464993,0.414773,0.370418,0.386364,0.390029,0.417522,0.391496,0.411107,0.0,0.571481,0.571848,0.413856,0.484054,0.395161,0.434018,0.583761,0.410374,0.493952,0.389846,0.482038,0.393512,0.404509,0.363636,0.361804,0.353372,0.341826,0.594941,0.379949,0.571481,0.432735,0.513196,0.512647,0.399194,0.440433,0.522911,0.401393,0.522911,0.628666,0.496151,0.456012,0.441166,0.45033,0.567265,0.612903,0.605572,0.57368,0.581745,0.556268,0.615286,0.565433,0.581378,0.581012,0.61217,0.567265,0.580095,0.611804,0.558834,0.586877,0.576063,0.565066,0.592375,0.620051,0.453262,0.451613,0.450696,0.446664,0.451613,0.452163,0.451246,0.4364,0.392045,0.434567,0.445198,0.441899,0.438966,0.441166,0.455279,0.446298,0.463893,0.451796,0.519795,0.482221,0.452713,0.454545,0.454545,0.455095,0.454179,0.46151,0.461694,0.461694,0.461694,0.451796,0.455279,0.451796,0.44923,0.454362,0.455279,0.44923,0.455279,0.453079,0.455279,0.449597,0.460227,0.447031,0.452529,0.44868,0.447214,0.442999,0.447397,0.58651,0.430902,0.45033,0.442999,0.431452,0.427969,0.51393,0.456012,0.548754,0.578812,0.44813,0.532075,0.417705,0.452346,0.617852,0.552053,0.56195,0.580279,0.497251,0.478739,0.454362,0.622984,0.467192,0.548021,0.562317,0.520528,0.551136,0.45143,0.598607,0.516496,0.652309,0.551686,0.619868,0.442449,0.533174,0.562683,0.495601,0.456378,0.544905,0.544538,0.56085,0.673937,0.617485,0.629032,0.566899,0.593658,0.489186,0.459311,0.57478
mc_cand_121,0.554069,0.455462,0.434384,0.565616,0.565616,0.306268,0.348974,0.345125,0.346224,0.352089,0.348607,0.347324,0.346591,0.349157,0.348424,0.355022,0.346041,0.346957,0.348424,0.355572,0.350623,0.348424,0.578996,0.582845,0.615652,0.618402,0.620601,0.604839,0.625,0.387463,0.571481,0.0,0.276026,0.602639,0.477456,0.627199,0.550037,0.37335,0.628482,0.551136,0.606488,0.552969,0.608688,0.588526,0.623534,0.530425,0.407808,0.567632,0.380132,0.64901,0.373717,0.442632,0.507515,0.394245,0.630499,0.608321,0.529142,0.374817,0.529142,0.410924,0.578996,0.609787,0.642229,0.630682,0.418805,0.460044,0.471774,0.418255,0.404326,0.410007,0.46096,0.42357,0.408174,0.403776,0.462977,0.421371,0.407441,0.453262,0.41074,0.453996,0.421371,0.417155,0.456195,0.407441,0.62665,0.631965,0.620784,0.631782,0.631415,0.632881,0.63728,0.607221,0.668438,0.61382,0.602823,0.613453,0.609787,0.605389,0.632148,0.635447,0.636547,0.622251,0.592559,0.461144,0.627933,0.629399,0.627933,0.628482,0.627566,0.613636,0.618952,0.618952,0.618952,0.628116,0.633065,0.611987,0.626283,0.628299,0.625183,0.627566,0.625183,0.6261,0.625183,0.627016,0.620784,0.627383,0.625183,0.630499,0.623534,0.591459,0.623717,0.420088,0.6239,0.615469,0.627933,0.639846,0.593475,0.499633,0.610337,0.421371,0.51118,0.528959,0.489919,0.412207,0.446114,0.361437,0.409091,0.52621,0.517229,0.508431,0.447397,0.492669,0.366935,0.41184,0.68805,0.551503,0.458028,0.503666,0.538673,0.554985,0.571114,0.509531,0.543438,0.505315,0.514479,0.543072,0.594758,0.557001,0.522544,0.545271,0.483871,0.425587,0.458761,0.463893,0.372067,0.516862,0.397177,0.54857,0.510447,0.572397
mc_cand_129,0.421738,0.355022,0.497434,0.502566,0.502566,0.481855,0.499817,0.493952,0.494868,0.502383,0.497067,0.502749,0.50055,0.50055,0.497067,0.501833,0.496884,0.497251,0.494501,0.500367,0.499633,0.396444,0.454362,0.378849,0.41239,0.400293,0.398827,0.371701,0.384164,0.652676,0.571848,0.276026,0.0,0.373167,0.471774,0.382698,0.328446,0.574597,0.393512,0.312317,0.383981,0.322764,0.382515,0.445015,0.603556,0.361987,0.407258,0.415139,0.561767,0.436584,0.580645,0.454362,0.506965,0.494318,0.430352,0.397177,0.459128,0.492302,0.459128,0.298937,0.407808,0.441166,0.508248,0.461694,0.598974,0.641679,0.653043,0.61272,0.565799,0.59934,0.641679,0.601173,0.568915,0.567449,0.643145,0.598057,0.565616,0.627749,0.579362,0.654509,0.613453,0.594208,0.654875,0.618768,0.459677,0.46261,0.46316,0.460227,0.465543,0.461327,0.455279,0.397911,0.433834,0.401943,0.395711,0.40121,0.391312,0.395711,0.455279,0.466826,0.455828,0.443182,0.460044,0.444831,0.458211,0.457845,0.460594,0.458578,0.461144,0.455462,0.452713,0.452713,0.452713,0.453812,0.459311,0.456745,0.461144,0.46096,0.461144,0.460227,0.461144,0.458211,0.461144,0.462427,0.460044,0.463343,0.462977,0.466092,0.468842,0.387647,0.465909,0.567999,0.409824,0.455462,0.463343,0.461694,0.358688,0.326613,0.465176,0.428519,0.471041,0.416422,0.341826,0.508065,0.557368,0.48882,0.527309,0.61327,0.471774,0.59934,0.498534,0.587243,0.43915,0.477273,0.500733,0.393695,0.566532,0.559934,0.502566,0.604839,0.495784,0.359604,0.596774,0.56195,0.565249,0.605938,0.532991,0.46371,0.491935,0.592742,0.478006,0.410374,0.432368,0.393328,0.540506,0.510447,0.559567,0.509897,0.531342,0.554802
mc_extra_001,0.303519,0.549853,0.560117,0.431085,0.431085,0.781342,0.769428,0.769795,0.769978,0.767962,0.769978,0.772911,0.766679,0.769978,0.770345,0.771444,0.769978,0.769978,0.768145,0.768328,0.769795,0.440982,0.142779,0.110887,0.146444,0.032075,0.032258,0.000183,0.030242,0.503849,0.413856,0.602639,0.373167,0.0,0.141862,0.030425,0.138196,0.93915,0.012097,0.139479,0.010081,0.136547,0.010264,0.367669,0.345858,0.401026,0.380682,0.331562,0.859787,0.074047,0.943548,0.566716,0.47599,0.546921,0.037023,0.043622,0.314516,0.837243,0.314516,0.388196,0.110521,0.179435,0.197397,0.20033,0.818548,0.826063,0.826796,0.817999,0.818915,0.814883,0.825147,0.818365,0.820198,0.819465,0.825696,0.816349,0.818365,0.830095,0.8125,0.817632,0.819648,0.816532,0.825513,0.816716,0.201063,0.200513,0.199963,0.200513,0.20088,0.199597,0.198497,0.043805,0.067082,0.044355,0.042889,0.044355,0.042889,0.043988,0.204545,0.204729,0.207661,0.187133,0.447581,0.620418,0.20088,0.203079,0.201246,0.202713,0.201246,0.205095,0.201796,0.201796,0.201796,0.20033,0.204179,0.199597,0.203812,0.20088,0.201246,0.201246,0.201246,0.20088,0.201246,0.203629,0.202529,0.197581,0.19978,0.206378,0.203446,0.041056,0.209861,0.796188,0.043438,0.208394,0.200513,0.199413,0.154509,0.107955,0.217925,0.423387,0.620051,0.281891,0.461694,0.61107,0.402126,0.723057,0.612537,0.574597,0.520711,0.455645,0.710411,0.579362,0.509348,0.498534,0.390946,0.437867,0.491569,0.441716,0.445198,0.423021,0.400477,0.381415,0.524743,0.557551,0.520161,0.503849,0.542522,0.427419,0.421188,0.345308,0.467559,0.521811,0.459494,0.514479,0.63618,0.522911,0.702346,0.744501,0.440982,0.509348
mc_extra_002,0.345125,0.573497,0.485704,0.514296,0.514296,0.673021,0.717925,0.718292,0.720674,0.711144,0.721408,0.721041,0.712243,0.718475,0.721041,0.719941,0.718475,0.718475,0.716642,0.719758,0.718292,0.484604,0.19978,0.220674,0.23937,0.171188,0.171371,0.142045,0.171921,0.357038,0.484054,0.477456,0.471774,0.141862,0.0,0.172104,0.247801,0.795455,0.153226,0.2511,0.151943,0.240652,0.152126,0.480022,0.365652,0.444465,0.403592,0.343292,0.765946,0.214626,0.796921,0.549853,0.478006,0.555718,0.178519,0.187317,0.42577,0.727273,0.42577,0.432551,0.209861,0.296738,0.253482,0.311034,0.739736,0.784457,0.78629,0.728372,0.750367,0.733138,0.784457,0.739736,0.76118,0.750183,0.784091,0.740836,0.759531,0.789223,0.740103,0.777309,0.730022,0.737903,0.784641,0.717559,0.313966,0.311217,0.300037,0.313416,0.311584,0.310667,0.319098,0.1875,0.210777,0.18805,0.186584,0.18805,0.193548,0.187683,0.315249,0.314699,0.318365,0.299304,0.544905,0.553336,0.316716,0.318182,0.31415,0.317815,0.31415,0.314333,0.314699,0.314699,0.314699,0.320198,0.319282,0.302969,0.316532,0.313416,0.31415,0.31415,0.31415,0.314333,0.31415,0.316349,0.309567,0.306452,0.307368,0.318182,0.311584,0.182185,0.322031,0.758065,0.181818,0.327529,0.313416,0.311584,0.246701,0.238087,0.337427,0.393695,0.603006,0.327896,0.577163,0.599523,0.407625,0.702896,0.633431,0.524377,0.570381,0.447031,0.639479,0.521994,0.459128,0.467925,0.457295,0.548754,0.508798,0.490836,0.446664,0.364736,0.460777,0.482771,0.495784,0.535374,0.519428,0.52676,0.504399,0.445931,0.468842,0.320565,0.476723,0.507515,0.477273,0.578262,0.545088,0.565249,0.678519,0.744685,0.48607,0.541056
mc_extra_003,0.291056,0.547654,0.524927,0.460411,0.460411,0.767962,0.753482,0.753849,0.754032,0.752016,0.754032,0.760264,0.750733,0.754032,0.754399,0.753849,0.754032,0.754032,0.752199,0.752383,0.753849,0.430718,0.131965,0.120601,0.131782,0.059567,0.059384,0.030242,0.000183,0.493585,0.395161,0.627199,0.382698,0.030425,0.172104,0.0,0.168072,0.954545,0.042155,0.175037,0.01118,0.171921,0.010997,0.351723,0.370051,0.36437,0.402126,0.314699,0.839993,0.061217,0.923021,0.574597,0.488453,0.546554,0.035557,0.027859,0.282991,0.829362,0.282991,0.400843,0.143512,0.180169,0.199597,0.202163,0.812683,0.813233,0.813416,0.81195,0.804069,0.81085,0.81195,0.804985,0.805352,0.804619,0.8125,0.802786,0.803336,0.817082,0.798754,0.818732,0.813783,0.810484,0.830095,0.803336,0.202896,0.202346,0.201796,0.202346,0.202713,0.20143,0.20033,0.028043,0.05132,0.028592,0.032991,0.028592,0.027126,0.028592,0.203079,0.200696,0.206562,0.188416,0.397727,0.620601,0.202713,0.204912,0.203079,0.204545,0.203079,0.206928,0.203629,0.203629,0.203629,0.202163,0.206012,0.20143,0.202713,0.202713,0.203079,0.203079,0.203079,0.202713,0.203079,0.202529,0.204362,0.199413,0.201613,0.202346,0.205279,0.031158,0.208761,0.780059,0.027309,0.21316,0.204362,0.204729,0.157441,0.099707,0.230938,0.430718,0.640762,0.294172,0.422287,0.598424,0.451246,0.68585,0.623534,0.555352,0.516312,0.494685,0.68695,0.615652,0.527126,0.510814,0.415506,0.441899,0.535557,0.482221,0.499267,0.487537,0.394795,0.371151,0.457295,0.484421,0.527859,0.535924,0.506965,0.429619,0.475806,0.40066,0.521261,0.5614,0.496518,0.540506,0.644978,0.510997,0.680352,0.682918,0.428336,0.518878
mc_extra_004,0.408358,0.508065,0.542155,0.460777,0.460777,0.719391,0.728006,0.728006,0.731122,0.726723,0.723424,0.731122,0.727823,0.728556,0.731488,0.728006,0.727823,0.728556,0.726723,0.721774,0.727639,0.533908,0.237353,0.228922,0.23662,0.103739,0.103922,0.13838,0.167889,0.508248,0.434018,0.550037,0.328446,0.138196,0.247801,0.168072,0.0,0.803886,0.116019,0.065982,0.148277,0.064333,0.14846,0.439883,0.367302,0.429252,0.309934,0.194465,0.794905,0.208394,0.830279,0.637647,0.431818,0.523094,0.177786,0.178886,0.420271,0.720858,0.420271,0.412757,0.147727,0.281342,0.332111,0.30022,0.776576,0.791422,0.787207,0.780425,0.77401,0.774927,0.785191,0.778776,0.77456,0.768695,0.791056,0.777126,0.773094,0.789773,0.773644,0.778409,0.780059,0.774927,0.785191,0.746334,0.30077,0.300403,0.305352,0.302969,0.30077,0.310484,0.299853,0.179069,0.221408,0.179619,0.178152,0.179619,0.168622,0.179252,0.29967,0.320015,0.298754,0.29912,0.445931,0.527309,0.295455,0.302603,0.300953,0.302236,0.300953,0.29967,0.301503,0.301503,0.301503,0.290506,0.303702,0.289773,0.300587,0.305718,0.300953,0.30022,0.300953,0.300953,0.300953,0.300403,0.318365,0.308651,0.29967,0.310484,0.297654,0.165139,0.297837,0.76063,0.181452,0.302969,0.298204,0.292339,0.292339,0.236254,0.307918,0.477456,0.447031,0.375916,0.384714,0.695565,0.490286,0.766312,0.721591,0.495418,0.511364,0.505132,0.694465,0.641862,0.513013,0.502383,0.405425,0.466092,0.497801,0.459677,0.370051,0.41074,0.372801,0.360337,0.447764,0.452163,0.592192,0.625916,0.44813,0.370968,0.394428,0.359421,0.53684,0.56415,0.429069,0.451063,0.630682,0.515213,0.767412,0.691899,0.550587,0.494868
mc_extra_005,0.648094,0.475073,0.344575,0.673021,0.673021,0.191532,0.223607,0.223607,0.22379,0.221957,0.224157,0.218109,0.225257,0.224157,0.224157,0.223607,0.22379,0.224157,0.222507,0.224157,0.223607,0.495784,0.818182,0.913856,0.854655,0.918805,0.918622,0.938966,0.954729,0.496701,0.583761,0.37335,0.574597,0.93915,0.795455,0.954545,0.803886,0.0,0.930718,0.784641,0.94923,0.78574,0.949047,0.574963,0.600806,0.557735,0.569465,0.644428,0.100806,0.885264,0.026026,0.435301,0.508065,0.472324,0.936217,0.956012,0.684751,0.166972,0.684751,0.594025,0.841642,0.777309,0.755132,0.757881,0.178336,0.184934,0.190066,0.179069,0.183651,0.178886,0.184751,0.1864,0.183468,0.184201,0.184201,0.187683,0.185301,0.186034,0.187133,0.184384,0.177236,0.179985,0.182918,0.188416,0.755682,0.758065,0.757515,0.757698,0.758431,0.757148,0.756048,0.956195,0.891496,0.956745,0.952346,0.956745,0.955279,0.956745,0.757331,0.756415,0.753482,0.772727,0.590909,0.352089,0.755499,0.754765,0.755865,0.754399,0.755865,0.747984,0.756415,0.756415,0.756415,0.754949,0.755865,0.754216,0.755499,0.755499,0.755865,0.755499,0.755865,0.755499,0.755865,0.755315,0.751283,0.758065,0.755682,0.755132,0.758065,0.950513,0.751466,0.206378,0.960411,0.742485,0.755132,0.745051,0.839993,0.894795,0.726173,0.592559,0.359421,0.678152,0.556818,0.373167,0.567815,0.271811,0.388746,0.425953,0.540506,0.546738,0.289773,0.465909,0.385264,0.473974,0.57478,0.515029,0.412023,0.471224,0.494868,0.513563,0.599157,0.635081,0.478739,0.458028,0.357588,0.406525,0.442082,0.542705,0.52456,0.530425,0.443732,0.380132,0.537573,0.475073,0.304802,0.52456,0.258431,0.265029,0.565982,0.540139
mc_extra_006,0.322581,0.536657,0.571848,0.422287,0.422287,0.790872,0.781525,0.783724,0.782075,0.780059,0.782075,0.785191,0.778592,0.782075,0.782441,0.781525,0.782075,0.782075,0.780242,0.780425,0.781891,0.447764,0.148094,0.123534,0.148644,0.01228,0.012097,0.011913,0.042339,0.50055,0.410374,0.628482,0.393512,0.012097,0.153226,0.042155,0.116019,0.930718,0.0,0.136364,0.022177,0.133614,0.021994,0.366935,0.34989,0.405059,0.398277,0.328629,0.868952,0.085777,0.946114,0.601723,0.488453,0.557735,0.043988,0.051686,0.330645,0.822947,0.330645,0.404142,0.090726,0.1875,0.214076,0.208394,0.821848,0.831928,0.832478,0.823314,0.826979,0.820381,0.830645,0.824047,0.827346,0.826613,0.831195,0.822214,0.825696,0.835411,0.818548,0.823497,0.822947,0.820015,0.830828,0.822397,0.209128,0.208578,0.208028,0.208578,0.208944,0.209494,0.209311,0.05187,0.081012,0.052419,0.050953,0.052419,0.050953,0.052419,0.212243,0.214993,0.211327,0.197031,0.451246,0.608138,0.208944,0.211144,0.209311,0.210777,0.209311,0.21316,0.209861,0.209861,0.209861,0.208394,0.212243,0.207661,0.211144,0.209861,0.209311,0.209311,0.209311,0.208944,0.209311,0.21096,0.212427,0.207478,0.207845,0.214809,0.210044,0.04912,0.214993,0.803886,0.051136,0.216276,0.206562,0.20088,0.163673,0.117669,0.223057,0.422654,0.583394,0.28684,0.452346,0.640946,0.375,0.731855,0.630132,0.557185,0.543072,0.475806,0.698497,0.558101,0.534641,0.507515,0.359971,0.448864,0.47379,0.422104,0.413306,0.395345,0.38563,0.369135,0.52621,0.545638,0.503482,0.50165,0.509164,0.393328,0.421738,0.354289,0.493035,0.554802,0.469025,0.509714,0.651943,0.541056,0.69923,0.739553,0.45033,0.521261
mc_extra_007,0.366569,0.538123,0.538856,0.458211,0.458211,0.684018,0.692632,0.692082,0.695748,0.691349,0.688416,0.695748,0.691899,0.693182,0.696481,0.692632,0.693182,0.693182,0.691349,0.6864,0.692999,0.465543,0.280792,0.246334,0.255315,0.178519,0.178702,0.139663,0.174853,0.550403,0.493952,0.551136,0.312317,0.139479,0.2511,0.175037,0.065982,0.784641,0.136364,0.0,0.14956,0.00165,0.149743,0.410924,0.389663,0.379032,0.374633,0.259348,0.740469,0.24945,0.813783,0.631048,0.496701,0.526943,0.214076,0.19923,0.375733,0.709861,0.375733,0.407991,0.127016,0.317082,0.375916,0.337977,0.710227,0.725257,0.721957,0.714809,0.700147,0.709861,0.720125,0.713526,0.705462,0.699597,0.72599,0.711694,0.703812,0.72489,0.708028,0.712977,0.714443,0.708394,0.720308,0.681085,0.338343,0.33816,0.343109,0.340726,0.338526,0.33871,0.323314,0.199413,0.247617,0.199963,0.198497,0.199963,0.188966,0.198497,0.336327,0.348607,0.335411,0.326796,0.368768,0.504032,0.333028,0.339993,0.338526,0.339626,0.338526,0.33651,0.339076,0.339076,0.339076,0.328079,0.341092,0.327346,0.343109,0.338526,0.338526,0.338526,0.338526,0.338526,0.338526,0.342925,0.346041,0.33706,0.337243,0.348424,0.345491,0.185484,0.355205,0.693365,0.20143,0.346041,0.335777,0.335044,0.35044,0.260081,0.36162,0.452163,0.479655,0.324047,0.32588,0.696664,0.528409,0.739919,0.653409,0.449963,0.484421,0.475806,0.659457,0.589443,0.495968,0.482588,0.41129,0.431085,0.515762,0.456745,0.432735,0.43585,0.417522,0.358688,0.507698,0.520345,0.536107,0.559567,0.459677,0.429069,0.359971,0.311767,0.474523,0.504582,0.423021,0.460044,0.619868,0.526943,0.753482,0.645711,0.546371,0.498717
mc_extra_008,0.291056,0.553519,0.54912,0.43915,0.43915,0.77511,0.763196,0.763563,0.763746,0.76173,0.763746,0.768878,0.760264,0.763746,0.764113,0.765213,0.763746,0.763746,0.761913,0.762097,0.763563,0.425953,0.139663,0.108688,0.145345,0.042155,0.042339,0.010264,0.010997,0.490103,0.389846,0.606488,0.383981,0.010081,0.151943,0.01118,0.148277,0.94923,0.022177,0.14956,0.0,0.146628,0.000183,0.347874,0.367119,0.37445,0.399377,0.329545,0.852273,0.072397,0.941532,0.578996,0.502566,0.533724,0.034641,0.033541,0.294355,0.836877,0.294355,0.392779,0.12335,0.18585,0.204729,0.207845,0.808468,0.815982,0.816716,0.807918,0.808834,0.804802,0.815066,0.808284,0.810117,0.809384,0.815616,0.806268,0.808284,0.820015,0.802419,0.807551,0.809567,0.806452,0.817449,0.806635,0.208578,0.208028,0.207478,0.208028,0.208394,0.207111,0.206012,0.033724,0.062867,0.034274,0.03684,0.034274,0.032808,0.033908,0.21206,0.208578,0.215176,0.194098,0.42687,0.611987,0.208394,0.210594,0.208761,0.210227,0.208761,0.21261,0.209311,0.209311,0.209311,0.207845,0.211694,0.207111,0.209494,0.208394,0.208761,0.208761,0.208761,0.208394,0.208761,0.209311,0.210044,0.205095,0.207295,0.210227,0.211327,0.035007,0.216092,0.786107,0.033358,0.218658,0.208028,0.209311,0.164223,0.103739,0.233688,0.4375,0.619868,0.297104,0.430718,0.609604,0.426503,0.727089,0.615103,0.560484,0.513563,0.46371,0.693732,0.590176,0.51063,0.506048,0.416606,0.447947,0.506782,0.457845,0.471591,0.451613,0.408174,0.391679,0.497801,0.528226,0.506415,0.513746,0.537207,0.435117,0.437867,0.364736,0.488453,0.541056,0.480022,0.527126,0.634164,0.511364,0.697581,0.723424,0.419172,0.508431
