category,path,source_root,suffix,size_bytes,modified_utc,matched_terms,match_location,notes
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\CURRENT_PAPER_RL_POSITION_DECISION_MEMO.md,docs\stage3,.md,2645,2026-06-23T09:23:56.355309+00:00,active learning; active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\MANUSCRIPT_SAFE_RL_WORDING_BANK.md,docs\stage3,.md,3288,2026-06-23T09:23:56.355309+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\METHODS_2_2_RL_FORMULATION_AND_POLICY_DIAGNOSTICS_NOTE.md,docs\stage3,.md,5351,2026-06-23T09:23:56.353276+00:00,active learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\RL_ROLE_SEPARATION_TABLE.md,docs\stage3,.md,7257,2026-06-23T09:22:50.796950+00:00,active learning; active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\STAGE3_MANUSCRIPT_RL_ROLE_CLARIFICATION_REPORT.md,docs\stage3,.md,5333,2026-06-23T09:24:40.782452+00:00,active learning; active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\manuscript_rl_role_clarification_v01\TABLE_2_3_POLICY_COMPONENTS_DRAFT.md,docs\stage3,.md,4158,2026-06-23T09:23:56.354289+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_13_batch20_surrogate_screened_teacher_handoff\RUN_13_BATCH20_SURROGATE_SCREENED_TEACHER_HANDOFF_REPORT.md,docs\stage3,.md,7404,2026-06-12T01:08:45.461778+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_22_combined108_surrogate_reward_model_validation_update\RUN_22_COMBINED108_SURROGATE_REWARD_MODEL_VALIDATION_UPDATE_REPORT.md,docs\stage3,.md,7102,2026-06-12T13:10:24.386474+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_23_combined108_active_learning_coverage_calibration_design\RUN_23_COMBINED108_ACTIVE_LEARNING_COVERAGE_CALIBRATION_DESIGN_REPORT.md,docs\stage3,.md,8683,2026-06-12T13:38:33.675753+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_24_run23_shortlist64_active_learning_handoff_package\RUN_24_RUN23_SHORTLIST64_ACTIVE_LEARNING_HANDOFF_PACKAGE_REPORT.md,docs\stage3,.md,15117,2026-06-12T13:53:06.674558+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_25_shortlist64_active_learning_cae_inp_generation\RUN_25_SHORTLIST64_ACTIVE_LEARNING_CAE_INP_GENERATION_REPORT.md,docs\stage3,.md,6965,2026-06-13T00:53:25.887391+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_26_combined108_gnn_graph_pointer_policy_candidate_generation\RUN_26_COMBINED108_GNN_GRAPH_POINTER_POLICY_CANDIDATE_GENERATION_REPORT.md,docs\stage3,.md,6230,2026-06-13T01:44:46.374433+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\RUN_28_SHORTLIST64_TEACHER_METRICS_INGESTION_AND_COMBINED172_RANKING_REPORT.md,docs\stage3,.md,7555,2026-06-13T02:24:45.461780+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_57_calibrated_N24_N40_batch64_teacher_metrics_ingestion_and_combined392_ranking\RUN_57_CALIBRATED_N24_N40_BATCH64_TEACHER_METRICS_INGESTION_AND_COMBINED392_RANKING_REPORT.md,docs\stage3,.md,10582,2026-06-16T09:39:32.887547+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\RUN_58_COMBINED392_MODEL_UPDATE_N24_N40_EVIDENCE_FREEZE_AND_N40_FOCUSED_CANDIDATE_GENERATION_REPORT.md,docs\stage3,.md,6421,2026-06-16T10:22:02.093936+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\runs\run_63_combined432_model_update_N24_N40_evidence_freeze_and_N12_N16_recovery_candidate_generation\RUN_63_COMBINED432_MODEL_UPDATE_N24_N40_EVIDENCE_FREEZE_AND_N12_N16_RECOVERY_CANDIDATE_GENERATION_REPORT.md,docs\stage3,.md,7766,2026-06-17T00:33:30.205418+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,docs\stage3\STAGE3_RUN_INDEX.md,docs\stage3,.md,21333,2026-06-13T14:28:39.971250+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_manuscript_rl_role_clarification_v01\tables\rl_role_separation_table.csv,outputs,.csv,8602,2026-06-23T09:22:50.795670+00:00,active learning; active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_11_variable_n_surrogate_reward_model_validation\run11_claim_boundary.json,outputs,.json,914,2026-06-12T00:38:33.179354+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_11_variable_n_surrogate_reward_model_validation\run11_claim_boundary.md,outputs,.md,878,2026-06-12T00:38:33.179354+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_12_offline_surrogate_screened_candidate_generation\run12_claim_boundary.json,outputs,.json,881,2026-06-12T00:59:54.724195+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_12_offline_surrogate_screened_candidate_generation\run12_claim_boundary.md,outputs,.md,845,2026-06-12T00:59:54.723194+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\README_FOR_CAE_GENERATION.md,outputs,.md,774,2026-06-12T01:08:45.456246+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_17_combined80_surrogate_reward_model_validation_update\run17_claim_boundary.json,outputs,.json,1010,2026-06-12T06:35:12.231148+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_17_combined80_surrogate_reward_model_validation_update\run17_claim_boundary.md,outputs,.md,964,2026-06-12T06:35:12.231148+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_22_combined108_surrogate_reward_model_validation_update\run22_claim_boundary.json,outputs,.json,968,2026-06-12T13:10:24.168404+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_22_combined108_surrogate_reward_model_validation_update\run22_claim_boundary.md,outputs,.md,922,2026-06-12T13:10:24.167405+00:00,active learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_22_combined108_surrogate_reward_model_validation_update\run22_diagnostic_summary.json,outputs,.json,4683,2026-06-12T13:10:24.384966+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_23_combined108_active_learning_coverage_calibration_design\run23_claim_boundary.json,outputs,.json,578,2026-06-12T13:38:32.426220+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_23_combined108_active_learning_coverage_calibration_design\run23_claim_boundary.md,outputs,.md,824,2026-06-12T13:38:32.426220+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_23_combined108_active_learning_coverage_calibration_design\run23_surrogate_model_metadata.json,outputs,.json,3305,2026-06-12T13:38:18.442919+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_24_run23_shortlist64_active_learning_handoff_package\README_FOR_FUTURE_CAE_GENERATION.md,outputs,.md,770,2026-06-12T13:53:06.670558+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_24_run23_shortlist64_active_learning_handoff_package\run24_claim_boundary.json,outputs,.json,656,2026-06-12T13:53:06.669558+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_24_run23_shortlist64_active_learning_handoff_package\run24_claim_boundary.md,outputs,.md,786,2026-06-12T13:53:06.669558+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_26_combined108_gnn_graph_pointer_policy_candidate_generation\run26_gnn_claim_boundary.md,outputs,.md,772,2026-06-13T01:44:46.373260+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\combined172_summary.json,outputs,.json,4880,2026-06-13T02:24:44.169694+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\run27_shortlist64_prediction_audit_summary.json,outputs,.json,768,2026-06-13T02:24:44.170695+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\run28_claim_boundary.json,outputs,.json,880,2026-06-13T02:24:44.114610+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\run28_claim_boundary.md,outputs,.md,818,2026-06-13T02:24:44.114610+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\run28_gnn_context_note.md,outputs,.md,411,2026-06-13T02:24:44.114610+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_28_shortlist64_teacher_metrics_ingestion_and_combined172_ranking\run28_input_validation_summary.json,outputs,.json,912,2026-06-13T02:24:43.944065+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_29_combined172_surrogate_gnn_hybrid_policy_update_and_candidate_generation\run29_claim_boundary.json,outputs,.json,827,2026-06-13T04:04:55.268447+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_29_combined172_surrogate_gnn_hybrid_policy_update_and_candidate_generation\run29_claim_boundary.md,outputs,.md,773,2026-06-13T04:04:55.267912+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_57_calibrated_N24_N40_batch64_teacher_metrics_ingestion_and_combined392_ranking\n24_n40_maturity_and_rl_readiness_audit.md,outputs,.md,652,2026-06-16T09:39:32.880215+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_57_calibrated_N24_N40_batch64_teacher_metrics_ingestion_and_combined392_ranking\n24_n40_maturity_and_rl_readiness_summary.json,outputs,.json,2894,2026-06-16T09:39:32.880215+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_57_calibrated_N24_N40_batch64_teacher_metrics_ingestion_and_combined392_ranking\run57_claim_boundary.json,outputs,.json,1162,2026-06-16T09:39:32.873892+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_57_calibrated_N24_N40_batch64_teacher_metrics_ingestion_and_combined392_ranking\run57_claim_boundary.md,outputs,.md,1017,2026-06-16T09:39:32.872891+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\n24_n40_active_learning_rl_evidence_freeze.json,outputs,.json,5463,2026-06-16T10:22:02.089942+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\n24_n40_active_learning_rl_evidence_freeze.md,outputs,.md,1263,2026-06-16T10:22:02.090943+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\run58_claim_boundary.json,outputs,.json,1155,2026-06-16T10:22:02.087819+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\run58_claim_boundary.md,outputs,.md,986,2026-06-16T10:22:02.087819+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation\run58_input_validation_summary.json,outputs,.json,3627,2026-06-16T10:09:23.018463+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_62_custom_N40_focused_batch40_teacher_metrics_ingestion_and_combined432_ranking\n24_n40_updated_maturity_and_claim_boundary_summary.json,outputs,.json,7340,2026-06-17T00:02:19.848241+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_63_combined432_model_update_N24_N40_evidence_freeze_and_N12_N16_recovery_candidate_generation\n24_n40_final_active_learning_rl_evidence_freeze.json,outputs,.json,10614,2026-06-17T00:33:30.201089+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_63_combined432_model_update_N24_N40_evidence_freeze_and_N12_N16_recovery_candidate_generation\n24_n40_final_active_learning_rl_evidence_freeze.md,outputs,.md,1594,2026-06-17T00:33:30.202089+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_63_combined432_model_update_N24_N40_evidence_freeze_and_N12_N16_recovery_candidate_generation\run63_input_validation_summary.json,outputs,.json,8355,2026-06-17T00:20:30.215099+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_claim_evidence_map.csv,outputs,.csv,3217,2026-06-18T05:40:46.319260+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_claim_evidence_map.json,outputs,.json,4955,2026-06-18T05:40:46.320260+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_claim_evidence_map.md,outputs,.md,3454,2026-06-18T05:40:46.323259+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_paper_safe_conclusions.md,outputs,.md,1587,2026-06-18T05:40:46.323259+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\manuscript_rl_role_clarification_v01\audit_rl_role_sources.py,scripts\stage3,.py,6150,2026-06-23T09:22:50.794934+00:00,active learning; active-learning; surrogate screened; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_11_validate_variable_n_surrogate_reward_models.py,scripts\stage3,.py,45885,2026-06-12T00:34:11.999193+00:00,active learning; active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_12_generate_surrogate_screened_candidates.py,scripts\stage3,.py,54910,2026-06-12T00:59:32.749783+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_13_create_batch20_teacher_handoff.py,scripts\stage3,.py,25474,2026-06-12T01:08:33.804245+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_17_validate_combined80_surrogate_reward_models.py,scripts\stage3,.py,47659,2026-06-12T06:32:52.417403+00:00,active learning; active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_22_validate_combined108_surrogate_reward_models.py,scripts\stage3,.py,52658,2026-06-12T13:08:05.591385+00:00,active learning; active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_23_generate_active_learning_coverage_calibration_candidates.py,scripts\stage3,.py,73938,2026-06-12T13:37:55.820342+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_24_create_run23_shortlist64_active_learning_handoff_package.py,scripts\stage3,.py,34105,2026-06-12T13:52:40.511946+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_26_gnn_graph_pointer_policy_candidate_generation.py,scripts\stage3,.py,57858,2026-06-13T01:34:44.493124+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_28_ingest_shortlist64_and_build_combined172_teacher_dataset.py,scripts\stage3,.py,64010,2026-06-13T02:24:36.789438+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_29_combined172_surrogate_gnn_hybrid_policy_update_and_candidate_generation.py,scripts\stage3,.py,65549,2026-06-13T04:00:02.647977+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_57_ingest_calibrated_N24_N40_batch64_and_build_combined392.py,scripts\stage3,.py,72571,2026-06-16T09:38:34.932251+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_58_combined392_model_update_N24_N40_evidence_freeze_and_N40_focused_candidate_generation.py,scripts\stage3,.py,67582,2026-06-16T10:08:55.851901+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_62_ingest_custom_N40_focused_batch40_and_build_combined432.py,scripts\stage3,.py,47598,2026-06-17T00:01:46.199347+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_63_combined432_model_update_N24_N40_evidence_freeze_and_N12_N16_recovery_candidate_generation.py,scripts\stage3,.py,71811,2026-06-17T00:20:09.433123+00:00,active-learning,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
active_learning_surrogate_selection,scripts\stage3\run_78_create_stage3_final_evidence_freeze_package.py,scripts\stage3,.py,51681,2026-06-18T05:40:30.165150+00:00,active-learning; surrogate-guided,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\manuscript_rl_role_clarification_v01\METHODS_2_2_RL_FORMULATION_AND_POLICY_DIAGNOSTICS_NOTE.md,docs\stage3,.md,5351,2026-06-23T09:23:56.353276+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\manuscript_rl_role_clarification_v01\RL_ROLE_SEPARATION_TABLE.md,docs\stage3,.md,7257,2026-06-23T09:22:50.796950+00:00,claim boundary; STAGE3_CLAIM_BOUNDARY,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\manuscript_rl_role_clarification_v01\STAGE3_MANUSCRIPT_RL_ROLE_CLARIFICATION_REPORT.md,docs\stage3,.md,5333,2026-06-23T09:24:40.782452+00:00,STAGE3_CLAIM_BOUNDARY,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\manuscript_rl_role_clarification_v01\TABLE_2_3_POLICY_COMPONENTS_DRAFT.md,docs\stage3,.md,4158,2026-06-23T09:23:56.354289+00:00,claim boundary; STAGE3_CLAIM_BOUNDARY,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_02_fixed32_policy_novelty_audit\RUN_02_POLICY_NOVELTY_AUDIT_REPORT.md,docs\stage3,.md,3680,2026-06-10T11:05:43.376023+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_03_variable_n_graph_feature_builder\RUN_03_VARIABLE_N_GRAPH_FEATURE_BUILDER_REPORT.md,docs\stage3,.md,3627,2026-06-10T11:16:44.543261+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_04_true_variable_n_cae_template_parameterisation_audit\RUN_04_TRUE_VARIABLE_N_CAE_TEMPLATE_PARAMETERISATION_AUDIT_REPORT.md,docs\stage3,.md,5745,2026-06-10T11:47:55.183432+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_06_variable_n_probe60_candidate_order_generation\RUN_06_VARIABLE_N_PROBE60_CANDIDATE_ORDER_GENERATION_REPORT.md,docs\stage3,.md,1491,2026-06-10T15:17:44.304430+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_10_variable_n_normalized_reward_surrogate_dataset\RUN_10_VARIABLE_N_NORMALIZED_REWARD_SURROGATE_DATASET_REPORT.md,docs\stage3,.md,7161,2026-06-11T18:39:12.951293+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_11_variable_n_surrogate_reward_model_validation\RUN_11_VARIABLE_N_SURROGATE_REWARD_MODEL_VALIDATION_REPORT.md,docs\stage3,.md,7544,2026-06-12T00:38:33.326358+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_12_offline_surrogate_screened_candidate_generation\RUN_12_OFFLINE_SURROGATE_SCREENED_CANDIDATE_GENERATION_REPORT.md,docs\stage3,.md,6768,2026-06-12T00:59:55.129295+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_13_batch20_surrogate_screened_teacher_handoff\RUN_13_BATCH20_SURROGATE_SCREENED_TEACHER_HANDOFF_REPORT.md,docs\stage3,.md,7404,2026-06-12T01:08:45.461778+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_14_batch20_cae_inp_generation\RUN_14_BATCH20_CAE_INP_GENERATION_REPORT.md,docs\stage3,.md,5579,2026-06-12T01:37:26.444592+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_16_batch20_teacher_metrics_ingestion_and_combined80_ranking\RUN_16_BATCH20_TEACHER_METRICS_INGESTION_AND_COMBINED80_RANKING_REPORT.md,docs\stage3,.md,5915,2026-06-12T05:56:16.258433+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_17_combined80_surrogate_reward_model_validation_update\RUN_17_COMBINED80_SURROGATE_REWARD_MODEL_VALIDATION_UPDATE_REPORT.md,docs\stage3,.md,6113,2026-06-12T06:35:12.389356+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_18_combined80_surrogate_screened_candidate_generation\RUN_18_COMBINED80_SURROGATE_SCREENED_CANDIDATE_GENERATION_REPORT.md,docs\stage3,.md,7185,2026-06-12T06:54:24.956924+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_19_run18_candidate_handoff_review_package\RUN_19_RUN18_CANDIDATE_HANDOFF_REVIEW_PACKAGE_REPORT.md,docs\stage3,.md,14166,2026-06-12T07:03:29.426739+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_20_batch28_cae_inp_generation\RUN_20_BATCH28_CAE_INP_GENERATION_REPORT.md,docs\stage3,.md,5717,2026-06-12T07:14:37.668628+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_21_batch28_teacher_metrics_ingestion_and_combined108_ranking\RUN_21_BATCH28_TEACHER_METRICS_INGESTION_AND_COMBINED108_RANKING_REPORT.md,docs\stage3,.md,5573,2026-06-12T12:57:43.667354+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_22_combined108_surrogate_reward_model_validation_update\RUN_22_COMBINED108_SURROGATE_REWARD_MODEL_VALIDATION_UPDATE_REPORT.md,docs\stage3,.md,7102,2026-06-12T13:10:24.386474+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_23_combined108_active_learning_coverage_calibration_design\RUN_23_COMBINED108_ACTIVE_LEARNING_COVERAGE_CALIBRATION_DESIGN_REPORT.md,docs\stage3,.md,8683,2026-06-12T13:38:33.675753+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
final_claim_map_boundary,docs\stage3\runs\run_24_run23_shortlist64_active_learning_handoff_package\RUN_24_RUN23_SHORTLIST64_ACTIVE_LEARNING_HANDOFF_PACKAGE_REPORT.md,docs\stage3,.md,15117,2026-06-12T13:53:06.674558+00:00,claim boundary,text_sample,text sample capped; no ODB/CAE/INP/JNL content opened
