n,count,mean_surrogate_prediction,mean_calibrated_reward_prediction,mean_penalty_repair_prediction,mean_N24_u2_retention_prediction,mean_N40_strict_reward_retention_prediction,mean_two_stage_repair_prediction,mean_median_guard_prediction,mean_u2_primary_prediction,mean_strict_penalty_guard_prediction,mean_predicted_peeq_guarded_score,mean_predicted_surfaceT_guarded_score,mean_predicted_mises_guarded_score,mean_gnn_reward_prediction,mean_hybrid_score,mean_uncertainty_score,mean_gnn_vs_surrogate_disagreement,mean_novelty_distance
24,32,0.7721103327507643,0.7639674660200974,0.7671049422734486,0.772190001051804,0.7685039188211802,0.7658301370132359,0.7531667186203297,0.7743693119568136,0.7673308401940536,0.7531667186203297,0.7721103327507643,0.7721103327507643,0.7435085281363859,0.7708936650995356,0.03054623636634936,0.02967393951841385,0.16406249999999997
40,32,0.6904415634303782,0.6860124120188891,0.6916510216404375,0.6926341099663743,0.6919116478731792,0.6919162398357037,0.689734432020122,0.6951802222074985,0.6921248875181495,0.689734432020122,0.6904415634303782,0.6904415634303782,0.6648431316623938,0.6917924479224888,0.01497139470141066,0.02559843176798439,0.18046875
