n,strategy_name,dataset_source,order_json,candidate_family,selection_bucket,u2_range,peeq_max,surface_t_proxy,mises_max,u2_rank_combined80_within_n,peeq_rank_combined80_within_n,surfaceT_rank_combined80_within_n,mises_rank_combined80_within_n,u2_cost_minmax_combined80_within_n,peeq_cost_minmax_combined80_within_n,surfaceT_cost_minmax_combined80_within_n,mises_cost_minmax_combined80_within_n,reward_combined80_u2_primary,combined80_constrained_rank_within_n,combined80_pareto_flag_u2_peeq,combined80_pareto_flag_u2_peeq_surfaceT_mises,teacher_validation_status,target_reward_combined80_u2_primary,target_u2_score_combined80_rank,target_peeq_score_combined80_rank,target_surfaceT_score_combined80_rank,target_mises_score_combined80_rank,target_combined80_constrained_rank_within_n
40,N40_A09_center_edge_alternating,probe60_run08,"[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",center_edge,,0.0018988421652466059,0.177616149187088,588119552.0,579924096.0,18.0,16.0,15.0,2.0,0.9105230076802904,0.5076388240724286,0.46847565478198244,0.014285714285714285,0.1842105263157895,18,False,True,PASS_ODB_EXTRACTED,0.1842105263157895,0.10526315789473684,0.21052631578947367,0.26315789473684215,0.9473684210526316,18
40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,"[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]",graph_pointer_proxy,,0.0007608353594150685,0.15650783479213715,585921600.0,579925632.0,10.0,4.0,10.0,5.5,0.3379246600779203,0.0548471915542696,0.3119342164039638,0.35714285714285715,0.6013157894736842,8,False,True,PASS_ODB_EXTRACTED,0.6013157894736842,0.5263157894736843,0.8421052631578947,0.5263157894736843,0.7631578947368421,8
40,N40_A11_graph_pointer_policy_diverse_01,probe60_run08,"[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]",graph_pointer_proxy,,0.001706571551039815,0.1783028244972229,591114368.0,579925952.0,15.0,17.0,17.0,8.0,0.8137803208851476,0.5223686044266694,0.6817709425396333,0.42857142857142855,0.25000000000000006,15,False,False,PASS_ODB_EXTRACTED,0.25000000000000006,0.26315789473684215,0.1578947368421053,0.1578947368421053,0.631578947368421,15
40,N40_A12_graph_pointer_policy_diverse_02,probe60_run08,"[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]",graph_pointer_proxy,,0.0017555009108036757,0.17297148704528809,584625472.0,579924800.0,16.0,14.0,6.0,4.0,0.8383995678056937,0.40800679688488894,0.21962203604605582,0.17142857142857143,0.31578947368421056,13,False,True,PASS_ODB_EXTRACTED,0.31578947368421056,0.21052631578947367,0.3157894736842105,0.736842105263158,0.8421052631578947,13
40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,"[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",graph_pointer_proxy,,0.0006711278786042385,0.1731724888086319,581541824.0,579925760.0,7.0,15.0,1.0,7.0,0.29278753522362794,0.41231845886133,0.0,0.38571428571428573,0.6315789473684211,7,False,True,PASS_ODB_EXTRACTED,0.6315789473684211,0.6842105263157895,0.26315789473684215,1.0,0.6842105263157895,7
40,N40_A14_graph_pointer_policy_u2first_proxy,probe60_run08,"[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]",graph_pointer_proxy,,0.0011768606042323881,0.1633206307888031,585949184.0,579927232.0,11.0,12.0,11.0,16.0,0.5472514993574145,0.20098756845150956,0.31389879026008954,0.7142857142857143,0.45,11,False,False,PASS_ODB_EXTRACTED,0.45,0.4736842105263158,0.42105263157894735,0.4736842105263158,0.21052631578947367,11
40,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,"[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]",graph_pointer_proxy,,0.001238039828649562,0.16922278702259064,585095872.0,579926784.0,12.0,13.0,7.0,15.0,0.5780343757245475,0.32759393343502236,0.2531246296482,0.6142857142857143,0.42894736842105263,12,False,False,PASS_ODB_EXTRACTED,0.42894736842105263,0.42105263157894735,0.368421052631579,0.6842105263157895,0.26315789473684215,12
12,S3B20_N12_B01_surrogate_top,batch20_run14,"[0,2,4,10,8,6,1,3,5,7,9,11]",mutation,surrogate_top,3.767202088056365e-05,0.1479470580816269,585915072.0,579939584.0,4.0,6.0,19.0,17.0,0.10606343614535424,0.21783297248560937,0.9969840798971621,1.0,0.7078947368421054,4,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.7078947368421054,0.8421052631578947,0.736842105263158,0.052631578947368474,0.1578947368421053,4
12,S3B20_N12_B02_diversity_top,batch20_run14,"[1,11,9,7,5,3,0,2,4,6,8,10]",regular_jump_sentinel,diversity_top,2.3353248252533376e-05,0.14696112275123596,582776448.0,579939520.0,1.0,5.0,14.0,13.0,0.0,0.189666842336931,0.3908212202116088,0.96,0.8578947368421053,1,True,True,PASS_TEACHER_FIELDS_EXTRACTED,0.8578947368421053,1.0,0.7894736842105263,0.3157894736842105,0.368421052631579,1
12,S3B20_N12_B03_method_c_inspired,batch20_run14,"[0,5,11,6,8,4,2,7,1,3,9,10]",method_c_inspired,method_c_inspired,7.903753157734172e-05,0.15747925639152527,581229056.0,579938368.0,12.0,11.0,5.0,8.5,0.41247015942965476,0.4901481334537767,0.09197320280826658,0.24,0.47763157894736846,11,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.47763157894736846,0.42105263157894735,0.4736842105263158,0.7894736842105263,0.6052631578947368,11
12,S3B20_N12_B04_surrogate_top,batch20_run14,"[0,10,8,6,4,2,1,3,5,7,9,11]",regular_jump_sentinel,surrogate_top,3.2932137401076034e-05,0.14267149567604065,582234944.0,579939584.0,2.0,2.0,12.0,17.0,0.07095370000924724,0.06712108221964345,0.28624048254721646,1.0,0.855263157894737,2,True,True,PASS_TEACHER_FIELDS_EXTRACTED,0.855263157894737,0.9473684210526316,0.9473684210526316,0.42105263157894735,0.1578947368421053,2
12,S3B20_N12_B05_surrogate_top,batch20_run14,"[0,2,4,6,10,8,1,3,5,7,9,11]",mutation,surrogate_top,3.931116134481272e-05,0.14962293207645416,585543936.0,579939584.0,5.0,8.0,18.0,17.0,0.11820504035120738,0.26570922115637574,0.9253065361416,1.0,0.6578947368421054,6,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.6578947368421054,0.7894736842105263,0.631578947368421,0.10526315789473684,0.1578947368421053,6
16,S3B20_N16_B01_surrogate_top,batch20_run14,"[0,2,4,6,8,10,14,12,7,5,3,1,9,11,13,15]",mutation,surrogate_top,5.233794854575535e-05,0.15044885873794556,581672320.0,579948352.0,6.0,2.0,7.0,19.5,0.026891731950531624,0.049840698559161345,0.11130369045533747,1.0,0.7381578947368421,4,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.7381578947368421,0.736842105263158,0.9473684210526316,0.6842105263157895,0.02631578947368418,4
16,S3B20_N16_B02_diversity_top,batch20_run14,"[1,9,11,13,15,0,2,4,6,8,10,12,14,7,5,3]",mutation,diversity_top,7.41247381483845e-05,0.16351349651813507,581958912.0,579947200.0,8.0,11.0,10.0,6.0,0.12039242657140381,0.4733979878984046,0.1525873751947561,0.28,0.5947368421052632,9,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.5947368421052632,0.631578947368421,0.4736842105263158,0.5263157894736843,0.736842105263158,9
16,S3B20_N16_B03_method_c_inspired,batch20_run14,"[0,15,7,11,3,5,9,13,1,2,4,12,10,8,6,14]",method_c_inspired,method_c_inspired,6.606194119740394e-05,0.15563784539699554,582991360.0,579948032.0,7.0,9.0,17.0,11.0,0.0857899390432387,0.21806833415862512,0.3013118955646314,0.8,0.6000000000000001,8,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.6000000000000001,0.6842105263157895,0.5789473684210527,0.1578947368421053,0.4736842105263158,8
16,S3B20_N16_B04_surrogate_top,batch20_run14,"[0,2,4,6,8,14,12,10,7,5,3,1,9,11,13,15]",mutation,surrogate_top,4.716870898846537e-05,0.1489115208387375,581447424.0,579948288.0,2.0,1.0,5.0,16.5,0.004707302849973488,0.0,0.07890733758032249,0.96,0.9039473684210527,1,True,True,PASS_TEACHER_FIELDS_EXTRACTED,0.9039473684210527,0.9473684210526316,1.0,0.7894736842105263,0.1842105263157895,1
16,S3B20_N16_B05_surrogate_top,batch20_run14,"[0,2,4,6,8,14,12,10,7,1,3,5,9,11,13,15]",mutation,surrogate_top,4.960947671861504e-05,0.15050330758094788,585404352.0,579948288.0,3.0,3.0,18.0,16.5,0.015182158592357125,0.05160593726977379,0.648904295236427,0.96,0.7802631578947369,3,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.7802631578947369,0.8947368421052632,0.8947368421052632,0.10526315789473684,0.1842105263157895,3
24,S3B20_N24_B01_surrogate_top,batch20_run14,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23]",mutation,surrogate_top,7.634673784195911e-05,0.16024285554885864,586730944.0,579944704.0,4.0,8.0,16.0,19.0,0.03530059450774157,0.18449743471370467,0.5887470681285114,0.9375,0.6973684210526316,7,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.6973684210526316,0.8421052631578947,0.631578947368421,0.21052631578947367,0.052631578947368474,7
24,S3B20_N24_B02_diversity_top,batch20_run14,"[3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]",mutation,diversity_top,7.592932161060162e-05,0.15607720613479614,581836224.0,579944512.0,3.0,6.0,6.0,13.0,0.0345687826929413,0.06738615612574951,0.06728304150984564,0.84375,0.8210526315789475,3,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.8210526315789475,0.8947368421052632,0.736842105263158,0.736842105263158,0.368421052631579,3
24,S3B20_N24_B03_method_c_inspired,batch20_run14,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22]",method_c_inspired,method_c_inspired,0.00025369730428792536,0.1650789976119995,584643072.0,579944576.0,11.0,15.0,13.0,14.5,0.34623062102969276,0.32045865567854726,0.3663134784268805,0.875,0.4118421052631579,12,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.4118421052631579,0.4736842105263158,0.26315789473684215,0.368421052631579,0.2894736842105263,12
24,S3B20_N24_B04_surrogate_top,batch20_run14,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]",mutation,surrogate_top,5.741682798543479e-05,0.1594105213880539,581725376.0,579944832.0,2.0,7.0,2.0,20.0,0.0021127818511605515,0.1610975495828975,0.05547373588610702,1.0,0.8473684210526315,2,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.8473684210526315,0.9473684210526316,0.6842105263157895,0.9473684210526316,0.0,2
24,S3B20_N24_B05_surrogate_top,batch20_run14,"[0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",mutation,surrogate_top,9.08282927412074e-05,0.15368027985095978,581741824.0,579944640.0,6.0,1.0,4.0,17.0,0.06068957599867031,0.0,0.057226040473463156,0.90625,0.7710526315789475,4,True,True,PASS_TEACHER_FIELDS_EXTRACTED,0.7710526315789475,0.736842105263158,1.0,0.8421052631578947,0.1578947368421053,4
40,S3B20_N40_B01_surrogate_top,batch20_run14,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]",mutation,surrogate_top,0.00011389043356757611,0.16068832576274872,582971072.0,579927616.0,4.0,9.0,5.0,18.0,0.012408508828426599,0.1445223449508581,0.10179318643851476,0.8,0.7473684210526317,5,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.7473684210526317,0.8421052631578947,0.5789473684210527,0.7894736842105263,0.10526315789473684,5
40,S3B20_N40_B02_diversity_top,batch20_run14,"[1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3]",mutation,diversity_top,8.922922461351845e-05,0.15504635870456696,585152448.0,579926080.0,1.0,3.0,8.0,9.0,0.0,0.023497263218189467,0.2571540572324579,0.45714285714285713,0.9210526315789473,2,True,True,PASS_TEACHER_FIELDS_EXTRACTED,0.9210526315789473,1.0,0.8947368421052632,0.631578947368421,0.5789473684210527,2
40,S3B20_N40_B03_method_c_inspired,batch20_run14,"[0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]",method_c_inspired,method_c_inspired,0.0006816700476974802,0.16214661300182343,585965568.0,579926656.0,8.0,10.0,13.0,13.5,0.2980919223081359,0.17580386972381581,0.3150656833161642,0.5857142857142857,0.5697368421052632,10,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.5697368421052632,0.631578947368421,0.5263157894736843,0.368421052631579,0.3421052631578947,10
40,S3B20_N40_B04_surrogate_top,batch20_run14,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",mutation,surrogate_top,0.00018071313115797238,0.15405847132205963,582236352.0,579926464.0,6.0,2.0,3.0,11.0,0.04603094942062979,0.002306222934244358,0.049465325955165784,0.5428571428571428,0.7815789473684212,4,False,True,PASS_TEACHER_FIELDS_EXTRACTED,0.7815789473684212,0.736842105263158,0.9473684210526316,0.8947368421052632,0.4736842105263158,4
40,S3B20_N40_B05_surrogate_top,batch20_run14,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39]",mutation,surrogate_top,0.00011205847840756178,0.1585296392440796,582652032.0,579927296.0,3.0,7.0,4.0,17.0,0.011486744132354013,0.09821664878797837,0.07907067907706053,0.7285714285714285,0.8105263157894738,3,False,False,PASS_TEACHER_FIELDS_EXTRACTED,0.8105263157894738,0.8947368421052632,0.6842105263157895,0.8421052631578947,0.1578947368421053,3
