dataset_source,n,strategy_name,handoff_strategy_name,job_name,candidate_id,candidate_family,selection_bucket,predicted_reward_mean_all,predicted_rank_within_n,predicted_uncertainty_std,novelty_distance_to_teacher,nearest_existing_teacher_strategy,order_json,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_mpa,mises_max,teacher_validation_status,final_step,final_frame_time,extracted_fields,previous_reward_mean_all,u2_rank_combined80_within_n,u2_score_combined80_rank,u2_cost_minmax_combined80_within_n,peeq_rank_combined80_within_n,peeq_score_combined80_rank,peeq_cost_minmax_combined80_within_n,surfaceT_rank_combined80_within_n,surfaceT_score_combined80_rank,surfaceT_cost_minmax_combined80_within_n,mises_rank_combined80_within_n,mises_score_combined80_rank,mises_cost_minmax_combined80_within_n,reward_combined80_u2_primary,combined80_constrained_rank_within_n,combined80_pareto_flag_u2_peeq,combined80_pareto_flag_u2_peeq_surfaceT_mises,is_new_best_u2_within_n,is_new_best_peeq_within_n,is_new_best_surfaceT_within_n,is_new_best_combined_reward_within_n,original_run12_candidate_id,u2_rank_batch20_within_n,u2_cost_minmax_batch20_within_n,u2_score_batch20_rank,peeq_rank_batch20_within_n,peeq_cost_minmax_batch20_within_n,peeq_score_batch20_rank,surfaceT_rank_batch20_within_n,surfaceT_cost_minmax_batch20_within_n,surfaceT_score_batch20_rank,mises_rank_batch20_within_n,mises_cost_minmax_batch20_within_n,mises_score_batch20_rank,reward_batch20_u2_primary,batch20_constrained_rank_within_n,batch20_pareto_flag_u2_peeq,batch20_pareto_flag_u2_peeq_surfaceT_mises
probe60_run08,24,N24_A08_block_interleaved_quarters,,J2D_N24_N24_A08_block_interleaved_quarters,N24_A08,block_interleaved,,nan,nan,nan,nan,,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.0006247397857350734,0.15462736785411835,584995648.0,584.995648,579943744.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.21714285714285714,19.0,0.052631578947368474,0.996740235456449,4.0,0.8421052631578947,0.026626025370926534,14.0,0.3157894736842105,0.40387552500954566,4.5,0.8157894736842105,0.46875,0.275,16,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A09_center_edge_alternating,,J2D_N24_N24_A09_center_edge_alternating,N24_A09,center_edge,,nan,nan,nan,nan,,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.0005546370016418223,0.17539091408252716,581775744.0,581.775744,579943744.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.17142857142857149,18.0,0.10526315789473684,0.8738364243540574,18.0,0.10526315789473684,0.6103634466287652,5.0,0.7894736842105263,0.06083974254077347,4.5,0.8157894736842105,0.46875,0.2092105263157895,18,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,,J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A10,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.00018885933013734757,0.15415936708450317,583863616.0,583.863616,579943360.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.8571428571428573,7.0,0.6842105263157895,0.2325570454315514,2.0,0.9473684210526316,0.013468852728227114,10.0,0.5263157894736843,0.2832733322424044,3.0,0.8947368421052632,0.28125,0.7315789473684212,5,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A11_graph_pointer_policy_diverse_01,,J2D_N24_N24_A11_graph_pointer_policy_diverse_01,N24_A11,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.0002307547981672542,0.16373257339000702,589194880.0,589.19488,579943936.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.647142857142857,8.0,0.631578947368421,0.30600794692420186,12.0,0.42105263157894735,0.2826058633559315,19.0,0.052631578947368474,0.8512450226367753,7.0,0.6842105263157895,0.5625,0.5342105263157895,10,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A12_graph_pointer_policy_diverse_02,,J2D_N24_N24_A12_graph_pointer_policy_diverse_02,N24_A12,graph_pointer_proxy,,nan,nan,nan,nan,,"[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.0005429062013035946,0.16415530443191528,583079232.0,583.079232,579943936.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.3242857142857143,16.0,0.21052631578947367,0.8532700504575289,13.0,0.368421052631579,0.29449034231605953,7.0,0.6842105263157895,0.19970817651230022,7.0,0.6842105263157895,0.5625,0.31315789473684214,15,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,,J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty,N24_A13,graph_pointer_proxy,,nan,nan,nan,nan,,"[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.0002316626496394747,0.16216421127319336,581204672.0,581.204672,579944256.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.7428571428571429,9.0,0.5789473684210527,0.30759958707507506,9.0,0.5789473684210527,0.23851360437491595,1.0,1.0,0.0,11.5,0.4473684210526315,0.71875,0.6144736842105264,8,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A14_graph_pointer_policy_u2first_proxy,,J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy,N24_A14,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.00037357585802055837,0.1622905135154724,583235840.0,583.23584,579944640.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.55,13.0,0.368421052631579,0.5564010345696857,10.0,0.5263157894736843,0.24206441137079332,8.0,0.631578947368421,0.21639257077401408,17.0,0.1578947368421053,0.90625,0.4157894736842106,11,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,,J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy,N24_A15,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.000441046652440491,0.1661432981491089,583990144.0,583.990144,579944128.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.3771428571428571,14.0,0.3157894736842105,0.6746904560181275,16.0,0.21052631578947367,0.3503799438892061,11.0,0.4736842105263158,0.29675312278405064,9.5,0.5526315789473684,0.65625,0.3223684210526316,14,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A01_raster_left_to_right,,J2D_N40_N40_A01_raster_left_to_right,N40_A01,raster,,nan,nan,nan,nan,,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]",0.0015270577277988195,0.20001305639743805,585953088.0,585.953088,579928512.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.3842857142857143,13.0,0.368421052631579,0.723456328064674,19.0,0.052631578947368474,0.9880718889484135,12.0,0.42105263157894735,0.3141768389961073,20.0,0.0,1.0,0.2921052631578948,14,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A02_odd_even_interlaced,,J2D_N40_N40_A02_odd_even_interlaced,N40_A02,odd_even,,nan,nan,nan,nan,,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]",0.00015956887364154682,0.15780819952487946,587307392.0,587.307392,579927744.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.85,5.0,0.7894736842105263,0.03539202630247005,6.0,0.736842105263158,0.08274114173857565,14.0,0.3157894736842105,0.4106324013382805,19.0,0.052631578947368474,0.8285714285714286,0.6947368421052632,6,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A03_greedy_maximin_distance,,J2D_N40_N40_A03_greedy_maximin_distance,N40_A03,maximin,,nan,nan,nan,nan,,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]",0.0006838651936504903,0.16065658628940582,585288896.0,585.288896,579926656.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.7642857142857142,9.0,0.5789473684210527,0.2991964297144173,8.0,0.631578947368421,0.14384150574781715,9.0,0.5789473684210527,0.2668720884650798,13.5,0.3421052631578947,0.5857142857142857,0.5776315789473684,9,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A04_method_c_u2_first_engineering,,J2D_N40_N40_A04_method_c_u2_first_engineering,N40_A04,method_c,,nan,nan,nan,nan,,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0.0001108189990191022,0.15395095944404602,582221504.0,582.221504,579926528.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.9928571428571429,2.0,0.9473684210526316,0.010863088943226596,1.0,1.0,0.0,2.0,0.9473684210526316,0.0484078291230981,12.0,0.42105263157894735,0.5571428571428572,0.9315789473684212,1,True,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A05_center_out,,J2D_N40_N40_A05_center_out,N40_A05,center_out,,nan,nan,nan,nan,,"[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",0.001834161696024239,0.17962194979190826,588607232.0,588.607232,579925632.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.16642857142857143,17.0,0.1578947368421053,0.8779784485361021,18.0,0.10526315789473684,0.5506649849192519,16.0,0.21052631578947367,0.5032089559042053,5.5,0.7631578947368421,0.35714285714285715,0.1828947368421053,19,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A06_edge_in_alternating,,J2D_N40_N40_A06_edge_in_alternating,N40_A06,edge_in,,nan,nan,nan,nan,,"[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",0.0016398808220401406,0.20056912302970886,595556480.0,595.55648,579926400.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.2671428571428571,14.0,0.3157894736842105,0.7802242814749019,20.0,0.0,1.0,19.0,0.052631578947368474,0.9981448223678813,10.0,0.5263157894736843,0.5285714285714286,0.2368421052631579,17,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A07_regular_jump_coprime,,J2D_N40_N40_A07_regular_jump_coprime,N40_A07,regular_jump,,nan,nan,nan,nan,,"[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",0.002076672622933984,0.1631038337945938,595582528.0,595.582528,579924032.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.09642857142857142,20.0,0.0,1.0,11.0,0.4736842105263158,0.19633708508763967,20.0,0.0,1.0,1.0,1.0,0.0,0.14473684210526316,20,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A08_block_interleaved_quarters,,J2D_N40_N40_A08_block_interleaved_quarters,N40_A08,block_interleaved,,nan,nan,nan,nan,,"[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",0.0020561176352202892,0.1575537621974945,594139136.0,594.139136,579924416.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.18571428571428572,19.0,0.052631578947368474,0.9896575732767711,5.0,0.7894736842105263,0.0772832406156065,18.0,0.10526315789473684,0.8971994566654208,3.0,0.8947368421052632,0.08571428571428572,0.24736842105263163,16,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A09_center_edge_alternating,,J2D_N40_N40_A09_center_edge_alternating,N40_A09,center_edge,,nan,nan,nan,nan,,"[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",0.0018988421652466059,0.177616149187088,588119552.0,588.119552,579924096.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.15285714285714286,18.0,0.10526315789473684,0.9105230076802904,16.0,0.21052631578947367,0.5076388240724286,15.0,0.26315789473684215,0.46847565478198244,2.0,0.9473684210526316,0.014285714285714285,0.1842105263157895,18,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,,J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,N40_A10,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]",0.0007608353594150685,0.15650783479213715,585921600.0,585.9216,579925632.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.75,10.0,0.5263157894736843,0.3379246600779203,4.0,0.8421052631578947,0.0548471915542696,10.0,0.5263157894736843,0.3119342164039638,5.5,0.7631578947368421,0.35714285714285715,0.6013157894736842,8,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A11_graph_pointer_policy_diverse_01,,J2D_N40_N40_A11_graph_pointer_policy_diverse_01,N40_A11,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]",0.001706571551039815,0.1783028244972229,591114368.0,591.114368,579925952.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.27428571428571424,15.0,0.26315789473684215,0.8137803208851476,17.0,0.1578947368421053,0.5223686044266694,17.0,0.1578947368421053,0.6817709425396333,8.0,0.631578947368421,0.42857142857142855,0.25000000000000006,15,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A12_graph_pointer_policy_diverse_02,,J2D_N40_N40_A12_graph_pointer_policy_diverse_02,N40_A12,graph_pointer_proxy,,nan,nan,nan,nan,,"[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]",0.0017555009108036757,0.17297148704528809,584625472.0,584.625472,579924800.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.33142857142857146,16.0,0.21052631578947367,0.8383995678056937,14.0,0.3157894736842105,0.40800679688488894,6.0,0.736842105263158,0.21962203604605582,4.0,0.8421052631578947,0.17142857142857143,0.31578947368421056,13,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,,J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty,N40_A13,graph_pointer_proxy,,nan,nan,nan,nan,,"[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",0.0006711278786042385,0.1731724888086319,581541824.0,581.541824,579925760.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.7714285714285715,7.0,0.6842105263157895,0.29278753522362794,15.0,0.26315789473684215,0.41231845886133,1.0,1.0,0.0,7.0,0.6842105263157895,0.38571428571428573,0.6315789473684211,7,False,True,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A14_graph_pointer_policy_u2first_proxy,,J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy,N40_A14,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]",0.0011768606042323881,0.1633206307888031,585949184.0,585.949184,579927232.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.6214285714285713,11.0,0.4736842105263158,0.5472514993574145,12.0,0.42105263157894735,0.20098756845150956,11.0,0.4736842105263158,0.31389879026008954,16.0,0.21052631578947367,0.7142857142857143,0.45,11,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
probe60_run08,40,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,,J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy,N40_A15,graph_pointer_proxy,,nan,nan,nan,nan,,"[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]",0.001238039828649562,0.16922278702259064,585095872.0,585.095872,579926784.0,PASS_ODB_EXTRACTED,step_final_cooling,1200.0,,0.5785714285714285,12.0,0.42105263157894735,0.5780343757245475,13.0,0.368421052631579,0.32759393343502236,7.0,0.6842105263157895,0.2531246296482,15.0,0.26315789473684215,0.6142857142857143,0.42894736842105263,12,False,False,False,False,False,False,,,,,,,,,,,,,,,,,
batch20_run14,12,S3B20_N12_B01_surrogate_top,S3B20_N12_B01_surrogate_top,J2D_S3B20_N12_B01_surrogate_top,RUN12_N12_C00417,mutation,surrogate_top,0.7767226608929189,2.0,0.1078570361595807,0.045454545454545456,N12_A02_odd_even_interlaced,"[0,2,4,10,8,6,1,3,5,7,9,11]",3.767202088056365e-05,0.1479470580816269,585915072.0,585.915072,579939584.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,4.0,0.8421052631578947,0.10606343614535424,6.0,0.736842105263158,0.21783297248560937,19.0,0.052631578947368474,0.9969840798971621,17.0,0.1578947368421053,1.0,0.7078947368421054,4,False,False,False,False,False,False,RUN12_N12_C00417,3.0,0.25714208342250505,0.5,3.0,0.35627010099302425,0.5,5.0,1.0,0.0,4.0,1.0,0.25,0.43750000000000006,3,False,False
batch20_run14,12,S3B20_N12_B02_diversity_top,S3B20_N12_B02_diversity_top,J2D_S3B20_N12_B02_diversity_top,RUN12_N12_C00026,regular_jump_sentinel,diversity_top,0.7420064397319364,49.0,0.1732309693755779,0.4090909090909091,N12_A06_edge_in_alternating,"[1,11,9,7,5,3,0,2,4,6,8,10]",2.3353248252533376e-05,0.14696112275123596,582776448.0,582.776448,579939520.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,1.0,1.0,0.0,5.0,0.7894736842105263,0.189666842336931,14.0,0.3157894736842105,0.3908212202116088,13.0,0.368421052631579,0.96,0.8578947368421053,1,True,True,True,False,False,True,RUN12_N12_C00026,1.0,0.0,1.0,2.0,0.2896877628978437,0.75,3.0,0.33021483494721315,0.5,2.0,0.9473684210526315,0.75,0.8875000000000001,1,True,True
batch20_run14,12,S3B20_N12_B03_method_c_inspired,S3B20_N12_B03_method_c_inspired,J2D_S3B20_N12_B03_method_c_inspired,RUN12_N12_C00134,method_c_inspired,method_c_inspired,0.5524798939236236,343.0,0.10988264889627439,0.045454545454545456,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,11,6,8,4,2,7,1,3,9,10]",7.903753157734172e-05,0.15747925639152527,581229056.0,581.229056,579938368.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,12.0,0.42105263157894735,0.41247015942965476,11.0,0.4736842105263158,0.4901481334537767,5.0,0.7894736842105263,0.09197320280826658,8.5,0.6052631578947368,0.24,0.47763157894736846,11,False,True,False,False,False,False,RUN12_N12_C00134,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.15000000000000002,5,False,True
batch20_run14,12,S3B20_N12_B04_surrogate_top,S3B20_N12_B04_surrogate_top,J2D_S3B20_N12_B04_surrogate_top,RUN12_N12_C00024,regular_jump_sentinel,surrogate_top,0.776602931332815,3.0,0.09967508742031235,0.15151515151515152,N12_A02_odd_even_interlaced,"[0,10,8,6,4,2,1,3,5,7,9,11]",3.2932137401076034e-05,0.14267149567604065,582234944.0,582.234944,579939584.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,2.0,0.9473684210526316,0.07095370000924724,2.0,0.9473684210526316,0.06712108221964345,12.0,0.42105263157894735,0.28624048254721646,17.0,0.1578947368421053,1.0,0.855263157894737,2,True,True,False,False,False,False,RUN12_N12_C00024,2.0,0.17202141388205835,0.75,1.0,0.0,1.0,2.0,0.2146573976700037,0.75,4.0,1.0,0.25,0.7749999999999999,2,True,True
batch20_run14,12,S3B20_N12_B05_surrogate_top,S3B20_N12_B05_surrogate_top,J2D_S3B20_N12_B05_surrogate_top,RUN12_N12_C00414,mutation,surrogate_top,0.7726359545437126,5.0,0.1050507539805205,0.015151515151515152,N12_A02_odd_even_interlaced,"[0,2,4,6,10,8,1,3,5,7,9,11]",3.931116134481272e-05,0.14962293207645416,585543936.0,585.543936,579939584.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,5.0,0.7894736842105263,0.11820504035120738,8.0,0.631578947368421,0.26570922115637574,18.0,0.10526315789473684,0.9253065361416,17.0,0.1578947368421053,1.0,0.6578947368421054,6,False,False,False,False,False,False,RUN12_N12_C00414,4.0,0.28657840488304903,0.25,4.0,0.4694454842955646,0.25,4.0,0.9207992460973244,0.25,4.0,1.0,0.25,0.25,4,False,False
batch20_run14,16,S3B20_N16_B01_surrogate_top,S3B20_N16_B01_surrogate_top,J2D_S3B20_N16_B01_surrogate_top,RUN12_N16_C01673,mutation,surrogate_top,0.8064539049176901,2.0,0.09729417405795705,0.008333333333333333,N16_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,14,12,7,5,3,1,9,11,13,15]",5.233794854575535e-05,0.15044885873794556,581672320.0,581.67232,579948352.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,6.0,0.736842105263158,0.026891731950531624,2.0,0.9473684210526316,0.049840698559161345,7.0,0.6842105263157895,0.11130369045533747,19.5,0.02631578947368418,1.0,0.7381578947368421,4,False,False,False,False,False,False,RUN12_N16_C01673,3.0,0.19176561676139295,0.5,2.0,0.10528286945287482,0.75,2.0,0.05683601015737461,0.75,5.0,1.0,0.0,0.55,3,False,False
batch20_run14,16,S3B20_N16_B02_diversity_top,S3B20_N16_B02_diversity_top,J2D_S3B20_N16_B02_diversity_top,RUN12_N16_C01688,mutation,diversity_top,0.7334030970777086,120.0,0.11906715403470836,0.375,N16_A03_greedy_maximin_distance,"[1,9,11,13,15,0,2,4,6,8,10,12,14,7,5,3]",7.41247381483845e-05,0.16351349651813507,581958912.0,581.958912,579947200.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,8.0,0.631578947368421,0.12039242657140381,11.0,0.4736842105263158,0.4733979878984046,10.0,0.5263157894736843,0.1525873751947561,6.0,0.736842105263158,0.28,0.5947368421052632,9,False,True,False,False,False,False,RUN12_N16_C01688,5.0,1.0,0.0,5.0,1.0,0.0,3.0,0.12926391382405744,0.5,1.0,0.0,1.0,0.1,5,False,True
batch20_run14,16,S3B20_N16_B03_method_c_inspired,S3B20_N16_B03_method_c_inspired,J2D_S3B20_N16_B03_method_c_inspired,RUN12_N16_C01488,method_c_inspired,method_c_inspired,0.6973127116819496,167.0,0.13823169772875507,0.05,N16_A03_greedy_maximin_distance,"[0,15,7,11,3,5,9,13,1,2,4,12,10,8,6,14]",6.606194119740394e-05,0.15563784539699554,582991360.0,582.99136,579948032.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,7.0,0.6842105263157895,0.0857899390432387,9.0,0.5789473684210527,0.21806833415862512,17.0,0.1578947368421053,0.3013118955646314,11.0,0.4736842105263158,0.8,0.6000000000000001,8,False,True,False,False,False,False,RUN12_N16_C01488,4.0,0.7008907764883593,0.25,4.0,0.4606448268331561,0.25,4.0,0.39018551765409937,0.25,2.0,0.7222222222222222,0.75,0.275,4,False,True
batch20_run14,16,S3B20_N16_B04_surrogate_top,S3B20_N16_B04_surrogate_top,J2D_S3B20_N16_B04_surrogate_top,RUN12_N16_C01764,mutation,surrogate_top,0.8064539049176901,3.0,0.09729417405795705,0.025,N16_A04_method_c_u2_first_engineering,"[0,2,4,6,8,14,12,10,7,5,3,1,9,11,13,15]",4.716870898846537e-05,0.1489115208387375,581447424.0,581.447424,579948288.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,2.0,0.9473684210526316,0.004707302849973488,1.0,1.0,0.0,5.0,0.7894736842105263,0.07890733758032249,16.5,0.1842105263157895,0.96,0.9039473684210527,1,True,True,False,True,False,True,RUN12_N16_C01764,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.5,0.9444444444444444,0.375,0.9687500000000001,1,True,True
batch20_run14,16,S3B20_N16_B05_surrogate_top,S3B20_N16_B05_surrogate_top,J2D_S3B20_N16_B05_surrogate_top,RUN12_N16_C01668,mutation,surrogate_top,0.8006184221134572,4.0,0.13048758531361718,0.05,N16_A02_odd_even_interlaced,"[0,2,4,6,8,14,12,10,7,1,3,5,9,11,13,15]",4.960947671861504e-05,0.15050330758094788,585404352.0,585.404352,579948288.0,PASS_TEACHER_FIELDS_EXTRACTED,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,,3.0,0.8947368421052632,0.015182158592357125,3.0,0.8947368421052632,0.05160593726977379,18.0,0.10526315789473684,0.648904295236427,16.5,0.1842105263157895,0.96,0.7802631578947369,3,False,False,False,False,False,False,RUN12_N16_C01668,2.0,0.0905462639051766,0.75,3.0,0.1090117376689165,0.5,5.0,1.0,0.0,3.5,0.9444444444444444,0.375,0.6062500000000001,2,False,False
