n,handoff_strategy_name,inp_path,exists,size_bytes,node_section_exists,element_section_exists,node_entry_count,element_entry_count,scan_sequence_complete,cool_sequence_complete,step_final_cooling_exists,final_cooling_after_last_cool,final_cooling_controls_visible,heat_flux_entries_exist,all_expected_heat_sets_present,heat_order_text_verified,heat_order_note,n40_cool_initialInc_0p001_verified,n40_cool_initialInc_note,solver_output_count,verdict,notes
24,S3R39N2440B60_N24_B01_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B01_n24_u2_near\J2D_S3R39N2440B60_N24_B01_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B02_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B02_n24_u2_near\J2D_S3R39N2440B60_N24_B02_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B03_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B03_n24_u2_near\J2D_S3R39N2440B60_N24_B03_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B04_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B04_n24_u2_near\J2D_S3R39N2440B60_N24_B04_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B05_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B05_n24_u2_near\J2D_S3R39N2440B60_N24_B05_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B06_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B06_n24_u2_near\J2D_S3R39N2440B60_N24_B06_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B07_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B07_n24_u2_near\J2D_S3R39N2440B60_N24_B07_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B08_n24_u2_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B08_n24_u2_near\J2D_S3R39N2440B60_N24_B08_n24_u2_near.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B09_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B09_hybrid_agree\J2D_S3R39N2440B60_N24_B09_hybrid_agree.inp,True,84579,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
24,S3R39N2440B60_N24_B10_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run39_native_N24_N40_focused_batch60_v01\N24S3R39N2440B60_N24_B10_surrogate_top\J2D_S3R39N2440B60_N24_B10_surrogate_top.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,True,not an N40 case,0,PASS,
