n,count,mean_surrogate_prediction,mean_constrained_reward_prediction,mean_u2_guarded_prediction,mean_predicted_peeq_guarded_score,mean_predicted_surfaceT_guarded_score,mean_gnn_reward_prediction,mean_hybrid_score,mean_uncertainty_score,mean_gnn_vs_surrogate_disagreement,mean_novelty_distance
24,16,0.8310158159069536,0.8270800487361911,0.83129936978219,0.8085158159069536,0.8310158159069536,0.7995143137054581,0.8288508820695244,0.030782952481570282,0.03150150220149553,0.3828125
40,16,0.8553583910949263,0.8547524985899955,0.8585470827451565,0.8553583910949263,0.8553583910949263,0.8226825169895908,0.8563149985899954,0.011950350586173643,0.032675874105335505,0.284375
