n,order_json,order_compact,order_hash,ppo_checkpoint,ppo_seed,rollout_seed,ppo_generation_mode,predicted_reward,mean_pred_reward,std_pred_reward,conservative_reward,duplicate_vs_combined552_plus_v01_training,duplicate_vs_stageK_N40_selected,minimum_hamming_to_training_reference,minimum_hamming_to_stageK_N40,candidate_source,teacher_validated,abaqus_validated,mean_abs_jump,max_abs_jump,adjacent_fraction,parity_switch_fraction,early_center_bias,early_edge_bias,early_spread_proxy
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,1,3,2,0,4,6,14,8,10,16,18,12,15,21,22,28,34,32,38,36,31,27,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,1,3,2,0,4,6,14,8,10,16,18,12,15,21,22,28,34,32,38,36,31,27,33,39",64ab56e57ef7d61d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522211,stochastic,0.5196387812989045,0.6261569519208368,0.062200575274093964,0.5950566642837898,False,False,32,33,PPO_v02K2_checkpoint_inference,False,False,3.8461538461538463,9.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,14,16,18,15,21,22,28,32,38,36,34,27,31,33,39]","37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,14,16,18,15,21,22,28,32,38,36,34,27,31,33,39",4bf23d76b5c40208,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522212,stochastic,0.5550294698748044,0.6352847745728454,0.051882293316887755,0.6093436279144016,False,False,33,32,PPO_v02K2_checkpoint_inference,False,False,3.282051282051282,9.0,0.02564102564102564,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,26,30,25,23,19,17,13,9,11,7,5,3,1,4,0,2,6,8,10,12,16,18,14,15,21,22,28,34,38,36,39,32,33,27,31]","37,35,29,24,20,26,30,25,23,19,17,13,9,11,7,5,3,1,4,0,2,6,8,10,12,16,18,14,15,21,22,28,34,38,36,39,32,33,27,31",9b0b3a476fc2ed32,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522213,stochastic,0.4823454518779342,0.5923953006821826,0.0682167219196504,0.5582869397223574,False,False,35,33,PPO_v02K2_checkpoint_inference,False,False,3.4871794871794872,7.0,0.07692307692307693,0.20512820512820512,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,24,26,20,30,25,23,17,19,13,11,9,7,5,3,1,0,2,4,6,8,10,12,14,16,18,15,21,28,22,34,38,36,32,31,27,33,39]","37,35,29,24,26,20,30,25,23,17,19,13,11,9,7,5,3,1,0,2,4,6,8,10,12,14,16,18,15,21,28,22,34,38,36,32,31,27,33,39",b6c3ab8bb959743e,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522214,stochastic,0.5153448943661971,0.619249154368741,0.06275647610500416,0.5878709163162389,False,False,36,33,PPO_v02K2_checkpoint_inference,False,False,3.6923076923076925,12.0,0.05128205128205128,0.15384615384615385,0.3897435897435897,0.6102564102564102,0.5128205128205128
40,"[37,35,29,20,24,26,30,25,23,17,19,13,11,9,7,5,3,1,2,0,4,6,8,10,14,18,16,12,15,21,22,28,32,34,38,36,27,31,33,39]","37,35,29,20,24,26,30,25,23,17,19,13,11,9,7,5,3,1,2,0,4,6,8,10,14,18,16,12,15,21,22,28,32,34,38,36,27,31,33,39",00e0bad98aa32399,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522215,stochastic,0.5302917253521126,0.6213047995541285,0.05672946512803626,0.5929400669901104,False,False,34,34,PPO_v02K2_checkpoint_inference,False,False,3.4871794871794872,9.0,0.05128205128205128,0.15384615384615385,0.38974358974358975,0.6102564102564102,0.5128205128205128
40,"[37,35,29,24,30,20,26,25,19,23,17,13,11,9,7,5,1,3,6,0,2,10,4,8,14,16,18,22,12,15,21,28,34,38,36,32,31,27,33,39]","37,35,29,24,30,20,26,25,19,23,17,13,11,9,7,5,1,3,6,0,2,10,4,8,14,16,18,22,12,15,21,28,34,38,36,32,31,27,33,39",1a0168d970218c7d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522216,stochastic,0.4989031005477309,0.5722529260597586,0.04685890736084605,0.5488234723793356,False,False,34,34,PPO_v02K2_checkpoint_inference,False,False,4.410256410256411,10.0,0.05128205128205128,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,5,1,3,0,4,2,6,8,10,18,16,14,12,15,21,22,28,34,38,36,32,27,31,33,39]","37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,5,1,3,0,4,2,6,8,10,18,16,14,12,15,21,22,28,34,38,36,32,27,31,33,39",79c43b36720559f3,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522217,stochastic,0.5374751271517995,0.6393280147126479,0.059136853512032954,0.6097595879566314,False,False,35,31,PPO_v02K2_checkpoint_inference,False,False,3.5384615384615383,8.0,0.02564102564102564,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,20,30,24,26,25,23,19,17,13,11,9,7,5,1,3,8,6,0,2,4,10,14,12,16,18,15,21,22,28,32,34,36,38,39,31,27,33]","37,35,29,20,30,24,26,25,23,19,17,13,11,9,7,5,1,3,8,6,0,2,4,10,14,12,16,18,15,21,22,28,32,34,36,38,39,31,27,33",60c34e7c3cbf11a5,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522218,stochastic,0.5188157961658841,0.6413705522576785,0.07569840559274672,0.6035213494613051,False,False,35,33,PPO_v02K2_checkpoint_inference,False,False,3.641025641025641,10.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,29,35,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,4,2,0,6,8,10,14,12,16,18,22,15,21,28,34,32,38,36,39,33,31,27]","37,29,35,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,4,2,0,6,8,10,14,12,16,18,22,15,21,28,34,32,38,36,39,33,31,27",73094d3a8863cbca,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522219,stochastic,0.5067094776995303,0.632915377193555,0.07315388311496797,0.5963384356360709,False,False,33,33,PPO_v02K2_checkpoint_inference,False,False,3.8974358974358974,10.0,0.02564102564102564,0.15384615384615385,0.3794871794871794,0.6205128205128205,0.46153846153846156
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,6,4,2,0,8,10,16,18,12,14,15,21,28,22,38,36,34,32,27,31,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,6,4,2,0,8,10,16,18,12,14,15,21,28,22,38,36,34,32,27,31,33,39",24ff2917cebbea2e,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522220,stochastic,0.525497251564945,0.6036054994652855,0.045207367302947346,0.5810018158138118,False,False,35,34,PPO_v02K2_checkpoint_inference,False,False,3.8974358974358974,16.0,0.05128205128205128,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,30,26,25,23,19,17,13,9,11,7,5,3,1,0,2,6,4,10,8,12,21,18,16,14,15,22,28,34,38,36,32,27,31,33,39]","37,35,29,24,20,30,26,25,23,19,17,13,9,11,7,5,3,1,0,2,6,4,10,8,12,21,18,16,14,15,22,28,34,38,36,32,27,31,33,39",0b6973c0a7223ee6,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522221,stochastic,0.4576905320813771,0.6003667171171074,0.10021307925138574,0.5502601774914145,False,False,33,34,PPO_v02K2_checkpoint_inference,False,False,3.6923076923076925,10.0,0.07692307692307693,0.20512820512820512,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,3,5,1,0,2,6,4,8,10,12,18,16,14,21,15,31,22,28,38,36,34,32,27,33,39]","37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,3,5,1,0,2,6,4,8,10,12,18,16,14,21,15,31,22,28,38,36,34,32,27,33,39",266fd2f32362621c,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522222,stochastic,0.4719677230046945,0.54647747337878,0.047188941323708884,0.5228830027169256,False,False,34,33,PPO_v02K2_checkpoint_inference,False,False,4.205128205128205,16.0,0.05128205128205128,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,8,10,6,12,16,18,14,15,21,22,34,38,36,28,32,27,31,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,8,10,6,12,16,18,14,15,21,22,34,38,36,28,32,27,31,33,39",cdf043e615ed0411,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522223,stochastic,0.5178323063380282,0.6205596207000328,0.06037257733348445,0.5903733320332906,False,False,33,35,PPO_v02K2_checkpoint_inference,False,False,3.6923076923076925,12.0,0.10256410256410256,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,20,26,24,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,14,18,12,16,15,21,22,28,32,38,36,34,31,27,33,39]","37,35,29,20,26,24,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,14,18,12,16,15,21,22,28,32,38,36,34,31,27,33,39",1c8207985a09517d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522224,stochastic,0.5187747456964005,0.6229125900621404,0.06171173781051645,0.5920567211568821,False,False,32,33,PPO_v02K2_checkpoint_inference,False,False,3.58974358974359,9.0,0.05128205128205128,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,29,35,24,20,30,26,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,12,8,10,14,16,18,15,21,22,28,32,36,38,34,27,31,33,39]","37,29,35,24,20,30,26,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,12,8,10,14,16,18,15,21,22,28,32,36,38,34,27,31,33,39",a1f7c4f6da876462,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522225,stochastic,0.5206666764475744,0.621025033362943,0.05977572880284422,0.5911371689615209,False,False,34,34,PPO_v02K2_checkpoint_inference,False,False,3.7948717948717947,11.0,0.05128205128205128,0.15384615384615385,0.3794871794871794,0.6205128205128205,0.46153846153846156
40,"[37,35,29,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,2,0,10,14,16,12,4,6,8,18,15,21,28,22,32,38,36,34,31,27,33,39]","37,35,29,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,2,0,10,14,16,12,4,6,8,18,15,21,28,22,32,38,36,34,31,27,33,39",ff38fd3130be312f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522226,stochastic,0.5096236795774646,0.5777506028580366,0.03997968699568723,0.557760759360193,False,False,32,32,PPO_v02K2_checkpoint_inference,False,False,4.205128205128205,10.0,0.02564102564102564,0.15384615384615385,0.3794871794871794,0.6205128205128205,0.46153846153846156
40,"[37,35,29,30,20,24,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,8,10,6,14,16,18,12,15,21,22,28,32,38,36,34,39,33,27,31]","37,35,29,30,20,24,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,8,10,6,14,16,18,12,15,21,22,28,32,38,36,34,39,33,27,31",21de7f0a17287101,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522227,stochastic,0.5094454225352113,0.621332042758432,0.06603069743257128,0.5883166940421464,False,False,32,33,PPO_v02K2_checkpoint_inference,False,False,3.4871794871794872,10.0,0.10256410256410256,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,4,0,2,6,8,10,16,18,12,14,15,21,22,28,34,38,36,32,31,27,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,4,0,2,6,8,10,16,18,12,14,15,21,22,28,34,38,36,32,31,27,33,39",0f33a2dbdf1856b9,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522228,stochastic,0.550393280516432,0.6353413493553116,0.05210674088342512,0.6092879789135991,False,False,33,33,PPO_v02K2_checkpoint_inference,False,False,3.4871794871794872,9.0,0.10256410256410256,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,26,30,25,23,19,17,13,9,11,5,3,1,7,2,4,0,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,39,33]","37,35,29,24,20,26,30,25,23,19,17,13,9,11,5,3,1,7,2,4,0,6,8,10,14,16,18,12,15,21,22,28,34,38,36,32,27,31,39,33",103fddda7ea51f47,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522229,stochastic,0.5134398571987481,0.625802462358158,0.06523026198394388,0.593187331366186,False,False,34,32,PPO_v02K2_checkpoint_inference,False,False,4.0,8.0,0.02564102564102564,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,20,24,26,30,25,19,23,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,32,34,38,36,39,33,31,27]","37,35,29,20,24,26,30,25,19,23,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,32,34,38,36,39,33,31,27",d02e46831dfacb7b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522230,stochastic,0.5450012617370892,0.6304593678814395,0.05197625734420242,0.6044712392093383,False,False,35,31,PPO_v02K2_checkpoint_inference,False,False,3.3846153846153846,9.0,0.05128205128205128,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,20,29,30,24,26,23,25,19,17,13,11,9,7,5,1,3,0,4,2,8,6,10,14,16,18,12,15,21,22,32,34,38,36,28,31,27,33,39]","37,35,20,29,30,24,26,23,25,19,17,13,11,9,7,5,1,3,0,4,2,8,6,10,14,16,18,12,15,21,22,32,34,38,36,28,31,27,33,39",43928af9a115b49e,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522231,stochastic,0.45820717918622866,0.5331510644383288,0.057226169390058444,0.5045379797432996,False,False,33,33,PPO_v02K2_checkpoint_inference,False,False,4.0,15.0,0.05128205128205128,0.20512820512820512,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,10,8,14,18,16,12,15,21,22,28,34,38,36,32,31,27,33,39]","37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,10,8,14,18,16,12,15,21,22,28,34,38,36,32,31,27,33,39",e1f478721f294d2f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522232,stochastic,0.5535441999217529,0.6398830732404961,0.05156765804443525,0.6140992442182784,False,False,34,33,PPO_v02K2_checkpoint_inference,False,False,3.4358974358974357,9.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,3,5,1,0,2,6,4,10,8,12,16,18,14,21,15,22,28,32,38,36,34,31,27,33,39]","37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,3,5,1,0,2,6,4,10,8,12,16,18,14,21,15,22,28,32,38,36,34,31,27,33,39",dadbd26a10c0e773,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522233,stochastic,0.508039055164319,0.6429443069322452,0.08116015968226743,0.6023642270911115,False,False,32,34,PPO_v02K2_checkpoint_inference,False,False,3.8461538461538463,7.0,0.02564102564102564,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,24,20,30,26,25,23,17,19,13,11,9,7,3,5,1,4,0,2,6,8,10,12,16,18,14,15,21,22,28,38,36,34,32,31,27,39,33]","37,35,29,24,20,30,26,25,23,17,19,13,11,9,7,3,5,1,4,0,2,6,8,10,12,16,18,14,15,21,22,28,38,36,34,32,31,27,39,33",81192c3bddee8a03,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522234,stochastic,0.5052241979655712,0.614916218013077,0.0643506925190821,0.5827408717535361,False,False,36,34,PPO_v02K2_checkpoint_inference,False,False,3.7435897435897436,12.0,0.10256410256410256,0.15384615384615385,0.3897435897435897,0.6102564102564102,0.5128205128205128
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,1,3,6,0,2,4,8,10,18,14,12,16,15,21,22,28,38,36,32,34,31,27,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,1,3,6,0,2,4,8,10,18,14,12,16,15,21,22,28,38,36,32,34,31,27,33,39",3d84e9c70e48ff2f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522235,stochastic,0.5190448650234739,0.6275030660878513,0.06306271262073847,0.5959717097774822,False,False,35,33,PPO_v02K2_checkpoint_inference,False,False,3.7435897435897436,10.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,30,26,25,23,17,19,13,11,9,7,5,1,3,2,0,6,4,8,12,10,14,16,18,15,21,28,22,34,38,36,32,27,31,33,39]","37,35,29,24,20,30,26,25,23,17,19,13,11,9,7,5,1,3,2,0,6,4,8,12,10,14,16,18,15,21,28,22,34,38,36,32,27,31,33,39",d26a383c91c96ea4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522236,stochastic,0.4922529538341158,0.5910421340924341,0.06536379992786126,0.5583602341285034,False,False,35,33,PPO_v02K2_checkpoint_inference,False,False,3.8974358974358974,12.0,0.05128205128205128,0.15384615384615385,0.3897435897435897,0.6102564102564102,0.5128205128205128
40,"[37,35,29,20,24,30,26,25,19,23,17,13,11,9,7,5,3,1,4,2,0,8,6,10,16,18,14,12,15,21,22,28,32,34,36,38,39,33,27,31]","37,35,29,20,24,30,26,25,19,23,17,13,11,9,7,5,3,1,4,2,0,8,6,10,16,18,14,12,15,21,22,28,32,34,36,38,39,33,27,31",efd0964cae92d41c,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522237,stochastic,0.5153352503912362,0.6339760146685434,0.07332725615861428,0.5973123865892362,False,False,35,32,PPO_v02K2_checkpoint_inference,False,False,3.641025641025641,9.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,26,24,20,30,23,25,19,17,13,11,9,7,5,1,3,2,0,4,6,8,14,10,12,16,18,21,15,22,28,38,36,34,32,27,31,33,39]","37,35,29,26,24,20,30,23,25,19,17,13,11,9,7,5,1,3,2,0,4,6,8,14,10,12,16,18,21,15,22,28,38,36,34,32,27,31,33,39",ff08ca657db9db39,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522238,stochastic,0.5146215375586852,0.6319219428171196,0.06824427340594143,0.5977998061141488,False,False,36,34,PPO_v02K2_checkpoint_inference,False,False,3.7435897435897436,10.0,0.02564102564102564,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,29,35,24,20,30,26,25,19,17,23,9,11,13,7,5,1,3,0,2,8,4,6,10,12,14,16,18,15,21,22,28,38,36,34,32,31,27,33,39]","37,29,35,24,20,30,26,25,19,17,23,9,11,13,7,5,1,3,0,2,8,4,6,10,12,14,16,18,15,21,22,28,38,36,34,32,31,27,33,39",a83e666ded56a232,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522239,stochastic,0.478532453051643,0.557238655515535,0.0515636334827168,0.5314568387741766,False,False,36,33,PPO_v02K2_checkpoint_inference,False,False,4.3076923076923075,14.0,0.07692307692307693,0.15384615384615385,0.3743589743589743,0.6256410256410257,0.5128205128205128
40,"[37,35,29,24,20,26,30,25,23,19,17,11,13,9,7,3,5,1,0,2,4,6,8,10,12,14,18,16,15,21,22,28,38,36,34,32,31,39,27,33]","37,35,29,24,20,26,30,25,23,19,17,11,13,9,7,3,5,1,0,2,4,6,8,10,12,14,18,16,15,21,22,28,38,36,34,32,31,39,27,33",6abf35d12adefc38,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522240,stochastic,0.5179334604851331,0.6238825385887439,0.06197486252969895,0.5928951073238944,False,False,36,33,PPO_v02K2_checkpoint_inference,False,False,3.641025641025641,12.0,0.10256410256410256,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,24,26,20,30,23,25,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,34,38,36,32,27,31,33,39]","37,35,29,24,26,20,30,23,25,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,34,38,36,32,27,31,33,39",11c33c1c761b06b1,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522241,stochastic,0.536750322769953,0.6289086120039766,0.05534087577889062,0.6012381741145313,False,False,35,32,PPO_v02K2_checkpoint_inference,False,False,3.5384615384615383,10.0,0.05128205128205128,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
40,"[37,35,29,24,20,30,26,25,23,19,17,13,9,11,7,5,1,3,2,6,0,4,10,14,8,12,16,18,15,21,22,28,32,38,36,34,31,27,33,39]","37,35,29,24,20,30,26,25,23,19,17,13,9,11,7,5,1,3,2,6,0,4,10,14,8,12,16,18,15,21,22,28,32,38,36,34,31,27,33,39",5f868eb19a6720e4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522242,stochastic,0.5130499315336462,0.6263110901557225,0.06591503010739894,0.593353575102023,False,False,31,32,PPO_v02K2_checkpoint_inference,False,False,3.8974358974358974,10.0,0.07692307692307693,0.15384615384615385,0.3794871794871794,0.6205128205128204,0.46153846153846156
40,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,4,2,0,8,6,14,16,10,18,12,15,21,22,28,34,36,38,32,33,27,31,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,4,2,0,8,6,14,16,10,18,12,15,21,22,28,34,36,38,32,33,27,31,39",aebd177a827eee4b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,40522243,stochastic,0.5094424589201877,0.6062526918195192,0.06040498765344462,0.5760501979927969,False,False,33,34,PPO_v02K2_checkpoint_inference,False,False,3.948717948717949,9.0,0.07692307692307693,0.15384615384615385,0.37948717948717947,0.6205128205128205,0.46153846153846156
