candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status
R43_N24_C02584,N24_R43_N24_C02584_hybrid_agreement,24.0,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.8386842105263131,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.8215703163864264,0.026365031404369813,0.03180823798626997,0.0,S3R34N32INF_N24_B11_n24_calibration,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,ef5b52a6c4974983,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,0.0,1.0,0.08695652173913043,0.0,3.0,2.0,-0.003780718336483932,0.20681946157440984,0.0,0.16666666666666666,15.0,constrained_N24_N40_batch32,S3R43CB_N24_B11_hybrid_agreement,False,NOT_RUN
R43_N24_C00157,N24_R43_N24_C00157_hybrid_agreement,24.0,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.81592105263158,0.8154673664312019,0.79342105263158,0.81592105263158,0.7850233409610994,0.8147448015122873,0.8135349467714665,0.8135349467714665,0.026476668854057035,0.03089771167048061,0.16666666666666666,S3R34N32INF_N24_B11_n24_calibration,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,14,16,10,12,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-14-16-10-12-18-20,ab0e387202f74240,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20681946157440984,0.0,0.16666666666666666,27.0,constrained_N24_N40_batch32,S3R43CB_N24_B12_hybrid_agreement,False,NOT_RUN
R43_N24_C02425,N24_R43_N24_C02425_hybrid_disagreement,24.0,hybrid_disagreement,offline_mutation_or_pointer_proxy,hybrid_disagreement,constrained_reward_balance,0.8161147791353391,0.8159635504018797,0.7936147791353392,0.8161147791353391,0.7852093184047081,0.8223062381852552,0.8138194105153014,0.8138194105153014,0.03949835986207008,0.03090546073063105,0.16666666666666666,S3R34N32INF_N24_B11_n24_calibration,"[22,11,3,1,5,7,9,13,15,17,19,21,23,0,2,4,10,8,6,12,14,16,18,20]",22-11-3-1-5-7-9-13-15-17-19-21-23-0-2-4-10-8-6-12-14-16-18-20,c1332fba36b90abd,0.9565217391304348,0.8695652173913043,0.1776937618147448,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20227726426306897,0.0,0.16666666666666666,25.0,constrained_N24_N40_batch32,S3R43CB_N24_B13_hybrid_disagreement,False,NOT_RUN
R43_N24_C00035,N24_R43_N24_C00035_hybrid_disagreement,24.0,hybrid_disagreement,offline_mutation_or_pointer_proxy,hybrid_disagreement,constrained_reward_balance,0.81592105263158,0.8154673664312019,0.79342105263158,0.81592105263158,0.7850233409610994,0.8147448015122873,0.8135349467714665,0.8135349467714665,0.03286878589438297,0.03089771167048061,0.16666666666666666,S3R34N32INF_N24_B11_n24_calibration,"[22,11,1,3,5,7,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-17-19-13-15-21-23-0-2-4-6-8-10-12-14-16-18-20,d63892d73d8f6895,0.9565217391304348,0.8695652173913043,0.18525519848771269,1.0,0.0,1.0,0.08695652173913043,0.0,5.0,2.0,-0.003780718336483932,0.20997457501038733,0.0,0.16666666666666666,26.0,constrained_N24_N40_batch32,S3R43CB_N24_B14_hybrid_disagreement,False,NOT_RUN
R43_N24_C01327,N24_R43_N24_C01327_uncertainty_calibration,24.0,uncertainty_calibration,offline_mutation_or_pointer_proxy,uncertainty_calibration,constrained_reward_balance,0.8386842105263131,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.8365703163864264,0.029359868913547544,0.03180823798626997,0.8333333333333334,S3R34N32INF_N24_B11_n24_calibration,"[22,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,16,18,20]",22-14-12-10-8-6-4-2-0-23-21-19-17-15-13-9-7-5-3-1-11-16-18-20,fdc5cd1a38164304,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,0.0,1.0,0.08695652173913043,0.0,3.0,2.0,-0.003780718336483932,0.19953813329783565,0.0,0.16666666666666666,9.0,constrained_N24_N40_batch32,S3R43CB_N24_B15_uncertainty_calibration,False,NOT_RUN
R43_N24_C01074,N24_R43_N24_C01074_uncertainty_calibration,24.0,uncertainty_calibration,offline_mutation_or_pointer_proxy,uncertainty_calibration,constrained_reward_balance,0.8386842105263131,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.8365703163864264,0.025986759701142975,0.03180823798626997,0.3333333333333333,S3R34N32INF_N24_B11_n24_calibration,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,e72abd003436348f,0.9565217391304348,0.8695652173913043,0.16257088846880907,1.0,0.0,1.0,0.08695652173913043,0.0,3.0,2.0,-0.003780718336483932,0.19953813329783565,0.0,0.0,7.0,constrained_N24_N40_batch32,S3R43CB_N24_B16_uncertainty_calibration,False,NOT_RUN
R43_N40_C00927,N40_R43_N40_C00927_reward_balanced_local_search,40.0,reward_balanced_local_search,offline_mutation_or_pointer_proxy,reward_balanced_local_search,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.013535220539526572,0.03288785425101226,0.2,S3R39N2440B60_N40_B02_n40_u2_near,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,32,34,36,38,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-24-26-28-30-32-34-36-38-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,a1e9edd6ef516a17,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.09177192602979216,0.1,0.1,6.0,constrained_N24_N40_batch32,S3R43CB_N40_B01_reward_balanced,False,NOT_RUN
R43_N40_C00693,N40_R43_N40_C00693_reward_balanced_local_search,40.0,reward_balanced_local_search,offline_mutation_or_pointer_proxy,reward_balanced_local_search,constrained_reward_balance,0.7758658364661657,0.7791531474457843,0.7758658364661657,0.7758658364661657,0.7463696645459805,0.928336620644313,0.7768520297600512,0.7768520297600512,0.022637532353072268,0.029496171920185166,0.5,S3R39N2440B60_N40_B02_n40_u2_near,"[0,3,5,7,9,11,13,15,17,19,21,1,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-21-1-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-23-25-27-29-31-33-35-37-39,f0204b8923e1e79d,0.0,1.0,0.07166337935568705,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,4.0,3.0,0.02564102564102564,0.08904669534957008,0.1,0.1,51.0,constrained_N24_N40_batch32,S3R43CB_N40_B02_reward_balanced,False,NOT_RUN
R43_N40_C02844,N40_R43_N40_C02844_constrained_surrogate_top,40.0,constrained_surrogate_top,existing_pool_selection,constrained_surrogate_top,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.009593539739678029,0.03288785425101226,0.15,S3R39N2440B60_N40_B04_n40_u2_near,"[0,2,4,6,8,9,11,13,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,14,12,10,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-9-11-13-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-14-12-10-7-5-3-1-21-23-25-27-29-31-33-35-37-39,dfe0bd5bc70aa06b,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.0964297810245844,0.1,0.0,11.0,constrained_N24_N40_batch32,S3R43CB_N40_B03_constrsurrogate_top,False,NOT_RUN
R43_N40_C00712,N40_R43_N40_C00712_constrained_surrogate_top,40.0,constrained_surrogate_top,existing_pool_selection,constrained_surrogate_top,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.851612529845325,0.005048825509613743,0.03288785425101226,0.05,S3R39N2440B60_N40_B07_n40_u2_near,"[0,2,4,6,8,10,12,14,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-12-14-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,df273e7f87400b11,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.0964297810245844,0.1,0.0,23.0,constrained_N24_N40_batch32,S3R43CB_N40_B04_constrsurrogate_top,False,NOT_RUN
R43_N40_C01397,N40_R43_N40_C01397_PEEQ_guarded_candidates,40.0,PEEQ_guarded_candidates,offline_mutation_or_pointer_proxy,PEEQ_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.02289447462277603,0.03288785425101226,0.3,S3R39N2440B60_N40_B02_n40_u2_near,"[0,2,4,6,8,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,087c34237d82f774,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08725194648877893,0.1,0.1,7.0,constrained_N24_N40_batch32,S3R43CB_N40_B05_PEEQ_guarded,False,NOT_RUN
R43_N40_C02546,N40_R43_N40_C02546_PEEQ_guarded_candidates,40.0,PEEQ_guarded_candidates,offline_mutation_or_pointer_proxy,PEEQ_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.01654360467525675,0.03288785425101226,0.15,S3R39N2440B60_N40_B05_n40_u2_near,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,35,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-35-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-37-39,95c326e80ea13aa5,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08725194648877893,0.1,0.0,10.0,constrained_N24_N40_batch32,S3R43CB_N40_B06_PEEQ_guarded,False,NOT_RUN
R43_N40_C03523,N40_R43_N40_C03523_SurfaceT_guarded_candidates,40.0,SurfaceT_guarded_candidates,offline_mutation_or_pointer_proxy,SurfaceT_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.856612529845325,0.0052913791435013156,0.03288785425101226,0.1,S3R39N2440B60_N40_B02_n40_u2_near,"[0,3,5,7,9,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,04aa032631bc52ca,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08725194648877893,0.1,0.1,22.0,constrained_N24_N40_batch32,S3R43CB_N40_B07_SurfaceT_guarded,False,NOT_RUN
R43_N40_C01368,N40_R43_N40_C01368_SurfaceT_guarded_candidates,40.0,SurfaceT_guarded_candidates,offline_mutation_or_pointer_proxy,SurfaceT_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.851612529845325,0.007744138798714216,0.03288785425101226,0.05,S3R39N2440B60_N40_B02_n40_u2_near,"[0,3,5,7,9,11,13,15,17,19,36,38,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-36-38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,0b49f63af998a626,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.09395040461746881,0.1,0.1,24.0,constrained_N24_N40_batch32,S3R43CB_N40_B08_SurfaceT_guarded,False,NOT_RUN
R43_N40_C01469,N40_R43_N40_C01469_U2_guarded_local_search,40.0,U2_guarded_local_search,offline_mutation_or_pointer_proxy,U2_guarded_local_search,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.02316242981127888,0.03288785425101226,0.5,S3R34N32INF_N40_B08_n40_best_near,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,35,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,36,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-35-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-36-37-39,b6a2782f36a193eb,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08725194648877893,0.1,0.0,8.0,constrained_N24_N40_batch32,S3R43CB_N40_B09_U2_guarded,False,NOT_RUN
R43_N40_C03420,N40_R43_N40_C03420_U2_guarded_local_search,40.0,U2_guarded_local_search,offline_mutation_or_pointer_proxy,U2_guarded_local_search,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.0182057271159779,0.03288785425101226,0.45,S3R34N32INF_N40_B08_n40_best_near,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-35-37-39,b9c546662110237e,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.08725194648877894,0.1,0.0,15.0,constrained_N24_N40_batch32,S3R43CB_N40_B10_U2_guarded,False,NOT_RUN
R43_N40_C00754,N40_R43_N40_C00754_hybrid_agreement,40.0,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.8606578947368437,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.861612529845325,0.011476371265888827,0.03288785425101226,0.55,S3R24L64_N40_B23_exploitation_reference,"[0,2,4,6,8,10,12,14,16,18,20,38,36,34,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,22,24,26,28,30,32,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-38-36-34-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-22-24-26-28-30-32-35-37-39,8dfc3e85e48b24b8,0.0,1.0,0.07429322813938198,0.5128205128205128,1.0,1.0,0.07692307692307693,0.02564102564102564,2.0,3.0,0.02564102564102564,0.0964297810245844,0.1,0.0,5.0,constrained_N24_N40_batch32,S3R43CB_N40_B11_hybrid_agreement,False,NOT_RUN
