N_label,scope,strategy_id,U2,PEEQ,SurfaceT,Mises,include_in_u2_panel,include_in_peeq_panel,include_in_surfacet_panel,include_in_mises_panel,stress_semantics_note
N16,native_stage3_combined552,S3R74FSD_N16_B04_n16_reward_bal,6.018633121129824e-05,0.1496336758136749,581.811456,579.948352,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B05_n16_final_top,5.0498146265454125e-05,0.1496848165988922,580.976192,579.94752,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B06_n16_final_top,3.7295596030162415e-05,0.150720402598381,580.99008,579.94752,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B07_n16_final_top,5.240075438450731e-05,0.1481634676456451,580.912128,579.94752,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B08_n16_final_top,4.582889278026414e-05,0.1497713178396225,580.964096,579.947456,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B09_n16_u2_safe,4.127822376176482e-05,0.1516896486282348,580.91744,579.948416,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B10_n16_u2_safe,3.889254548994359e-05,0.1521060764789581,580.914432,579.948416,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B11_n16_u2_safe,5.168353936824133e-05,0.1520113199949264,580.997312,579.948352,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B12_n16_run71_local,5.227775727689732e-05,0.1617272645235061,582.024768,579.948416,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B13_n16_run71_local,2.926077831943985e-05,0.1494684070348739,580.903232,579.948416,true,true,true,true,native Stage 3 MPa-scale stress definitions
N16,native_stage3_combined552,S3R74FSD_N16_B14_n16_run71_local,5.502241992871859e-05,0.1484406590461731,580.90848,579.947584,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A01_raster_left_to_right,0.0005523721708868,0.1892502903938293,587.159872,579.944256,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A02_odd_even_interlaced,8.360300034837564e-05,0.1549861133098602,586.226112,579.943936,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A03_greedy_maximin_distance,0.0002935029126547,0.1646057963371276,584.637632,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A04_method_c_u2_first_engineering,5.621172385872342e-05,0.1543776392936706,581.727232,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A05_center_out,0.0006265991143266,0.172961801290512,588.072192,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A06_edge_in_alternating,0.0005255469384337,0.1848475784063339,590.591168,579.942784,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A07_regular_jump_coprime,0.0002371341688558,0.1627264767885208,583.243392,579.943104,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A08_block_interleaved_quarters,0.000624739785735,0.1546273678541183,584.995648,579.943744,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A09_center_edge_alternating,0.0005546370016418,0.1753909140825271,581.775744,579.943744,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.0001888593301373,0.1541593670845031,583.863616,579.94336,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A11_graph_pointer_policy_diverse_01,0.0002307547981672,0.163732573390007,589.19488,579.943936,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A12_graph_pointer_policy_diverse_02,0.0005429062013035,0.1641553044319152,583.079232,579.943936,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A13_graph_pointer_policy_anti_odd_even_novelty,0.0002316626496394,0.1621642112731933,581.204672,579.944256,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A14_graph_pointer_policy_u2first_proxy,0.0003735758580205,0.1622905135154724,583.23584,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,0.0004410466524404,0.1661432981491089,583.990144,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3B20_N24_B01_surrogate_top,7.634673784195911e-05,0.1602428555488586,586.730944,579.944704,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3B20_N24_B02_diversity_top,7.592932161060162e-05,0.1560772061347961,581.836224,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3B20_N24_B03_method_c_inspired,0.0002536973042879,0.1650789976119995,584.643072,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3B20_N24_B04_surrogate_top,5.741682798543479e-05,0.1594105213880539,581.725376,579.944832,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3B20_N24_B05_surrogate_top,9.08282927412074e-05,0.1536802798509597,581.741824,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B01_surrogate_top,8.261122002295451e-05,0.1533868759870529,582.21152,579.944448,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B02_u2_primary_top,8.019191227504052e-05,0.1561380475759506,582.353856,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B03_geometry_signal_top,0.0002306497162862,0.1619622707366943,583.032192,579.943168,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B04_method_c_inspired,8.025430179259274e-05,0.1612091809511184,584.544768,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B05_diversity_top,5.907966442464385e-05,0.1658651232719421,585.390656,579.944768,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B06_uncertainty_calibration,7.285496940312441e-05,0.1538291126489639,580.99136,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B07_control_sentinel,0.0003879498119658,0.149288535118103,582.449344,579.944,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B08_known_best_mutation,4.156047452852363e-05,0.1627765595912933,581.36224,579.944896,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B09_known_best_mutation,6.838659828645177e-05,0.159013420343399,583.970176,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R19B28_N24_B10_known_best_mutation,4.000997159891995e-05,0.1574321687221527,582.112512,579.944704,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B01_top_region,7.369223112618783e-05,0.1567591875791549,581.8992,579.94368,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B02_top_region,8.462275673082331e-05,0.1625818163156509,586.835584,579.944448,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B03_top_region,6.807913905504392e-05,0.1543546617031097,581.713792,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B04_top_region,8.125130443659145e-05,0.1610715538263321,583.307264,579.944448,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B05_top_region,6.770852269255556e-05,0.1572423726320266,586.6704,579.943872,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B06_model_disagreement,8.061707694650977e-05,0.1534445732831955,580.875968,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B07_model_disagreement,7.37363538974023e-05,0.1538069397211074,581.218368,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B08_model_disagreement,8.019874189812981e-05,0.1531224399805069,581.032512,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B09_model_disagreement,6.930613835720578e-05,0.1627024710178375,587.378304,579.94368,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B10_uncertainty_calibration,7.942568845464848e-05,0.1542500406503677,581.681088,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B11_uncertainty_calibration,0.0001170783098132,0.1543570160865783,581.1632,579.94336,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B12_uncertainty_calibration,0.00011106191414,0.1553478837013244,581.244224,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B13_uncertainty_calibration,7.370208913926035e-05,0.1641812026500702,581.64544,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B14_diversity_coverage,0.0002087160146402,0.1766754388809204,581.457152,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B15_diversity_coverage,8.884969702194212e-05,0.1608411371707916,583.29952,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B16_diversity_coverage,8.727337626623921e-05,0.1625741869211197,583.0672,579.944704,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B17_diversity_coverage,0.0001864545752141,0.1623059958219528,584.355136,579.943296,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B18_tradeoff_probe,0.0002899126045576,0.1693079322576522,583.853568,579.943168,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B19_tradeoff_probe,5.976830379950116e-05,0.1647088974714279,585.381696,579.944,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B20_tradeoff_probe,5.346994021238061e-05,0.1653908491134643,585.39008,579.944832,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B21_sentinel_control,0.0004048996659093,0.1666337102651596,584.805888,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B22_sentinel_control,0.000283742554302,0.1525747328996658,582.41728,579.944,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B23_exploitation_reference,5.36375810042955e-05,0.1543297171592712,586.28768,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R24L64_N24_B24_exploitation_reference,7.06063701727544e-05,0.1538756042718887,586.210112,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B01_graph_pointer,8.404852360399673e-05,0.1512167304754257,581.12608,579.94464,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B02_surrogate_top,0.0002424270824121,0.1497802585363388,583.834816,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B03_hybrid_agree,0.0002418987551209,0.1546439528465271,582.266176,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B04_hybrid_disagree,0.0001531527886982,0.1598571240901947,583.702528,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B05_uncertainty,0.0002087068096443,0.1554678678512573,583.412992,579.943296,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B06_diversity,0.000223823039505,0.1539438366889953,583.285568,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B07_sentinel,0.0001576931415456,0.1516375094652176,582.095296,579.944256,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B08_n24_calibration,5.9892929130000994e-05,0.1561369895935058,581.614144,579.944768,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B09_n24_calibration,6.351935553539079e-05,0.1581111848354339,584.158592,579.944832,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B10_n24_calibration,3.273940910730744e-05,0.1578422635793686,583.110016,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B11_n24_calibration,4.1137876905850135e-05,0.1561603546142578,583.126336,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R34N32INF_N24_B12_n24_calibration,5.430529381555971e-05,0.1596519500017166,585.878784,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B01_n24_u2_near,6.897021739860065e-05,0.1602467745542526,582.333952,579.944704,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B02_n24_u2_near,8.142532624333398e-05,0.1593355387449264,583.416192,579.944448,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B03_n24_u2_near,4.4721904259859e-05,0.1561453342437744,583.116032,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B04_n24_u2_near,4.713229418484843e-05,0.1570424288511276,582.759168,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B05_n24_u2_near,6.92875792083214e-05,0.1577739268541336,582.638016,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B06_n24_u2_near,8.698377223481657e-05,0.1596149206161499,583.114752,579.943744,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B07_n24_u2_near,5.00061778438976e-05,0.1556139588356018,581.409152,579.944832,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B08_n24_u2_near,3.7988751273587695e-05,0.1621344983577728,592.035328,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B09_hybrid_agree,0.000202524353881,0.1511734724044799,583.692736,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B10_surrogate_top,0.0001885180240606,0.1577580869197845,582.958208,579.944256,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B11_hybrid_agree,0.0001821464500153,0.1570386588573455,582.195008,579.944128,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B12_surrogate_top,0.0002064426553261,0.1496064215898513,583.212096,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B13_surrogate_top,0.0002815967886817,0.1499830037355423,581.6896,579.944064,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B14_surrogate_top,0.0002263255041725,0.1560091227293014,582.624064,579.944064,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B15_surrogate_top,0.0002380475223162,0.1531964242458343,581.450688,579.943296,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B16_surrogate_top,0.0001946740942457,0.1556887030601501,585.390848,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B17_diversity,0.0005505187583594,0.1519718170166015,581.337792,579.942848,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B18_graph_pointer,0.0002313458730895,0.1603628247976303,585.9248,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B19_graph_pointer,0.0002318852484677,0.1731639057397842,582.702336,579.944256,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B20_graph_pointer,0.0001901917951272,0.1607173234224319,584.00064,579.943424,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B21_graph_pointer,0.0002189582201026,0.1719127595424652,581.9344,579.943808,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B22_diversity,0.000534943341222,0.1557627022266388,581.765824,579.943808,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B23_graph_pointer,0.000382078932489,0.1633279919624328,585.695104,579.942976,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B24_hybrid_disagree,0.0002786342520266,0.1609224379062652,583.029184,579.943104,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B25_hybrid_disagree,0.0003401456374376,0.1549776643514633,582.068544,579.944192,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B26_uncertainty,0.0004649620168493,0.1795306205749511,584.25216,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B27_uncertainty,0.0004528175495579,0.1783385276794433,583.16992,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B28_diversity,0.0003291523960342,0.1738174110651016,582.4224,579.944064,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B29_uncertainty,0.0005198504350119,0.1779865622520446,583.366784,579.944704,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R39N2440B60_N24_B30_sentinel,0.0006249901030059,0.1726419776678085,588.270592,579.944192,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B01_reward_balanced,8.221834741561906e-05,0.1547531485557556,587.291584,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B02_reward_balanced,9.935419961948357e-05,0.1561643928289413,583.612288,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B03_constr_surrogate,0.0001122188934914,0.1531748324632644,588.1008,579.94336,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B04_constr_surrogate,5.257469592834241e-05,0.1561311483383178,582.559488,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B05_peeq_guarded,6.712235335726291e-05,0.1560048609972,582.841408,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B06_peeq_guarded,4.9224905524170026e-05,0.1578666418790817,582.979392,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B07_surfacet_guarded,5.1857334256055765e-05,0.1529116183519363,581.497728,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B08_surfacet_guarded,5.260491616354557e-05,0.1565234214067459,582.976896,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B09_u2_guarded,5.306650928105228e-05,0.1572708636522293,582.79648,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B10_u2_guarded,0.0001133658831804,0.1534914821386337,582.30944,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B11_hybrid_agree,4.1137876905850135e-05,0.1561603546142578,583.126336,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B12_hybrid_agree,9.841837027124713e-05,0.1562879681587219,583.137728,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B13_hybrid_disagree,6.410576179405325e-05,0.1573743671178817,583.10752,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B14_hybrid_disagree,3.166340729876538e-05,0.1589813828468322,583.410432,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B15_uncertainty,0.0001223413189563,0.1578767299652099,584.749312,579.943424,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R44CNS_N24_B16_uncertainty,4.176994571025716e-05,0.1528085321187973,581.864512,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B01_strict_guard,3.737566112249624e-05,0.1608438491821289,582.61664,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B02_strict_guard,7.155505159062159e-05,0.1542517393827438,581.955392,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B03_strict_guard,7.330715288844658e-05,0.1600374281406402,581.865344,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B04_strict_guard,6.822838622611016e-05,0.1598436385393142,581.867008,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B05_two_stage,9.631485067984612e-05,0.1584233194589615,581.878656,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B06_two_stage,4.07822008128278e-05,0.1586619615554809,581.970688,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B07_two_stage,5.806214721815195e-05,0.1539869755506515,583.663808,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B08_two_stage,9.06418699742062e-05,0.1556643545627594,581.956096,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B09_median_guard,2.9523077955673216e-05,0.1587531119585037,582.666368,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B10_median_guard,6.728811672473967e-05,0.154089018702507,581.91136,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B11_peeq_repair,2.9894891213189112e-05,0.1571119129657745,583.4896,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B12_peeq_repair,3.772677086999465e-05,0.1601821333169937,583.289408,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B13_surfacet_repair,4.335154699219856e-05,0.1574961096048355,582.160896,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B14_surfacet_repair,9.57650804593868e-05,0.1556143164634704,581.893504,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B15_mises_repair,8.137980603351025e-05,0.1623269319534301,581.893952,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R49SCN_N24_B16_mises_repair,7.775182257319102e-05,0.1623154729604721,583.680896,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B01_n24_u2ret_top,3.827916589216329e-05,0.1594891101121902,582.395136,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B02_n24_u2ret_top,3.386501202840009e-05,0.1574332565069198,582.002752,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B03_n24_u2ret_top,5.342099871086248e-05,0.1587450951337814,582.636416,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B04_n24_u2ret_top,3.356376646479475e-05,0.1568998396396637,582.660032,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B05_n24_u2ret_repair,5.23158641954069e-05,0.1588590741157531,582.37952,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B06_n24_u2ret_repair,4.610596806742251e-05,0.1529955714941024,581.577856,579.944512,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B07_n24_u2ret_repair,9.015049431582156e-05,0.1592183411121368,581.862912,579.94432,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B08_n24_u2ret_repair,3.7965415458529606e-05,0.1582574993371963,583.471872,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B09_penalty_repair,4.8556980800640304e-05,0.1524872630834579,581.862976,579.943616,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B10_penalty_repair,6.516764369735029e-05,0.1524514555931091,580.972224,579.944448,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B11_penalty_repair,8.067023327384959e-05,0.1522239595651626,581.904768,579.944384,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B12_penalty_repair,7.648990981579118e-05,0.1547069251537323,581.938112,579.943552,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B13_penalty_repair,6.85549239278771e-05,0.1568982601165771,581.86176,579.944576,true,true,true,true,native Stage 3 MPa-scale stress definitions
N24,native_stage3_combined552,S3R54CAL64_N24_B14_penalty_repair,9.317355693383432e-05,0.1518133282661438,581.927936,579.943488,true,true,true,true,native Stage 3 MPa-scale stress definitions
