N_label,scope,strategy_id,U2,PEEQ,SurfaceT,Mises,include_in_u2_panel,include_in_peeq_panel,include_in_surfacet_panel,include_in_mises_panel,stress_semantics_note,U2_within_N_minmax_cost,PEEQ_within_N_minmax_cost,SurfaceT_within_N_minmax_cost,Mises_within_N_minmax_cost
N16,native_stage3_combined552,S3R24L64_N16_B06_tradeoff_probe,0.000173900736172,0.1697699576616287,582.73312,579.947136,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.5789694319048395,0.706012068529878,0.2654464137816807,0.20000000002368476
N16,native_stage3_combined552,S3R24L64_N16_B07_sentinel_control,0.0001609579915111,0.157854363322258,581.490432,579.947904,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.5271618011860226,0.3552377384578682,0.08676126847405294,0.6000000000118424
N16,native_stage3_combined552,S3R24L64_N16_B08_exploitation_reference,4.2947722249664366e-05,0.1522741019725799,581.874176,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05478653526623119,0.1909645699686966,0.14193952110136598,0.833333333343202
N16,native_stage3_combined552,S3R34N32INF_N16_B01_graph_pointer,5.834493731526891e-05,0.1720538139343261,581.96992,579.94848,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.11641899832693518,0.7732448167436355,0.15570647672685584,0.9000000000177636
N16,native_stage3_combined552,S3R34N32INF_N16_B02_surrogate_top,9.155312864095322e-05,0.1565309762954712,582.068416,579.947136,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.24934580466642106,0.3162795308749432,0.1698691403014723,0.20000000002368476
N16,native_stage3_combined552,S3R34N32INF_N16_B03_hybrid_agree,8.978642154033878e-05,0.1544402092695236,583.986816,579.947264,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.24227397319210844,0.25473099355690043,0.4457143908858313,0.26666666669824635
N16,native_stage3_combined552,S3R34N32INF_N16_B04_hybrid_disagree,9.529680437481149e-05,0.1514548659324646,581.461312,579.94816,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.26433110917734526,0.1668476887659863,0.08257412622164158,0.7333333333609655
N16,native_stage3_combined552,S3R64VNR_N16_B01_n16_diversity,0.0001097982292321,0.1503731906414032,582.193408,579.948096,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.3223778746499504,0.1350050534117562,0.18784164320026578,0.6999999999940788
N16,native_stage3_combined552,S3R64VNR_N16_B02_n16_penalty,4.95423319080146e-05,0.1477783918380737,581.52416,579.948288,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08118364892842674,0.05861869902721896,0.09161099147848797,0.8000000000355272
N16,native_stage3_combined552,S3R64VNR_N16_B03_n16_anchor_local,4.0733349123911466e-05,0.1522163301706314,581.438784,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04592277196266764,0.18926386880781726,0.07933484254505958,0.8666666666508769
N16,native_stage3_combined552,S3R64VNR_N16_B04_n16_anchor_local,4.630857847587322e-05,0.1499058455228805,581.288448,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06823947765429163,0.1212472276421621,0.057718145510103167,0.833333333343202
N16,native_stage3_combined552,S3R64VNR_N16_B05_n16_anchor_local,4.535047560239036e-05,0.155251070857048,581.44384,579.948288,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0644043529446162,0.27860134547088006,0.08006184087019803,0.8000000000355272
N16,native_stage3_combined552,S3R64VNR_N16_B06_n16_anchor_top,3.5666283110913355e-05,0.152036964893341,581.560832,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.025640158675678842,0.1839836676539533,0.09688402996337987,0.833333333343202
N16,native_stage3_combined552,S3R64VNR_N16_B07_n16_anchor_top,5.006112223782111e-05,0.1521210968494415,582.24032,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08326027939061185,0.18646036581086253,0.1945870833563432,0.833333333343202
N16,native_stage3_combined552,S3R64VNR_N16_B08_n16_anchor_top,4.59382431472477e-05,0.1480086147785186,581.497536,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06675708760100377,0.06539606114628131,0.08778274713341869,0.833333333343202
N16,native_stage3_combined552,S3R64VNR_N16_B09_n16_anchor_top,4.151515349803958e-05,0.1512656509876251,581.532864,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0490522034217882,0.16127753056612304,0.0928625328989826,0.4000000000473695
N16,native_stage3_combined552,S3R64VNR_N16_B10_n16_u2_safe,3.850526627502404e-05,0.1514567881822586,581.4736,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.037004130942513085,0.16690427644969885,0.0843410082270544,0.4000000000473695
N16,native_stage3_combined552,S3R64VNR_N16_B11_n16_u2_safe,4.810629525309196e-05,0.1519916504621505,582.392896,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07543543565016647,0.18264968977666615,0.21652586825685713,0.833333333343202
N16,native_stage3_combined552,S3R64VNR_N16_B12_n16_uncertainty,3.8775639040977694e-05,0.1497028917074203,581.026496,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.03808638766486566,0.11527262103622997,0.020052270259325877,0.4000000000473695
N16,native_stage3_combined552,S3R69SNR_N16_B01_n16_run66_local,4.112158649149933e-05,0.1500573009252548,581.035776,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04747682086792039,0.12570581072165588,0.02138663427384389,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B02_n16_run66_local,3.836012751889939e-05,0.1496169120073318,580.987648,579.947584,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.03642316490499169,0.11274152851668309,0.01446634641931442,0.43333333335504437
N16,native_stage3_combined552,S3R69SNR_N16_B03_n16_run66_local,3.600601939979242e-05,0.1519828289747238,580.995072,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.027000065917703042,0.1823900005614907,0.015533837630919022,0.4000000000473695
N16,native_stage3_combined552,S3R69SNR_N16_B04_n16_diversity,3.5760519494942855e-05,0.151949256658554,581.025536,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.026017371076293216,0.18140169008548576,0.019914232602658365,0.8666666666508769
N16,native_stage3_combined552,S3R69SNR_N16_B05_n16_penalty,4.457548811842571e-05,0.1477939337491989,580.909184,579.947584,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06130220835064616,0.05907622580328345,0.003184068613921535,0.43333333335504437
N16,native_stage3_combined552,S3R69SNR_N16_B06_n16_penalty,4.097092369192978e-05,0.152086853981018,580.944192,579.947584,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04687374301328707,0.18545231544519122,0.008217841827262939,0.43333333335504437
N16,native_stage3_combined552,S3R69SNR_N16_B07_n16_reward_bal,4.880316419075825e-05,0.1498794257640838,581.036736,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07822488483794943,0.12046947598927533,0.021524671930511403,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B08_n16_reward_bal,4.283226871848456e-05,0.1502377092838287,580.89344,579.947584,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05432439419296901,0.13101671837055606,0.000920251044499127,0.43333333335504437
N16,native_stage3_combined552,S3R69SNR_N16_B09_n16_recovery_top,3.467050373728853e-05,0.1563535183668136,581.031872,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.021654221270761942,0.311055478740577,0.02082528113670318,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B10_n16_recovery_top,4.1541328755556606e-05,0.1533360928297042,581.90656,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04915697857659046,0.22222772989514053,0.14659599138645668,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B11_n16_recovery_top,4.920626224702573e-05,0.1488713473081588,581.38496,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07983841858134988,0.0907934031920708,0.0715955312609303,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B12_n16_recovery_top,4.297713803680381e-05,0.1483918279409408,581.084032,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05490428171625793,0.07667718875896617,0.02832532714924928,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B13_n16_u2_safe,4.4194025122124e-05,0.1527805924415588,581.709952,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05977527611462707,0.2058747666306382,0.11832587929988422,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B14_n16_u2_safe,3.8387926906580105e-05,0.1514498889446258,581.611584,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.03653444117976226,0.16670117491823272,0.10418162074614368,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B15_n16_u2_safe,3.8903703170944937e-05,0.148825317621231,581.538432,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.03859900684476132,0.08943836943247283,0.09366315130767379,0.833333333343202
N16,native_stage3_combined552,S3R69SNR_N16_B16_n16_uncertainty,4.192923461232567e-05,0.1472253948450088,581.024192,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05070970049977492,0.042339431350804965,0.019720979883314036,0.833333333343202
N16,native_stage3_combined552,S3R74FSD_N16_B01_n16_penalty,3.502699360069528e-05,0.1457871496677398,580.903872,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.023081190254718865,0.0,0.002420260246998539,0.8666666666508769
N16,native_stage3_combined552,S3R74FSD_N16_B02_n16_penalty,5.006714764022036e-05,0.150148332118988,581.10368,579.947456,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08328439806332087,0.12838561041002883,0.031150497855828744,0.36666666668048276
N16,native_stage3_combined552,S3R74FSD_N16_B03_n16_reward_bal,3.4737099667836446e-05,0.1495949774980545,580.88704,579.948672,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.021920793583482097,0.11209581479246064,0.0,1.0
N16,native_stage3_combined552,S3R74FSD_N16_B04_n16_reward_bal,6.018633121129824e-05,0.1496336758136749,581.811456,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.1237897884856539,0.11323502575836333,0.13292106086541186,0.833333333343202
N16,native_stage3_combined552,S3R74FSD_N16_B05_n16_final_top,5.0498146265454125e-05,0.1496848165988922,580.976192,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0850096130931657,0.11474052134364748,0.01281909704967684,0.4000000000473695
N16,native_stage3_combined552,S3R74FSD_N16_B06_n16_final_top,3.7295596030162415e-05,0.150720402598381,580.99008,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.032162024343079174,0.14522636828141866,0.01481604181621853,0.4000000000473695
N16,native_stage3_combined552,S3R74FSD_N16_B07_n16_final_top,5.240075438450731e-05,0.1481634676456451,580.912128,579.94752,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09262543349425177,0.06995465966675628,0.00360738409439473,0.4000000000473695
N16,native_stage3_combined552,S3R74FSD_N16_B08_n16_final_top,4.582889278026414e-05,0.1497713178396225,580.964096,579.947456,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06631937646784933,0.11728696711071328,0.011079822575610597,0.36666666668048276
N16,native_stage3_combined552,S3R74FSD_N16_B09_n16_u2_safe,4.127822376176482e-05,0.1516896486282348,580.91744,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0481038135242179,0.17375928213478545,0.004371192461317726,0.8666666666508769
N16,native_stage3_combined552,S3R74FSD_N16_B10_n16_u2_safe,3.889254548994359e-05,0.1521060764789581,580.914432,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.03855434452373584,0.18601819228231778,0.003938674470406569,0.8666666666508769
N16,native_stage3_combined552,S3R74FSD_N16_B11_n16_u2_safe,5.168353936824133e-05,0.1520113199949264,580.997312,579.948352,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08975454237476997,0.1832287265402375,0.015855925496476554,0.833333333343202
N16,native_stage3_combined552,S3R74FSD_N16_B12_n16_run71_local,5.227775727689732e-05,0.1617272645235061,582.024768,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09213309675289649,0.4692491998764714,0.16359302817809057,0.8666666666508769
N16,native_stage3_combined552,S3R74FSD_N16_B13_n16_run71_local,2.926077831943985e-05,0.1494684070348739,580.903232,579.948416,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0,0.1083698009517257,0.0023282351425535303,0.8666666666508769
N16,native_stage3_combined552,S3R74FSD_N16_B14_n16_run71_local,5.502241992871859e-05,0.1484406590461731,580.90848,579.947584,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.10311951986783703,0.07811469139095309,0.0030828409990385644,0.43333333335504437
N24,native_stage3_combined552,N24_A01_raster_left_to_right,0.0005523721708868,0.1892502903938293,587.159872,579.944256,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.8756825949824466,0.9999944167910172,0.5631061279499853,0.6969696969827465
N24,native_stage3_combined552,N24_A02_odd_even_interlaced,8.360300034837564e-05,0.1549861133098602,586.226112,579.943936,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09057459870840619,0.1441145346935018,0.4794310784847831,0.5454545454741196
N24,native_stage3_combined552,N24_A03_greedy_maximin_distance,0.0002935029126547,0.1646057963371276,584.637632,579.944576,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.442120967211339,0.38440319404219336,0.3370859977633192,0.8484848484913732
N24,native_stage3_combined552,N24_A04_method_c_u2_first_engineering,5.621172385872342e-05,0.1543776392936706,581.727232,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04469890646636198,0.12891555098642155,0.07628251082499414,0.878787878825396
N24,native_stage3_combined552,N24_A05_center_out,0.0006265991143266,0.172961801290512,588.072192,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,1.0,0.5931266230853768,0.6448599202821632,0.6363636363685299
N24,native_stage3_combined552,N24_A06_edge_in_alternating,0.0005255469384337,0.1848475784063339,590.591168,579.942784,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.8307549294607388,0.8900197161719887,0.870587560576951,0.0
N24,native_stage3_combined552,N24_A07_regular_jump_coprime,0.0002371341688558,0.1627264767885208,583.243392,579.943104,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.3477129850362153,0.3374599451282226,0.21214693315745756,0.1515151515086268
N24,native_stage3_combined552,N24_A08_block_interleaved_quarters,0.000624739785735,0.1546273678541183,584.995648,579.943744,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.9968859433667759,0.13515348427600735,0.3691681243368775,0.45454545457970935
N24,native_stage3_combined552,N24_A09_center_edge_alternating,0.0005546370016418,0.1753909140825271,581.775744,579.943744,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.8794757982212933,0.6538030772414625,0.08062971353196595,0.45454545457970935
N24,native_stage3_combined552,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.0001888593301373,0.1541593670845031,583.863616,579.94336,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.2668609062759989,0.12346336130768985,0.2677257477131311,0.2727272727370598
N24,native_stage3_combined552,N24_A11_graph_pointer_policy_diverse_01,0.0002307547981672,0.163732573390007,589.19488,579.943936,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.3370286327929494,0.36259108540188106,0.7454649729016708,0.5454545454741196
N24,native_stage3_combined552,N24_A12_graph_pointer_policy_diverse_02,0.0005429062013035,0.1641553044319152,583.079232,579.943936,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.8598287187477966,0.37315042244420077,0.1974364121240002,0.5454545454741196
N24,native_stage3_combined552,N24_A13_graph_pointer_policy_anti_odd_even_novelty,0.0002316626496394,0.1621642112731933,581.204672,579.944256,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.33854912836955636,0.32341519682486536,0.029455452642446606,0.6969696969827465
N24,native_stage3_combined552,N24_A14_graph_pointer_policy_u2first_proxy,0.0003735758580205,0.1622905135154724,583.23584,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.5762294232339411,0.32657008211411603,0.21147019183896631,0.878787878825396
N24,native_stage3_combined552,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,0.0004410466524404,0.1661432981491089,583.990144,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.689231436897046,0.4228082275656433,0.2790640323459422,0.6363636363685299
N24,native_stage3_combined552,S3B20_N24_B01_surrogate_top,7.634673784195911e-05,0.1602428555488586,586.730944,579.944704,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07842160300199559,0.2754219324081822,0.524669515097642,0.9090909091055898
N24,native_stage3_combined552,S3B20_N24_B02_diversity_top,7.592932161060162e-05,0.1560772061347961,581.836224,579.944512,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07772250237505604,0.17136878323637666,0.08604937917587237,0.8181818182111794
N24,native_stage3_combined552,S3B20_N24_B03_method_c_inspired,0.0002536973042879,0.1650789976119995,584.643072,579.944576,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.37545339735082095,0.39622321967284685,0.3375734809164667,0.8484848484913732
N24,native_stage3_combined552,S3B20_N24_B04_surrogate_top,5.741682798543479e-05,0.1594105213880539,581.725376,579.944832,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.046717249279173714,0.25463117879780145,0.07611619304333146,0.9696969697198062
N24,native_stage3_combined552,S3B20_N24_B05_surrogate_top,9.08282927412074e-05,0.1536802798509597,581.741824,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.1026757247839855,0.1114963111738231,0.0775901126946348,0.878787878825396
N24,native_stage3_combined552,S3R19B28_N24_B01_surrogate_top,8.261122002295451e-05,0.1533868759870529,582.21152,579.944448,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08891353669116421,0.10416741884898742,0.11967998164769254,0.7878787878771567
N24,native_stage3_combined552,S3R19B28_N24_B02_u2_primary_top,8.019191227504052e-05,0.1561380475759506,582.353856,579.944512,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08486161097225792,0.17288853272151244,0.1324348349726143,0.8181818182111794
N24,native_stage3_combined552,S3R19B28_N24_B03_geometry_signal_top,0.0002306497162862,0.1619622707366943,583.032192,579.943168,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.33685263865719633,0.3183709536158162,0.19322111662317956,0.18181818184264956
N24,native_stage3_combined552,S3R19B28_N24_B04_method_c_inspired,8.025430179259274e-05,0.1612091809511184,584.544768,579.944384,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08496610271828649,0.2995596336968241,0.328764373584148,0.7575757575969629
N24,native_stage3_combined552,S3R19B28_N24_B05_diversity_top,5.907966442464385e-05,0.1658651232719421,585.390656,579.944768,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.049502215243167016,0.41585973787950453,0.4045651363519099,0.9393939393857835
N24,native_stage3_combined552,S3R19B28_N24_B06_uncertainty_calibration,7.285496940312441e-05,0.1538291126489639,580.99136,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07257348948523493,0.1152139839285463,0.01034037794282481,0.878787878825396
N24,native_stage3_combined552,S3R19B28_N24_B07_control_sentinel,0.0003879498119658,0.149288535118103,582.449344,579.944,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.6003033318648519,0.001795560008887778,0.14099159808448136,0.5757575757543134
N24,native_stage3_combined552,S3R19B28_N24_B08_known_best_mutation,4.156047452852363e-05,0.1627765595912933,581.36224,579.944896,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.020160575604431585,0.3387109561543152,0.04357525879621183,1.0
N24,native_stage3_combined552,S3R19B28_N24_B09_known_best_mutation,6.838659828645177e-05,0.159013420343399,583.970176,579.944576,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06508973390892384,0.24471204971884716,0.2772746824190693,0.8484848484913732
N24,native_stage3_combined552,S3R19B28_N24_B10_known_best_mutation,4.000997159891995e-05,0.1574321687221527,582.112512,579.944704,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.017563749010907993,0.20521419609048847,0.11080778826026606,0.9090909091055898
N24,native_stage3_combined552,S3R24L64_N24_B01_top_region,7.369223112618783e-05,0.1567591875791549,581.8992,579.94368,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07397575933373254,0.1884038982709535,0.09169271356063408,0.4242424242456866
N24,native_stage3_combined552,S3R24L64_N24_B02_top_region,8.462275673082331e-05,0.1625818163156509,586.835584,579.944448,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09228251582503647,0.3338464922745135,0.5340463969259921,0.7878787878771567
N24,native_stage3_combined552,S3R24L64_N24_B03_top_region,6.807913905504392e-05,0.1543546617031097,581.713792,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06457479240620233,0.128341597102984,0.07507814068190835,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B04_top_region,8.125130443659145e-05,0.1610715538263321,583.307264,579.944448,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08663591122384731,0.29612186581911115,0.2178705588851032,0.7878787878771567
N24,native_stage3_combined552,S3R24L64_N24_B05_top_region,6.770852269255556e-05,0.1572423726320266,586.6704,579.943872,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06395407353638971,0.20047330723617204,0.5192441143578103,0.5151515151939259
N24,native_stage3_combined552,S3R24L64_N24_B06_model_disagreement,8.061707694650977e-05,0.1534445732831955,580.875968,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08557368890801537,0.10560863119443094,0.0,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B07_model_disagreement,7.37363538974023e-05,0.1538069397211074,581.218368,579.944576,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07404965741124148,0.114660129597445,0.030682763169223706,0.8484848484913732
N24,native_stage3_combined552,S3R24L64_N24_B08_model_disagreement,8.019874189812981e-05,0.1531224399805069,581.032512,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08487304942008242,0.09756211040832999,0.014028044619050916,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B09_model_disagreement,6.930613835720578e-05,0.1627024710178375,587.378304,579.94368,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06662980588425053,0.3368603084834625,0.5826800103231684,0.4242424242456866
N24,native_stage3_combined552,S3R24L64_N24_B10_uncertainty_calibration,7.942568845464848e-05,0.1542500406503677,581.681088,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.08357831743221031,0.12572828308507233,0.07214750666705744,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B11_uncertainty_calibration,0.0001170783098132,0.1543570160865783,581.1632,579.94336,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.1466400031555346,0.12840040690426946,0.02573911048662419,0.2727272727370598
N24,native_stage3_combined552,S3R24L64_N24_B12_uncertainty_calibration,0.00011106191414,0.1553478837013244,581.244224,579.943488,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.1365635718357179,0.15315114453922962,0.03299974192069116,0.33333333335127635
N24,native_stage3_combined552,S3R24L64_N24_B13_uncertainty_calibration,7.370208913926035e-05,0.1641812026500702,581.64544,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.07399226981560088,0.3737973302583505,0.06895305823990418,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B14_diversity_coverage,0.0002087160146402,0.1766754388809204,581.457152,579.944384,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.30011744864803985,0.6858890348381084,0.05208040604479127,0.7575757575969629
N24,native_stage3_combined552,S3R24L64_N24_B15_diversity_coverage,8.884969702194212e-05,0.1608411371707916,583.29952,579.944384,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09936191615872005,0.2903663217856439,0.21717661227884602,0.7575757575969629
N24,native_stage3_combined552,S3R24L64_N24_B16_diversity_coverage,8.727337626623921e-05,0.1625741869211197,583.0672,579.944704,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09672184913261077,0.3336559187412325,0.19635821409113002,0.9090909091055898
N24,native_stage3_combined552,S3R24L64_N24_B17_diversity_coverage,0.0001864545752141,0.1623059958219528,584.355136,579.943296,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.262833354043596,0.32695681238966157,0.31177128437473467,0.24242424245686606
N24,native_stage3_combined552,S3R24L64_N24_B18_tradeoff_probe,0.0002899126045576,0.1693079322576522,583.853568,579.943168,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.4361078166603269,0.5018571614146646,0.2668253376537744,0.18181818184264956
N24,native_stage3_combined552,S3R24L64_N24_B19_tradeoff_probe,5.976830379950116e-05,0.1647088974714279,585.381696,579.944,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.05065556813778813,0.38697854223902295,0.40376222292318265,0.5757575757543134
N24,native_stage3_combined552,S3R24L64_N24_B20_tradeoff_probe,5.346994021238061e-05,0.1653908491134643,585.39008,579.944832,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.04010688890188631,0.40401291284573476,0.4045135204886324,0.9696969697198062
N24,native_stage3_combined552,S3R24L64_N24_B21_sentinel_control,0.0004048996659093,0.1666337102651596,584.805888,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.6286914313881931,0.43505816028797506,0.3521635649356236,0.6363636363685299
N24,native_stage3_combined552,S3R24L64_N24_B22_sentinel_control,0.000283742554302,0.1525747328996658,582.41728,579.944,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.42577404025707,0.08388101511672386,0.13811831502882307,0.5757575757543134
N24,native_stage3_combined552,S3R24L64_N24_B23_exploitation_reference,5.36375810042955e-05,0.1543297171592712,586.28768,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.0403876584885102,0.12771851098049658,0.48494824075932924,0.878787878825396
N24,native_stage3_combined552,S3R24L64_N24_B24_exploitation_reference,7.06063701727544e-05,0.1538756042718887,586.210112,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.06880747126745955,0.11637529139698163,0.4779973045049167,0.878787878825396
N24,native_stage3_combined552,S3R34N32INF_N24_B01_graph_pointer,8.404852360399673e-05,0.1512167304754257,581.12608,579.94464,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.09132077378240347,0.049959670620446504,0.02241275485332993,0.878787878825396
N24,native_stage3_combined552,S3R34N32INF_N24_B02_surrogate_top,0.0002424270824121,0.1497802585363388,583.834816,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.3565777078418243,0.014078247557253036,0.26514495454937154,0.6363636363685299
N24,native_stage3_combined552,S3R34N32INF_N24_B03_hybrid_agree,0.0002418987551209,0.1546439528465271,582.266176,579.94432,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.35569285020390734,0.1355677583825371,0.12457775356292981,0.7272727272629402
N24,native_stage3_combined552,S3R34N32INF_N24_B04_hybrid_disagree,0.0001531527886982,0.1598571240901947,583.702528,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.207058570787663,0.2657868025594923,0.25329051128380653,0.6363636363685299
N24,native_stage3_combined552,S3R34N32INF_N24_B05_uncertainty,0.0002087068096443,0.1554678678512573,583.412992,579.943296,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.3001020318579842,0.15614821112123073,0.2273449373440828,0.24242424245686606
N24,native_stage3_combined552,S3R34N32INF_N24_B06_diversity,0.000223823039505,0.1539438366889953,583.285568,579.944128,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.32541912539363765,0.11807965899248266,0.215926361368398,0.6363636363685299
N24,native_stage3_combined552,S3R34N32INF_N24_B07_sentinel,0.0001576931415456,0.1516375094652176,582.095296,579.944256,True,True,True,True,native Stage 3 MPa-scale stress definitions,0.21466288342261083,0.06047024763765131,0.10926504745791936,0.6969696969827465
