final_expansion_batch,strategy_name,n,order_json,source_order_json,scan_order,order_compact,order_hash,candidate_source,ppo_checkpoint,ppo_version_source,ppo_generation_mode,selected_by_bucket,global_candidate_index,case_dir,job_name,expected_cae,expected_inp,expected_jnl,generation_log,base_cae,batch_name,teacher_validated,abaqus_validated,notes,predicted_quality_score,mean_abs_jump,max_abs_jump,long_jump_count,adjacent_fraction,total_travel_proxy,jump_variance,local_continuity_score,path_complexity_score,novelty_distance_score,min_hamming_to_combined552_sameN,min_hamming_to_conventional_baseline,nearest_conventional_baseline
final_expansion_batch02,PPOFINAL_N12_B033_diversity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity\scan_order_PPOFINAL_N12_B033_diversity.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B033_diversity.json,"[11,1,3,9,7,5,0,6,2,4,8,10]","11,1,3,9,7,5,0,6,2,4,8,10",3ae31ba5ab2dcb44,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,diversity,33,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity,J2D_PPOFINAL_N12_B033_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity\J2D_PPOFINAL_N12_B033_diversity.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity\J2D_PPOFINAL_N12_B033_diversity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity\J2D_PPOFINAL_N12_B033_diversity.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B033_diversity\J2D_PPOFINAL_N12_B033_diversity_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6784860971334526,4.090909090909091,10.0,6,0.0,45.0,5.900826446280991,-0.371900826446281,0.3896762516221569,5.0,5,9.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B034_diversity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity\scan_order_PPOFINAL_N12_B034_diversity.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B034_diversity.json,"[11,1,3,7,9,0,2,4,5,6,10,8]","11,1,3,7,9,0,2,4,5,6,10,8",428e5ef4ec1af069,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,diversity,34,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity,J2D_PPOFINAL_N12_B034_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity\J2D_PPOFINAL_N12_B034_diversity.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity\J2D_PPOFINAL_N12_B034_diversity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity\J2D_PPOFINAL_N12_B034_diversity.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B034_diversity\J2D_PPOFINAL_N12_B034_diversity_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,Stage T repair replacement from rollout pool; original duplicate physical order removed; not physically validated yet.,0.5749651614139011,3.5454545454545454,10.0,4,0.18181818181818182,39.0,8.793388429752067,-0.14049586776859502,0.368127177105389,6.0,6,8.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B035_diversity,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity\scan_order_PPOFINAL_N12_B035_diversity.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B035_diversity.json,"[11,3,1,9,5,7,0,2,4,6,8,10]","11,3,1,9,5,7,0,2,4,6,8,10",9d16225c8842df9d,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,diversity,35,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity,J2D_PPOFINAL_N12_B035_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity\J2D_PPOFINAL_N12_B035_diversity.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity\J2D_PPOFINAL_N12_B035_diversity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity\J2D_PPOFINAL_N12_B035_diversity.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B035_diversity\J2D_PPOFINAL_N12_B035_diversity_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.7350055444925802,3.727272727272727,8.0,4,0.0,41.0,6.198347107438016,-0.3388429752066115,0.3618320697584409,2.0,2,5.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B036_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency\scan_order_PPOFINAL_N12_B036_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B036_efficiency.json,"[11,3,1,7,9,4,0,2,5,6,8,10]","11,3,1,7,9,4,0,2,5,6,8,10",f73b4f03f3ad3bc4,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,36,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency,J2D_PPOFINAL_N12_B036_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency\J2D_PPOFINAL_N12_B036_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency\J2D_PPOFINAL_N12_B036_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency\J2D_PPOFINAL_N12_B036_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B036_efficiency\J2D_PPOFINAL_N12_B036_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6799541525506227,3.363636363636364,8.0,4,0.0909090909090909,37.0,4.231404958677687,-0.2148760330578512,0.3152733192177219,4.0,4,4.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B037_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency\scan_order_PPOFINAL_N12_B037_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B037_efficiency.json,"[11,3,1,9,7,5,2,0,4,6,8,10]","11,3,1,9,7,5,2,0,4,6,8,10",b8d668f55850ae91,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,37,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency,J2D_PPOFINAL_N12_B037_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency\J2D_PPOFINAL_N12_B037_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency\J2D_PPOFINAL_N12_B037_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency\J2D_PPOFINAL_N12_B037_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B037_efficiency\J2D_PPOFINAL_N12_B037_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6445933750336242,3.363636363636364,8.0,3,0.0,37.0,5.140495867768596,-0.3057851239669422,0.3227864672267377,5.0,5,7.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B038_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency\scan_order_PPOFINAL_N12_B038_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B038_efficiency.json,"[11,1,3,9,7,5,2,0,4,6,8,10]","11,1,3,9,7,5,2,0,4,6,8,10",0281cd940a2fe6d9,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,38,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency,J2D_PPOFINAL_N12_B038_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency\J2D_PPOFINAL_N12_B038_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency\J2D_PPOFINAL_N12_B038_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency\J2D_PPOFINAL_N12_B038_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B038_efficiency\J2D_PPOFINAL_N12_B038_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6702023966013158,3.363636363636364,10.0,3,0.0,37.0,5.867768595041324,-0.3057851239669422,0.3287969856339503,4.0,4,8.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B039_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency\scan_order_PPOFINAL_N12_B039_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B039_efficiency.json,"[11,1,3,9,7,6,5,0,2,4,8,10]","11,1,3,9,7,6,5,0,2,4,8,10",caf58a70972ef4f4,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,39,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency,J2D_PPOFINAL_N12_B039_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency\J2D_PPOFINAL_N12_B039_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency\J2D_PPOFINAL_N12_B039_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency\J2D_PPOFINAL_N12_B039_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B039_efficiency\J2D_PPOFINAL_N12_B039_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.4780140278316179,3.363636363636364,10.0,4,0.1818181818181818,37.0,6.776859504132233,-0.1239669421487603,0.3363101336429661,7.0,7,10.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B040_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency\scan_order_PPOFINAL_N12_B040_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B040_efficiency.json,"[11,1,3,9,8,7,5,0,2,4,6,10]","11,1,3,9,8,7,5,0,2,4,6,10",60da2971c89ac202,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency,J2D_PPOFINAL_N12_B040_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency\J2D_PPOFINAL_N12_B040_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency\J2D_PPOFINAL_N12_B040_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency\J2D_PPOFINAL_N12_B040_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B040_efficiency\J2D_PPOFINAL_N12_B040_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.4170408023206977,3.363636363636364,10.0,4,0.1818181818181818,37.0,6.776859504132233,-0.1239669421487603,0.3363101336429661,8.0,8,11.0,raster
final_expansion_batch02,PPOFINAL_N12_B041_efficiency,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency\scan_order_PPOFINAL_N12_B041_efficiency.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B041_efficiency.json,"[11,3,1,9,7,0,2,4,5,6,8,10]","11,3,1,9,7,0,2,4,5,6,8,10",42cd3f72e6aaa2fc,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,efficiency,41,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency,J2D_PPOFINAL_N12_B041_efficiency,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency\J2D_PPOFINAL_N12_B041_efficiency.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency\J2D_PPOFINAL_N12_B041_efficiency.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency\J2D_PPOFINAL_N12_B041_efficiency.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B041_efficiency\J2D_PPOFINAL_N12_B041_efficiency_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6506879289201846,3.363636363636364,8.0,3,0.1818181818181818,37.0,7.140495867768595,-0.1239669421487603,0.3393153928465724,6.0,6,8.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B042_novelty,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty\scan_order_PPOFINAL_N12_B042_novelty.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B042_novelty.json,"[11,3,1,7,9,0,2,4,5,6,8,10]","11,3,1,7,9,0,2,4,5,6,8,10",5623c97f5dcbd1a3,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,novelty,42,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty,J2D_PPOFINAL_N12_B042_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty\J2D_PPOFINAL_N12_B042_novelty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty\J2D_PPOFINAL_N12_B042_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty\J2D_PPOFINAL_N12_B042_novelty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B042_novelty\J2D_PPOFINAL_N12_B042_novelty_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6585155488327996,3.363636363636364,9.0,3,0.1818181818181818,37.0,7.5041322314049586,-0.1239669421487603,0.3423206520501787,6.0,6,6.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B043_novelty,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty\scan_order_PPOFINAL_N12_B043_novelty.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B043_novelty.json,"[11,1,3,9,7,0,2,4,5,6,8,10]","11,1,3,9,7,0,2,4,5,6,8,10",667cc0b2be39f4b7,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,novelty,43,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty,J2D_PPOFINAL_N12_B043_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty\J2D_PPOFINAL_N12_B043_novelty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty\J2D_PPOFINAL_N12_B043_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty\J2D_PPOFINAL_N12_B043_novelty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B043_novelty\J2D_PPOFINAL_N12_B043_novelty_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,final expansion PPO candidate; not physically validated yet.,0.6398432542189428,3.363636363636364,10.0,3,0.1818181818181818,37.0,7.867768595041323,-0.1239669421487603,0.345325911253785,6.0,6,9.0,odd_even
final_expansion_batch02,PPOFINAL_N12_B044_novelty,12,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\scan_order_PPOFINAL_N12_B044_novelty.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N12_B044_novelty.json,"[11,1,3,9,5,0,7,4,2,6,8,10]","11,1,3,9,5,0,7,4,2,6,8,10",7490c177c3657ed7,PPO_final_expansion_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,v01,stochastic,novelty,44,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty,J2D_PPOFINAL_N12_B044_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\J2D_PPOFINAL_N12_B044_novelty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\J2D_PPOFINAL_N12_B044_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\J2D_PPOFINAL_N12_B044_novelty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_final_expansion_224_to_320_batch224_v01\final_expansion_batch02\N12\PPOFINAL_N12_B044_novelty\J2D_PPOFINAL_N12_B044_novelty_stageU_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae,stage3_ppo_final_expansion_224_to_320_batch224_v01,False,False,Stage T repair replacement from rollout pool; original duplicate physical order removed; not physically validated yet.,0.5530251329330956,4.2727272727272725,10.0,6,0.0,47.0,6.016528925619835,-0.3884297520661157,0.40578398561118323,6.0,6,9.0,odd_even
