v02K2_total_count,new_record_count_total,primary_new_record_count_total,total_unique_primary_topk_candidates,total_unique_any_topk_candidates,best_overall_ref_lex_rank,best_overall_ref_lex_candidate
32,0,0,16,22,114,PPOV02_N24_B16_novelty_tophalf
